ID;Sex;Age;CausesOfDeath;Periods;Deaths_1
5465;Total male and female;Total;C20 Malignant neoplasm of rectum;2001;849
5466;Total male and female;Total;C20 Malignant neoplasm of rectum;2002;898
5467;Total male and female;Total;C20 Malignant neoplasm of rectum;2003;843
5468;Total male and female;Total;C20 Malignant neoplasm of rectum;2004;848
5469;Total male and female;Total;C20 Malignant neoplasm of rectum;2005;875
5470;Total male and female;Total;C20 Malignant neoplasm of rectum;2006;938
5471;Total male and female;Total;C20 Malignant neoplasm of rectum;2007;911
5472;Total male and female;Total;C20 Malignant neoplasm of rectum;2008;945
5473;Total male and female;Total;C20 Malignant neoplasm of rectum;2009;991
5474;Total male and female;Total;C20 Malignant neoplasm of rectum;2010;1067
5475;Total male and female;Total;C20 Malignant neoplasm of rectum;2011;1042
5476;Total male and female;Total;C20 Malignant neoplasm of rectum;2012;1087
5477;Total male and female;Total;C20 Malignant neoplasm of rectum;2013;1047
5478;Total male and female;Total;C20 Malignant neoplasm of rectum;2014;1111
5479;Total male and female;Total;C20 Malignant neoplasm of rectum;2015;1197
5480;Total male and female;Total;C20 Malignant neoplasm of rectum;2016;1169
5481;Total male and female;Total;C20 Malignant neoplasm of rectum;2017;1192
5482;Total male and female;Total;C20 Malignant neoplasm of rectum;2018;1150
5483;Total male and female;Total;C20 Malignant neoplasm of rectum;2019;1076
5484;Total male and female;Total;C20 Malignant neoplasm of rectum;2020;1028
5485;Total male and female;Total;C20 Malignant neoplasm of rectum;2021;1026
5486;Total male and female;Total;C20 Malignant neoplasm of rectum;2022;1008
5487;Total male and female;Total;C20 Malignant neoplasm of rectum;2023;1048
5488;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;1996;15
5489;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;1997;18
5490;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;1998;27
5491;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;1999;26
5492;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2000;26
5493;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2001;34
5494;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2002;32
5495;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2003;22
5496;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2004;24
5497;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2005;38
5498;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2006;26
5499;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2007;26
5500;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2008;33
5501;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2009;39
5502;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2010;41
5503;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2011;39
5504;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2012;39
5505;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2013;36
5506;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2014;41
5507;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2015;34
5508;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2016;53
5509;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2017;59
5510;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2018;58
5511;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2019;64
5512;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2020;56
5513;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2021;65
5514;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2022;70
5515;Total male and female;Total;C21 Mal. neoplasm of anus and anal canal;2023;74
5516;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;1996;417
5517;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;1997;448
5518;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;1998;440
5519;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;1999;499
5520;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2000;478
5521;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2001;513
5522;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2002;532
5523;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2003;534
5524;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2004;566
5525;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2005;586
5526;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2006;552
5527;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2007;647
5528;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2008;625
5529;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2009;693
5530;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2010;722
5531;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2011;754
5532;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2012;839
5533;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2013;762
5534;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2014;890
5535;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2015;950
5536;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2016;1096
5537;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2017;1120
5538;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2018;1116
5539;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2019;1139
5540;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2020;1268
5541;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2021;1242
5542;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2022;1269
5543;Total male and female;Total;C22 M.n. of liver and intrahepatic ..;2023;1281
5544;Total male and female;Total;C23 Malignant neoplasm of gallbladder;1996;170
5545;Total male and female;Total;C23 Malignant neoplasm of gallbladder;1997;167
5546;Total male and female;Total;C23 Malignant neoplasm of gallbladder;1998;152
5547;Total male and female;Total;C23 Malignant neoplasm of gallbladder;1999;140
5548;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2000;127
5549;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2001;131
5550;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2002;106
5551;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2003;109
5552;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2004;119
5553;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2005;137
5554;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2006;128
5555;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2007;135
5556;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2008;125
5557;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2009;135
5558;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2010;127
5559;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2011;131
5560;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2012;128
5561;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2013;128
5562;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2014;126
5563;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2015;132
5564;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2016;125
5565;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2017;118
5566;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2018;139
5567;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2019;123
5568;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2020;143
5569;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2021;159
5570;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2022;125
5571;Total male and female;Total;C23 Malignant neoplasm of gallbladder;2023;145
5572;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;1996;179
5573;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;1997;196
5574;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;1998;176
5575;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;1999;178
5576;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2000;190
5577;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2001;171
5578;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2002;183
5579;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2003;181
5580;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2004;170
5581;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2005;198
5582;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2006;182
5583;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2007;199
5584;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2008;195
5585;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2009;182
5586;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2010;154
5587;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2011;186
5588;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2012;215
5589;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2013;304
5590;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2014;314
5591;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2015;299
5592;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2016;302
5593;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2017;306
5594;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2018;296
5595;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2019;270
5596;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2020;309
5597;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2021;307
5598;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2022;312
5599;Total male and female;Total;C24 M.n.  of oth. and uns. parts of bi..;2023;278
5600;Total male and female;Total;C25 Malignant neoplasm of pancreas;1996;1729
5601;Total male and female;Total;C25 Malignant neoplasm of pancreas;1997;1741
5602;Total male and female;Total;C25 Malignant neoplasm of pancreas;1998;1698
5603;Total male and female;Total;C25 Malignant neoplasm of pancreas;1999;1776
5604;Total male and female;Total;C25 Malignant neoplasm of pancreas;2000;1767
5605;Total male and female;Total;C25 Malignant neoplasm of pancreas;2001;1873
5606;Total male and female;Total;C25 Malignant neoplasm of pancreas;2002;1860
5607;Total male and female;Total;C25 Malignant neoplasm of pancreas;2003;1833
5608;Total male and female;Total;C25 Malignant neoplasm of pancreas;2004;1971
5609;Total male and female;Total;C25 Malignant neoplasm of pancreas;2005;2176
5610;Total male and female;Total;C25 Malignant neoplasm of pancreas;2006;2126
5611;Total male and female;Total;C25 Malignant neoplasm of pancreas;2007;2209
5612;Total male and female;Total;C25 Malignant neoplasm of pancreas;2008;2378
5613;Total male and female;Total;C25 Malignant neoplasm of pancreas;2009;2379
5614;Total male and female;Total;C25 Malignant neoplasm of pancreas;2010;2481
5615;Total male and female;Total;C25 Malignant neoplasm of pancreas;2011;2529
5616;Total male and female;Total;C25 Malignant neoplasm of pancreas;2012;2568
5617;Total male and female;Total;C25 Malignant neoplasm of pancreas;2013;2455
5618;Total male and female;Total;C25 Malignant neoplasm of pancreas;2014;2684
5619;Total male and female;Total;C25 Malignant neoplasm of pancreas;2015;2702
5620;Total male and female;Total;C25 Malignant neoplasm of pancreas;2016;2830
5621;Total male and female;Total;C25 Malignant neoplasm of pancreas;2017;2865
5622;Total male and female;Total;C25 Malignant neoplasm of pancreas;2018;2892
5623;Total male and female;Total;C25 Malignant neoplasm of pancreas;2019;3005
5624;Total male and female;Total;C25 Malignant neoplasm of pancreas;2020;2942
5625;Total male and female;Total;C25 Malignant neoplasm of pancreas;2021;2998
5626;Total male and female;Total;C25 Malignant neoplasm of pancreas;2022;3162
5627;Total male and female;Total;C25 Malignant neoplasm of pancreas;2023;3155
5628;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;1996;558
5629;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;1997;541
5630;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;1998;591
5631;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;1999;610
5632;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2000;615
5633;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2001;603
5634;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2002;757
5635;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2003;811
5636;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2004;846
5637;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2005;916
5638;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2006;896
5639;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2007;900
5640;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2008;925
5641;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2009;942
5642;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2010;1020
5643;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2011;948
5644;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2012;1004
5645;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2013;966
5646;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2014;1009
5647;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2015;1046
5648;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2016;1071
5649;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2017;1021
5650;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2018;1023
5651;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2019;1041
5652;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2020;1126
5653;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2021;1165
5654;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2022;1146
5655;Total male and female;Total;C26 M.n. of oth. and ill-def. digestiv..;2023;1115
5656;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;1996;9
5657;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;1997;20
5658;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;1998;9
5659;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;1999;15
5660;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2000;7
5661;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2001;10
5662;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2002;5
5663;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2003;8
5664;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2004;7
5665;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2005;8
5666;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2006;5
5667;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2007;9
5668;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2008;10
5669;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2009;6
5670;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2010;13
5671;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2011;7
5672;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2012;7
5673;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2013;6
5674;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2014;4
5675;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2015;10
5676;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2016;5
5677;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2017;10
5678;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2018;6
5679;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2019;12
5680;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2020;8
5681;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2021;17
5682;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2022;14
5683;Total male and female;Total;C30 M.n. of nasal cavity and middle ear;2023;12
5684;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;1996;24
5685;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;1997;31
5686;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;1998;29
5687;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;1999;35
5688;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2000;24
5689;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2001;30
5690;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2002;28
5691;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2003;21
5692;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2004;24
5693;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2005;24
5694;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2006;20
5695;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2007;19
5696;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2008;24
5697;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2009;23
5698;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2010;25
5699;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2011;20
5700;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2012;21
5701;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2013;14
5702;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2014;25
5703;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2015;29
5704;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2016;19
5705;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2017;14
5706;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2018;20
5707;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2019;18
5708;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2020;21
5709;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2021;18
5710;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2022;31
5711;Total male and female;Total;C31 Mal. neoplasm of accessory sinuses;2023;17
5712;Total male and female;Total;C32 Malignant neoplasm of larynx;1996;228
5713;Total male and female;Total;C32 Malignant neoplasm of larynx;1997;250
5714;Total male and female;Total;C32 Malignant neoplasm of larynx;1998;258
5715;Total male and female;Total;C32 Malignant neoplasm of larynx;1999;210
5716;Total male and female;Total;C32 Malignant neoplasm of larynx;2000;252
5717;Total male and female;Total;C32 Malignant neoplasm of larynx;2001;240
5718;Total male and female;Total;C32 Malignant neoplasm of larynx;2002;226
5719;Total male and female;Total;C32 Malignant neoplasm of larynx;2003;239
5720;Total male and female;Total;C32 Malignant neoplasm of larynx;2004;216
5721;Total male and female;Total;C32 Malignant neoplasm of larynx;2005;227
5722;Total male and female;Total;C32 Malignant neoplasm of larynx;2006;238
5723;Total male and female;Total;C32 Malignant neoplasm of larynx;2007;213
5724;Total male and female;Total;C32 Malignant neoplasm of larynx;2008;196
5725;Total male and female;Total;C32 Malignant neoplasm of larynx;2009;200
5726;Total male and female;Total;C32 Malignant neoplasm of larynx;2010;209
5727;Total male and female;Total;C32 Malignant neoplasm of larynx;2011;207
5728;Total male and female;Total;C32 Malignant neoplasm of larynx;2012;210
5729;Total male and female;Total;C32 Malignant neoplasm of larynx;2013;210
5730;Total male and female;Total;C32 Malignant neoplasm of larynx;2014;229
5731;Total male and female;Total;C32 Malignant neoplasm of larynx;2015;203
5732;Total male and female;Total;C32 Malignant neoplasm of larynx;2016;224
5733;Total male and female;Total;C32 Malignant neoplasm of larynx;2017;239
5734;Total male and female;Total;C32 Malignant neoplasm of larynx;2018;220
5735;Total male and female;Total;C32 Malignant neoplasm of larynx;2019;219
5736;Total male and female;Total;C32 Malignant neoplasm of larynx;2020;205
5737;Total male and female;Total;C32 Malignant neoplasm of larynx;2021;230
5738;Total male and female;Total;C32 Malignant neoplasm of larynx;2022;225
5739;Total male and female;Total;C32 Malignant neoplasm of larynx;2023;227
5740;Total male and female;Total;C33 Malignant neoplasm of trachea;1996;5
5741;Total male and female;Total;C33 Malignant neoplasm of trachea;1997;11
5742;Total male and female;Total;C33 Malignant neoplasm of trachea;1998;10
5743;Total male and female;Total;C33 Malignant neoplasm of trachea;1999;9
5744;Total male and female;Total;C33 Malignant neoplasm of trachea;2000;6
5745;Total male and female;Total;C33 Malignant neoplasm of trachea;2001;6
5746;Total male and female;Total;C33 Malignant neoplasm of trachea;2002;7
5747;Total male and female;Total;C33 Malignant neoplasm of trachea;2003;6
5748;Total male and female;Total;C33 Malignant neoplasm of trachea;2004;3
5749;Total male and female;Total;C33 Malignant neoplasm of trachea;2005;8
5750;Total male and female;Total;C33 Malignant neoplasm of trachea;2006;9
5751;Total male and female;Total;C33 Malignant neoplasm of trachea;2007;7
5752;Total male and female;Total;C33 Malignant neoplasm of trachea;2008;7
5753;Total male and female;Total;C33 Malignant neoplasm of trachea;2009;2
5754;Total male and female;Total;C33 Malignant neoplasm of trachea;2010;10
5755;Total male and female;Total;C33 Malignant neoplasm of trachea;2011;5
5756;Total male and female;Total;C33 Malignant neoplasm of trachea;2012;4
5757;Total male and female;Total;C33 Malignant neoplasm of trachea;2013;15
5758;Total male and female;Total;C33 Malignant neoplasm of trachea;2014;6
5759;Total male and female;Total;C33 Malignant neoplasm of trachea;2015;6
5760;Total male and female;Total;C33 Malignant neoplasm of trachea;2016;4
5761;Total male and female;Total;C33 Malignant neoplasm of trachea;2017;6
5762;Total male and female;Total;C33 Malignant neoplasm of trachea;2018;5
5763;Total male and female;Total;C33 Malignant neoplasm of trachea;2019;7
5764;Total male and female;Total;C33 Malignant neoplasm of trachea;2020;5
5765;Total male and female;Total;C33 Malignant neoplasm of trachea;2021;3
5766;Total male and female;Total;C33 Malignant neoplasm of trachea;2022;5
5767;Total male and female;Total;C33 Malignant neoplasm of trachea;2023;6
5768;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;1996;8566
5769;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;1997;8608
5770;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;1998;8636
5771;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;1999;8716
5772;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2000;8553
5773;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2001;8742
5774;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2002;8913
5775;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2003;8856
5776;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2004;9320
5777;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2005;9406
5778;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2006;9417
5779;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2007;9766
5780;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2008;9911
5781;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2009;9958
5782;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2010;10204
5783;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2011;10539
5784;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2012;10318
5785;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2013;10274
5786;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2014;10351
5787;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2015;10426
5788;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2016;10684
5789;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2017;10390
5790;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2018;10369
5791;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2019;10226
5792;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2020;10075
5793;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2021;10092
5794;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2022;10147
5795;Total male and female;Total;C34 Mal. neoplasm of bronchus and lung;2023;9921
5796;Total male and female;Total;C37 Malignant neoplasm of thymus;1996;8
5797;Total male and female;Total;C37 Malignant neoplasm of thymus;1997;6
5798;Total male and female;Total;C37 Malignant neoplasm of thymus;1998;4
5799;Total male and female;Total;C37 Malignant neoplasm of thymus;1999;11
5800;Total male and female;Total;C37 Malignant neoplasm of thymus;2000;12
5801;Total male and female;Total;C37 Malignant neoplasm of thymus;2001;16
5802;Total male and female;Total;C37 Malignant neoplasm of thymus;2002;8
5803;Total male and female;Total;C37 Malignant neoplasm of thymus;2003;14
5804;Total male and female;Total;C37 Malignant neoplasm of thymus;2004;7
5805;Total male and female;Total;C37 Malignant neoplasm of thymus;2005;15
5806;Total male and female;Total;C37 Malignant neoplasm of thymus;2006;18
5807;Total male and female;Total;C37 Malignant neoplasm of thymus;2007;17
5808;Total male and female;Total;C37 Malignant neoplasm of thymus;2008;14
5809;Total male and female;Total;C37 Malignant neoplasm of thymus;2009;14
5810;Total male and female;Total;C37 Malignant neoplasm of thymus;2010;21
5811;Total male and female;Total;C37 Malignant neoplasm of thymus;2011;16
5812;Total male and female;Total;C37 Malignant neoplasm of thymus;2012;24
5813;Total male and female;Total;C37 Malignant neoplasm of thymus;2013;16
5814;Total male and female;Total;C37 Malignant neoplasm of thymus;2014;21
5815;Total male and female;Total;C37 Malignant neoplasm of thymus;2015;16
5816;Total male and female;Total;C37 Malignant neoplasm of thymus;2016;21
5817;Total male and female;Total;C37 Malignant neoplasm of thymus;2017;25
5818;Total male and female;Total;C37 Malignant neoplasm of thymus;2018;16
5819;Total male and female;Total;C37 Malignant neoplasm of thymus;2019;21
5820;Total male and female;Total;C37 Malignant neoplasm of thymus;2020;29
5821;Total male and female;Total;C37 Malignant neoplasm of thymus;2021;27
5822;Total male and female;Total;C37 Malignant neoplasm of thymus;2022;25
5823;Total male and female;Total;C37 Malignant neoplasm of thymus;2023;23
5824;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;1996;37
5825;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;1997;24
5826;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;1998;36
5827;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;1999;32
5828;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2000;27
5829;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2001;37
5830;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2002;31
5831;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2003;32
5832;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2004;31
5833;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2005;32
5834;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2006;38
5835;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2007;34
5836;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2008;31
5837;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2009;42
5838;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2010;27
5839;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2011;29
5840;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2012;18
5841;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2013;21
5842;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2014;30
