ID;Geslacht;Leeftijd;BeroepenInZorgEnWelzijn;Zorgaanbieders;Perioden;Banen_1;Arbeidsvolume_2;Zelfstandigen_3;WerkzamePersonen_4;JaarloonInclusiefBijzondereBeloning_5;JaarloonExclusiefBijzondereBeloning_6;BrutoLoonSocialeVerzekeringen_7
4221;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2018;9.6;5.4;2.8;10.5;54.9;44.6;44.1
4222;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2019;9.3;5.3;2.9;10.5;55.9;46.0;45.2
4223;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2020;9.2;5.2;2.9;10.4;58.5;48.2;47.3
4224;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2021;9.0;5.3;2.9;10.3;60.2;48.9;48.1
4225;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2009;5.1;3.0;2.8;7.2;34.4;30.5;29.3
4226;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2010;5.4;3.2;2.8;7.4;34.9;30.8;28.7
4227;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2011;5.7;3.4;2.5;7.5;36.4;32.4;29.8
4228;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2012;6.0;3.7;2.3;7.6;36.1;32.4;29.7
4229;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2013;6.1;3.7;2.2;7.5;37.0;33.2;30.4
4230;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2014;6.2;3.8;2.0;7.5;36.9;33.0;30.5
4231;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2015;6.5;4.0;1.8;7.6;37.7;33.7;31.4
4232;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2016;6.6;4.1;1.7;7.6;37.8;33.7;31.7
4233;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2017;6.8;4.2;1.7;7.8;40.7;34.8;33.6
4234;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2018;6.7;4.2;1.6;7.6;40.6;35.5;34.0
4235;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2019;6.7;4.2;1.6;7.6;41.4;36.9;34.9
4236;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2020;6.2;3.9;1.5;7.1;41.6;37.5;35.1
4237;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2021;6.1;3.9;1.6;7.1;42.7;38.1;35.7
4238;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2009;3.1;1.7;7.0;8.7;43.1;38.7;39.0
4239;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2010;3.4;1.8;7.2;9.0;43.8;39.5;38.5
4240;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2011;3.9;2.1;7.4;9.5;44.3;39.7;38.9
4241;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2012;4.1;2.2;7.3;9.6;43.8;39.8;38.8
4242;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2013;4.2;2.2;6.8;9.3;44.9;40.6;39.6
4243;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2014;4.1;2.2;6.7;9.1;44.1;39.9;39.2
4244;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2015;4.3;2.3;7.3;9.7;44.3;40.0;39.5
4245;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2016;4.2;2.2;7.4;9.6;43.8;40.0;39.5
4246;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2017;4.3;2.3;7.4;9.8;44.1;40.3;39.8
4247;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2018;4.3;2.3;7.7;10.0;44.4;40.3;39.8
4248;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2019;4.2;2.3;7.8;10.0;45.6;41.5;40.7
4249;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2020;4.2;2.3;8.3;10.4;47.6;42.5;42.2
4250;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2021;4.3;2.4;8.1;10.4;49.5;43.8;43.3
4251;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2009;131.4;85.3;1.6;125.3;36.8;31.3;30.3
4252;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2010;143.3;88.5;2.0;134.7;37.5;31.8;30.7
4253;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2011;144.3;89.2;2.4;135.4;38.0;32.1;31.1
4254;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2012;145.7;90.3;2.8;137.0;38.8;32.6;31.7
4255;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2013;143.1;88.5;2.9;132.6;40.2;33.5;32.6
4256;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2014;135.1;84.3;3.1;124.7;40.5;33.9;32.8
4257;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2015;131.1;81.9;2.6;121.3;41.6;34.9;33.9
4258;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2016;121.7;75.6;2.7;114.0;43.3;35.7;35.1
4259;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2017;118.3;72.1;3.0;112.0;46.0;36.9;36.9
4260;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2018;115.0;70.3;3.5;110.0;45.5;37.4;36.9
4261;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2019;114.9;70.7;3.7;110.9;47.0;38.2;37.7
4262;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2020;111.9;69.3;3.7;108.1;48.3;39.3;38.9
4263;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2021;108.8;68.3;3.7;104.6;49.6;40.3;39.6
4264;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2009;44.2;30.2;0.3;40.7;40.2;33.7;32.8
4265;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2010;43.9;29.6;0.4;40.1;40.9;34.3;33.3
4266;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2011;45.5;30.6;0.5;41.6;41.9;34.7;33.8
4267;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2012;45.0;30.3;0.6;41.3;42.6;35.6;34.6
4268;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2013;44.7;30.0;0.7;40.6;43.8;36.6;35.4
4269;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2014;43.8;29.1;0.7;39.6;45.1;37.2;36.2
4270;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2015;43.0;28.8;0.8;39.2;45.4;37.8;36.8
4271;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2016;41.9;28.4;0.8;38.7;46.5;38.4;37.6
4272;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2017;41.6;27.9;0.9;38.8;48.6;39.4;39.0
4273;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2018;41.0;27.8;1.0;38.4;48.4;40.1;39.2
4274;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2019;40.6;27.8;1.0;38.2;50.8;40.9;40.7
4275;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2020;40.5;28.0;1.1;38.4;52.4;41.9;41.9
4276;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2021;40.4;28.2;1.1;38.2;54.0;43.3;43.0
4277;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2009;26.1;20.3;5.6;29.3;47.5;38.8;39.4
4278;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2010;25.0;19.0;5.9;28.2;45.9;37.7;38.0
4279;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2011;25.1;18.8;6.0;28.6;46.7;38.2;38.5
4280;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2012;24.7;18.6;6.1;28.4;47.6;39.5;39.4
4281;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2013;24.6;18.5;6.5;28.5;49.1;40.4;40.7
4282;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2014;23.7;17.7;6.7;28.1;49.1;40.3;40.8
4283;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2015;23.4;17.4;7.2;28.2;49.0;40.3;41.0
4284;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2016;23.3;17.3;7.1;28.2;49.7;40.5;41.5
4285;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2017;23.7;17.7;7.3;28.8;50.4;41.2;42.3
4286;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2018;23.4;17.6;7.1;28.2;51.0;41.9;43.0
4287;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2019;23.2;17.7;7.0;27.9;53.4;42.9;44.6
4288;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2020;23.6;18.1;6.5;27.8;54.2;44.3;45.6
4289;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2021;23.9;18.4;6.4;28.1;57.5;46.0;47.8
4290;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2009;35.3;24.9;1.8;34.6;42.6;35.3;34.8
4291;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2010;36.2;25.3;2.1;35.5;44.1;35.7;35.5
4292;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2011;36.6;25.5;2.5;35.8;44.6;36.3;35.7
4293;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2012;35.4;24.5;2.7;34.5;45.6;37.2;36.6
4294;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2013;33.0;22.6;2.9;32.0;46.6;38.3;37.5
4295;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2014;30.9;21.3;3.2;31.1;46.5;38.6;37.6
4296;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2015;30.3;20.9;3.6;31.0;47.4;39.8;38.7
4297;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2016;30.0;20.8;3.8;31.5;49.1;39.8;39.8
4298;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2017;30.9;21.1;4.0;32.4;50.0;41.1;41.0
4299;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2018;31.1;21.4;4.2;32.7;50.6;41.7;41.4
4300;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2019;31.5;21.9;4.5;33.3;52.0;42.6;42.4
4301;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2020;32.3;22.5;4.5;34.0;54.3;44.1;44.1
4302;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2021;33.0;23.2;4.6;34.8;54.9;44.9;44.4
4303;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2009;15.0;9.2;1.2;15.1;34.6;29.6;28.9
4304;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2010;16.7;10.3;1.5;16.8;36.0;30.4;29.8
4305;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2011;17.2;10.6;1.7;17.3;36.5;31.1;30.2
4306;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2012;17.0;10.3;1.9;16.8;37.1;32.1;30.8
4307;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2013;16.1;9.6;2.0;15.8;38.3;33.0;31.7
4308;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2014;14.9;8.9;2.3;15.5;37.9;33.5;31.8
4309;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2015;14.7;8.6;2.5;15.5;38.6;34.7;32.7
4310;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2016;14.5;8.7;2.6;15.9;39.4;35.0;33.4
4311;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2017;15.2;9.1;2.8;16.6;41.1;36.5;34.9
4312;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2018;15.7;9.6;2.8;17.2;42.3;37.4;35.8
4313;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2019;16.3;10.3;2.9;17.9;43.4;38.9;36.8
4314;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2020;16.8;10.7;2.8;18.3;46.1;39.6;38.5
4315;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2021;17.2;11.1;2.9;18.7;46.2;40.4;38.5
4316;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2009;7.7;6.3;0.2;7.5;52.5;42.1;42.1
4317;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2010;7.5;6.1;0.2;7.2;54.0;42.7;42.8
4318;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2011;7.3;5.9;0.2;7.0;54.9;43.3;43.1
4319;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2012;7.3;5.9;0.3;7.0;56.9;44.3;44.6
4320;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2013;7.1;5.8;0.3;6.8;56.2;44.9;44.5
4321;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2014;6.8;5.6;0.3;6.6;56.4;45.1;44.7
4322;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2015;6.3;5.2;0.4;6.2;57.0;46.2;45.6
4323;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2016;5.9;4.9;0.4;5.9;58.4;47.3;46.7
4324;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2017;6.1;4.9;0.4;6.0;60.6;48.5;48.4
4325;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2018;6.1;4.9;0.5;6.2;60.8;49.0;48.6
4326;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2019;5.8;4.6;0.6;5.9;63.5;49.8;50.2
4327;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2020;6.0;4.7;0.7;6.1;65.3;52.0;51.9
4328;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2021;6.2;4.9;0.7;6.3;66.1;52.8;52.2
4329;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2009;12.6;9.4;0.4;12.0;43.9;36.3;35.7
4330;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2010;12.0;8.9;0.4;11.4;46.5;37.1;37.1
4331;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2011;12.1;9.0;0.5;11.5;47.4;37.7;37.4
4332;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2012;11.2;8.3;0.5;10.7;48.1;38.5;38.2
4333;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2013;9.8;7.2;0.6;9.3;50.1;40.0;39.7
4334;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2014;9.1;6.9;0.6;9.0;49.5;40.0;39.3
4335;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2015;9.3;7.1;0.7;9.2;51.0;41.3;40.9
4336;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2016;9.6;7.3;0.8;9.7;54.4;40.6;42.8
4337;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2017;9.6;7.2;0.9;9.7;54.2;41.8;43.6
4338;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2018;9.3;6.9;0.9;9.4;55.1;42.5;44.3
4339;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2019;9.3;7.0;1.0;9.5;57.0;43.5;45.5
4340;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2020;9.5;7.1;1.0;9.6;59.4;45.4;47.4
4341;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2021;9.7;7.2;1.0;9.8;60.6;46.3;48.0
4342;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2009;14.6;12.0;0.6;14.5;21.0;17.6;17.3
4343;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2010;14.4;11.9;0.8;14.4;20.5;16.8;16.6
4344;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2011;14.1;11.5;0.9;14.1;22.1;18.1;17.9
4345;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2012;13.4;10.9;1.0;13.5;22.3;18.2;18.0
4346;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2013;12.9;10.5;1.1;13.1;22.1;18.0;17.9
4347;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2014;13.8;11.3;1.2;14.1;23.5;19.1;19.1
4348;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2015;14.0;11.4;1.2;14.4;22.8;18.7;18.7
4349;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2016;14.4;11.8;1.3;14.9;22.8;18.4;18.7
4350;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2017;15.2;12.3;1.4;15.7;25.2;20.5;20.8
4351;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2018;14.6;11.7;1.5;15.1;23.9;19.6;19.7
4352;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2019;14.2;11.5;1.4;14.7;24.6;20.0;20.2
4353;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2020;13.1;10.8;1.4;13.4;;;
4354;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2021;13.1;10.7;1.3;10.1;;;
4355;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2009;1.8;0.8;7.4;2.9;53.9;46.6;47.2
4356;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2010;1.5;0.8;7.0;2.6;55.8;48.6;48.7
4357;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2011;1.4;0.7;6.6;2.3;57.1;49.6;49.9
4358;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2012;1.3;0.6;7.2;2.3;57.7;49.7;50.4
4359;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2013;1.1;0.5;6.1;2.0;56.4;48.5;49.5
4360;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2014;0.8;0.4;4.2;1.1;54.1;46.9;48.4
4361;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2015;0.9;0.4;3.7;1.0;56.0;48.8;50.6
4362;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2016;0.9;0.4;3.5;1.0;57.4;49.9;52.3
4363;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2017;0.9;0.4;3.2;1.0;63.5;53.7;56.8
4364;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2018;0.9;0.5;3.1;1.1;62.8;54.4;56.2
4365;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2019;0.7;0.4;2.8;0.8;67.0;57.7;59.8
4366;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2020;0.6;0.3;2.9;0.8;65.5;56.9;59.4
