ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
3836;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Eswatini;2023;20.0;10.0;;;;;
3837;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ethiopië;2021;910.0;650.0;71.0;88.0;32.0;56.0;12.0
3838;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ethiopië;2022;960.0;720.0;75.0;86.0;31.0;56.0;14.0
3839;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ethiopië;2023;990.0;760.0;77.0;87.0;34.0;53.0;13.0
3840;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Faeröer-eilanden;2021;0.0;0.0;;;;;
3841;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Faeröer-eilanden;2022;0.0;0.0;;;;;
3842;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Faeröer-eilanden;2023;0.0;0.0;;;;;
3843;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Falklandeilanden;2021;0.0;0.0;;;;;
3844;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Falklandeilanden;2022;0.0;0.0;;;;;
3845;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Falklandeilanden;2023;0.0;0.0;;;;;
3846;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Fiji;2021;20.0;20.0;;;;;
3847;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Fiji;2022;20.0;20.0;;;;;
3848;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Fiji;2023;20.0;20.0;;;;;
3849;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Filippijnen;2021;3780.0;2750.0;73.0;91.0;38.0;53.0;9.0
3850;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Filippijnen;2022;3960.0;3060.0;77.0;91.0;37.0;53.0;9.0
3851;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Filippijnen;2023;4150.0;3240.0;78.0;91.0;40.0;51.0;9.0
3852;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Finland;2021;1160.0;840.0;73.0;84.0;53.0;31.0;16.0
3853;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Finland;2022;1170.0;880.0;75.0;84.0;51.0;33.0;16.0
3854;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Finland;2023;1190.0;900.0;75.0;83.0;51.0;32.0;17.0
3855;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frankrijk;2021;13010.0;9280.0;71.0;83.0;49.0;34.0;17.0
3856;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frankrijk;2022;13160.0;9660.0;73.0;83.0;48.0;35.0;17.0
3857;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frankrijk;2023;13290.0;9810.0;74.0;83.0;48.0;34.0;17.0
3858;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frans-Guyana;2021;70.0;40.0;;;;;
3859;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frans-Guyana;2022;70.0;50.0;;;;;
3860;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frans-Guyana;2023;80.0;50.0;;;;;
3861;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frans-Polynesië;2021;0.0;0.0;;;;;
3862;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frans-Polynesië;2022;0.0;0.0;;;;;
3863;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Frans-Polynesië;2023;0.0;0.0;;;;;
3864;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gabon;2021;40.0;30.0;;;;;
3865;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gabon;2022;40.0;40.0;;;;;
3866;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gabon;2023;50.0;40.0;;;;;
3867;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gambia;2021;190.0;140.0;70.0;;;;
3868;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gambia;2022;210.0;150.0;75.0;83.0;16.0;67.0;17.0
3869;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gambia;2023;220.0;160.0;72.0;84.0;19.0;65.0;16.0
3870;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gazastrook en Westelijke Jordaanoever;2021;30.0;30.0;;;;;
3871;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gazastrook en Westelijke Jordaanoever;2022;40.0;40.0;;;;;
3872;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gazastrook en Westelijke Jordaanoever;2023;50.0;40.0;;;;;
3873;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Georgië;2021;140.0;70.0;;;;;
3874;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Georgië;2022;150.0;80.0;55.0;;;;
3875;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Georgië;2023;170.0;100.0;58.0;;;;
3876;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ghana;2021;1820.0;1330.0;73.0;88.0;31.0;57.0;12.0
3877;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ghana;2022;1900.0;1460.0;77.0;87.0;30.0;57.0;13.0
3878;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ghana;2023;1980.0;1520.0;77.0;86.0;33.0;53.0;14.0
3879;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gibraltar;2021;20.0;10.0;;;;;
3880;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gibraltar;2022;20.0;10.0;;;;;
3881;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Gibraltar;2023;20.0;10.0;;;;;
3882;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Grenada;2021;10.0;0.0;;;;;
3883;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Grenada;2022;10.0;0.0;;;;;
3884;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Grenada;2023;10.0;0.0;;;;;
3885;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Griekenland;2021;4080.0;3090.0;76.0;85.0;49.0;37.0;15.0
3886;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Griekenland;2022;4180.0;3260.0;78.0;85.0;48.0;37.0;15.0
3887;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Griekenland;2023;4250.0;3340.0;79.0;85.0;50.0;36.0;15.0
3888;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Groenland;2021;0.0;0.0;;;;;
3889;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Groenland;2022;0.0;0.0;;;;;
3890;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Groenland;2023;0.0;0.0;;;;;
3891;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guadeloupe;2021;60.0;40.0;;;;;
3892;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guadeloupe;2022;60.0;40.0;;;;;
3893;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guadeloupe;2023;50.0;40.0;;;;;
3894;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guam;2021;0.0;0.0;;;;;
3895;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guam;2022;0.0;0.0;;;;;
3896;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guam;2023;0.0;0.0;;;;;
3897;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guatemala;2021;160.0;100.0;64.0;;;;
3898;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guatemala;2022;180.0;120.0;66.0;;;;
3899;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guatemala;2023;190.0;130.0;71.0;;;;
3900;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guinee;2021;210.0;140.0;67.0;;;;
3901;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guinee;2022;240.0;170.0;74.0;89.0;23.0;67.0;11.0
3902;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guinee;2023;260.0;190.0;73.0;90.0;24.0;66.0;10.0
3903;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guinee-Bissau;2021;50.0;30.0;;;;;
3904;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guinee-Bissau;2022;50.0;40.0;;;;;
3905;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guinee-Bissau;2023;60.0;40.0;;;;;
3906;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guyana;2021;680.0;510.0;75.0;88.0;39.0;48.0;12.0
3907;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guyana;2022;690.0;540.0;77.0;88.0;41.0;47.0;12.0
3908;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Guyana;2023;720.0;550.0;76.0;88.0;43.0;45.0;12.0
3909;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Haïti;2021;110.0;70.0;;;;;
3910;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Haïti;2022;120.0;80.0;;;;;
3911;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Haïti;2023;130.0;90.0;;;;;
3912;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Honduras;2021;150.0;100.0;68.0;;;;
3913;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Honduras;2022;160.0;120.0;74.0;;;;
3914;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Honduras;2023;170.0;120.0;72.0;;;;
3915;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Hongarije;2021;4580.0;2840.0;62.0;81.0;54.0;27.0;19.0
3916;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Hongarije;2022;4500.0;2890.0;64.0;81.0;52.0;28.0;19.0
3917;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Hongarije;2023;4440.0;2890.0;65.0;81.0;53.0;29.0;19.0
3918;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Hongkong;2021;1480.0;1100.0;74.0;87.0;43.0;44.0;13.0
3919;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Hongkong;2022;1540.0;1190.0;77.0;87.0;42.0;45.0;13.0
3920;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Hongkong;2023;1610.0;1230.0;77.0;86.0;45.0;42.0;14.0
3921;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ierland;2021;2690.0;2080.0;77.0;87.0;51.0;36.0;13.0
3922;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ierland;2022;2760.0;2190.0;79.0;86.0;50.0;36.0;14.0
3923;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ierland;2023;2850.0;2270.0;80.0;86.0;49.0;37.0;14.0
3924;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;IJsland;2021;90.0;60.0;;;;;
3925;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;IJsland;2022;90.0;60.0;;;;;
3926;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;IJsland;2023;90.0;60.0;;;;;
3927;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;India;2021;2060.0;1450.0;70.0;85.0;38.0;47.0;15.0
3928;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;India;2022;2190.0;1600.0;73.0;86.0;37.0;49.0;14.0
3929;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;India;2023;2360.0;1700.0;72.0;85.0;36.0;50.0;15.0
3930;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Irak;2021;960.0;640.0;67.0;86.0;29.0;58.0;14.0
3931;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Irak;2022;1060.0;750.0;71.0;87.0;28.0;59.0;13.0
3932;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Irak;2023;1160.0;830.0;71.0;87.0;27.0;60.0;13.0
3933;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Iran;2021;2100.0;1450.0;69.0;88.0;29.0;59.0;12.0
3934;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Iran;2022;2240.0;1640.0;73.0;87.0;28.0;59.0;13.0
3935;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Iran;2023;2400.0;1780.0;74.0;87.0;30.0;56.0;13.0
3936;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Israël;2021;2360.0;1760.0;74.0;82.0;39.0;42.0;18.0
3937;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Israël;2022;2450.0;1860.0;76.0;81.0;39.0;42.0;19.0
3938;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Israël;2023;2540.0;1940.0;76.0;81.0;39.0;42.0;19.0
3939;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Italië;2021;15700.0;11880.0;76.0;83.0;57.0;26.0;17.0
3940;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Italië;2022;15850.0;12270.0;77.0;83.0;56.0;27.0;17.0
3941;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Italië;2023;15980.0;12370.0;77.0;83.0;56.0;27.0;17.0
3942;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ivoorkust;2021;210.0;130.0;62.0;;;;
3943;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ivoorkust;2022;220.0;160.0;71.0;85.0;25.0;61.0;15.0
3944;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Ivoorkust;2023;240.0;170.0;72.0;85.0;26.0;59.0;15.0
3945;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jamaica;2021;350.0;250.0;71.0;83.0;43.0;41.0;17.0
3946;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jamaica;2022;350.0;270.0;76.0;84.0;39.0;46.0;16.0
3947;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jamaica;2023;370.0;280.0;77.0;83.0;37.0;46.0;17.0
3948;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Japan;2021;930.0;630.0;67.0;84.0;42.0;42.0;16.0
3949;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Japan;2022;980.0;700.0;72.0;84.0;39.0;44.0;16.0
3950;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Japan;2023;1030.0;740.0;72.0;84.0;40.0;44.0;16.0
3951;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jemen;2021;70.0;50.0;;;;;
3952;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jemen;2022;70.0;60.0;;;;;
3953;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jemen;2023;80.0;60.0;;;;;
3954;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jordanië;2021;260.0;190.0;72.0;81.0;44.0;38.0;19.0
3955;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jordanië;2022;270.0;200.0;74.0;81.0;41.0;40.0;19.0
3956;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Jordanië;2023;280.0;210.0;75.0;83.0;40.0;42.0;17.0
3957;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kaapverdië;2021;2100.0;1550.0;74.0;90.0;45.0;45.0;10.0
3958;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kaapverdië;2022;2190.0;1670.0;76.0;89.0;44.0;45.0;11.0
3959;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kaapverdië;2023;2290.0;1720.0;75.0;88.0;43.0;45.0;12.0
3960;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kameroen;2021;410.0;270.0;67.0;89.0;24.0;65.0;11.0
3961;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kameroen;2022;440.0;320.0;71.0;87.0;23.0;64.0;13.0
3962;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kameroen;2023;480.0;350.0;73.0;87.0;25.0;62.0;13.0
3963;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kanaaleilanden;2021;10.0;10.0;;;;;
3964;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kanaaleilanden;2022;10.0;10.0;;;;;
3965;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kanaaleilanden;2023;10.0;10.0;;;;;
3966;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Katar;2021;0.0;0.0;;;;;
3967;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Katar;2022;0.0;0.0;;;;;
3968;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Katar;2023;10.0;0.0;;;;;
3969;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kazachstan;2021;140.0;50.0;;;;;
3970;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kazachstan;2022;140.0;70.0;;;;;
3971;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kazachstan;2023;150.0;80.0;54.0;;;;
3972;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kenia;2021;780.0;560.0;72.0;90.0;33.0;57.0;10.0
3973;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kenia;2022;850.0;640.0;75.0;88.0;30.0;58.0;12.0
3974;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kenia;2023;910.0;690.0;76.0;89.0;33.0;56.0;11.0
3975;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kirgizië;2021;30.0;10.0;;;;;
3976;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kirgizië;2022;30.0;10.0;;;;;
3977;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kirgizië;2023;30.0;10.0;;;;;
3978;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kiribati;2021;0.0;0.0;;;;;
3979;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kiribati;2022;0.0;0.0;;;;;
3980;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kiribati;2023;0.0;0.0;;;;;
3981;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Koeweit;2021;120.0;70.0;;;;;
3982;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Koeweit;2022;120.0;80.0;;;;;
3983;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Koeweit;2023;130.0;90.0;;;;;
3984;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kosovo;2021;520.0;370.0;71.0;90.0;33.0;57.0;10.0
3985;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kosovo;2022;550.0;420.0;75.0;89.0;31.0;57.0;11.0
3986;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kosovo;2023;590.0;440.0;74.0;88.0;31.0;57.0;12.0
3987;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kroatië;2021;1770.0;1300.0;73.0;86.0;50.0;37.0;14.0
3988;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kroatië;2022;1820.0;1400.0;76.0;85.0;49.0;37.0;15.0
3989;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Kroatië;2023;1880.0;1450.0;77.0;85.0;49.0;37.0;15.0
3990;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Laos;2021;30.0;30.0;;;;;
3991;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Laos;2022;40.0;30.0;;;;;
3992;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Laos;2023;40.0;30.0;;;;;
3993;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Lesotho;2021;30.0;20.0;;;;;
3994;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Lesotho;2022;30.0;20.0;;;;;
3995;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Lesotho;2023;30.0;30.0;;;;;
3996;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Letland;2021;250.0;140.0;54.0;;;;
3997;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Letland;2022;260.0;140.0;54.0;;;;
3998;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Letland;2023;260.0;150.0;56.0;80.0;36.0;44.0;20.0
3999;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Libanon;2021;870.0;620.0;71.0;88.0;31.0;57.0;12.0
4000;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Libanon;2022;940.0;700.0;74.0;88.0;32.0;56.0;12.0
4001;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Libanon;2023;1010.0;750.0;74.0;87.0;33.0;54.0;13.0
4002;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Liberia;2021;580.0;410.0;71.0;91.0;28.0;63.0;9.0
4003;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Liberia;2022;600.0;460.0;76.0;88.0;26.0;61.0;12.0
4004;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Liberia;2023;630.0;480.0;76.0;88.0;31.0;56.0;12.0
4005;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Libië;2021;160.0;100.0;67.0;;;;
4006;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Libië;2022;160.0;120.0;71.0;;;;
4007;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Libië;2023;170.0;120.0;73.0;;;;
4008;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Liechtenstein;2021;0.0;0.0;;;;;
4009;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Liechtenstein;2022;0.0;0.0;;;;;
4010;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Liechtenstein;2023;0.0;0.0;;;;;
4011;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Litouwen;2021;310.0;180.0;58.0;88.0;21.0;67.0;12.0
4012;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Litouwen;2022;330.0;210.0;64.0;89.0;20.0;69.0;11.0
4013;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Litouwen;2023;360.0;240.0;68.0;88.0;19.0;69.0;12.0
4014;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Luxemburg;2021;630.0;450.0;72.0;86.0;44.0;42.0;14.0
4015;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Luxemburg;2022;630.0;470.0;74.0;86.0;44.0;42.0;14.0
4016;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Luxemburg;2023;640.0;490.0;76.0;85.0;47.0;38.0;15.0
4017;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Macau;2021;0.0;0.0;;;;;
4018;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Macau;2022;0.0;0.0;;;;;
4019;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Macau;2023;0.0;0.0;;;;;
4020;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Madagaskar;2021;80.0;50.0;;;;;
4021;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Madagaskar;2022;90.0;60.0;;;;;
4022;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Madagaskar;2023;90.0;70.0;;;;;
4023;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Malawi;2021;150.0;100.0;66.0;;;;
4024;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Malawi;2022;160.0;110.0;70.0;;;;
4025;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, één ouder geboren in NL;Malawi;2023;170.0;120.0;72.0;;;;
