ID;Zorgfuncties;FinancieringsregelingenZorg;Perioden;UitgavenAanZorg_1
3634;HC42: Medische beeldvorming;HF1: Publieke sector;2015;104.0
3635;HC42: Medische beeldvorming;HF1: Publieke sector;2016;104.0
3636;HC42: Medische beeldvorming;HF11: Overheid;2005;0.0
3637;HC42: Medische beeldvorming;HF11: Overheid;2006;0.0
3638;HC42: Medische beeldvorming;HF11: Overheid;2007;0.0
3639;HC42: Medische beeldvorming;HF11: Overheid;2008;0.0
3640;HC42: Medische beeldvorming;HF11: Overheid;2009;0.0
3641;HC42: Medische beeldvorming;HF11: Overheid;2010;0.0
3642;HC42: Medische beeldvorming;HF11: Overheid;2011;0.0
3643;HC42: Medische beeldvorming;HF11: Overheid;2012;0.0
3644;HC42: Medische beeldvorming;HF11: Overheid;2013;0.0
3645;HC42: Medische beeldvorming;HF11: Overheid;2014;0.0
3646;HC42: Medische beeldvorming;HF11: Overheid;2015;0.0
3647;HC42: Medische beeldvorming;HF11: Overheid;2016;0.0
3648;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2005;45.0
3649;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2006;68.0
3650;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2007;71.0
3651;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2008;81.0
3652;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2009;83.0
3653;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2010;90.0
3654;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2011;99.0
3655;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2012;97.0
3656;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2013;97.0
3657;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2014;100.0
3658;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2015;104.0
3659;HC42: Medische beeldvorming;HF12: Verplichte premiegeb verzekeringen;2016;104.0
3660;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2005;0.0
3661;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2006;0.0
3662;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2007;0.0
3663;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2008;0.0
3664;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2009;0.0
3665;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2010;0.0
3666;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2011;0.0
3667;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2012;0.0
3668;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2013;0.0
3669;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2014;0.0
3670;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2015;0.0
3671;HC42: Medische beeldvorming;HF121a: AWBZ, Wlz;2016;0.0
3672;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2005;45.0
3673;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2006;
3674;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2007;
3675;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2008;
3676;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2009;
3677;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2010;
3678;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2011;
3679;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2012;
3680;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2013;
3681;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2014;
3682;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2015;
3683;HC42: Medische beeldvorming;HF121b: Ziekenfonds;2016;
3684;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2005;
3685;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2006;68.0
3686;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2007;71.0
3687;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2008;81.0
3688;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2009;83.0
3689;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2010;90.0
3690;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2011;99.0
3691;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2012;97.0
3692;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2013;97.0
3693;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2014;100.0
3694;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2015;104.0
3695;HC42: Medische beeldvorming;HF122: Verplichte premiegebonden verz.;2016;104.0
3696;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2005;19.0
3697;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2006;0.0
3698;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2007;0.0
3699;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2008;0.0
3700;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2009;0.0
3701;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2010;0.0
3702;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2011;0.0
3703;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2012;0.0
3704;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2013;0.0
3705;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2014;0.0
3706;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2015;0.0
3707;HC42: Medische beeldvorming;Vrijwillige regelingen, eigen betalingen;2016;0.0
3708;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2005;19.0
3709;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2006;0.0
3710;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2007;0.0
3711;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2008;0.0
3712;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2009;0.0
3713;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2010;0.0
3714;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2011;0.0
3715;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2012;0.0
3716;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2013;0.0
3717;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2014;0.0
3718;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2015;0.0
3719;HC42: Medische beeldvorming;HF2: Vrijwillige regelingen;2016;0.0
3720;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2005;19.0
3721;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2006;0.0
3722;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2007;0.0
3723;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2008;0.0
3724;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2009;0.0
3725;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2010;0.0
3726;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2011;0.0
3727;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2012;0.0
3728;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2013;0.0
3729;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2014;0.0
3730;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2015;0.0
3731;HC42: Medische beeldvorming;HF21:Vrijwillige ziektekostenverzekering;2016;0.0
3732;HC42: Medische beeldvorming;HF22: Financiering door IZW;2005;0.0
3733;HC42: Medische beeldvorming;HF22: Financiering door IZW;2006;0.0
3734;HC42: Medische beeldvorming;HF22: Financiering door IZW;2007;0.0
3735;HC42: Medische beeldvorming;HF22: Financiering door IZW;2008;0.0
3736;HC42: Medische beeldvorming;HF22: Financiering door IZW;2009;0.0
3737;HC42: Medische beeldvorming;HF22: Financiering door IZW;2010;0.0
3738;HC42: Medische beeldvorming;HF22: Financiering door IZW;2011;0.0
3739;HC42: Medische beeldvorming;HF22: Financiering door IZW;2012;0.0
3740;HC42: Medische beeldvorming;HF22: Financiering door IZW;2013;0.0
3741;HC42: Medische beeldvorming;HF22: Financiering door IZW;2014;0.0
3742;HC42: Medische beeldvorming;HF22: Financiering door IZW;2015;0.0
3743;HC42: Medische beeldvorming;HF22: Financiering door IZW;2016;0.0
3744;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2005;0.0
3745;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2006;0.0
3746;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2007;0.0
3747;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2008;0.0
3748;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2009;0.0
3749;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2010;0.0
3750;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2011;0.0
3751;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2012;0.0
3752;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2013;0.0
3753;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2014;0.0
3754;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2015;0.0
3755;HC42: Medische beeldvorming;HF23: Regelingen door ondernemingen;2016;0.0
3756;HC42: Medische beeldvorming;HF3: Eigen betalingen;2005;0.0
3757;HC42: Medische beeldvorming;HF3: Eigen betalingen;2006;0.0
3758;HC42: Medische beeldvorming;HF3: Eigen betalingen;2007;0.0
3759;HC42: Medische beeldvorming;HF3: Eigen betalingen;2008;0.0
3760;HC42: Medische beeldvorming;HF3: Eigen betalingen;2009;0.0
3761;HC42: Medische beeldvorming;HF3: Eigen betalingen;2010;0.0
3762;HC42: Medische beeldvorming;HF3: Eigen betalingen;2011;0.0
3763;HC42: Medische beeldvorming;HF3: Eigen betalingen;2012;0.0
3764;HC42: Medische beeldvorming;HF3: Eigen betalingen;2013;0.0
3765;HC42: Medische beeldvorming;HF3: Eigen betalingen;2014;0.0
3766;HC42: Medische beeldvorming;HF3: Eigen betalingen;2015;0.0
3767;HC42: Medische beeldvorming;HF3: Eigen betalingen;2016;0.0
3768;HC42: Medische beeldvorming;"Buitenland; uitvoer";2005;0.0
3769;HC42: Medische beeldvorming;"Buitenland; uitvoer";2006;0.0
3770;HC42: Medische beeldvorming;"Buitenland; uitvoer";2007;0.0
3771;HC42: Medische beeldvorming;"Buitenland; uitvoer";2008;0.0
3772;HC42: Medische beeldvorming;"Buitenland; uitvoer";2009;0.0
3773;HC42: Medische beeldvorming;"Buitenland; uitvoer";2010;0.0
3774;HC42: Medische beeldvorming;"Buitenland; uitvoer";2011;0.0
3775;HC42: Medische beeldvorming;"Buitenland; uitvoer";2012;0.0
3776;HC42: Medische beeldvorming;"Buitenland; uitvoer";2013;0.0
3777;HC42: Medische beeldvorming;"Buitenland; uitvoer";2014;0.0
3778;HC42: Medische beeldvorming;"Buitenland; uitvoer";2015;0.0
3779;HC42: Medische beeldvorming;"Buitenland; uitvoer";2016;0.0
3780;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2005;458.0
3781;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2006;453.0
3782;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2007;472.0
3783;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2008;508.0
3784;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2009;537.0
3785;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2010;569.0
3786;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2011;583.0
3787;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2012;582.0
3788;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2013;619.0
3789;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2014;635.0
3790;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2015;617.0
3791;HC43: Ziekenvervoer;Totaal alle financieringsregelingen;2016;636.0
3792;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2005;457.0
3793;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2006;452.0
3794;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2007;471.0
3795;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2008;507.0
3796;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2009;537.0
3797;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2010;568.0
3798;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2011;582.0
3799;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2012;581.0
3800;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2013;618.0
3801;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2014;634.0
3802;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2015;616.0
3803;HC43: Ziekenvervoer;Totaal financiering van ingezetenen;2016;635.0
3804;HC43: Ziekenvervoer;HF1: Publieke sector;2005;347.0
3805;HC43: Ziekenvervoer;HF1: Publieke sector;2006;446.0
3806;HC43: Ziekenvervoer;HF1: Publieke sector;2007;467.0
3807;HC43: Ziekenvervoer;HF1: Publieke sector;2008;483.0
3808;HC43: Ziekenvervoer;HF1: Publieke sector;2009;503.0
3809;HC43: Ziekenvervoer;HF1: Publieke sector;2010;532.0
3810;HC43: Ziekenvervoer;HF1: Publieke sector;2011;546.0
3811;HC43: Ziekenvervoer;HF1: Publieke sector;2012;542.0
3812;HC43: Ziekenvervoer;HF1: Publieke sector;2013;569.0
3813;HC43: Ziekenvervoer;HF1: Publieke sector;2014;581.0
3814;HC43: Ziekenvervoer;HF1: Publieke sector;2015;559.0
3815;HC43: Ziekenvervoer;HF1: Publieke sector;2016;578.0
3816;HC43: Ziekenvervoer;HF11: Overheid;2005;0.0
3817;HC43: Ziekenvervoer;HF11: Overheid;2006;0.0
3818;HC43: Ziekenvervoer;HF11: Overheid;2007;0.0
3819;HC43: Ziekenvervoer;HF11: Overheid;2008;0.0
3820;HC43: Ziekenvervoer;HF11: Overheid;2009;0.0
3821;HC43: Ziekenvervoer;HF11: Overheid;2010;0.0
3822;HC43: Ziekenvervoer;HF11: Overheid;2011;0.0
3823;HC43: Ziekenvervoer;HF11: Overheid;2012;0.0
3824;HC43: Ziekenvervoer;HF11: Overheid;2013;0.0
3825;HC43: Ziekenvervoer;HF11: Overheid;2014;0.0
3826;HC43: Ziekenvervoer;HF11: Overheid;2015;0.0
3827;HC43: Ziekenvervoer;HF11: Overheid;2016;0.0
3828;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2005;347.0
3829;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2006;446.0
3830;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2007;467.0
3831;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2008;483.0
3832;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2009;503.0
3833;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2010;532.0
3834;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2011;546.0
3835;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2012;542.0
3836;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2013;569.0
3837;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2014;581.0
3838;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2015;559.0
3839;HC43: Ziekenvervoer;HF12: Verplichte premiegeb verzekeringen;2016;578.0
3840;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2005;0.0
3841;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2006;0.0
3842;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2007;0.0
3843;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2008;0.0
3844;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2009;0.0
3845;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2010;0.0
3846;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2011;0.0
3847;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2012;0.0
3848;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2013;0.0
3849;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2014;0.0
3850;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2015;0.0
3851;HC43: Ziekenvervoer;HF121a: AWBZ, Wlz;2016;0.0
3852;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2005;347.0
3853;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2006;
3854;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2007;
3855;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2008;
3856;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2009;
3857;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2010;
3858;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2011;
3859;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2012;
3860;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2013;
3861;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2014;
3862;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2015;
3863;HC43: Ziekenvervoer;HF121b: Ziekenfonds;2016;
3864;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2005;
3865;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2006;446.0
3866;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2007;467.0
3867;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2008;483.0
3868;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2009;503.0
3869;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2010;532.0
3870;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2011;546.0
3871;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2012;542.0
3872;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2013;569.0
3873;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2014;581.0
3874;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2015;559.0
3875;HC43: Ziekenvervoer;HF122: Verplichte premiegebonden verz.;2016;578.0
3876;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2005;111.0
3877;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2006;6.0
3878;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2007;5.0
3879;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2008;24.0
3880;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2009;34.0
3881;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2010;36.0
3882;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2011;36.0
3883;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2012;39.0
3884;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2013;49.0
3885;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2014;52.0
3886;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2015;56.0
3887;HC43: Ziekenvervoer;Vrijwillige regelingen, eigen betalingen;2016;57.0
3888;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2005;106.0
3889;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2006;6.0
3890;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2007;5.0
3891;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2008;5.0
3892;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2009;14.0
3893;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2010;15.0
3894;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2011;16.0
3895;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2012;15.0
3896;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2013;17.0
3897;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2014;17.0
3898;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2015;17.0
3899;HC43: Ziekenvervoer;HF2: Vrijwillige regelingen;2016;18.0
3900;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2005;99.0
3901;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2006;0.0
3902;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2007;0.0
3903;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2008;0.0
3904;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2009;0.0
3905;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2010;0.0
3906;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2011;0.0
3907;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2012;0.0
3908;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2013;0.0
3909;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2014;0.0
3910;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2015;0.0
3911;HC43: Ziekenvervoer;HF21:Vrijwillige ziektekostenverzekering;2016;0.0
3912;HC43: Ziekenvervoer;HF22: Financiering door IZW;2005;0.0
3913;HC43: Ziekenvervoer;HF22: Financiering door IZW;2006;0.0
3914;HC43: Ziekenvervoer;HF22: Financiering door IZW;2007;0.0
3915;HC43: Ziekenvervoer;HF22: Financiering door IZW;2008;0.0
3916;HC43: Ziekenvervoer;HF22: Financiering door IZW;2009;0.0
3917;HC43: Ziekenvervoer;HF22: Financiering door IZW;2010;0.0
3918;HC43: Ziekenvervoer;HF22: Financiering door IZW;2011;0.0
3919;HC43: Ziekenvervoer;HF22: Financiering door IZW;2012;0.0
3920;HC43: Ziekenvervoer;HF22: Financiering door IZW;2013;0.0
3921;HC43: Ziekenvervoer;HF22: Financiering door IZW;2014;0.0
3922;HC43: Ziekenvervoer;HF22: Financiering door IZW;2015;0.0
3923;HC43: Ziekenvervoer;HF22: Financiering door IZW;2016;0.0
3924;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2005;6.0
3925;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2006;6.0
3926;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2007;5.0
3927;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2008;5.0
3928;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2009;14.0
3929;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2010;15.0
3930;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2011;16.0
3931;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2012;15.0
3932;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2013;17.0
3933;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2014;17.0
3934;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2015;17.0
3935;HC43: Ziekenvervoer;HF23: Regelingen door ondernemingen;2016;18.0
3936;HC43: Ziekenvervoer;HF3: Eigen betalingen;2005;5.0
3937;HC43: Ziekenvervoer;HF3: Eigen betalingen;2006;0.0
3938;HC43: Ziekenvervoer;HF3: Eigen betalingen;2007;0.0
3939;HC43: Ziekenvervoer;HF3: Eigen betalingen;2008;19.0
3940;HC43: Ziekenvervoer;HF3: Eigen betalingen;2009;20.0
3941;HC43: Ziekenvervoer;HF3: Eigen betalingen;2010;21.0
3942;HC43: Ziekenvervoer;HF3: Eigen betalingen;2011;20.0
3943;HC43: Ziekenvervoer;HF3: Eigen betalingen;2012;24.0
3944;HC43: Ziekenvervoer;HF3: Eigen betalingen;2013;32.0
3945;HC43: Ziekenvervoer;HF3: Eigen betalingen;2014;35.0
3946;HC43: Ziekenvervoer;HF3: Eigen betalingen;2015;39.0
3947;HC43: Ziekenvervoer;HF3: Eigen betalingen;2016;39.0
3948;HC43: Ziekenvervoer;"Buitenland; uitvoer";2005;1.0
3949;HC43: Ziekenvervoer;"Buitenland; uitvoer";2006;1.0
3950;HC43: Ziekenvervoer;"Buitenland; uitvoer";2007;1.0
3951;HC43: Ziekenvervoer;"Buitenland; uitvoer";2008;1.0
3952;HC43: Ziekenvervoer;"Buitenland; uitvoer";2009;1.0
3953;HC43: Ziekenvervoer;"Buitenland; uitvoer";2010;1.0
3954;HC43: Ziekenvervoer;"Buitenland; uitvoer";2011;1.0
3955;HC43: Ziekenvervoer;"Buitenland; uitvoer";2012;1.0
3956;HC43: Ziekenvervoer;"Buitenland; uitvoer";2013;1.0
3957;HC43: Ziekenvervoer;"Buitenland; uitvoer";2014;1.0
3958;HC43: Ziekenvervoer;"Buitenland; uitvoer";2015;1.0
3959;HC43: Ziekenvervoer;"Buitenland; uitvoer";2016;1.0
3960;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2005;8141.0
3961;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2006;8403.0
3962;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2007;8950.0
3963;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2008;9299.0
3964;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2009;9089.0
3965;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2010;9379.0
3966;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2011;9613.0
3967;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2012;9134.0
3968;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2013;8704.0
3969;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2014;8723.0
3970;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2015;9162.0
3971;HC5: Genees-, en hulpmiddelen;Totaal alle financieringsregelingen;2016;9172.0
3972;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2005;8120.0
3973;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2006;8382.0
3974;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2007;8929.0
3975;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2008;9278.0
3976;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2009;9069.0
3977;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2010;9353.0
3978;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2011;9589.0
3979;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2012;9110.0
3980;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2013;8679.0
3981;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2014;8697.0
3982;HC5: Genees-, en hulpmiddelen;Totaal financiering van ingezetenen;2015;9135.0
