ID;Geslacht;MboSectorOpleidingsrichtBijInstroom;MaatschappelijkePositie1JaarTerug;HoogstBehaaldeVoorafgaandeDiploma;Persoonskenmerken;Perioden;TotaalInstromersInHetMbo_1;BolVoltijd_2;BolDeeltijd_3;Bbl_4;Niveau1_5;Niveau2_6;Niveau3_7;Niveau4_8;BolVoltijdNiveau1_9;BolVoltijdNiveau2_10;BolVoltijdNiveau3_11;BolVoltijdNiveau4_12;BolDeeltijdNiveau1_13;BolDeeltijdNiveau2_14;BolDeeltijdNiveau3_15;BolDeeltijdNiveau4_16;BblNiveau1_17;BblNiveau2_18;BblNiveau3_19;BblNiveau4_20
5328;Mannen en vrouwen;0;Volwasseneneducatie;Overig;2;2006/'07;500.0;390.0;50.0;60.0;210.0;130.0;60.0;110.0;160.0;90.0;40.0;100.0;30.0;10.0;;;10.0;30.0;10.0;
5329;Mannen en vrouwen;0;Volwasseneneducatie;Overig;2;2007/'08;380.0;290.0;20.0;60.0;150.0;90.0;40.0;100.0;110.0;70.0;30.0;90.0;10.0;0.0;;;30.0;20.0;;10.0
5330;Mannen en vrouwen;0;Volwasseneneducatie;Overig;2;2008/'09;240.0;170.0;20.0;60.0;50.0;60.0;30.0;100.0;30.0;30.0;20.0;90.0;;;;;20.0;30.0;;
5331;Mannen en vrouwen;0;Volwasseneneducatie;Overig;2;2009/'10;280.0;200.0;10.0;70.0;70.0;40.0;50.0;130.0;40.0;30.0;30.0;110.0;;;;;30.0;10.0;20.0;
5332;Mannen en vrouwen;0;Volwasseneneducatie;Overig;3;2006/'07;890.0;390.0;260.0;240.0;460.0;270.0;80.0;80.0;220.0;110.0;10.0;40.0;160.0;50.0;30.0;20.0;90.0;110.0;30.0;20.0
5333;Mannen en vrouwen;0;Volwasseneneducatie;Overig;3;2007/'08;850.0;330.0;200.0;330.0;350.0;310.0;100.0;100.0;150.0;120.0;10.0;50.0;90.0;70.0;20.0;20.0;110.0;130.0;60.0;30.0
5334;Mannen en vrouwen;0;Volwasseneneducatie;Overig;3;2008/'09;610.0;140.0;150.0;320.0;230.0;250.0;80.0;50.0;50.0;70.0;;10.0;60.0;50.0;20.0;20.0;110.0;140.0;50.0;20.0
5335;Mannen en vrouwen;0;Volwasseneneducatie;Overig;3;2009/'10;630.0;160.0;120.0;340.0;210.0;280.0;90.0;60.0;60.0;70.0;10.0;20.0;20.0;70.0;20.0;20.0;130.0;130.0;60.0;20.0
5336;Mannen en vrouwen;0;Volwasseneneducatie;Overig;25 tot 30 jaar;2006/'07;330.0;210.0;60.0;60.0;180.0;90.0;30.0;30.0;110.0;60.0;10.0;30.0;40.0;10.0;;;30.0;30.0;10.0;
5337;Mannen en vrouwen;0;Volwasseneneducatie;Overig;25 tot 30 jaar;2007/'08;280.0;160.0;40.0;80.0;110.0;100.0;30.0;40.0;70.0;60.0;;30.0;20.0;10.0;;;30.0;30.0;20.0;
5338;Mannen en vrouwen;0;Volwasseneneducatie;Overig;25 tot 30 jaar;2008/'09;160.0;70.0;30.0;70.0;60.0;70.0;20.0;;20.0;30.0;;;10.0;;;;30.0;30.0;10.0;0.0
5339;Mannen en vrouwen;0;Volwasseneneducatie;Overig;25 tot 30 jaar;2009/'10;170.0;90.0;20.0;60.0;60.0;70.0;20.0;20.0;30.0;40.0;10.0;10.0;;;;;30.0;20.0;;
5340;Mannen en vrouwen;0;Volwasseneneducatie;Overig;30 tot 35 jaar;2006/'07;210.0;100.0;70.0;50.0;120.0;60.0;20.0;10.0;60.0;30.0;;;40.0;10.0;;;20.0;20.0;;
5341;Mannen en vrouwen;0;Volwasseneneducatie;Overig;30 tot 35 jaar;2007/'08;210.0;90.0;30.0;90.0;80.0;90.0;20.0;30.0;40.0;30.0;;10.0;10.0;10.0;;;30.0;40.0;10.0;
5342;Mannen en vrouwen;0;Volwasseneneducatie;Overig;30 tot 35 jaar;2008/'09;120.0;30.0;40.0;60.0;50.0;50.0;20.0;10.0;10.0;10.0;0.0;;20.0;;;;20.0;20.0;10.0;
5343;Mannen en vrouwen;0;Volwasseneneducatie;Overig;30 tot 35 jaar;2009/'10;100.0;20.0;20.0;60.0;30.0;50.0;10.0;;;10.0;;;;20.0;;;20.0;30.0;;
5344;Mannen en vrouwen;0;Volwasseneneducatie;Overig;35 tot 40 jaar;2006/'07;150.0;40.0;60.0;50.0;60.0;60.0;10.0;10.0;20.0;20.0;;;30.0;10.0;;;10.0;30.0;;
5345;Mannen en vrouwen;0;Volwasseneneducatie;Overig;35 tot 40 jaar;2007/'08;160.0;40.0;50.0;70.0;60.0;60.0;30.0;20.0;20.0;20.0;;;20.0;20.0;10.0;;20.0;30.0;20.0;
5346;Mannen en vrouwen;0;Volwasseneneducatie;Overig;35 tot 40 jaar;2008/'09;110.0;20.0;30.0;60.0;40.0;50.0;20.0;;10.0;;0.0;0.0;;10.0;;;20.0;20.0;20.0;
5347;Mannen en vrouwen;0;Volwasseneneducatie;Overig;35 tot 40 jaar;2009/'10;120.0;30.0;20.0;70.0;40.0;50.0;20.0;;20.0;10.0;0.0;;;20.0;;;20.0;30.0;20.0;
5348;Mannen en vrouwen;0;Volwasseneneducatie;Overig;40 tot 45 jaar;2006/'07;100.0;20.0;40.0;40.0;60.0;30.0;20.0;;10.0;10.0;0.0;0.0;30.0;;;0.0;10.0;10.0;;
5349;Mannen en vrouwen;0;Volwasseneneducatie;Overig;40 tot 45 jaar;2007/'08;100.0;20.0;40.0;40.0;40.0;40.0;10.0;;10.0;;;;20.0;10.0;;;10.0;20.0;;
5350;Mannen en vrouwen;0;Volwasseneneducatie;Overig;40 tot 45 jaar;2008/'09;90.0;10.0;30.0;40.0;40.0;30.0;;;;;0.0;;20.0;10.0;0.0;;10.0;20.0;;
5351;Mannen en vrouwen;0;Volwasseneneducatie;Overig;40 tot 45 jaar;2009/'10;90.0;;20.0;60.0;30.0;40.0;20.0;;;;;0.0;;10.0;;;20.0;20.0;20.0;
5352;Mannen en vrouwen;0;Volwasseneneducatie;Overig;45 tot 50 jaar;2006/'07;60.0;10.0;30.0;30.0;30.0;20.0;;10.0;;;0.0;;10.0;;;;10.0;;;
5353;Mannen en vrouwen;0;Volwasseneneducatie;Overig;45 tot 50 jaar;2007/'08;70.0;10.0;20.0;40.0;30.0;20.0;10.0;;;;0.0;0.0;10.0;10.0;;;10.0;10.0;10.0;
5354;Mannen en vrouwen;0;Volwasseneneducatie;Overig;45 tot 50 jaar;2008/'09;80.0;;20.0;50.0;30.0;40.0;;10.0;;;0.0;;;;;;10.0;30.0;;
5355;Mannen en vrouwen;0;Volwasseneneducatie;Overig;45 tot 50 jaar;2009/'10;70.0;;20.0;40.0;20.0;30.0;10.0;;;;0.0;0.0;;10.0;;;20.0;20.0;;
5356;Mannen en vrouwen;0;Volwasseneneducatie;Overig;50 jaar of ouder;2006/'07;30.0;;10.0;20.0;20.0;10.0;;;;;0.0;;;;;0.0;;;;
5357;Mannen en vrouwen;0;Volwasseneneducatie;Overig;50 jaar of ouder;2007/'08;30.0;;;20.0;20.0;;;;;;0.0;;;;;;10.0;;;
5358;Mannen en vrouwen;0;Volwasseneneducatie;Overig;50 jaar of ouder;2008/'09;50.0;;;40.0;20.0;20.0;;;;;0.0;0.0;;;;;20.0;10.0;;
5359;Mannen en vrouwen;0;Volwasseneneducatie;Overig;50 jaar of ouder;2009/'10;70.0;;10.0;60.0;30.0;40.0;;;;;0.0;0.0;;10.0;;0.0;20.0;20.0;;
5360;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Autochtonen;2006/'07;370.0;230.0;30.0;110.0;70.0;100.0;70.0;130.0;20.0;50.0;40.0;120.0;;10.0;10.0;;50.0;40.0;20.0;
5361;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Autochtonen;2007/'08;350.0;180.0;30.0;140.0;90.0;90.0;60.0;120.0;20.0;40.0;30.0;100.0;;10.0;10.0;;60.0;40.0;20.0;20.0
5362;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Autochtonen;2008/'09;410.0;210.0;30.0;170.0;70.0;100.0;70.0;180.0;;20.0;30.0;150.0;;;;10.0;60.0;70.0;30.0;20.0
5363;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Autochtonen;2009/'10;570.0;290.0;50.0;240.0;100.0;150.0;100.0;220.0;10.0;40.0;50.0;180.0;;30.0;;10.0;90.0;80.0;40.0;30.0
5364;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Allochtonen;2006/'07;1430.0;910.0;290.0;230.0;680.0;420.0;130.0;220.0;420.0;250.0;70.0;180.0;200.0;50.0;30.0;20.0;60.0;120.0;30.0;20.0
5365;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Allochtonen;2007/'08;1300.0;800.0;190.0;320.0;480.0;430.0;130.0;260.0;290.0;240.0;60.0;210.0;90.0;60.0;20.0;20.0;90.0;140.0;60.0;30.0
5366;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Allochtonen;2008/'09;830.0;420.0;140.0;260.0;250.0;320.0;100.0;160.0;110.0;140.0;40.0;140.0;70.0;50.0;10.0;;70.0;130.0;50.0;20.0
5367;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Allochtonen;2009/'10;840.0;510.0;90.0;240.0;200.0;290.0;130.0;220.0;110.0;130.0;60.0;200.0;20.0;50.0;10.0;10.0;80.0;100.0;50.0;20.0
5368;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Westerse allochtonen;2006/'07;200.0;110.0;50.0;40.0;70.0;60.0;30.0;50.0;30.0;30.0;10.0;40.0;30.0;20.0;;;10.0;10.0;;
5369;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Westerse allochtonen;2007/'08;200.0;100.0;30.0;60.0;50.0;60.0;20.0;70.0;20.0;20.0;10.0;50.0;10.0;20.0;0.0;;20.0;30.0;;
5370;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Westerse allochtonen;2008/'09;150.0;60.0;30.0;60.0;40.0;60.0;20.0;40.0;10.0;20.0;;30.0;;10.0;;;20.0;30.0;;
5371;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Westerse allochtonen;2009/'10;150.0;70.0;20.0;60.0;20.0;60.0;40.0;30.0;;20.0;20.0;30.0;;10.0;;;10.0;30.0;20.0;
5372;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Niet-westerse allochtonen;2006/'07;1230.0;800.0;240.0;200.0;610.0;360.0;100.0;170.0;390.0;220.0;60.0;140.0;170.0;30.0;20.0;10.0;50.0;110.0;20.0;20.0
5373;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Niet-westerse allochtonen;2007/'08;1110.0;700.0;150.0;260.0;430.0;380.0;110.0;190.0;270.0;220.0;50.0;160.0;80.0;40.0;20.0;10.0;70.0;110.0;50.0;20.0
5374;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Niet-westerse allochtonen;2008/'09;680.0;360.0;120.0;210.0;220.0;260.0;80.0;130.0;100.0;120.0;30.0;110.0;70.0;40.0;;;50.0;100.0;40.0;10.0
5375;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Niet-westerse allochtonen;2009/'10;690.0;440.0;70.0;180.0;180.0;230.0;90.0;190.0;100.0;120.0;50.0;170.0;10.0;40.0;;;60.0;70.0;30.0;10.0
5376;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Turkije;2006/'07;200.0;110.0;50.0;40.0;90.0;50.0;20.0;40.0;50.0;20.0;10.0;30.0;40.0;;;;10.0;20.0;;
5377;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Turkije;2007/'08;180.0;110.0;20.0;50.0;50.0;70.0;20.0;40.0;30.0;40.0;;40.0;;;;0.0;;30.0;;
5378;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Turkije;2008/'09;110.0;70.0;10.0;30.0;30.0;40.0;20.0;30.0;10.0;20.0;;30.0;;;;0.0;;10.0;;
5379;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Turkije;2009/'10;90.0;60.0;;30.0;10.0;30.0;20.0;30.0;;20.0;;20.0;;0.0;0.0;;;10.0;;
5380;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Marokko;2006/'07;160.0;100.0;30.0;30.0;70.0;70.0;10.0;20.0;40.0;40.0;;10.0;20.0;;;0.0;;20.0;;
5381;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Marokko;2007/'08;180.0;110.0;20.0;50.0;60.0;60.0;20.0;40.0;40.0;30.0;;30.0;;;;;10.0;20.0;;
5382;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Marokko;2008/'09;100.0;50.0;;40.0;30.0;40.0;20.0;20.0;;10.0;;20.0;;;;;10.0;20.0;;
5383;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Marokko;2009/'10;100.0;70.0;;20.0;10.0;30.0;10.0;40.0;;20.0;10.0;40.0;0.0;;;;;10.0;;
5384;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Suriname;2006/'07;60.0;40.0;;10.0;;20.0;20.0;20.0;;10.0;10.0;10.0;;;;;0.0;;;
5385;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Suriname;2007/'08;70.0;60.0;;;10.0;20.0;10.0;30.0;;10.0;;30.0;;;;;;;;0.0
5386;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Suriname;2008/'09;50.0;30.0;;20.0;;20.0;;20.0;;;;20.0;0.0;;;0.0;;;;
5387;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Suriname;2009/'10;70.0;40.0;10.0;20.0;;20.0;;40.0;;;;30.0;0.0;10.0;0.0;;;;;
5388;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Nederlandse Antillen en Aruba;2006/'07;80.0;50.0;;10.0;40.0;20.0;;10.0;20.0;10.0;;10.0;;;;0.0;;;;0.0
5389;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Nederlandse Antillen en Aruba;2007/'08;50.0;30.0;;;10.0;20.0;;;10.0;20.0;;;;;0.0;;;;;0.0
5390;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Nederlandse Antillen en Aruba;2008/'09;40.0;20.0;;;10.0;20.0;0.0;;;;0.0;;;;0.0;0.0;;;0.0;0.0
5391;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Nederlandse Antillen en Aruba;2009/'10;50.0;30.0;;10.0;;10.0;10.0;10.0;;;;10.0;;;0.0;0.0;;;;0.0
5392;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Overige niet-westerse allochtonen;2006/'07;740.0;490.0;140.0;110.0;410.0;200.0;40.0;80.0;280.0;130.0;20.0;70.0;100.0;20.0;10.0;;30.0;60.0;10.0;
5393;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Overige niet-westerse allochtonen;2007/'08;630.0;390.0;100.0;140.0;300.0;200.0;50.0;80.0;180.0;130.0;20.0;60.0;60.0;20.0;;;50.0;50.0;30.0;10.0
5394;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Overige niet-westerse allochtonen;2008/'09;380.0;190.0;80.0;110.0;150.0;150.0;30.0;50.0;70.0;70.0;;50.0;50.0;30.0;;;30.0;50.0;20.0;
5395;Mannen en vrouwen;0;Volwasseneneducatie;Overig;Overige niet-westerse allochtonen;2009/'10;380.0;240.0;40.0;100.0;140.0;130.0;40.0;70.0;90.0;70.0;20.0;60.0;;20.0;;;40.0;40.0;20.0;
5396;Mannen en vrouwen;0;Volwasseneneducatie;Overig;7;2006/'07;;;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
5397;Mannen en vrouwen;0;Volwasseneneducatie;Overig;7;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5398;Mannen en vrouwen;0;Volwasseneneducatie;Overig;7;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5399;Mannen en vrouwen;0;Volwasseneneducatie;Overig;7;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5400;Mannen en vrouwen;0;Vavo;Totaal;0;2006/'07;1030.0;900.0;20.0;110.0;20.0;160.0;200.0;640.0;10.0;110.0;170.0;610.0;;;;10.0;;50.0;30.0;20.0
5401;Mannen en vrouwen;0;Vavo;Totaal;0;2007/'08;990.0;820.0;20.0;150.0;40.0;160.0;190.0;600.0;30.0;100.0;140.0;550.0;0.0;;;10.0;10.0;70.0;40.0;40.0
5402;Mannen en vrouwen;0;Vavo;Totaal;0;2008/'09;1130.0;950.0;20.0;160.0;30.0;170.0;190.0;740.0;30.0;90.0;140.0;690.0;0.0;;;10.0;;70.0;40.0;40.0
5403;Mannen en vrouwen;0;Vavo;Totaal;0;2009/'10;1400.0;1200.0;20.0;180.0;30.0;180.0;270.0;930.0;20.0;100.0;200.0;880.0;;;;10.0;;80.0;60.0;40.0
5404;Mannen en vrouwen;0;Vavo;Totaal;15 jaar of jonger;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5405;Mannen en vrouwen;0;Vavo;Totaal;15 jaar of jonger;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5406;Mannen en vrouwen;0;Vavo;Totaal;15 jaar of jonger;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5407;Mannen en vrouwen;0;Vavo;Totaal;15 jaar of jonger;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5408;Mannen en vrouwen;0;Vavo;Totaal;16 jaar;2006/'07;;;0.0;0.0;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5409;Mannen en vrouwen;0;Vavo;Totaal;16 jaar;2007/'08;;;0.0;0.0;0.0;0.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5410;Mannen en vrouwen;0;Vavo;Totaal;16 jaar;2008/'09;;;0.0;;0.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
5411;Mannen en vrouwen;0;Vavo;Totaal;16 jaar;2009/'10;;;0.0;;;;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
5412;Mannen en vrouwen;0;Vavo;Totaal;17 jaar;2006/'07;130.0;110.0;0.0;20.0;;30.0;30.0;70.0;0.0;20.0;20.0;60.0;0.0;0.0;0.0;0.0;;;;
5413;Mannen en vrouwen;0;Vavo;Totaal;17 jaar;2007/'08;140.0;120.0;0.0;20.0;;40.0;30.0;70.0;;20.0;20.0;70.0;0.0;0.0;0.0;0.0;;10.0;;
5414;Mannen en vrouwen;0;Vavo;Totaal;17 jaar;2008/'09;160.0;140.0;;20.0;10.0;30.0;20.0;100.0;10.0;20.0;20.0;100.0;0.0;0.0;0.0;;;10.0;;
5415;Mannen en vrouwen;0;Vavo;Totaal;17 jaar;2009/'10;170.0;150.0;0.0;20.0;;40.0;40.0;90.0;;30.0;30.0;80.0;0.0;0.0;0.0;0.0;;10.0;;
5416;Mannen en vrouwen;0;Vavo;Totaal;18 jaar;2006/'07;280.0;260.0;0.0;20.0;;50.0;50.0;170.0;;40.0;50.0;170.0;0.0;0.0;0.0;0.0;;10.0;;
5417;Mannen en vrouwen;0;Vavo;Totaal;18 jaar;2007/'08;280.0;240.0;;40.0;;50.0;50.0;170.0;;30.0;40.0;160.0;0.0;0.0;0.0;;;20.0;;
5418;Mannen en vrouwen;0;Vavo;Totaal;18 jaar;2008/'09;360.0;310.0;;40.0;10.0;50.0;70.0;230.0;10.0;30.0;50.0;220.0;0.0;;0.0;0.0;;20.0;10.0;10.0
5419;Mannen en vrouwen;0;Vavo;Totaal;18 jaar;2009/'10;460.0;410.0;;50.0;10.0;60.0;80.0;300.0;;40.0;70.0;290.0;0.0;;0.0;;;20.0;10.0;10.0
5420;Mannen en vrouwen;0;Vavo;Totaal;19 jaar;2006/'07;290.0;260.0;;20.0;;40.0;50.0;190.0;;20.0;50.0;190.0;0.0;;0.0;;;10.0;;
5421;Mannen en vrouwen;0;Vavo;Totaal;19 jaar;2007/'08;280.0;240.0;;40.0;;40.0;60.0;170.0;;30.0;50.0;150.0;0.0;;0.0;;;10.0;10.0;20.0
5422;Mannen en vrouwen;0;Vavo;Totaal;19 jaar;2008/'09;320.0;290.0;;30.0;;50.0;50.0;230.0;;30.0;40.0;220.0;0.0;0.0;0.0;;;20.0;10.0;
5423;Mannen en vrouwen;0;Vavo;Totaal;19 jaar;2009/'10;430.0;370.0;;50.0;;40.0;80.0;310.0;;20.0;60.0;300.0;0.0;;;;0.0;20.0;20.0;
5424;Mannen en vrouwen;0;Vavo;Totaal;20 jaar;2006/'07;180.0;150.0;;20.0;;20.0;40.0;120.0;;10.0;30.0;110.0;;;;;0.0;10.0;10.0;
5425;Mannen en vrouwen;0;Vavo;Totaal;20 jaar;2007/'08;160.0;130.0;;30.0;;20.0;30.0;110.0;;;20.0;100.0;0.0;0.0;0.0;;0.0;10.0;;
5426;Mannen en vrouwen;0;Vavo;Totaal;20 jaar;2008/'09;160.0;130.0;;30.0;;30.0;30.0;110.0;;;20.0;100.0;0.0;0.0;;;0.0;20.0;;
5427;Mannen en vrouwen;0;Vavo;Totaal;20 jaar;2009/'10;220.0;180.0;;30.0;;20.0;40.0;150.0;;10.0;30.0;140.0;0.0;0.0;;;0.0;10.0;10.0;10.0
5428;Mannen en vrouwen;0;Vavo;Totaal;21 jaar;2006/'07;70.0;50.0;;10.0;;10.0;10.0;40.0;0.0;;;40.0;0.0;0.0;0.0;;;;;
5429;Mannen en vrouwen;0;Vavo;Totaal;21 jaar;2007/'08;60.0;50.0;;;0.0;;;50.0;0.0;0.0;;40.0;0.0;0.0;0.0;;0.0;;0.0;
5430;Mannen en vrouwen;0;Vavo;Totaal;21 jaar;2008/'09;40.0;40.0;0.0;;;;10.0;30.0;;;;30.0;0.0;0.0;0.0;0.0;0.0;;;
5431;Mannen en vrouwen;0;Vavo;Totaal;21 jaar;2009/'10;70.0;50.0;;;0.0;;20.0;40.0;0.0;;10.0;40.0;0.0;0.0;;;0.0;;;
5432;Mannen en vrouwen;0;Vavo;Totaal;22 jaar;2006/'07;30.0;20.0;;;0.0;;;10.0;0.0;;;10.0;0.0;0.0;;;0.0;;;0.0
5433;Mannen en vrouwen;0;Vavo;Totaal;22 jaar;2007/'08;30.0;20.0;;;;;;20.0;;;;10.0;0.0;0.0;;0.0;0.0;;0.0;
5434;Mannen en vrouwen;0;Vavo;Totaal;22 jaar;2008/'09;20.0;20.0;;;0.0;;;10.0;0.0;;;10.0;0.0;0.0;;0.0;0.0;;;
5435;Mannen en vrouwen;0;Vavo;Totaal;22 jaar;2009/'10;20.0;20.0;;;0.0;;;10.0;0.0;;;10.0;0.0;0.0;0.0;;0.0;;;
5436;Mannen en vrouwen;0;Vavo;Totaal;23 jaar;2006/'07;20.0;10.0;;;0.0;;;10.0;0.0;;;;0.0;0.0;;;0.0;;;
5437;Mannen en vrouwen;0;Vavo;Totaal;23 jaar;2007/'08;20.0;10.0;0.0;;;;;10.0;;;0.0;10.0;0.0;0.0;0.0;0.0;0.0;;;
5438;Mannen en vrouwen;0;Vavo;Totaal;23 jaar;2008/'09;20.0;;;;;;;10.0;0.0;;0.0;;0.0;0.0;0.0;;;;;0.0
5439;Mannen en vrouwen;0;Vavo;Totaal;23 jaar;2009/'10;;;;;0.0;;;;0.0;0.0;;;0.0;0.0;0.0;;0.0;;0.0;0.0
5440;Mannen en vrouwen;0;Vavo;Totaal;24 jaar;2006/'07;10.0;10.0;;;;0.0;;10.0;;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;
5441;Mannen en vrouwen;0;Vavo;Totaal;24 jaar;2007/'08;;;;;0.0;0.0;;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;
5442;Mannen en vrouwen;0;Vavo;Totaal;24 jaar;2008/'09;;;0.0;;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5443;Mannen en vrouwen;0;Vavo;Totaal;24 jaar;2009/'10;;;;;0.0;;;;0.0;;0.0;;0.0;0.0;0.0;;0.0;;;
5444;Mannen en vrouwen;0;Vavo;Totaal;1;2006/'07;700.0;640.0;;60.0;20.0;120.0;130.0;430.0;10.0;90.0;120.0;420.0;0.0;;0.0;;;30.0;10.0;
5445;Mannen en vrouwen;0;Vavo;Totaal;1;2007/'08;700.0;600.0;;100.0;30.0;130.0;140.0;410.0;20.0;90.0;110.0;390.0;0.0;;0.0;;;40.0;30.0;20.0
5446;Mannen en vrouwen;0;Vavo;Totaal;1;2008/'09;840.0;740.0;;100.0;30.0;120.0;130.0;560.0;20.0;80.0;100.0;540.0;0.0;;0.0;;;40.0;30.0;20.0
5447;Mannen en vrouwen;0;Vavo;Totaal;1;2009/'10;1050.0;930.0;;120.0;20.0;140.0;200.0;690.0;20.0;80.0;160.0;670.0;0.0;;;;;60.0;40.0;20.0
5448;Mannen en vrouwen;0;Vavo;Totaal;2;2006/'07;310.0;250.0;10.0;50.0;;40.0;70.0;190.0;;20.0;50.0;180.0;;;;;;20.0;20.0;
5449;Mannen en vrouwen;0;Vavo;Totaal;2;2007/'08;260.0;210.0;;50.0;;30.0;40.0;180.0;;10.0;30.0;160.0;0.0;0.0;;;0.0;20.0;10.0;20.0
5450;Mannen en vrouwen;0;Vavo;Totaal;2;2008/'09;250.0;200.0;;50.0;;40.0;50.0;170.0;;10.0;40.0;150.0;0.0;0.0;;;;30.0;;10.0
5451;Mannen en vrouwen;0;Vavo;Totaal;2;2009/'10;320.0;260.0;10.0;50.0;;40.0;60.0;220.0;;20.0;40.0;200.0;0.0;0.0;;;0.0;20.0;20.0;20.0
5452;Mannen en vrouwen;0;Vavo;Totaal;3;2006/'07;20.0;10.0;;;;;;20.0;;;0.0;10.0;0.0;;0.0;;0.0;;;0.0
5453;Mannen en vrouwen;0;Vavo;Totaal;3;2007/'08;20.0;;;;;;;;;;;;0.0;0.0;;;;;;
5454;Mannen en vrouwen;0;Vavo;Totaal;3;2008/'09;30.0;;10.0;20.0;;;10.0;20.0;0.0;;;;0.0;0.0;;;;;;
5455;Mannen en vrouwen;0;Vavo;Totaal;3;2009/'10;30.0;;;10.0;;;;10.0;0.0;0.0;;;;0.0;;;;;;
5456;Mannen en vrouwen;0;Vavo;Totaal;25 tot 30 jaar;2006/'07;20.0;10.0;;;;;;10.0;;;0.0;;0.0;;0.0;;0.0;;;0.0
5457;Mannen en vrouwen;0;Vavo;Totaal;25 tot 30 jaar;2007/'08;10.0;;;;;;;;;;;;0.0;0.0;;;;;;
5458;Mannen en vrouwen;0;Vavo;Totaal;25 tot 30 jaar;2008/'09;20.0;;;;;;;;0.0;;;;0.0;0.0;;;;;;0.0
5459;Mannen en vrouwen;0;Vavo;Totaal;25 tot 30 jaar;2009/'10;20.0;;;;;;;;0.0;0.0;;;0.0;0.0;;;;;;
5460;Mannen en vrouwen;0;Vavo;Totaal;30 tot 35 jaar;2006/'07;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
