ID;SBI93;Perioden;k_0mzet_1;Prijs_2;Volume_3;k_0mzet_4;Prijs_5;Volume_6
2853;5244.1-5244.4, 5249.7 Woninginrichting;2000 december;172.0;110.0;157.0;2.8;4.1;-1.2
2854;5244.1-5244.4, 5249.7 Woninginrichting;2000 4e kwartaal;159.0;109.0;145.0;4.7;3.9;0.7
2855;5244.1-5244.4, 5249.7 Woninginrichting;2000;141.0;108.0;131.0;4.5;2.7;1.8
2856;5244.1 Meubelen;1994 januari;;;;;;
2857;5244.1 Meubelen;1994 februari;;;;;;
2858;5244.1 Meubelen;1994 maart;;;;;;
2859;5244.1 Meubelen;1994 1e kwartaal;;;;;;
2860;5244.1 Meubelen;1994 april;;;;;;
2861;5244.1 Meubelen;1994 mei;;;;;;
2862;5244.1 Meubelen;1994 juni;;;;;;
2863;5244.1 Meubelen;1994 2e kwartaal;;;;;;
2864;5244.1 Meubelen;1994 juli;;;;;;
2865;5244.1 Meubelen;1994 augustus;;;;;;
2866;5244.1 Meubelen;1994 september;;;;;;
2867;5244.1 Meubelen;1994 3e kwartaal;;;;;;
2868;5244.1 Meubelen;1994 oktober;;;;;;
2869;5244.1 Meubelen;1994 november;;;;;;
2870;5244.1 Meubelen;1994 december;;;;;;
2871;5244.1 Meubelen;1994 4e kwartaal;;;;;;
2872;5244.1 Meubelen;1994;;;;;;
2873;5244.1 Meubelen;1995 januari;;;;;;
2874;5244.1 Meubelen;1995 februari;;;;;;
2875;5244.1 Meubelen;1995 maart;;;;;;
2876;5244.1 Meubelen;1995 1e kwartaal;;;;;;
2877;5244.1 Meubelen;1995 april;;;;;;
2878;5244.1 Meubelen;1995 mei;;;;;;
2879;5244.1 Meubelen;1995 juni;;;;;;
2880;5244.1 Meubelen;1995 2e kwartaal;;;;;;
2881;5244.1 Meubelen;1995 juli;;;;;;
2882;5244.1 Meubelen;1995 augustus;;;;;;
2883;5244.1 Meubelen;1995 september;;;;;;
2884;5244.1 Meubelen;1995 3e kwartaal;;;;;;
2885;5244.1 Meubelen;1995 oktober;;;;;;
2886;5244.1 Meubelen;1995 november;;;;;;
2887;5244.1 Meubelen;1995 december;;;;;;
2888;5244.1 Meubelen;1995 4e kwartaal;;;;;;
2889;5244.1 Meubelen;1995;;;;;;
2890;5244.1 Meubelen;1996 januari;;;;;;
2891;5244.1 Meubelen;1996 februari;;;;;;
2892;5244.1 Meubelen;1996 maart;;;;;;
2893;5244.1 Meubelen;1996 1e kwartaal;;;;;;
2894;5244.1 Meubelen;1996 april;;;;;;
2895;5244.1 Meubelen;1996 mei;;;;;;
2896;5244.1 Meubelen;1996 juni;;;;;;
2897;5244.1 Meubelen;1996 2e kwartaal;;;;;;
2898;5244.1 Meubelen;1996 juli;;;;;;
2899;5244.1 Meubelen;1996 augustus;;;;;;
2900;5244.1 Meubelen;1996 september;;;;;;
2901;5244.1 Meubelen;1996 3e kwartaal;;;;;;
2902;5244.1 Meubelen;1996 oktober;;;;;;
2903;5244.1 Meubelen;1996 november;;;;;;
2904;5244.1 Meubelen;1996 december;;;;;;
2905;5244.1 Meubelen;1996 4e kwartaal;;;;;;
2906;5244.1 Meubelen;1996;;;;;;
2907;5244.1 Meubelen;1997 januari;;;;;;
2908;5244.1 Meubelen;1997 februari;;;;;;
2909;5244.1 Meubelen;1997 maart;;;;;;
2910;5244.1 Meubelen;1997 1e kwartaal;;;;;;
2911;5244.1 Meubelen;1997 april;;;;;;
2912;5244.1 Meubelen;1997 mei;;;;;;
2913;5244.1 Meubelen;1997 juni;;;;;;
2914;5244.1 Meubelen;1997 2e kwartaal;;;;;;
2915;5244.1 Meubelen;1997 juli;;;;;;
2916;5244.1 Meubelen;1997 augustus;;;;;;
2917;5244.1 Meubelen;1997 september;;;;;;
2918;5244.1 Meubelen;1997 3e kwartaal;;;;;;
2919;5244.1 Meubelen;1997 oktober;;;;;;
2920;5244.1 Meubelen;1997 november;;;;;;
2921;5244.1 Meubelen;1997 december;;;;;;
2922;5244.1 Meubelen;1997 4e kwartaal;;;;;;
2923;5244.1 Meubelen;1997;;;;;;
2924;5244.1 Meubelen;1998 januari;;;;;;
2925;5244.1 Meubelen;1998 februari;;;;;;
2926;5244.1 Meubelen;1998 maart;;;;;;
2927;5244.1 Meubelen;1998 1e kwartaal;117.0;101.0;117.0;11.8;0.8;11.0
2928;5244.1 Meubelen;1998 april;;;;;;
2929;5244.1 Meubelen;1998 mei;;;;;;
2930;5244.1 Meubelen;1998 juni;;;;;;
2931;5244.1 Meubelen;1998 2e kwartaal;123.0;101.0;121.0;11.6;1.7;9.7
2932;5244.1 Meubelen;1998 juli;;;;;;
2933;5244.1 Meubelen;1998 augustus;;;;;;
2934;5244.1 Meubelen;1998 september;;;;;;
2935;5244.1 Meubelen;1998 3e kwartaal;122.0;102.0;120.0;14.9;1.9;12.8
2936;5244.1 Meubelen;1998 oktober;;;;;;
2937;5244.1 Meubelen;1998 november;;;;;;
2938;5244.1 Meubelen;1998 december;;;;;;
2939;5244.1 Meubelen;1998 4e kwartaal;144.0;102.0;141.0;17.6;2.5;14.8
2940;5244.1 Meubelen;1998;127.0;101.0;125.0;14.1;1.7;12.2
2941;5244.1 Meubelen;1999 januari;;;;;;
2942;5244.1 Meubelen;1999 februari;;;;;;
2943;5244.1 Meubelen;1999 maart;;;;;;
2944;5244.1 Meubelen;1999 1e kwartaal;134.0;104.0;129.0;13.9;3.2;10.4
2945;5244.1 Meubelen;1999 april;;;;;;
2946;5244.1 Meubelen;1999 mei;;;;;;
2947;5244.1 Meubelen;1999 juni;;;;;;
2948;5244.1 Meubelen;1999 2e kwartaal;135.0;105.0;129.0;9.9;3.3;6.3
2949;5244.1 Meubelen;1999 juli;;;;;;
2950;5244.1 Meubelen;1999 augustus;;;;;;
2951;5244.1 Meubelen;1999 september;;;;;;
2952;5244.1 Meubelen;1999 3e kwartaal;132.0;105.0;126.0;8.1;3.6;4.3
2953;5244.1 Meubelen;1999 oktober;;;;;;
2954;5244.1 Meubelen;1999 november;;;;;;
2955;5244.1 Meubelen;1999 december;;;;;;
2956;5244.1 Meubelen;1999 4e kwartaal;160.0;105.0;152.0;10.8;2.7;7.8
2957;5244.1 Meubelen;1999;140.0;105.0;134.0;10.6;3.2;7.2
2958;5244.1 Meubelen;2000 januari;139.0;105.0;132.0;7.3;2.2;5.0
2959;5244.1 Meubelen;2000 februari;139.0;105.0;132.0;8.9;1.7;7.0
2960;5244.1 Meubelen;2000 maart;156.0;106.0;147.0;8.3;1.4;6.9
2961;5244.1 Meubelen;2000 1e kwartaal;145.0;106.0;137.0;8.2;1.8;6.3
2962;5244.1 Meubelen;2000 april;141.0;106.0;133.0;5.0;1.6;3.4
2963;5244.1 Meubelen;2000 mei;141.0;107.0;132.0;5.8;1.8;4.0
2964;5244.1 Meubelen;2000 juni;143.0;107.0;134.0;3.5;1.6;1.8
2965;5244.1 Meubelen;2000 2e kwartaal;142.0;107.0;133.0;4.8;1.7;3.0
2966;5244.1 Meubelen;2000 juli;147.0;108.0;136.0;4.9;2.3;2.5
2967;5244.1 Meubelen;2000 augustus;133.0;108.0;124.0;9.1;2.0;6.9
2968;5244.1 Meubelen;2000 september;141.0;109.0;130.0;5.0;3.4;1.5
2969;5244.1 Meubelen;2000 3e kwartaal;140.0;108.0;130.0;6.2;2.6;3.5
2970;5244.1 Meubelen;2000 oktober;159.0;109.0;146.0;2.0;3.8;-1.7
2971;5244.1 Meubelen;2000 november;165.0;110.0;150.0;7.4;4.1;3.2
2972;5244.1 Meubelen;2000 december;173.0;109.0;158.0;2.0;4.1;-2.0
2973;5244.1 Meubelen;2000 4e kwartaal;166.0;109.0;152.0;3.7;4.0;-0.3
2974;5244.1 Meubelen;2000;148.0;107.0;138.0;5.6;2.5;3.0
2975;5244.4 Woninginrichting alg. ass.;1994 januari;;;;;;
2976;5244.4 Woninginrichting alg. ass.;1994 februari;;;;;;
2977;5244.4 Woninginrichting alg. ass.;1994 maart;;;;;;
2978;5244.4 Woninginrichting alg. ass.;1994 1e kwartaal;;;;;;
2979;5244.4 Woninginrichting alg. ass.;1994 april;;;;;;
2980;5244.4 Woninginrichting alg. ass.;1994 mei;;;;;;
2981;5244.4 Woninginrichting alg. ass.;1994 juni;;;;;;
2982;5244.4 Woninginrichting alg. ass.;1994 2e kwartaal;;;;;;
2983;5244.4 Woninginrichting alg. ass.;1994 juli;;;;;;
2984;5244.4 Woninginrichting alg. ass.;1994 augustus;;;;;;
2985;5244.4 Woninginrichting alg. ass.;1994 september;;;;;;
2986;5244.4 Woninginrichting alg. ass.;1994 3e kwartaal;;;;;;
2987;5244.4 Woninginrichting alg. ass.;1994 oktober;;;;;;
2988;5244.4 Woninginrichting alg. ass.;1994 november;;;;;;
2989;5244.4 Woninginrichting alg. ass.;1994 december;;;;;;
2990;5244.4 Woninginrichting alg. ass.;1994 4e kwartaal;;;;;;
2991;5244.4 Woninginrichting alg. ass.;1994;;;;;;
2992;5244.4 Woninginrichting alg. ass.;1995 januari;;;;;;
2993;5244.4 Woninginrichting alg. ass.;1995 februari;;;;;;
2994;5244.4 Woninginrichting alg. ass.;1995 maart;;;;;;
2995;5244.4 Woninginrichting alg. ass.;1995 1e kwartaal;;;;;;
2996;5244.4 Woninginrichting alg. ass.;1995 april;;;;;;
2997;5244.4 Woninginrichting alg. ass.;1995 mei;;;;;;
2998;5244.4 Woninginrichting alg. ass.;1995 juni;;;;;;
2999;5244.4 Woninginrichting alg. ass.;1995 2e kwartaal;;;;;;
3000;5244.4 Woninginrichting alg. ass.;1995 juli;;;;;;
3001;5244.4 Woninginrichting alg. ass.;1995 augustus;;;;;;
3002;5244.4 Woninginrichting alg. ass.;1995 september;;;;;;
3003;5244.4 Woninginrichting alg. ass.;1995 3e kwartaal;;;;;;
3004;5244.4 Woninginrichting alg. ass.;1995 oktober;;;;;;
3005;5244.4 Woninginrichting alg. ass.;1995 november;;;;;;
3006;5244.4 Woninginrichting alg. ass.;1995 december;;;;;;
3007;5244.4 Woninginrichting alg. ass.;1995 4e kwartaal;;;;;;
3008;5244.4 Woninginrichting alg. ass.;1995;;;;;;
3009;5244.4 Woninginrichting alg. ass.;1996 januari;;;;;;
3010;5244.4 Woninginrichting alg. ass.;1996 februari;;;;;;
3011;5244.4 Woninginrichting alg. ass.;1996 maart;;;;;;
3012;5244.4 Woninginrichting alg. ass.;1996 1e kwartaal;;;;;;
3013;5244.4 Woninginrichting alg. ass.;1996 april;;;;;;
3014;5244.4 Woninginrichting alg. ass.;1996 mei;;;;;;
3015;5244.4 Woninginrichting alg. ass.;1996 juni;;;;;;
3016;5244.4 Woninginrichting alg. ass.;1996 2e kwartaal;;;;;;
3017;5244.4 Woninginrichting alg. ass.;1996 juli;;;;;;
3018;5244.4 Woninginrichting alg. ass.;1996 augustus;;;;;;
3019;5244.4 Woninginrichting alg. ass.;1996 september;;;;;;
3020;5244.4 Woninginrichting alg. ass.;1996 3e kwartaal;;;;;;
3021;5244.4 Woninginrichting alg. ass.;1996 oktober;;;;;;
3022;5244.4 Woninginrichting alg. ass.;1996 november;;;;;;
3023;5244.4 Woninginrichting alg. ass.;1996 december;;;;;;
3024;5244.4 Woninginrichting alg. ass.;1996 4e kwartaal;;;;;;
3025;5244.4 Woninginrichting alg. ass.;1996;;;;;;
3026;5244.4 Woninginrichting alg. ass.;1997 januari;;;;;;
3027;5244.4 Woninginrichting alg. ass.;1997 februari;;;;;;
3028;5244.4 Woninginrichting alg. ass.;1997 maart;;;;;;
3029;5244.4 Woninginrichting alg. ass.;1997 1e kwartaal;;;;;;
3030;5244.4 Woninginrichting alg. ass.;1997 april;;;;;;
3031;5244.4 Woninginrichting alg. ass.;1997 mei;;;;;;
3032;5244.4 Woninginrichting alg. ass.;1997 juni;;;;;;
3033;5244.4 Woninginrichting alg. ass.;1997 2e kwartaal;;;;;;
3034;5244.4 Woninginrichting alg. ass.;1997 juli;;;;;;
3035;5244.4 Woninginrichting alg. ass.;1997 augustus;;;;;;
3036;5244.4 Woninginrichting alg. ass.;1997 september;;;;;;
3037;5244.4 Woninginrichting alg. ass.;1997 3e kwartaal;;;;;;
3038;5244.4 Woninginrichting alg. ass.;1997 oktober;;;;;;
3039;5244.4 Woninginrichting alg. ass.;1997 november;;;;;;
3040;5244.4 Woninginrichting alg. ass.;1997 december;;;;;;
3041;5244.4 Woninginrichting alg. ass.;1997 4e kwartaal;;;;;;
3042;5244.4 Woninginrichting alg. ass.;1997;;;;;;
3043;5244.4 Woninginrichting alg. ass.;1998 januari;;;;;;
3044;5244.4 Woninginrichting alg. ass.;1998 februari;;;;;;
3045;5244.4 Woninginrichting alg. ass.;1998 maart;;;;;;
3046;5244.4 Woninginrichting alg. ass.;1998 1e kwartaal;129.0;101.0;128.0;17.1;0.8;16.2
3047;5244.4 Woninginrichting alg. ass.;1998 april;;;;;;
3048;5244.4 Woninginrichting alg. ass.;1998 mei;;;;;;
3049;5244.4 Woninginrichting alg. ass.;1998 juni;;;;;;
3050;5244.4 Woninginrichting alg. ass.;1998 2e kwartaal;138.0;102.0;136.0;17.6;1.8;15.5
3051;5244.4 Woninginrichting alg. ass.;1998 juli;;;;;;
3052;5244.4 Woninginrichting alg. ass.;1998 augustus;;;;;;
3053;5244.4 Woninginrichting alg. ass.;1998 september;;;;;;
3054;5244.4 Woninginrichting alg. ass.;1998 3e kwartaal;137.0;102.0;135.0;24.7;1.9;22.4
3055;5244.4 Woninginrichting alg. ass.;1998 oktober;;;;;;
3056;5244.4 Woninginrichting alg. ass.;1998 november;;;;;;
3057;5244.4 Woninginrichting alg. ass.;1998 december;;;;;;
3058;5244.4 Woninginrichting alg. ass.;1998 4e kwartaal;158.0;102.0;154.0;19.8;2.4;16.9
3059;5244.4 Woninginrichting alg. ass.;1998;141.0;102.0;138.0;19.8;1.7;17.7
3060;5244.4 Woninginrichting alg. ass.;1999 januari;;;;;;
3061;5244.4 Woninginrichting alg. ass.;1999 februari;;;;;;
3062;5244.4 Woninginrichting alg. ass.;1999 maart;;;;;;
3063;5244.4 Woninginrichting alg. ass.;1999 1e kwartaal;137.0;104.0;132.0;6.2;3.2;2.9
3064;5244.4 Woninginrichting alg. ass.;1999 april;;;;;;
3065;5244.4 Woninginrichting alg. ass.;1999 mei;;;;;;
3066;5244.4 Woninginrichting alg. ass.;1999 juni;;;;;;
3067;5244.4 Woninginrichting alg. ass.;1999 2e kwartaal;153.0;105.0;146.0;10.4;3.3;6.9
3068;5244.4 Woninginrichting alg. ass.;1999 juli;;;;;;
3069;5244.4 Woninginrichting alg. ass.;1999 augustus;;;;;;
3070;5244.4 Woninginrichting alg. ass.;1999 september;;;;;;
3071;5244.4 Woninginrichting alg. ass.;1999 3e kwartaal;147.0;105.0;140.0;7.1;3.6;3.4
3072;5244.4 Woninginrichting alg. ass.;1999 oktober;;;;;;
3073;5244.4 Woninginrichting alg. ass.;1999 november;;;;;;
3074;5244.4 Woninginrichting alg. ass.;1999 december;;;;;;
3075;5244.4 Woninginrichting alg. ass.;1999 4e kwartaal;170.0;105.0;161.0;7.4;2.8;4.4
3076;5244.4 Woninginrichting alg. ass.;1999;152.0;105.0;145.0;7.8;3.2;4.4
3077;5244.4 Woninginrichting alg. ass.;2000 januari;138.0;105.0;131.0;11.5;2.2;9.1
3078;5244.4 Woninginrichting alg. ass.;2000 februari;149.0;106.0;141.0;9.4;1.8;7.4
3079;5244.4 Woninginrichting alg. ass.;2000 maart;154.0;106.0;145.0;2.2;1.5;0.7
3080;5244.4 Woninginrichting alg. ass.;2000 1e kwartaal;147.0;106.0;139.0;7.4;1.8;5.5
3081;5244.4 Woninginrichting alg. ass.;2000 april;153.0;106.0;144.0;1.1;1.7;-0.6
3082;5244.4 Woninginrichting alg. ass.;2000 mei;159.0;107.0;149.0;9.1;1.9;7.1
3083;5244.4 Woninginrichting alg. ass.;2000 juni;160.0;107.0;149.0;-0.7;1.8;-2.5
3084;5244.4 Woninginrichting alg. ass.;2000 2e kwartaal;157.0;107.0;147.0;3.0;1.8;1.2
3085;5244.4 Woninginrichting alg. ass.;2000 juli;164.0;108.0;152.0;-4.4;2.4;-6.7
3086;5244.4 Woninginrichting alg. ass.;2000 augustus;148.0;108.0;137.0;18.1;2.2;15.5
3087;5244.4 Woninginrichting alg. ass.;2000 september;147.0;109.0;135.0;2.2;3.5;-1.3
3088;5244.4 Woninginrichting alg. ass.;2000 3e kwartaal;153.0;108.0;142.0;4.1;2.7;1.4
3089;5244.4 Woninginrichting alg. ass.;2000 oktober;169.0;109.0;155.0;8.7;3.8;4.7
3090;5244.4 Woninginrichting alg. ass.;2000 november;174.0;110.0;158.0;13.1;4.1;8.6
3091;5244.4 Woninginrichting alg. ass.;2000 december;208.0;110.0;190.0;4.1;4.2;-0.1
3092;5244.4 Woninginrichting alg. ass.;2000 4e kwartaal;184.0;110.0;168.0;8.2;4.1;4.0
3093;5244.4 Woninginrichting alg. ass.;2000;160.0;108.0;149.0;5.7;2.6;3.0
3094;5244.5 t/m 5244.7 Glas-, aardewerk;1994 januari;;;;;;
3095;5244.5 t/m 5244.7 Glas-, aardewerk;1994 februari;;;;;;
3096;5244.5 t/m 5244.7 Glas-, aardewerk;1994 maart;;;;;;
3097;5244.5 t/m 5244.7 Glas-, aardewerk;1994 1e kwartaal;;;;;;
3098;5244.5 t/m 5244.7 Glas-, aardewerk;1994 april;;;;;;
3099;5244.5 t/m 5244.7 Glas-, aardewerk;1994 mei;;;;;;
3100;5244.5 t/m 5244.7 Glas-, aardewerk;1994 juni;;;;;;
3101;5244.5 t/m 5244.7 Glas-, aardewerk;1994 2e kwartaal;;;;;;
3102;5244.5 t/m 5244.7 Glas-, aardewerk;1994 juli;;;;;;
3103;5244.5 t/m 5244.7 Glas-, aardewerk;1994 augustus;;;;;;
3104;5244.5 t/m 5244.7 Glas-, aardewerk;1994 september;;;;;;
3105;5244.5 t/m 5244.7 Glas-, aardewerk;1994 3e kwartaal;;;;;;
3106;5244.5 t/m 5244.7 Glas-, aardewerk;1994 oktober;;;;;;
3107;5244.5 t/m 5244.7 Glas-, aardewerk;1994 november;;;;;;
3108;5244.5 t/m 5244.7 Glas-, aardewerk;1994 december;;;;;;
3109;5244.5 t/m 5244.7 Glas-, aardewerk;1994 4e kwartaal;;;;;;
3110;5244.5 t/m 5244.7 Glas-, aardewerk;1994;99.0;100.0;99.0;;;
3111;5244.5 t/m 5244.7 Glas-, aardewerk;1995 januari;83.0;100.0;82.0;;;
3112;5244.5 t/m 5244.7 Glas-, aardewerk;1995 februari;78.0;100.0;78.0;;;
3113;5244.5 t/m 5244.7 Glas-, aardewerk;1995 maart;87.0;100.0;87.0;;;
3114;5244.5 t/m 5244.7 Glas-, aardewerk;1995 1e kwartaal;83.0;100.0;82.0;0.7;0.5;0.1
3115;5244.5 t/m 5244.7 Glas-, aardewerk;1995 april;90.0;100.0;90.0;;;
3116;5244.5 t/m 5244.7 Glas-, aardewerk;1995 mei;102.0;100.0;102.0;;;
3117;5244.5 t/m 5244.7 Glas-, aardewerk;1995 juni;103.0;100.0;103.0;;;
3118;5244.5 t/m 5244.7 Glas-, aardewerk;1995 2e kwartaal;98.0;100.0;98.0;2.8;0.1;2.7
3119;5244.5 t/m 5244.7 Glas-, aardewerk;1995 juli;100.0;100.0;100.0;;;
3120;5244.5 t/m 5244.7 Glas-, aardewerk;1995 augustus;96.0;100.0;96.0;;;
3121;5244.5 t/m 5244.7 Glas-, aardewerk;1995 september;97.0;100.0;97.0;;;
3122;5244.5 t/m 5244.7 Glas-, aardewerk;1995 3e kwartaal;98.0;100.0;98.0;2.5;-0.1;2.6
3123;5244.5 t/m 5244.7 Glas-, aardewerk;1995 oktober;91.0;100.0;91.0;;;
3124;5244.5 t/m 5244.7 Glas-, aardewerk;1995 november;122.0;100.0;122.0;;;
3125;5244.5 t/m 5244.7 Glas-, aardewerk;1995 december;151.0;100.0;152.0;;;
3126;5244.5 t/m 5244.7 Glas-, aardewerk;1995 4e kwartaal;121.0;100.0;122.0;-0.3;-0.5;0.2
3127;5244.5 t/m 5244.7 Glas-, aardewerk;1995;100.0;100.0;100.0;1.1;0.0;1.2
3128;5244.5 t/m 5244.7 Glas-, aardewerk;1996 januari;85.0;99.0;86.0;2.8;-0.3;3.0
3129;5244.5 t/m 5244.7 Glas-, aardewerk;1996 februari;80.0;99.0;81.0;3.0;-0.3;3.2
3130;5244.5 t/m 5244.7 Glas-, aardewerk;1996 maart;91.0;100.0;92.0;4.2;-0.7;4.9
3131;5244.5 t/m 5244.7 Glas-, aardewerk;1996 1e kwartaal;85.0;99.0;86.0;2.8;-0.4;3.3
3132;5244.5 t/m 5244.7 Glas-, aardewerk;1996 april;100.0;100.0;100.0;10.7;-0.8;11.6
3133;5244.5 t/m 5244.7 Glas-, aardewerk;1996 mei;109.0;100.0;110.0;6.9;-0.5;7.5
3134;5244.5 t/m 5244.7 Glas-, aardewerk;1996 juni;107.0;99.0;107.0;3.6;-0.7;4.3
3135;5244.5 t/m 5244.7 Glas-, aardewerk;1996 2e kwartaal;105.0;100.0;106.0;6.9;-0.7;7.6
3136;5244.5 t/m 5244.7 Glas-, aardewerk;1996 juli;97.0;99.0;98.0;-3.4;-0.8;-2.6
3137;5244.5 t/m 5244.7 Glas-, aardewerk;1996 augustus;99.0;99.0;100.0;3.3;-0.9;4.2
3138;5244.5 t/m 5244.7 Glas-, aardewerk;1996 september;96.0;99.0;97.0;-1.2;-0.6;-0.7
3139;5244.5 t/m 5244.7 Glas-, aardewerk;1996 3e kwartaal;97.0;99.0;98.0;-0.2;-0.8;0.5
3140;5244.5 t/m 5244.7 Glas-, aardewerk;1996 oktober;102.0;99.0;103.0;11.5;-0.4;11.9
3141;5244.5 t/m 5244.7 Glas-, aardewerk;1996 november;121.0;99.0;122.0;-0.6;0.0;-0.6
3142;5244.5 t/m 5244.7 Glas-, aardewerk;1996 december;157.0;99.0;158.0;4.1;0.2;3.9
3143;5244.5 t/m 5244.7 Glas-, aardewerk;1996 4e kwartaal;127.0;99.0;128.0;4.1;-0.1;4.1
3144;5244.5 t/m 5244.7 Glas-, aardewerk;1996;104.0;99.0;104.0;4.2;-0.7;4.9
3145;5244.5 t/m 5244.7 Glas-, aardewerk;1997 januari;95.0;99.0;96.0;11.1;-0.3;11.4
3146;5244.5 t/m 5244.7 Glas-, aardewerk;1997 februari;86.0;99.0;87.0;6.7;-0.5;7.1
3147;5244.5 t/m 5244.7 Glas-, aardewerk;1997 maart;92.0;99.0;93.0;0.9;-0.3;1.2
3148;5244.5 t/m 5244.7 Glas-, aardewerk;1997 1e kwartaal;91.0;99.0;92.0;6.2;-0.4;6.6
3149;5244.5 t/m 5244.7 Glas-, aardewerk;1997 april;96.0;99.0;97.0;-3.9;-0.3;-3.6
3150;5244.5 t/m 5244.7 Glas-, aardewerk;1997 mei;110.0;100.0;111.0;1.1;-0.1;1.1
3151;5244.5 t/m 5244.7 Glas-, aardewerk;1997 juni;104.0;100.0;104.0;-3.0;0.5;-3.5
3152;5244.5 t/m 5244.7 Glas-, aardewerk;1997 2e kwartaal;103.0;100.0;104.0;-1.9;0.0;-2.0
3153;5244.5 t/m 5244.7 Glas-, aardewerk;1997 juli;104.0;100.0;104.0;6.8;0.5;6.2
3154;5244.5 t/m 5244.7 Glas-, aardewerk;1997 augustus;101.0;100.0;101.0;1.3;0.7;0.7
3155;5244.5 t/m 5244.7 Glas-, aardewerk;1997 september;97.0;100.0;97.0;0.8;0.9;-0.1
3156;5244.5 t/m 5244.7 Glas-, aardewerk;1997 3e kwartaal;101.0;100.0;101.0;3.0;0.7;2.3
3157;5244.5 t/m 5244.7 Glas-, aardewerk;1997 oktober;100.0;100.0;101.0;-1.5;0.7;-2.3
3158;5244.5 t/m 5244.7 Glas-, aardewerk;1997 november;122.0;101.0;122.0;1.2;1.1;0.0
3159;5244.5 t/m 5244.7 Glas-, aardewerk;1997 december;168.0;100.0;168.0;7.0;1.0;6.0
3160;5244.5 t/m 5244.7 Glas-, aardewerk;1997 4e kwartaal;130.0;100.0;130.0;2.9;0.9;1.9
3161;5244.5 t/m 5244.7 Glas-, aardewerk;1997;106.0;100.0;107.0;2.3;0.3;2.0
3162;5244.5 t/m 5244.7 Glas-, aardewerk;1998 januari;93.0;100.0;93.0;-1.6;1.2;-2.8
3163;5244.5 t/m 5244.7 Glas-, aardewerk;1998 februari;84.0;100.0;83.0;-2.8;1.4;-4.2
3164;5244.5 t/m 5244.7 Glas-, aardewerk;1998 maart;88.0;100.0;87.0;-5.0;1.1;-6.0
3165;5244.5 t/m 5244.7 Glas-, aardewerk;1998 1e kwartaal;88.0;100.0;88.0;-3.1;1.2;-4.3
3166;5244.5 t/m 5244.7 Glas-, aardewerk;1998 april;96.0;100.0;96.0;0.2;1.0;-0.8
3167;5244.5 t/m 5244.7 Glas-, aardewerk;1998 mei;112.0;101.0;112.0;1.4;0.9;0.5
3168;5244.5 t/m 5244.7 Glas-, aardewerk;1998 juni;105.0;101.0;104.0;0.8;0.8;0.0
3169;5244.5 t/m 5244.7 Glas-, aardewerk;1998 2e kwartaal;104.0;100.0;104.0;0.9;0.9;-0.1
3170;5244.5 t/m 5244.7 Glas-, aardewerk;1998 juli;106.0;101.0;105.0;2.2;1.3;0.8
3171;5244.5 t/m 5244.7 Glas-, aardewerk;1998 augustus;101.0;101.0;100.0;0.7;1.4;-0.7
3172;5244.5 t/m 5244.7 Glas-, aardewerk;1998 september;99.0;102.0;97.0;1.5;1.7;-0.3
3173;5244.5 t/m 5244.7 Glas-, aardewerk;1998 3e kwartaal;102.0;101.0;101.0;1.4;1.5;-0.1
3174;5244.5 t/m 5244.7 Glas-, aardewerk;1998 oktober;108.0;102.0;106.0;7.2;1.8;5.4
3175;5244.5 t/m 5244.7 Glas-, aardewerk;1998 november;124.0;101.0;123.0;1.5;0.8;0.7
3176;5244.5 t/m 5244.7 Glas-, aardewerk;1998 december;176.0;101.0;174.0;4.4;1.0;3.4
3177;5244.5 t/m 5244.7 Glas-, aardewerk;1998 4e kwartaal;136.0;101.0;134.0;4.2;1.2;3.0
3178;5244.5 t/m 5244.7 Glas-, aardewerk;1998;108.0;101.0;107.0;1.2;1.2;0.0
3179;5244.5 t/m 5244.7 Glas-, aardewerk;1999 januari;97.0;102.0;96.0;3.8;1.2;2.6
3180;5244.5 t/m 5244.7 Glas-, aardewerk;1999 februari;88.0;102.0;87.0;5.8;1.5;4.2
3181;5244.5 t/m 5244.7 Glas-, aardewerk;1999 maart;100.0;102.0;97.0;13.6;1.9;11.5
3182;5244.5 t/m 5244.7 Glas-, aardewerk;1999 1e kwartaal;95.0;102.0;93.0;7.7;1.6;6.0
3183;5244.5 t/m 5244.7 Glas-, aardewerk;1999 april;101.0;102.0;99.0;5.2;2.0;3.1
3184;5244.5 t/m 5244.7 Glas-, aardewerk;1999 mei;113.0;102.0;111.0;1.0;1.8;-0.7
3185;5244.5 t/m 5244.7 Glas-, aardewerk;1999 juni;110.0;103.0;107.0;4.9;2.0;2.9
3186;5244.5 t/m 5244.7 Glas-, aardewerk;1999 2e kwartaal;108.0;102.0;106.0;3.6;1.9;1.7
3187;5244.5 t/m 5244.7 Glas-, aardewerk;1999 juli;111.0;102.0;108.0;3.9;1.5;2.4
3188;5244.5 t/m 5244.7 Glas-, aardewerk;1999 augustus;100.0;103.0;98.0;-1.2;1.5;-2.7
3189;5244.5 t/m 5244.7 Glas-, aardewerk;1999 september;104.0;103.0;101.0;5.1;1.3;3.7
3190;5244.5 t/m 5244.7 Glas-, aardewerk;1999 3e kwartaal;105.0;103.0;102.0;2.6;1.4;1.1
3191;5244.5 t/m 5244.7 Glas-, aardewerk;1999 oktober;107.0;103.0;104.0;-1.3;1.3;-2.5
