ID;Woningkenmerken;GebruiksOppervlakteklasse;BewonersklasseWoningen;Percentielen;Perioden;ElektriciteitsleveringenOpenbareNet_1
5247;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;5e percentiel;2019;1073.0
5248;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2012;1677.0
5249;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2013;1675.0
5250;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2014;1625.0
5251;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2015;1597.0
5252;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2016;1578.0
5253;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2017;1558.0
5254;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2018;1542.0
5255;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;25e percentiel;2019;1505.0
5256;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2012;2159.0
5257;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2013;2167.0
5258;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2014;2102.0
5259;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2015;2064.0
5260;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2016;2043.0
5261;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2017;2020.0
5262;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2018;1993.0
5263;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;50e percentiel;2019;1941.0
5264;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2012;2795.0
5265;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2013;2809.0
5266;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2014;2720.0
5267;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2015;2653.0
5268;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2016;2632.0
5269;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2017;2597.0
5270;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2018;2574.0
5271;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;75e percentiel;2019;2509.0
5272;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2012;3857.0
5273;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2013;3875.0
5274;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2014;3742.0
5275;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2015;3620.0
5276;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2016;3608.0
5277;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2017;3569.0
5278;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2018;3563.0
5279;2-onder-1-kapwoning;100 tot 150 m²;1 persoon;95e percentiel;2019;3486.0
5280;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2012;1703.4
5281;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2013;1689.3
5282;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2014;1627.0
5283;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2015;1587.7
5284;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2016;1557.7
5285;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2017;1526.5
5286;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2018;1493.0
5287;2-onder-1-kapwoning;100 tot 150 m²;2 personen;Gemiddelde;2019;1453.9
5288;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2012;997.5
5289;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2013;977.0
5290;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2014;938.5
5291;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2015;907.0
5292;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2016;875.0
5293;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2017;846.0
5294;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2018;803.0
5295;2-onder-1-kapwoning;100 tot 150 m²;2 personen;5e percentiel;2019;822.0
5296;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2012;1325.0
5297;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2013;1309.0
5298;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2014;1262.5
5299;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2015;1228.5
5300;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2016;1200.5
5301;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2017;1175.0
5302;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2018;1140.0
5303;2-onder-1-kapwoning;100 tot 150 m²;2 personen;25e percentiel;2019;1114.0
5304;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2012;1643.0
5305;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2013;1629.5
5306;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2014;1573.0
5307;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2015;1535.5
5308;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2016;1507.0
5309;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2017;1476.0
5310;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2018;1443.0
5311;2-onder-1-kapwoning;100 tot 150 m²;2 personen;50e percentiel;2019;1398.0
5312;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2012;2024.5
5313;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2013;2011.5
5314;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2014;1940.0
5315;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2015;1896.0
5316;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2016;1865.0
5317;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2017;1830.0
5318;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2018;1798.0
5319;2-onder-1-kapwoning;100 tot 150 m²;2 personen;75e percentiel;2019;1740.0
5320;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2012;2628.5
5321;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2013;2621.0
5322;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2014;2518.5
5323;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2015;2464.5
5324;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2016;2432.5
5325;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2017;2395.0
5326;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2018;2365.0
5327;2-onder-1-kapwoning;100 tot 150 m²;2 personen;95e percentiel;2019;2293.0
5328;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2012;1410.2
5329;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2013;1390.9
5330;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2014;1337.0
5331;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2015;1301.7
5332;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2016;1275.6
5333;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2017;1243.6
5334;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2018;1214.0
5335;2-onder-1-kapwoning;100 tot 150 m²;3 personen;Gemiddelde;2019;1178.0
5336;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2012;866.0
5337;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2013;833.7
5338;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2014;799.0
5339;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2015;773.3
5340;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2016;745.0
5341;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2017;711.7
5342;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2018;675.0
5343;2-onder-1-kapwoning;100 tot 150 m²;3 personen;5e percentiel;2019;681.0
5344;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2012;1122.3
5345;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2013;1103.0
5346;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2014;1057.7
5347;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2015;1026.3
5348;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2016;1004.3
5349;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2017;972.3
5350;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2018;941.0
5351;2-onder-1-kapwoning;100 tot 150 m²;3 personen;25e percentiel;2019;914.0
5352;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2012;1369.7
5353;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2013;1351.3
5354;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2014;1295.3
5355;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2015;1263.3
5356;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2016;1239.3
5357;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2017;1206.7
5358;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2018;1177.0
5359;2-onder-1-kapwoning;100 tot 150 m²;3 personen;50e percentiel;2019;1137.0
5360;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2012;1661.7
5361;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2013;1643.7
5362;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2014;1582.3
5363;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2015;1543.3
5364;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2016;1514.7
5365;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2017;1484.0
5366;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2018;1454.0
5367;2-onder-1-kapwoning;100 tot 150 m²;3 personen;75e percentiel;2019;1403.3
5368;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2012;2102.7
5369;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2013;2091.3
5370;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2014;2015.3
5371;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2015;1967.7
5372;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2016;1940.0
5373;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2017;1910.7
5374;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2018;1890.0
5375;2-onder-1-kapwoning;100 tot 150 m²;3 personen;95e percentiel;2019;1827.0
5376;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2012;1188.7
5377;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2013;1167.7
5378;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2014;1121.0
5379;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2015;1090.6
5380;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2016;1067.0
5381;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2017;1040.6
5382;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2018;1016.0
5383;2-onder-1-kapwoning;100 tot 150 m²;4 personen;Gemiddelde;2019;986.4
5384;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2012;771.0
5385;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2013;743.0
5386;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2014;707.3
5387;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2015;680.8
5388;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2016;648.0
5389;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2017;619.0
5390;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2018;588.0
5391;2-onder-1-kapwoning;100 tot 150 m²;4 personen;5e percentiel;2019;592.8
5392;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2012;971.0
5393;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2013;951.3
5394;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2014;911.3
5395;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2015;883.5
5396;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2016;859.3
5397;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2017;835.8
5398;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2018;810.0
5399;2-onder-1-kapwoning;100 tot 150 m²;4 personen;25e percentiel;2019;784.8
5400;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2012;1161.5
5401;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2013;1141.8
5402;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2014;1097.3
5403;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2015;1065.8
5404;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2016;1042.0
5405;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2017;1015.8
5406;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2018;993.0
5407;2-onder-1-kapwoning;100 tot 150 m²;4 personen;50e percentiel;2019;959.8
5408;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2012;1383.0
5409;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2013;1362.8
5410;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2014;1306.8
5411;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2015;1274.8
5412;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2016;1254.0
5413;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2017;1225.8
5414;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2018;1201.0
5415;2-onder-1-kapwoning;100 tot 150 m²;4 personen;75e percentiel;2019;1161.5
5416;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2012;1706.0
5417;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2013;1684.5
5418;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2014;1623.0
5419;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2015;1591.8
5420;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2016;1572.8
5421;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2017;1546.3
5422;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2018;1526.0
5423;2-onder-1-kapwoning;100 tot 150 m²;4 personen;95e percentiel;2019;1481.3
5424;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2012;988.2
5425;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2013;971.2
5426;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2014;931.4
5427;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2015;900.8
5428;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2016;884.2
5429;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2017;860.1
5430;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2018;837.0
5431;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;Gemiddelde;2019;817.3
5432;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2012;609.2
5433;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2013;587.7
5434;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2014;559.5
5435;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2015;534.0
5436;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2016;510.6
5437;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2017;483.8
5438;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2018;460.0
5439;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;5e percentiel;2019;467.0
5440;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2012;795.4
5441;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2013;778.8
5442;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2014;748.3
5443;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2015;719.8
5444;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2016;701.0
5445;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2017;680.3
5446;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2018;658.0
5447;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;25e percentiel;2019;640.8
5448;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2012;969.0
5449;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2013;954.0
5450;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2014;912.4
5451;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2015;881.1
5452;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2016;866.9
5453;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2017;842.6
5454;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2018;820.0
5455;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;50e percentiel;2019;795.2
5456;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2012;1164.2
5457;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2013;1149.8
5458;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2014;1100.4
5459;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2015;1067.6
5460;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2016;1052.0
5461;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2017;1024.2
5462;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2018;1004.0
5463;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;75e percentiel;2019;976.0
5464;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2012;1432.2
5465;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2013;1417.8
5466;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2014;1367.2
5467;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2015;1323.8
5468;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2016;1320.4
5469;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2017;1299.2
5470;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2018;1279.0
5471;2-onder-1-kapwoning;100 tot 150 m²;5 personen of meer;95e percentiel;2019;1247.0
5472;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2012;1759.0
5473;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2013;1737.9
5474;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2014;1683.9
5475;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2015;1650.1
5476;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2016;1622.6
5477;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2017;1586.4
5478;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2018;1551.0
5479;2-onder-1-kapwoning;150 tot 250 m²;Totaal;Gemiddelde;2019;1511.3
5480;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2012;878.7
5481;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2013;845.7
5482;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2014;811.3
5483;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2015;784.8
5484;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2016;753.4
5485;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2017;719.3
5486;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2018;676.0
5487;2-onder-1-kapwoning;150 tot 250 m²;Totaal;5e percentiel;2019;685.2
5488;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2012;1220.6
5489;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2013;1191.0
5490;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2014;1150.3
5491;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2015;1124.3
5492;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2016;1095.3
5493;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2017;1061.0
5494;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2018;1026.0
5495;2-onder-1-kapwoning;150 tot 250 m²;Totaal;25e percentiel;2019;1003.0
5496;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2012;1579.7
5497;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2013;1557.3
5498;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2014;1510.5
5499;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2015;1482.5
5500;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2016;1453.5
5501;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2017;1418.5
5502;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2018;1382.0
5503;2-onder-1-kapwoning;150 tot 250 m²;Totaal;50e percentiel;2019;1342.0
5504;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2012;2097.0
5505;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2013;2081.0
5506;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2014;2023.0
5507;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2015;1987.0
5508;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2016;1959.0
5509;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2017;1923.6
5510;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2018;1886.0
5511;2-onder-1-kapwoning;150 tot 250 m²;Totaal;75e percentiel;2019;1828.0
5512;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2012;3235.5
5513;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2013;3228.0
5514;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2014;3132.5
5515;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2015;3082.0
5516;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2016;3055.5
5517;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2017;3020.5
5518;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2018;3002.0
5519;2-onder-1-kapwoning;150 tot 250 m²;Totaal;95e percentiel;2019;2918.5
5520;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2012;2853.7
5521;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2013;2856.9
5522;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2014;2768.8
5523;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2015;2711.7
5524;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2016;2690.4
5525;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2017;2664.7
5526;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2018;2641.0
5527;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;Gemiddelde;2019;2582.7
5528;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2012;1428.0
5529;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2013;1419.0
5530;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2014;1388.0
5531;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2015;1350.0
5532;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2016;1320.0
5533;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2017;1309.0
5534;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2018;1269.0
5535;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;5e percentiel;2019;1285.0
5536;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2012;2033.0
5537;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2013;2030.0
5538;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2014;1976.0
5539;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2015;1940.0
5540;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2016;1919.0
5541;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2017;1904.0
5542;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2018;1870.0
5543;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;25e percentiel;2019;1834.0
5544;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;50e percentiel;2012;2667.0
5545;2-onder-1-kapwoning;150 tot 250 m²;1 persoon;50e percentiel;2013;2666.0
