ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
5488;Total male and female;Total age;R02A Throat preparations;2022;0.0;0.0;0.0;0.0
5489;Total male and female;Total age;R02A Throat preparations;2023;0.0;0.0;0.0;0.0
5490;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2006;1397145.0;8.39;;
5491;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2007;1480665.0;8.88;;
5492;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2008;1479590.0;8.83;;
5493;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2009;1538550.0;9.14;;
5494;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2010;1539270.0;9.09;;
5495;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2011;1573245.0;9.25;;
5496;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2012;1555380.0;9.11;;
5497;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2013;1510110.0;8.82;;
5498;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2014;1516760.0;8.82;;
5499;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2015;1538120.0;8.9;;
5500;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2016;1537780.0;8.84;;
5501;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2017;1511700.0;8.64;;
5502;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2018;1526815.0;8.68;;
5503;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2019;1533695.0;8.65;;
5504;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2020;1459170.0;8.2;376767.0;21168.0
5505;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2021;1443565.0;8.06;356708.0;19919.0
5506;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2022;1520895.0;8.38;354839.0;19544.0
5507;Total male and female;Total age;R03 Drugs for obstruct. airway diseases;2023;1545870.0;8.45;347926.0;19008.0
5508;Total male and female;Total age;R03A Adrenergics, inhalants;2006;1144885.0;6.88;;
5509;Total male and female;Total age;R03A Adrenergics, inhalants;2007;1226655.0;7.35;;
5510;Total male and female;Total age;R03A Adrenergics, inhalants;2008;1227185.0;7.32;;
5511;Total male and female;Total age;R03A Adrenergics, inhalants;2009;1284035.0;7.62;;
5512;Total male and female;Total age;R03A Adrenergics, inhalants;2010;1286990.0;7.6;;
5513;Total male and female;Total age;R03A Adrenergics, inhalants;2011;1322270.0;7.77;;
5514;Total male and female;Total age;R03A Adrenergics, inhalants;2012;1308355.0;7.66;;
5515;Total male and female;Total age;R03A Adrenergics, inhalants;2013;1272425.0;7.43;;
5516;Total male and female;Total age;R03A Adrenergics, inhalants;2014;1285300.0;7.47;;
5517;Total male and female;Total age;R03A Adrenergics, inhalants;2015;1309425.0;7.57;;
5518;Total male and female;Total age;R03A Adrenergics, inhalants;2016;1318810.0;7.58;;
5519;Total male and female;Total age;R03A Adrenergics, inhalants;2017;1297835.0;7.42;;
5520;Total male and female;Total age;R03A Adrenergics, inhalants;2018;1319190.0;7.5;;
5521;Total male and female;Total age;R03A Adrenergics, inhalants;2019;1331930.0;7.52;;
5522;Total male and female;Total age;R03A Adrenergics, inhalants;2020;1268040.0;7.12;227821.0;12800.0
5523;Total male and female;Total age;R03A Adrenergics, inhalants;2021;1260595.0;7.04;219187.0;12240.0
5524;Total male and female;Total age;R03A Adrenergics, inhalants;2022;1337940.0;7.37;222543.0;12257.0
5525;Total male and female;Total age;R03A Adrenergics, inhalants;2023;1374830.0;7.51;223315.0;12200.0
5526;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2006;703045.0;4.22;;
5527;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2007;720100.0;4.32;;
5528;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2008;715505.0;4.27;;
5529;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2009;730580.0;4.34;;
5530;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2010;726465.0;4.29;;
5531;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2011;733630.0;4.31;;
5532;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2012;721745.0;4.23;;
5533;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2013;697575.0;4.07;;
5534;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2014;692420.0;4.03;;
5535;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2015;690565.0;3.99;;
5536;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2016;670115.0;3.85;;
5537;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2017;651720.0;3.73;;
5538;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2018;634070.0;3.6;;
5539;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2019;614190.0;3.47;;
5540;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2020;567385.0;3.19;136109.0;7647.0
5541;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2021;528750.0;2.95;124961.0;6978.0
5542;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2022;526375.0;2.9;119951.0;6607.0
5543;Total male and female;Total age;R03B Oth.obstruct.airway dis.drugs/inhal;2023;499560.0;2.73;112470.0;6144.0
5544;Total male and female;Total age;R03C Adrenergics for systemic use;2006;6295.0;0.04;;
5545;Total male and female;Total age;R03C Adrenergics for systemic use;2007;4610.0;0.03;;
5546;Total male and female;Total age;R03C Adrenergics for systemic use;2008;3395.0;0.02;;
5547;Total male and female;Total age;R03C Adrenergics for systemic use;2009;1830.0;0.01;;
5548;Total male and female;Total age;R03C Adrenergics for systemic use;2010;1435.0;0.01;;
5549;Total male and female;Total age;R03C Adrenergics for systemic use;2011;1145.0;0.01;;
5550;Total male and female;Total age;R03C Adrenergics for systemic use;2012;970.0;0.01;;
5551;Total male and female;Total age;R03C Adrenergics for systemic use;2013;735.0;0.0;;
5552;Total male and female;Total age;R03C Adrenergics for systemic use;2014;505.0;0.0;;
5553;Total male and female;Total age;R03C Adrenergics for systemic use;2015;415.0;0.0;;
5554;Total male and female;Total age;R03C Adrenergics for systemic use;2016;355.0;0.0;;
5555;Total male and female;Total age;R03C Adrenergics for systemic use;2017;290.0;0.0;;
5556;Total male and female;Total age;R03C Adrenergics for systemic use;2018;325.0;0.0;;
5557;Total male and female;Total age;R03C Adrenergics for systemic use;2019;220.0;0.0;;
5558;Total male and female;Total age;R03C Adrenergics for systemic use;2020;80.0;0.0;1.0;0.0
5559;Total male and female;Total age;R03C Adrenergics for systemic use;2021;65.0;0.0;1.0;0.0
5560;Total male and female;Total age;R03C Adrenergics for systemic use;2022;80.0;0.0;3.0;0.0
5561;Total male and female;Total age;R03C Adrenergics for systemic use;2023;70.0;0.0;4.0;0.0
5562;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2006;66620.0;0.4;;
5563;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2007;70985.0;0.43;;
5564;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2008;70455.0;0.42;;
5565;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2009;69920.0;0.42;;
5566;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2010;69240.0;0.41;;
5567;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2011;70020.0;0.41;;
5568;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2012;67645.0;0.4;;
5569;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2013;62690.0;0.37;;
5570;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2014;59080.0;0.34;;
5571;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2015;56065.0;0.32;;
5572;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2016;54145.0;0.31;;
5573;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2017;52505.0;0.3;;
5574;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2018;51065.0;0.29;;
5575;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2019;50895.0;0.29;;
5576;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2020;48685.0;0.27;12836.0;721.0
5577;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2021;47695.0;0.27;12559.0;701.0
5578;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2022;46930.0;0.26;12343.0;680.0
5579;Total male and female;Total age;R03D Oth.obstruct.airway diseas systemic;2023;46225.0;0.25;12138.0;663.0
5580;Total male and female;Total age;R05 Cough and cold preparations;2006;582095.0;3.5;;
5581;Total male and female;Total age;R05 Cough and cold preparations;2007;658005.0;3.94;;
5582;Total male and female;Total age;R05 Cough and cold preparations;2008;672005.0;4.01;;
5583;Total male and female;Total age;R05 Cough and cold preparations;2009;689735.0;4.1;;
5584;Total male and female;Total age;R05 Cough and cold preparations;2010;592700.0;3.5;;
5585;Total male and female;Total age;R05 Cough and cold preparations;2011;611285.0;3.59;;
5586;Total male and female;Total age;R05 Cough and cold preparations;2012;594550.0;3.48;;
5587;Total male and female;Total age;R05 Cough and cold preparations;2013;607215.0;3.54;;
5588;Total male and female;Total age;R05 Cough and cold preparations;2014;575520.0;3.35;;
5589;Total male and female;Total age;R05 Cough and cold preparations;2015;641415.0;3.71;;
5590;Total male and female;Total age;R05 Cough and cold preparations;2016;621550.0;3.57;;
5591;Total male and female;Total age;R05 Cough and cold preparations;2017;586405.0;3.35;;
5592;Total male and female;Total age;R05 Cough and cold preparations;2018;658520.0;3.74;;
5593;Total male and female;Total age;R05 Cough and cold preparations;2019;626275.0;3.53;;
5594;Total male and female;Total age;R05 Cough and cold preparations;2020;396205.0;2.23;5201.0;292.0
5595;Total male and female;Total age;R05 Cough and cold preparations;2021;393580.0;2.2;4797.0;268.0
5596;Total male and female;Total age;R05 Cough and cold preparations;2022;593055.0;3.27;5161.0;284.0
5597;Total male and female;Total age;R05 Cough and cold preparations;2023;534695.0;2.92;4556.0;249.0
5598;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2006;45650.0;0.27;;
5599;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2007;55040.0;0.33;;
5600;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2008;53800.0;0.32;;
5601;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2009;50855.0;0.3;;
5602;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2010;1880.0;0.01;;
5603;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2011;1425.0;0.01;;
5604;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2012;1300.0;0.01;;
5605;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2013;1410.0;0.01;;
5606;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2014;1165.0;0.01;;
5607;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2015;1065.0;0.01;;
5608;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2016;1090.0;0.01;;
5609;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2017;995.0;0.01;;
5610;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2018;970.0;0.01;;
5611;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2019;970.0;0.01;;
5612;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2020;960.0;0.01;310.0;17.0
5613;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2021;940.0;0.01;293.0;16.0
5614;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2022;825.0;0.0;211.0;12.0
5615;Total male and female;Total age;R05C Expectorants, ex.cough suppressants;2023;670.0;0.0;135.0;7.0
5616;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2006;541485.0;3.25;;
5617;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2007;609580.0;3.65;;
5618;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2008;624700.0;3.73;;
5619;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2009;645015.0;3.83;;
5620;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2010;590940.0;3.49;;
5621;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2011;609935.0;3.58;;
5622;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2012;593315.0;3.47;;
5623;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2013;605865.0;3.54;;
5624;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2014;574420.0;3.34;;
5625;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2015;640400.0;3.7;;
5626;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2016;620520.0;3.57;;
5627;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2017;585445.0;3.35;;
5628;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2018;657595.0;3.74;;
5629;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2019;625355.0;3.53;;
5630;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2020;395280.0;2.22;4891.0;275.0
5631;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2021;392680.0;2.19;4504.0;252.0
5632;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2022;592260.0;3.26;4950.0;273.0
5633;Total male and female;Total age;R05D Cough suppressants, ex.expectorants;2023;534040.0;2.92;4420.0;241.0
5634;Total male and female;Total age;R05F Cough suppressants and expectorants;2006;0.0;0.0;;
5635;Total male and female;Total age;R05F Cough suppressants and expectorants;2007;0.0;0.0;;
5636;Total male and female;Total age;R05F Cough suppressants and expectorants;2008;0.0;0.0;;
5637;Total male and female;Total age;R05F Cough suppressants and expectorants;2009;0.0;0.0;;
5638;Total male and female;Total age;R05F Cough suppressants and expectorants;2010;0.0;0.0;;
5639;Total male and female;Total age;R05F Cough suppressants and expectorants;2011;0.0;0.0;;
5640;Total male and female;Total age;R05F Cough suppressants and expectorants;2012;0.0;0.0;;
5641;Total male and female;Total age;R05F Cough suppressants and expectorants;2013;0.0;0.0;;
5642;Total male and female;Total age;R05F Cough suppressants and expectorants;2014;0.0;0.0;;
5643;Total male and female;Total age;R05F Cough suppressants and expectorants;2015;0.0;0.0;;
5644;Total male and female;Total age;R05F Cough suppressants and expectorants;2016;0.0;0.0;;
5645;Total male and female;Total age;R05F Cough suppressants and expectorants;2017;0.0;0.0;;
5646;Total male and female;Total age;R05F Cough suppressants and expectorants;2018;0.0;0.0;;
5647;Total male and female;Total age;R05F Cough suppressants and expectorants;2019;0.0;0.0;;
5648;Total male and female;Total age;R05F Cough suppressants and expectorants;2020;0.0;0.0;0.0;0.0
5649;Total male and female;Total age;R05F Cough suppressants and expectorants;2021;0.0;0.0;0.0;0.0
5650;Total male and female;Total age;R05F Cough suppressants and expectorants;2022;0.0;0.0;0.0;0.0
5651;Total male and female;Total age;R05F Cough suppressants and expectorants;2023;0.0;0.0;0.0;0.0
5652;Total male and female;Total age;R05X Other cold combination preparations;2006;60.0;0.0;;
5653;Total male and female;Total age;R05X Other cold combination preparations;2007;45.0;0.0;;
5654;Total male and female;Total age;R05X Other cold combination preparations;2008;10.0;0.0;;
5655;Total male and female;Total age;R05X Other cold combination preparations;2009;0.0;0.0;;
5656;Total male and female;Total age;R05X Other cold combination preparations;2010;0.0;0.0;;
5657;Total male and female;Total age;R05X Other cold combination preparations;2011;0.0;0.0;;
5658;Total male and female;Total age;R05X Other cold combination preparations;2012;0.0;0.0;;
5659;Total male and female;Total age;R05X Other cold combination preparations;2013;0.0;0.0;;
5660;Total male and female;Total age;R05X Other cold combination preparations;2014;0.0;0.0;;
5661;Total male and female;Total age;R05X Other cold combination preparations;2015;0.0;0.0;;
5662;Total male and female;Total age;R05X Other cold combination preparations;2016;0.0;0.0;;
5663;Total male and female;Total age;R05X Other cold combination preparations;2017;0.0;0.0;;
5664;Total male and female;Total age;R05X Other cold combination preparations;2018;0.0;0.0;;
5665;Total male and female;Total age;R05X Other cold combination preparations;2019;0.0;0.0;;
5666;Total male and female;Total age;R05X Other cold combination preparations;2020;0.0;0.0;0.0;0.0
5667;Total male and female;Total age;R05X Other cold combination preparations;2021;0.0;0.0;0.0;0.0
5668;Total male and female;Total age;R05X Other cold combination preparations;2022;0.0;0.0;0.0;0.0
5669;Total male and female;Total age;R05X Other cold combination preparations;2023;0.0;0.0;0.0;0.0
5670;Total male and female;Total age;R06 Antihistamines for systemic use;2006;1151960.0;6.92;;
5671;Total male and female;Total age;R06 Antihistamines for systemic use;2007;1211015.0;7.26;;
5672;Total male and female;Total age;R06 Antihistamines for systemic use;2008;1216645.0;7.26;;
5673;Total male and female;Total age;R06 Antihistamines for systemic use;2009;1278535.0;7.59;;
5674;Total male and female;Total age;R06 Antihistamines for systemic use;2010;1263605.0;7.46;;
5675;Total male and female;Total age;R06 Antihistamines for systemic use;2011;1303595.0;7.66;;
5676;Total male and female;Total age;R06 Antihistamines for systemic use;2012;1245940.0;7.3;;
5677;Total male and female;Total age;R06 Antihistamines for systemic use;2013;1251745.0;7.31;;
5678;Total male and female;Total age;R06 Antihistamines for systemic use;2014;1246770.0;7.25;;
5679;Total male and female;Total age;R06 Antihistamines for systemic use;2015;1233105.0;7.13;;
5680;Total male and female;Total age;R06 Antihistamines for systemic use;2016;1284540.0;7.39;;
5681;Total male and female;Total age;R06 Antihistamines for systemic use;2017;1244915.0;7.12;;
5682;Total male and female;Total age;R06 Antihistamines for systemic use;2018;1314880.0;7.47;;
5683;Total male and female;Total age;R06 Antihistamines for systemic use;2019;1323905.0;7.47;;
5684;Total male and female;Total age;R06 Antihistamines for systemic use;2020;1313215.0;7.38;186756.0;10493.0
5685;Total male and female;Total age;R06 Antihistamines for systemic use;2021;1363980.0;7.62;194169.0;10843.0
5686;Total male and female;Total age;R06 Antihistamines for systemic use;2022;1319240.0;7.27;193800.0;10674.0
5687;Total male and female;Total age;R06 Antihistamines for systemic use;2023;1352180.0;7.39;197890.0;10811.0
5688;Total male and female;Total age;R06A Antihistamines for systemic use;2006;1151960.0;6.92;;
5689;Total male and female;Total age;R06A Antihistamines for systemic use;2007;1211015.0;7.26;;
5690;Total male and female;Total age;R06A Antihistamines for systemic use;2008;1216645.0;7.26;;
5691;Total male and female;Total age;R06A Antihistamines for systemic use;2009;1278535.0;7.59;;
5692;Total male and female;Total age;R06A Antihistamines for systemic use;2010;1263605.0;7.46;;
5693;Total male and female;Total age;R06A Antihistamines for systemic use;2011;1303595.0;7.66;;
5694;Total male and female;Total age;R06A Antihistamines for systemic use;2012;1245940.0;7.3;;
5695;Total male and female;Total age;R06A Antihistamines for systemic use;2013;1251745.0;7.31;;
5696;Total male and female;Total age;R06A Antihistamines for systemic use;2014;1246770.0;7.25;;
5697;Total male and female;Total age;R06A Antihistamines for systemic use;2015;1233105.0;7.13;;
5698;Total male and female;Total age;R06A Antihistamines for systemic use;2016;1284540.0;7.39;;
5699;Total male and female;Total age;R06A Antihistamines for systemic use;2017;1244915.0;7.12;;
5700;Total male and female;Total age;R06A Antihistamines for systemic use;2018;1314880.0;7.47;;
5701;Total male and female;Total age;R06A Antihistamines for systemic use;2019;1323905.0;7.47;;
5702;Total male and female;Total age;R06A Antihistamines for systemic use;2020;1313215.0;7.38;186756.0;10493.0
5703;Total male and female;Total age;R06A Antihistamines for systemic use;2021;1363980.0;7.62;194169.0;10843.0
5704;Total male and female;Total age;R06A Antihistamines for systemic use;2022;1319240.0;7.27;193800.0;10674.0
5705;Total male and female;Total age;R06A Antihistamines for systemic use;2023;1352180.0;7.39;197890.0;10811.0
5706;Total male and female;Total age;R07 Other respiratory system products;2006;0.0;0.0;;
5707;Total male and female;Total age;R07 Other respiratory system products;2007;0.0;0.0;;
5708;Total male and female;Total age;R07 Other respiratory system products;2008;0.0;0.0;;
5709;Total male and female;Total age;R07 Other respiratory system products;2009;0.0;0.0;;
5710;Total male and female;Total age;R07 Other respiratory system products;2010;0.0;0.0;;
5711;Total male and female;Total age;R07 Other respiratory system products;2011;0.0;0.0;;
5712;Total male and female;Total age;R07 Other respiratory system products;2012;0.0;0.0;;
5713;Total male and female;Total age;R07 Other respiratory system products;2013;0.0;0.0;;
5714;Total male and female;Total age;R07 Other respiratory system products;2014;0.0;0.0;;
5715;Total male and female;Total age;R07 Other respiratory system products;2015;40.0;0.0;;
5716;Total male and female;Total age;R07 Other respiratory system products;2016;50.0;0.0;;
5717;Total male and female;Total age;R07 Other respiratory system products;2017;470.0;0.0;;
5718;Total male and female;Total age;R07 Other respiratory system products;2018;645.0;0.0;;
5719;Total male and female;Total age;R07 Other respiratory system products;2019;770.0;0.0;;
5720;Total male and female;Total age;R07 Other respiratory system products;2020;760.0;0.0;128.0;7.0
5721;Total male and female;Total age;R07 Other respiratory system products;2021;865.0;0.0;131.0;7.0
5722;Total male and female;Total age;R07 Other respiratory system products;2022;1320.0;0.01;522.0;29.0
5723;Total male and female;Total age;R07 Other respiratory system products;2023;1395.0;0.01;594.0;32.0
5724;Total male and female;Total age;R07A Other respiratory system products;2006;0.0;0.0;;
5725;Total male and female;Total age;R07A Other respiratory system products;2007;0.0;0.0;;
5726;Total male and female;Total age;R07A Other respiratory system products;2008;0.0;0.0;;
5727;Total male and female;Total age;R07A Other respiratory system products;2009;0.0;0.0;;
5728;Total male and female;Total age;R07A Other respiratory system products;2010;0.0;0.0;;
5729;Total male and female;Total age;R07A Other respiratory system products;2011;0.0;0.0;;
5730;Total male and female;Total age;R07A Other respiratory system products;2012;0.0;0.0;;
5731;Total male and female;Total age;R07A Other respiratory system products;2013;0.0;0.0;;
5732;Total male and female;Total age;R07A Other respiratory system products;2014;0.0;0.0;;
5733;Total male and female;Total age;R07A Other respiratory system products;2015;40.0;0.0;;
5734;Total male and female;Total age;R07A Other respiratory system products;2016;50.0;0.0;;
5735;Total male and female;Total age;R07A Other respiratory system products;2017;470.0;0.0;;
5736;Total male and female;Total age;R07A Other respiratory system products;2018;645.0;0.0;;
5737;Total male and female;Total age;R07A Other respiratory system products;2019;770.0;0.0;;
5738;Total male and female;Total age;R07A Other respiratory system products;2020;760.0;0.0;128.0;7.0
5739;Total male and female;Total age;R07A Other respiratory system products;2021;865.0;0.0;131.0;7.0
5740;Total male and female;Total age;R07A Other respiratory system products;2022;1320.0;0.01;522.0;29.0
5741;Total male and female;Total age;R07A Other respiratory system products;2023;1395.0;0.01;594.0;32.0
5742;Total male and female;Total age;S Sensory organs;2006;2037250.0;12.24;;
5743;Total male and female;Total age;S Sensory organs;2007;2067495.0;12.39;;
5744;Total male and female;Total age;S Sensory organs;2008;2066260.0;12.33;;
5745;Total male and female;Total age;S Sensory organs;2009;2086930.0;12.39;;
5746;Total male and female;Total age;S Sensory organs;2010;2105430.0;12.44;;
5747;Total male and female;Total age;S Sensory organs;2011;2132495.0;12.53;;
5748;Total male and female;Total age;S Sensory organs;2012;2089375.0;12.23;;
5749;Total male and female;Total age;S Sensory organs;2013;2056760.0;12.01;;
5750;Total male and female;Total age;S Sensory organs;2014;2046450.0;11.9;;
5751;Total male and female;Total age;S Sensory organs;2015;2057790.0;11.9;;
5752;Total male and female;Total age;S Sensory organs;2016;2088895.0;12.01;;
5753;Total male and female;Total age;S Sensory organs;2017;2085315.0;11.92;;
5754;Total male and female;Total age;S Sensory organs;2018;2131120.0;12.11;;
5755;Total male and female;Total age;S Sensory organs;2019;2160225.0;12.19;;
5756;Total male and female;Total age;S Sensory organs;2020;2004965.0;11.26;109068.0;6128.0
5757;Total male and female;Total age;S Sensory organs;2021;2048260.0;11.44;114854.0;6414.0
5758;Total male and female;Total age;S Sensory organs;2022;2096530.0;11.55;120208.0;6621.0
5759;Total male and female;Total age;S Sensory organs;2023;2172365.0;11.87;127002.0;6938.0
5760;Total male and female;Total age;S01 Ophthalmologicals;2006;1613675.0;9.7;;
5761;Total male and female;Total age;S01 Ophthalmologicals;2007;1645675.0;9.86;;
5762;Total male and female;Total age;S01 Ophthalmologicals;2008;1648395.0;9.83;;
5763;Total male and female;Total age;S01 Ophthalmologicals;2009;1661660.0;9.87;;
5764;Total male and female;Total age;S01 Ophthalmologicals;2010;1669210.0;9.86;;
5765;Total male and female;Total age;S01 Ophthalmologicals;2011;1712515.0;10.06;;
5766;Total male and female;Total age;S01 Ophthalmologicals;2012;1675280.0;9.81;;
5767;Total male and female;Total age;S01 Ophthalmologicals;2013;1658600.0;9.68;;
5768;Total male and female;Total age;S01 Ophthalmologicals;2014;1645985.0;9.57;;
5769;Total male and female;Total age;S01 Ophthalmologicals;2015;1642760.0;9.5;;
5770;Total male and female;Total age;S01 Ophthalmologicals;2016;1673710.0;9.63;;
5771;Total male and female;Total age;S01 Ophthalmologicals;2017;1671535.0;9.56;;
5772;Total male and female;Total age;S01 Ophthalmologicals;2018;1718145.0;9.76;;
5773;Total male and female;Total age;S01 Ophthalmologicals;2019;1757185.0;9.91;;
5774;Total male and female;Total age;S01 Ophthalmologicals;2020;1676385.0;9.42;109068.0;6128.0
5775;Total male and female;Total age;S01 Ophthalmologicals;2021;1688365.0;9.43;114854.0;6414.0
5776;Total male and female;Total age;S01 Ophthalmologicals;2022;1702420.0;9.38;120208.0;6621.0
5777;Total male and female;Total age;S01 Ophthalmologicals;2023;1784630.0;9.75;127002.0;6938.0
5778;Total male and female;Total age;S01A Antiinfectives;2006;731135.0;4.39;;
5779;Total male and female;Total age;S01A Antiinfectives;2007;725235.0;4.35;;
5780;Total male and female;Total age;S01A Antiinfectives;2008;706580.0;4.22;;
5781;Total male and female;Total age;S01A Antiinfectives;2009;699210.0;4.15;;
5782;Total male and female;Total age;S01A Antiinfectives;2010;691610.0;4.08;;
5783;Total male and female;Total age;S01A Antiinfectives;2011;699230.0;4.11;;
5784;Total male and female;Total age;S01A Antiinfectives;2012;667530.0;3.91;;
5785;Total male and female;Total age;S01A Antiinfectives;2013;635440.0;3.71;;
5786;Total male and female;Total age;S01A Antiinfectives;2014;615425.0;3.58;;
5787;Total male and female;Total age;S01A Antiinfectives;2015;603475.0;3.49;;
5788;Total male and female;Total age;S01A Antiinfectives;2016;587440.0;3.38;;
5789;Total male and female;Total age;S01A Antiinfectives;2017;586355.0;3.35;;
5790;Total male and female;Total age;S01A Antiinfectives;2018;567745.0;3.23;;
5791;Total male and female;Total age;S01A Antiinfectives;2019;571050.0;3.22;;
5792;Total male and female;Total age;S01A Antiinfectives;2020;518925.0;2.92;0.0;0.0
5793;Total male and female;Total age;S01A Antiinfectives;2021;483510.0;2.7;0.0;0.0
5794;Total male and female;Total age;S01A Antiinfectives;2022;487570.0;2.69;0.0;0.0
5795;Total male and female;Total age;S01A Antiinfectives;2023;494805.0;2.7;0.0;0.0
5796;Total male and female;Total age;S01B Antiinflammatory agents;2006;192985.0;1.16;;
5797;Total male and female;Total age;S01B Antiinflammatory agents;2007;204250.0;1.22;;
5798;Total male and female;Total age;S01B Antiinflammatory agents;2008;218795.0;1.31;;
5799;Total male and female;Total age;S01B Antiinflammatory agents;2009;222475.0;1.32;;
5800;Total male and female;Total age;S01B Antiinflammatory agents;2010;223760.0;1.32;;
5801;Total male and female;Total age;S01B Antiinflammatory agents;2011;227480.0;1.34;;
5802;Total male and female;Total age;S01B Antiinflammatory agents;2012;227110.0;1.33;;
5803;Total male and female;Total age;S01B Antiinflammatory agents;2013;223800.0;1.31;;
