ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
1920;Mannen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2008;11;11;1;9;;;0
1921;Mannen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2009;11;11;2;9;;;0
1922;Mannen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2010;10;9;2;8;;;0
1923;Mannen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2011;10;10;1;9;;;0
1924;Mannen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2012;9;9;2;7;;;0
1925;Mannen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2013;10;9;1;8;;;0
1926;Mannen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2008;129;127;8;119;6.3;93.7;2
1927;Mannen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2009;134;132;6;125;4.9;95.1;2
1928;Mannen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2010;137;134;7;127;5.5;94.5;3
1929;Mannen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2011;137;133;7;126;5.1;94.9;4
1930;Mannen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2012;151;148;8;140;5.4;94.6;3
1931;Mannen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2013;161;157;8;149;5.0;95.0;5
1932;Mannen;Minder dan 20 uur per week;Positie: kind <18 jaar;2008;125;123;0;123;0.1;99.9;2
1933;Mannen;Minder dan 20 uur per week;Positie: kind <18 jaar;2009;122;120;0;120;0.1;99.9;1
1934;Mannen;Minder dan 20 uur per week;Positie: kind <18 jaar;2010;114;111;0;111;0.0;100.0;2
1935;Mannen;Minder dan 20 uur per week;Positie: kind <18 jaar;2011;110;108;0;108;0.0;100.0;3
1936;Mannen;Minder dan 20 uur per week;Positie: kind <18 jaar;2012;111;108;0;108;0.1;99.9;3
1937;Mannen;Minder dan 20 uur per week;Positie: kind <18 jaar;2013;114;110;0;109;0.0;100.0;4
1938;Mannen;Minder dan 20 uur per week;Positie.: ouder;2008;1;1;0;1;;;0
1939;Mannen;Minder dan 20 uur per week;Positie.: ouder;2009;1;1;0;1;;;0
1940;Mannen;Minder dan 20 uur per week;Positie.: ouder;2010;1;1;0;1;;;0
1941;Mannen;Minder dan 20 uur per week;Positie.: ouder;2011;1;1;0;1;;;0
1942;Mannen;Minder dan 20 uur per week;Positie.: ouder;2012;0;0;0;0;;;0
1943;Mannen;Minder dan 20 uur per week;Positie.: ouder;2013;1;1;0;1;;;0
1944;Mannen;Minder dan 20 uur per week;Positie: kind;2008;253;250;8;242;3.3;96.7;3
1945;Mannen;Minder dan 20 uur per week;Positie: kind;2009;256;252;7;246;2.6;97.4;4
1946;Mannen;Minder dan 20 uur per week;Positie: kind;2010;251;246;7;238;3.0;97.0;5
1947;Mannen;Minder dan 20 uur per week;Positie: kind;2011;247;241;7;234;2.9;97.1;7
1948;Mannen;Minder dan 20 uur per week;Positie: kind;2012;262;256;8;247;3.2;96.8;6
1949;Mannen;Minder dan 20 uur per week;Positie: kind;2013;275;266;8;258;2.9;97.1;9
1950;Mannen;Minder dan 20 uur per week;Positie: overig lid;2008;14;13;1;12;;;1
1951;Mannen;Minder dan 20 uur per week;Positie: overig lid;2009;15;14;1;12;;;2
1952;Mannen;Minder dan 20 uur per week;Positie: overig lid;2010;16;15;1;14;;;2
1953;Mannen;Minder dan 20 uur per week;Positie: overig lid;2011;19;17;1;17;3.6;96.4;2
1954;Mannen;Minder dan 20 uur per week;Positie: overig lid;2012;19;17;1;16;4.8;95.2;2
1955;Mannen;Minder dan 20 uur per week;Positie: overig lid;2013;19;16;1;16;5.5;94.5;2
1956;Mannen;Minder dan 20 uur per week;Volgt regulier onderwijs;2008;299;293;11;282;3.7;96.3;5
1957;Mannen;Minder dan 20 uur per week;Volgt regulier onderwijs;2009;302;296;10;287;3.3;96.7;5
1958;Mannen;Minder dan 20 uur per week;Volgt regulier onderwijs;2010;295;287;9;278;3.0;97.0;8
1959;Mannen;Minder dan 20 uur per week;Volgt regulier onderwijs;2011;299;289;8;281;2.9;97.1;9
1960;Mannen;Minder dan 20 uur per week;Volgt regulier onderwijs;2012;308;299;8;290;2.8;97.2;9
1961;Mannen;Minder dan 20 uur per week;Volgt regulier onderwijs;2013;313;303;8;294;2.8;97.2;11
1962;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2008;45;45;0;45;0.3;99.7;1
1963;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2009;41;41;0;40;1.1;98.9;0
1964;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2010;36;36;0;35;0.6;99.4;1
1965;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2011;34;34;0;34;0.2;99.8;1
1966;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2012;37;36;0;36;0.2;99.8;1
1967;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2013;52;50;0;50;0.2;99.8;1
1968;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: middelbaar;2008;128;126;2;124;1.8;98.2;2
1969;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: middelbaar;2009;132;130;2;128;1.5;98.5;2
1970;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: middelbaar;2010;126;123;1;122;0.8;99.2;3
1971;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: middelbaar;2011;124;120;1;119;1.2;98.8;3
1972;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: middelbaar;2012;128;124;2;122;1.3;98.7;4
1973;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: middelbaar;2013;115;111;1;110;1.0;99.0;4
1974;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: hoog;2008;114;111;8;103;7.0;93.0;3
1975;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: hoog;2009;115;112;7;106;6.0;94.0;3
1976;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: hoog;2010;119;115;7;108;5.8;94.2;4
1977;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: hoog;2011;125;121;6;114;5.3;94.7;5
1978;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: hoog;2012;127;123;6;117;5.1;94.9;4
1979;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: hoog;2013;129;125;7;118;5.4;94.6;5
1980;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: onbekend;2008;11;11;1;11;;;0
1981;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: onbekend;2009;13;13;0;12;;;0
1982;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: onbekend;2010;14;14;1;13;;;0
1983;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: onbekend;2011;15;14;1;14;;;1
1984;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: onbekend;2012;16;16;0;15;3.2;96.8;0
1985;Mannen;Minder dan 20 uur per week;Actueel onderwijsniveau: onbekend;2013;17;16;1;16;3.3;96.7;1
1986;Mannen;Minder dan 20 uur per week;Volgt geen regulier onderwijs;2008;13;12;3;10;;;0
1987;Mannen;Minder dan 20 uur per week;Volgt geen regulier onderwijs;2009;15;14;2;12;;;1
1988;Mannen;Minder dan 20 uur per week;Volgt geen regulier onderwijs;2010;18;17;4;13;22.6;77.4;1
1989;Mannen;Minder dan 20 uur per week;Volgt geen regulier onderwijs;2011;19;19;3;16;15.0;85.0;1
1990;Mannen;Minder dan 20 uur per week;Volgt geen regulier onderwijs;2012;21;21;4;17;18.1;81.9;1
1991;Mannen;Minder dan 20 uur per week;Volgt geen regulier onderwijs;2013;29;28;4;24;13.7;86.3;2
1992;Mannen;Minder dan 20 uur per week;Onderwijsniveau: laag;2008;5;5;0;4;;;0
1993;Mannen;Minder dan 20 uur per week;Onderwijsniveau: laag;2009;5;5;1;4;;;0
1994;Mannen;Minder dan 20 uur per week;Onderwijsniveau: laag;2010;6;6;1;5;;;0
1995;Mannen;Minder dan 20 uur per week;Onderwijsniveau: laag;2011;6;6;0;6;;;0
1996;Mannen;Minder dan 20 uur per week;Onderwijsniveau: laag;2012;6;6;1;6;;;0
1997;Mannen;Minder dan 20 uur per week;Onderwijsniveau: laag;2013;8;8;1;7;;;1
1998;Mannen;Minder dan 20 uur per week;Onderwijsniveau: middelbaar;2008;6;6;2;4;;;0
1999;Mannen;Minder dan 20 uur per week;Onderwijsniveau: middelbaar;2009;7;6;1;5;;;0
2000;Mannen;Minder dan 20 uur per week;Onderwijsniveau: middelbaar;2010;8;8;1;6;;;0
2001;Mannen;Minder dan 20 uur per week;Onderwijsniveau: middelbaar;2011;9;8;1;7;;;0
2002;Mannen;Minder dan 20 uur per week;Onderwijsniveau: middelbaar;2012;10;10;2;9;;;0
2003;Mannen;Minder dan 20 uur per week;Onderwijsniveau: middelbaar;2013;16;15;2;13;13.5;86.5;1
2004;Mannen;Minder dan 20 uur per week;Onderwijsniveau: hoog;2008;2;2;1;1;;;0
2005;Mannen;Minder dan 20 uur per week;Onderwijsniveau: hoog;2009;2;2;1;2;;;0
2006;Mannen;Minder dan 20 uur per week;Onderwijsniveau: hoog;2010;3;3;1;1;;;0
2007;Mannen;Minder dan 20 uur per week;Onderwijsniveau: hoog;2011;3;3;1;2;;;0
2008;Mannen;Minder dan 20 uur per week;Onderwijsniveau: hoog;2012;4;3;1;2;;;0
2009;Mannen;Minder dan 20 uur per week;Onderwijsniveau: hoog;2013;4;3;1;2;;;0
2010;Mannen;Minder dan 20 uur per week;Onderwijsniveau: onbekend;2008;1;0;0;0;;;0
2011;Mannen;Minder dan 20 uur per week;Onderwijsniveau: onbekend;2009;1;0;0;0;;;0
2012;Mannen;Minder dan 20 uur per week;Onderwijsniveau: onbekend;2010;0;0;0;0;;;0
2013;Mannen;Minder dan 20 uur per week;Onderwijsniveau: onbekend;2011;1;1;0;1;;;0
2014;Mannen;Minder dan 20 uur per week;Onderwijsniveau: onbekend;2012;1;1;0;1;;;0
2015;Mannen;Minder dan 20 uur per week;Onderwijsniveau: onbekend;2013;2;1;0;1;;;0
2016;Mannen;Minder dan 20 uur per week;Werkkring: werknemer;2008;12;12;2;10;;;0
2017;Mannen;Minder dan 20 uur per week;Werkkring: werknemer;2009;13;13;2;11;;;0
2018;Mannen;Minder dan 20 uur per week;Werkkring: werknemer;2010;17;16;4;12;22.6;77.4;1
2019;Mannen;Minder dan 20 uur per week;Werkkring: werknemer;2011;18;17;3;14;15.1;84.9;1
2020;Mannen;Minder dan 20 uur per week;Werkkring: werknemer;2012;20;19;3;16;16.6;83.4;1
2021;Mannen;Minder dan 20 uur per week;Werkkring: werknemer;2013;26;25;3;22;12.8;87.2;1
2022;Mannen;Minder dan 20 uur per week;Werkkring: vaste arbeidsrelatie;2008;4;4;1;3;;;0
2023;Mannen;Minder dan 20 uur per week;Werkkring: vaste arbeidsrelatie;2009;3;3;1;3;;;0
2024;Mannen;Minder dan 20 uur per week;Werkkring: vaste arbeidsrelatie;2010;5;4;1;3;;;0
2025;Mannen;Minder dan 20 uur per week;Werkkring: vaste arbeidsrelatie;2011;5;5;1;4;;;0
2026;Mannen;Minder dan 20 uur per week;Werkkring: vaste arbeidsrelatie;2012;4;4;1;3;;;0
2027;Mannen;Minder dan 20 uur per week;Werkkring: vaste arbeidsrelatie;2013;6;6;1;4;;;0
2028;Mannen;Minder dan 20 uur per week;Werkkring: flexibele arbeidsrelatie;2008;8;8;1;7;;;0
2029;Mannen;Minder dan 20 uur per week;Werkkring: flexibele arbeidsrelatie;2009;10;10;1;8;;;0
2030;Mannen;Minder dan 20 uur per week;Werkkring: flexibele arbeidsrelatie;2010;12;12;2;9;;;0
2031;Mannen;Minder dan 20 uur per week;Werkkring: flexibele arbeidsrelatie;2011;13;12;2;11;;;0
2032;Mannen;Minder dan 20 uur per week;Werkkring: flexibele arbeidsrelatie;2012;16;15;2;13;15.0;85.0;1
2033;Mannen;Minder dan 20 uur per week;Werkkring: flexibele arbeidsrelatie;2013;20;19;2;17;10.4;89.6;1
2034;Mannen;Minder dan 20 uur per week;Werkkring: zelfstandige;2008;1;1;0;0;;;0
2035;Mannen;Minder dan 20 uur per week;Werkkring: zelfstandige;2009;1;1;0;1;;;0
2036;Mannen;Minder dan 20 uur per week;Werkkring: zelfstandige;2010;1;1;0;1;;;0
2037;Mannen;Minder dan 20 uur per week;Werkkring: zelfstandige;2011;2;2;0;1;;;0
2038;Mannen;Minder dan 20 uur per week;Werkkring: zelfstandige;2012;1;1;1;1;;;0
2039;Mannen;Minder dan 20 uur per week;Werkkring: zelfstandige;2013;3;3;1;2;;;0
2040;Mannen;Minder dan 20 uur per week;Werkkring: positie onbekend;2008;0;0;0;0;;;0
2041;Mannen;Minder dan 20 uur per week;Werkkring: positie onbekend;2009;0;0;0;0;;;0
2042;Mannen;Minder dan 20 uur per week;Werkkring: positie onbekend;2010;0;0;0;0;;;0
2043;Mannen;Minder dan 20 uur per week;Werkkring: positie onbekend;2011;0;0;0;0;;;0
2044;Mannen;Minder dan 20 uur per week;Werkkring: positie onbekend;2012;0;0;0;0;;;0
2045;Mannen;Minder dan 20 uur per week;Werkkring: positie onbekend;2013;0;0;0;0;;;0
2046;Mannen;12 tot 20 uur per week;Totaal;2008;85;83;7;76;8.8;91.2;2
2047;Mannen;12 tot 20 uur per week;Totaal;2009;83;82;6;75;7.9;92.1;2
2048;Mannen;12 tot 20 uur per week;Totaal;2010;81;78;7;71;9.4;90.6;2
2049;Mannen;12 tot 20 uur per week;Totaal;2011;83;80;5;75;6.2;93.8;3
2050;Mannen;12 tot 20 uur per week;Totaal;2012;82;79;6;73;8.1;91.9;3
2051;Mannen;12 tot 20 uur per week;Totaal;2013;79;76;6;70;7.7;92.3;3
2052;Mannen;12 tot 20 uur per week;Migratieachtergrond: Nederland;2008;64;62;5;57;7.8;92.2;2
2053;Mannen;12 tot 20 uur per week;Migratieachtergrond: Nederland;2009;61;60;5;55;7.7;92.3;1
2054;Mannen;12 tot 20 uur per week;Migratieachtergrond: Nederland;2010;60;58;5;53;9.3;90.7;1
2055;Mannen;12 tot 20 uur per week;Migratieachtergrond: Nederland;2011;63;61;4;57;6.8;93.2;2
2056;Mannen;12 tot 20 uur per week;Migratieachtergrond: Nederland;2012;62;60;5;56;7.8;92.2;2
2057;Mannen;12 tot 20 uur per week;Migratieachtergrond: Nederland;2013;57;55;4;51;8.0;92.0;2
2058;Mannen;12 tot 20 uur per week;Migratieachtergrond: met migratieacht...;2008;21;21;2;19;11.7;88.3;0
2059;Mannen;12 tot 20 uur per week;Migratieachtergrond: met migratieacht...;2009;22;22;2;20;8.5;91.5;0
2060;Mannen;12 tot 20 uur per week;Migratieachtergrond: met migratieacht...;2010;21;20;2;18;9.6;90.4;1
2061;Mannen;12 tot 20 uur per week;Migratieachtergrond: met migratieacht...;2011;20;19;1;18;4.6;95.4;1
2062;Mannen;12 tot 20 uur per week;Migratieachtergrond: met migratieacht...;2012;20;19;2;17;9.0;91.0;1
2063;Mannen;12 tot 20 uur per week;Migratieachtergrond: met migratieacht...;2013;21;21;1;19;7.0;93.0;1
2064;Mannen;12 tot 20 uur per week;Migratieachtergrond: westers;2008;6;5;0;5;;;0
2065;Mannen;12 tot 20 uur per week;Migratieachtergrond: westers;2009;6;6;0;6;;;0
2066;Mannen;12 tot 20 uur per week;Migratieachtergrond: westers;2010;6;6;0;6;;;0
2067;Mannen;12 tot 20 uur per week;Migratieachtergrond: westers;2011;6;6;0;6;;;0
2068;Mannen;12 tot 20 uur per week;Migratieachtergrond: westers;2012;5;5;1;4;;;0
2069;Mannen;12 tot 20 uur per week;Migratieachtergrond: westers;2013;8;8;1;7;;;0
2070;Mannen;12 tot 20 uur per week;Migratieachtergrond: niet-westers;2008;16;16;2;14;13.0;87.0;0
2071;Mannen;12 tot 20 uur per week;Migratieachtergrond: niet-westers;2009;16;16;1;14;9.1;90.9;0
2072;Mannen;12 tot 20 uur per week;Migratieachtergrond: niet-westers;2010;15;14;2;12;;;1
2073;Mannen;12 tot 20 uur per week;Migratieachtergrond: niet-westers;2011;14;13;1;12;;;1
2074;Mannen;12 tot 20 uur per week;Migratieachtergrond: niet-westers;2012;14;14;1;13;;;1
2075;Mannen;12 tot 20 uur per week;Migratieachtergrond: niet-westers;2013;14;13;1;13;;;1
2076;Mannen;12 tot 20 uur per week;Migratieachtergrond : onbekend;2008;0;0;0;0;;;0
2077;Mannen;12 tot 20 uur per week;Migratieachtergrond : onbekend;2009;0;0;0;0;;;0
2078;Mannen;12 tot 20 uur per week;Migratieachtergrond : onbekend;2010;0;0;0;0;;;0
2079;Mannen;12 tot 20 uur per week;Migratieachtergrond : onbekend;2011;0;0;0;0;;;0
2080;Mannen;12 tot 20 uur per week;Migratieachtergrond : onbekend;2012;0;0;0;0;;;0
2081;Mannen;12 tot 20 uur per week;Migratieachtergrond : onbekend;2013;0;0;0;0;;;0
2082;Mannen;12 tot 20 uur per week;Positie: alleenstaande;2008;13;13;2;11;;;0
2083;Mannen;12 tot 20 uur per week;Positie: alleenstaande;2009;13;12;1;11;;;0
2084;Mannen;12 tot 20 uur per week;Positie: alleenstaande;2010;13;13;2;11;;;0
2085;Mannen;12 tot 20 uur per week;Positie: alleenstaande;2011;15;14;1;13;;;1
2086;Mannen;12 tot 20 uur per week;Positie: alleenstaande;2012;14;13;1;12;;;0
2087;Mannen;12 tot 20 uur per week;Positie: alleenstaande;2013;13;13;1;11;;;0
2088;Mannen;12 tot 20 uur per week;Positie: ouder in éénoudergezin;2008;0;0;0;0;;;0
2089;Mannen;12 tot 20 uur per week;Positie: ouder in éénoudergezin;2009;0;0;0;0;;;0
2090;Mannen;12 tot 20 uur per week;Positie: ouder in éénoudergezin;2010;0;0;0;0;;;0
2091;Mannen;12 tot 20 uur per week;Positie: ouder in éénoudergezin;2011;0;0;0;0;;;0
2092;Mannen;12 tot 20 uur per week;Positie: ouder in éénoudergezin;2012;0;0;0;0;;;0
2093;Mannen;12 tot 20 uur per week;Positie: ouder in éénoudergezin;2013;0;0;0;0;;;0
2094;Mannen;12 tot 20 uur per week;Positie: partner;2008;5;5;1;4;;;0
2095;Mannen;12 tot 20 uur per week;Positie: partner;2009;6;6;1;5;;;0
2096;Mannen;12 tot 20 uur per week;Positie: partner;2010;6;5;1;4;;;0
2097;Mannen;12 tot 20 uur per week;Positie: partner;2011;5;5;1;4;;;0
2098;Mannen;12 tot 20 uur per week;Positie: partner;2012;3;3;1;2;;;0
2099;Mannen;12 tot 20 uur per week;Positie: partner;2013;4;4;1;3;;;0
2100;Mannen;12 tot 20 uur per week;Positie: partner in paar met kind;2008;0;0;0;0;;;0
2101;Mannen;12 tot 20 uur per week;Positie: partner in paar met kind;2009;0;0;0;0;;;0
2102;Mannen;12 tot 20 uur per week;Positie: partner in paar met kind;2010;1;1;0;1;;;0
2103;Mannen;12 tot 20 uur per week;Positie: partner in paar met kind;2011;1;1;0;0;;;0
2104;Mannen;12 tot 20 uur per week;Positie: partner in paar met kind;2012;0;0;0;0;;;0
2105;Mannen;12 tot 20 uur per week;Positie: partner in paar met kind;2013;0;0;0;0;;;0
2106;Mannen;12 tot 20 uur per week;Positie: partner in paar zonder kind;2008;4;4;1;4;;;0
2107;Mannen;12 tot 20 uur per week;Positie: partner in paar zonder kind;2009;5;5;1;4;;;0
2108;Mannen;12 tot 20 uur per week;Positie: partner in paar zonder kind;2010;5;5;1;4;;;0
2109;Mannen;12 tot 20 uur per week;Positie: partner in paar zonder kind;2011;4;4;1;3;;;0
2110;Mannen;12 tot 20 uur per week;Positie: partner in paar zonder kind;2012;3;3;1;2;;;0
2111;Mannen;12 tot 20 uur per week;Positie: partner in paar zonder kind;2013;3;3;1;3;;;0
2112;Mannen;12 tot 20 uur per week;Positie: kind >=18 jaar;2008;41;40;4;36;10.6;89.4;1
2113;Mannen;12 tot 20 uur per week;Positie: kind >=18 jaar;2009;41;40;4;36;9.5;90.5;1
2114;Mannen;12 tot 20 uur per week;Positie: kind >=18 jaar;2010;40;40;4;36;9.6;90.4;1
2115;Mannen;12 tot 20 uur per week;Positie: kind >=18 jaar;2011;42;41;2;38;6.1;93.9;1
2116;Mannen;12 tot 20 uur per week;Positie: kind >=18 jaar;2012;43;42;4;38;9.9;90.1;1
2117;Mannen;12 tot 20 uur per week;Positie: kind >=18 jaar;2013;43;41;3;38;7.8;92.2;2
2118;Mannen;12 tot 20 uur per week;Positie: kind <18 jaar;2008;21;20;0;20;0.0;100.0;0
2119;Mannen;12 tot 20 uur per week;Positie: kind <18 jaar;2009;19;18;0;18;0.0;100.0;0
2120;Mannen;12 tot 20 uur per week;Positie: kind <18 jaar;2010;16;15;0;15;0.0;100.0;0
2121;Mannen;12 tot 20 uur per week;Positie: kind <18 jaar;2011;16;16;0;16;0.0;100.0;0
2122;Mannen;12 tot 20 uur per week;Positie: kind <18 jaar;2012;16;16;0;16;0.2;99.8;0
2123;Mannen;12 tot 20 uur per week;Positie: kind <18 jaar;2013;14;13;0;13;;;0
2124;Mannen;12 tot 20 uur per week;Positie.: ouder;2008;0;0;0;0;;;0
2125;Mannen;12 tot 20 uur per week;Positie.: ouder;2009;0;0;0;0;;;0
2126;Mannen;12 tot 20 uur per week;Positie.: ouder;2010;1;1;0;1;;;0
2127;Mannen;12 tot 20 uur per week;Positie.: ouder;2011;1;1;0;0;;;0
2128;Mannen;12 tot 20 uur per week;Positie.: ouder;2012;0;0;0;0;;;0
2129;Mannen;12 tot 20 uur per week;Positie.: ouder;2013;0;0;0;0;;;0
2130;Mannen;12 tot 20 uur per week;Positie: kind;2008;61;60;4;56;7.0;93.0;1
2131;Mannen;12 tot 20 uur per week;Positie: kind;2009;59;58;4;54;6.5;93.5;1
2132;Mannen;12 tot 20 uur per week;Positie: kind;2010;56;55;4;51;6.9;93.1;1
2133;Mannen;12 tot 20 uur per week;Positie: kind;2011;58;56;2;54;4.4;95.6;2
2134;Mannen;12 tot 20 uur per week;Positie: kind;2012;60;58;4;54;7.2;92.8;2
2135;Mannen;12 tot 20 uur per week;Positie: kind;2013;56;54;3;51;5.9;94.1;2
2136;Mannen;12 tot 20 uur per week;Positie: overig lid;2008;6;5;0;5;;;1
2137;Mannen;12 tot 20 uur per week;Positie: overig lid;2009;6;5;1;5;;;0
2138;Mannen;12 tot 20 uur per week;Positie: overig lid;2010;6;5;0;5;;;1
2139;Mannen;12 tot 20 uur per week;Positie: overig lid;2011;6;5;0;5;;;1
2140;Mannen;12 tot 20 uur per week;Positie: overig lid;2012;5;5;0;4;;;1
2141;Mannen;12 tot 20 uur per week;Positie: overig lid;2013;6;5;1;5;;;1
2142;Mannen;12 tot 20 uur per week;Volgt regulier onderwijs;2008;80;78;6;72;7.9;92.1;2
2143;Mannen;12 tot 20 uur per week;Volgt regulier onderwijs;2009;76;75;6;69;7.4;92.6;1
2144;Mannen;12 tot 20 uur per week;Volgt regulier onderwijs;2010;73;71;5;66;7.7;92.3;2
2145;Mannen;12 tot 20 uur per week;Volgt regulier onderwijs;2011;74;71;4;67;5.6;94.4;3
2146;Mannen;12 tot 20 uur per week;Volgt regulier onderwijs;2012;73;70;4;66;6.2;93.8;3
2147;Mannen;12 tot 20 uur per week;Volgt regulier onderwijs;2013;68;66;4;62;6.2;93.8;2
2148;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: laag;2008;7;7;0;7;;;0
2149;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: laag;2009;7;7;0;7;;;0
2150;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: laag;2010;5;4;0;4;;;0
2151;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: laag;2011;4;4;0;4;;;0
2152;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: laag;2012;5;5;0;5;;;0
2153;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: laag;2013;6;5;0;5;;;0
2154;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: middelbaar;2008;31;30;1;29;3.0;97.0;1
2155;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: middelbaar;2009;27;27;1;26;4.1;95.9;0
2156;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: middelbaar;2010;24;23;0;23;1.4;98.6;1
2157;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: middelbaar;2011;25;24;1;23;2.4;97.6;1
2158;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: middelbaar;2012;25;24;1;23;3.4;96.6;1
2159;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: middelbaar;2013;21;20;0;20;2.0;98.0;1
2160;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: hoog;2008;38;38;5;33;12.9;87.1;1
2161;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: hoog;2009;38;37;4;33;11.3;88.7;1
2162;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: hoog;2010;40;39;5;34;12.0;88.0;1
2163;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: hoog;2011;40;38;3;35;8.4;91.6;2
2164;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: hoog;2012;38;36;3;33;9.4;90.6;1
2165;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: hoog;2013;36;34;3;31;10.0;90.0;2
2166;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: onbekend;2008;3;3;0;3;;;0
2167;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: onbekend;2009;4;4;0;4;;;0
2168;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: onbekend;2010;4;4;0;4;;;0
2169;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: onbekend;2011;5;5;0;4;;;0
2170;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: onbekend;2012;5;5;0;5;;;0
2171;Mannen;12 tot 20 uur per week;Actueel onderwijsniveau: onbekend;2013;6;6;0;5;;;0
2172;Mannen;12 tot 20 uur per week;Volgt geen regulier onderwijs;2008;6;5;1;4;;;0
2173;Mannen;12 tot 20 uur per week;Volgt geen regulier onderwijs;2009;7;7;1;6;;;0
2174;Mannen;12 tot 20 uur per week;Volgt geen regulier onderwijs;2010;8;7;2;6;;;0
2175;Mannen;12 tot 20 uur per week;Volgt geen regulier onderwijs;2011;9;9;1;8;;;0
2176;Mannen;12 tot 20 uur per week;Volgt geen regulier onderwijs;2012;9;9;2;7;;;0
2177;Mannen;12 tot 20 uur per week;Volgt geen regulier onderwijs;2013;11;10;2;8;;;0
2178;Mannen;12 tot 20 uur per week;Onderwijsniveau: laag;2008;2;2;0;2;;;0
2179;Mannen;12 tot 20 uur per week;Onderwijsniveau: laag;2009;2;2;0;2;;;0
2180;Mannen;12 tot 20 uur per week;Onderwijsniveau: laag;2010;3;3;1;2;;;0
2181;Mannen;12 tot 20 uur per week;Onderwijsniveau: laag;2011;3;3;0;3;;;0
2182;Mannen;12 tot 20 uur per week;Onderwijsniveau: laag;2012;2;2;0;2;;;0
2183;Mannen;12 tot 20 uur per week;Onderwijsniveau: laag;2013;3;3;0;2;;;0
2184;Mannen;12 tot 20 uur per week;Onderwijsniveau: middelbaar;2008;3;3;1;2;;;0
2185;Mannen;12 tot 20 uur per week;Onderwijsniveau: middelbaar;2009;3;3;0;3;;;0
2186;Mannen;12 tot 20 uur per week;Onderwijsniveau: middelbaar;2010;3;3;1;3;;;0
