ID;Kenmerken;Marges;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Rechters_3;Politie_4;Leger_5;Gezondheidszorg_6;Pers_7;Ambtenaren_8;Politici_9;Gemeenteraad_10;TweedeKamer_11;EuropeseUnie_12;Banken_13;GroteBedrijven_14
337;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2013;44.4;39.2;45.2;63.4;47.8;;29.0;35.5;;;22.2;26.4;32.5;34.01
338;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2014;44.1;40.6;47.2;66.2;49.1;;24.1;39.1;;;29.1;28.2;33.3;28.95
339;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2015;46.9;41.1;46.7;65.0;49.9;;25.4;37.1;;;26.7;29.9;36.0;30.82
340;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2016;42.4;39.8;51.8;64.9;50.1;;30.5;35.6;22.2;;29.4;29.1;34.1;28.55
341;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2017;54.5;44.5;52.5;69.2;50.8;;30.0;40.5;24.9;;31.1;34.7;42.8;31.25
342;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2018;47.0;40.3;52.1;69.5;43.5;;32.3;40.3;30.8;;34.3;35.9;41.3;36.01
343;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2019;47.8;32.8;50.7;72.4;50.0;;32.1;36.9;23.6;;29.9;32.9;38.1;27.4
344;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2020;48.9;39.9;59.6;74.7;56.7;;35.6;40.9;32.5;48.8;42.5;34.9;42.2;30.33
345;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2021;51.3;34.1;66.1;76.6;56.1;85.7;38.0;30.6;22.9;;30.8;42.3;43.0;30.72
346;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2022;52.5;36.5;62.6;76.6;49.2;80.6;35.8;31.6;20.0;44.8;25.7;38.5;49.4;24.66
347;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2023;57.5;37.1;65.2;74.8;57.4;73.5;33.4;30.4;15.2;43.6;20.3;35.3;48.5;25.8
348;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2012;53.0;44.0;50.7;77.7;51.7;;33.7;53.4;;;39.5;41.8;53.8;42.6
349;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2013;53.6;48.5;54.7;72.0;57.3;;37.9;44.8;;;30.5;35.4;41.4;43.51
350;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2014;52.5;49.3;56.2;74.0;58.2;;31.9;47.8;;;37.4;36.6;41.6;37.59
351;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2015;55.3;49.7;55.5;72.9;58.7;;33.2;45.6;;;34.7;38.4;44.4;39.45
352;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2016;50.6;48.4;60.5;72.7;58.9;;38.7;44.1;29.7;;37.6;37.4;42.4;37.05
353;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2017;62.2;52.6;60.7;76.3;59.0;;37.6;48.6;32.1;;38.8;42.8;50.7;39.36
354;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2018;54.9;48.5;60.2;76.6;51.7;;40.0;48.5;38.5;;42.3;44.0;49.3;44.32
355;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2019;55.5;40.4;58.7;79.0;58.0;;39.7;44.8;30.7;;37.4;40.7;45.9;34.97
356;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2020;56.2;47.4;67.0;81.0;64.2;;42.9;48.4;39.8;56.3;50.0;42.4;49.8;37.74
357;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2021;59.4;42.3;73.9;83.1;64.5;91.0;46.2;38.6;30.3;;38.6;50.9;51.3;39.11
358;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2022;59.0;43.3;69.3;82.0;56.3;85.6;42.4;38.2;25.8;51.7;31.9;45.4;56.1;30.98
359;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2023;63.8;43.9;71.5;80.2;64.2;79.0;39.8;36.8;20.3;50.3;26.0;41.9;55.1;32.1
360;Herkomst: geb. in NL, ouders in NL;Waarde;2012;61.2;30.0;68.8;68.6;59.4;;30.1;43.0;;;35.6;37.7;40.6;44.55
361;Herkomst: geb. in NL, ouders in NL;Waarde;2013;61.0;27.6;69.2;69.0;62.5;;31.6;39.3;;;30.3;32.8;33.6;40.56
362;Herkomst: geb. in NL, ouders in NL;Waarde;2014;59.7;28.1;67.6;68.6;62.6;;31.0;40.0;;;33.8;34.5;34.8;39.39
363;Herkomst: geb. in NL, ouders in NL;Waarde;2015;62.0;29.0;69.4;70.0;65.5;;30.2;40.8;;;33.7;34.1;33.4;38.75
364;Herkomst: geb. in NL, ouders in NL;Waarde;2016;62.1;29.8;71.3;71.5;65.3;;31.1;41.2;26.7;;36.1;34.8;34.1;36.47
365;Herkomst: geb. in NL, ouders in NL;Waarde;2017;65.6;29.9;72.8;75.6;65.1;;32.0;44.8;31.6;;41.2;41.9;38.6;38.68
366;Herkomst: geb. in NL, ouders in NL;Waarde;2018;64.4;28.7;72.7;76.1;63.9;;35.8;45.4;32.2;;41.8;43.9;41.3;39.32
367;Herkomst: geb. in NL, ouders in NL;Waarde;2019;64.7;27.0;73.9;76.7;67.1;;36.3;44.7;29.9;;39.6;44.2;40.2;36.36
368;Herkomst: geb. in NL, ouders in NL;Waarde;2020;65.6;29.9;77.6;79.5;72.4;;39.8;48.1;39.2;53.5;52.9;46.6;45.3;38.36
369;Herkomst: geb. in NL, ouders in NL;Waarde;2021;69.2;27.7;79.5;81.5;72.0;85.3;46.9;45.4;33.4;;42.3;52.0;48.1;38.63
370;Herkomst: geb. in NL, ouders in NL;Waarde;2022;69.6;28.1;77.0;78.7;63.6;78.9;40.6;40.2;23.1;49.0;29.6;47.7;46.8;33.9
371;Herkomst: geb. in NL, ouders in NL;Waarde;2023;70.7;28.5;78.1;79.3;67.5;75.5;36.9;41.9;23.1;49.7;28.0;45.7;48.9;35.0
372;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2012;59.9;28.8;67.6;67.4;58.1;;28.9;41.7;;;34.4;36.4;39.3;43.23
373;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2013;59.7;26.4;68.0;67.8;61.2;;30.4;38.0;;;29.1;31.5;32.4;39.25
374;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2014;58.5;26.9;66.3;67.4;61.4;;29.8;38.7;;;32.6;33.3;33.6;38.11
375;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2015;60.8;27.8;68.1;68.8;64.3;;29.0;39.5;;;32.4;32.9;32.2;37.48
376;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2016;60.8;28.6;70.1;70.3;64.0;;29.9;39.8;25.5;;34.8;33.6;32.8;35.18
377;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2017;64.3;28.7;71.6;74.5;63.8;;30.8;43.5;30.4;;39.9;40.6;37.4;37.39
378;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2018;63.2;27.5;71.5;75.0;62.7;;34.6;44.1;31.0;;40.5;42.6;40.0;38.04
379;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2019;63.5;25.8;72.7;75.5;65.9;;35.1;43.4;28.7;;38.3;42.9;38.9;35.09
380;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2020;64.3;28.7;76.5;78.4;71.2;;38.5;46.7;37.9;52.2;51.6;45.3;44.0;37.06
381;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2021;67.8;26.4;78.3;80.4;70.7;84.2;45.4;43.9;32.0;;40.9;50.5;46.6;37.23
382;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2022;68.4;26.9;75.9;77.6;62.3;77.9;39.3;38.9;22.0;47.6;28.4;46.3;45.4;32.63
383;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2023;69.5;27.3;77.0;78.2;66.2;74.3;35.6;40.6;22.0;48.4;26.8;44.3;47.6;33.7
384;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2012;62.4;31.2;70.0;69.8;60.7;;31.3;44.3;;;36.9;39.0;41.9;45.89
385;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2013;62.3;28.8;70.4;70.2;63.8;;32.8;40.6;;;31.5;34.0;34.9;41.89
386;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2014;61.0;29.3;68.8;69.8;63.9;;32.2;41.3;;;35.0;35.8;36.0;40.68
387;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2015;63.2;30.2;70.5;71.2;66.7;;31.4;42.1;;;34.9;35.4;34.7;40.05
388;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2016;63.4;31.0;72.5;72.7;66.5;;32.3;42.5;27.9;;37.4;36.1;35.3;37.79
389;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2017;66.8;31.2;74.0;76.7;66.3;;33.2;46.1;32.9;;42.5;43.2;39.9;39.98
390;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2018;65.6;29.9;73.8;77.2;65.2;;37.0;46.7;33.4;;43.1;45.2;42.5;40.61
391;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2019;65.9;28.2;75.0;77.7;68.4;;37.6;46.0;31.1;;40.9;45.6;41.5;37.65
392;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2020;66.8;31.1;78.7;80.6;73.6;;41.1;49.4;40.5;54.8;54.2;48.0;46.6;39.67
393;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2021;70.5;29.0;80.7;82.6;73.3;86.2;48.3;46.8;34.7;;43.7;53.4;49.5;40.06
394;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2022;70.7;29.4;78.1;79.7;64.9;80.0;41.9;41.5;24.3;50.3;30.8;49.0;48.1;35.2
395;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2023;71.9;29.8;79.2;80.4;68.8;76.6;38.2;43.3;24.3;51.1;29.2;47.1;50.3;36.3
396;Herkomst: geb. in NL, ouders in Europa;Waarde;2012;54.7;21.5;65.6;67.2;58.0;;34.9;41.6;;;30.3;38.5;36.1;45.31
397;Herkomst: geb. in NL, ouders in Europa;Waarde;2013;61.1;20.3;66.6;61.3;53.0;;29.1;42.5;;;31.7;36.5;30.7;37.28
398;Herkomst: geb. in NL, ouders in Europa;Waarde;2014;54.6;21.2;66.4;71.4;62.1;;30.6;37.8;;;29.0;35.3;36.1;37.29
399;Herkomst: geb. in NL, ouders in Europa;Waarde;2015;60.1;20.6;61.9;70.8;59.8;;31.4;39.5;;;29.8;34.7;31.1;31.58
400;Herkomst: geb. in NL, ouders in Europa;Waarde;2016;58.3;24.5;70.2;68.2;63.7;;32.1;42.2;21.6;;33.0;33.1;35.0;32.22
401;Herkomst: geb. in NL, ouders in Europa;Waarde;2017;55.5;22.1;69.4;67.7;55.9;;32.3;40.7;30.9;;33.0;36.6;35.1;36.3
402;Herkomst: geb. in NL, ouders in Europa;Waarde;2018;61.4;25.4;65.4;69.6;57.4;;34.6;46.5;29.6;;36.1;42.3;43.9;35.34
403;Herkomst: geb. in NL, ouders in Europa;Waarde;2019;53.7;22.2;68.5;70.6;62.0;;38.8;43.9;20.3;;29.3;41.2;33.8;34.23
404;Herkomst: geb. in NL, ouders in Europa;Waarde;2020;61.5;22.6;73.2;73.4;70.0;;36.9;47.2;34.8;50.4;44.8;40.3;43.1;36.82
405;Herkomst: geb. in NL, ouders in Europa;Waarde;2021;62.1;30.6;76.7;76.7;67.0;77.5;44.8;38.0;25.4;;37.0;48.7;43.0;35.62
406;Herkomst: geb. in NL, ouders in Europa;Waarde;2022;63.6;25.9;74.2;71.8;58.7;80.0;41.5;44.8;24.0;51.1;30.0;48.5;46.2;34.32
407;Herkomst: geb. in NL, ouders in Europa;Waarde;2023;66.7;27.0;76.6;72.6;65.6;78.7;40.4;42.7;20.8;45.2;24.8;45.7;50.3;34.2
408;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2012;48.1;16.3;58.9;60.7;51.1;;28.8;35.2;;;24.6;32.2;29.9;38.6
409;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2013;54.1;15.2;59.6;54.4;46.0;;23.2;35.7;;;25.5;30.1;24.7;30.69
410;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2014;47.9;16.2;59.7;65.0;55.3;;24.8;31.4;;;23.2;29.1;30.0;30.99
411;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2015;53.4;15.4;55.1;64.4;52.9;;25.5;33.1;;;23.9;28.6;25.2;25.54
412;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2016;52.0;19.3;64.0;62.0;57.3;;26.4;35.9;16.7;;27.2;27.2;29.1;26.38
413;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2017;48.6;16.8;62.5;60.9;48.8;;26.2;34.0;24.9;;26.7;30.1;28.7;29.73
414;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2018;54.6;19.9;58.6;63.1;50.5;;28.4;39.7;23.8;;29.8;35.7;37.3;28.95
415;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2019;46.8;16.9;61.6;63.8;54.8;;32.2;37.1;15.4;;23.5;34.4;27.5;27.8
416;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2020;54.6;17.1;66.2;66.6;62.8;;30.3;40.1;28.5;43.2;37.9;33.5;36.2;30.08
417;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2021;55.0;24.2;69.8;69.8;59.6;71.0;37.8;31.4;19.7;;30.4;41.4;36.1;28.92
418;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2022;57.8;20.6;68.7;66.1;52.6;74.9;35.6;38.8;19.1;45.0;24.7;42.4;40.3;28.74
419;Herkomst: geb. in NL, ouders in Europa;Ondergrens 95%-interval;2023;60.7;21.5;70.9;66.8;59.2;73.3;34.4;36.5;16.2;39.0;19.8;39.5;44.2;28.5
420;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2012;61.2;27.7;71.7;73.2;64.6;;41.5;48.3;;;36.7;45.2;42.8;52.2
421;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2013;67.7;26.5;73.0;67.8;60.0;;35.8;49.6;;;38.5;43.4;37.6;44.38
422;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2014;61.0;27.4;72.6;77.1;68.4;;37.0;44.6;;;35.5;42.1;42.7;44.06
423;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2015;66.4;26.9;68.3;76.5;66.3;;38.0;46.2;;;36.3;41.4;37.6;38.31
424;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2016;64.4;30.6;75.8;73.8;69.7;;38.4;48.8;27.4;;39.3;39.5;41.4;38.67
425;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2017;62.1;28.7;75.5;73.8;62.8;;39.2;47.7;37.7;;39.9;43.7;42.0;43.41
426;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2018;67.7;31.8;71.7;75.4;64.0;;41.2;53.4;36.2;;43.0;49.2;50.8;42.3
427;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2019;60.6;28.5;74.7;76.6;68.6;;45.7;51.0;26.3;;35.9;48.3;40.7;41.29
428;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2020;67.9;29.3;79.2;79.3;76.3;;43.9;54.3;41.8;57.6;52.0;47.5;50.2;44.12
429;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2021;68.8;37.9;82.4;82.3;73.7;83.0;52.0;45.2;32.2;;44.2;56.1;50.2;42.94
430;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2022;69.1;31.9;79.0;76.9;64.6;84.4;47.6;51.0;29.6;57.2;35.9;54.7;52.2;40.37
431;Herkomst: geb. in NL, ouders in Europa;Bovengrens 95%-interval;2023;72.3;33.4;81.4;77.8;71.4;83.2;46.6;49.0;26.4;51.6;30.6;52.1;56.5;40.5
432;Herkomst: geb. NL, ouders buiten Europa;Waarde;2012;46.3;27.6;72.9;62.0;61.0;;32.8;48.8;;;41.1;45.4;49.5;53.16
433;Herkomst: geb. NL, ouders buiten Europa;Waarde;2013;51.9;30.5;73.8;62.5;64.8;;32.5;46.4;;;37.7;39.7;34.3;43.11
434;Herkomst: geb. NL, ouders buiten Europa;Waarde;2014;56.6;32.8;72.3;61.2;62.3;;29.6;52.4;;;36.2;48.0;44.8;47.67
435;Herkomst: geb. NL, ouders buiten Europa;Waarde;2015;54.0;33.6;70.1;60.2;60.0;;26.6;50.9;;;36.1;41.3;43.2;41.33
436;Herkomst: geb. NL, ouders buiten Europa;Waarde;2016;50.9;28.7;72.8;61.1;61.7;;22.3;47.8;32.1;;39.7;39.7;41.5;43.59
437;Herkomst: geb. NL, ouders buiten Europa;Waarde;2017;52.2;29.2;73.0;72.4;62.4;;25.4;47.7;31.9;;40.5;49.9;40.4;43.74
438;Herkomst: geb. NL, ouders buiten Europa;Waarde;2018;49.4;32.7;76.2;69.0;62.9;;30.8;48.2;28.3;;41.2;51.3;51.5;45.21
439;Herkomst: geb. NL, ouders buiten Europa;Waarde;2019;51.8;33.7;74.9;70.4;69.0;;30.6;56.7;32.9;;43.0;54.3;51.0;45.48
440;Herkomst: geb. NL, ouders buiten Europa;Waarde;2020;52.9;35.3;79.6;73.0;69.7;;32.0;55.2;42.2;54.4;52.3;49.8;46.5;40.6
441;Herkomst: geb. NL, ouders buiten Europa;Waarde;2021;57.7;35.5;82.0;72.8;71.7;83.9;39.8;48.2;35.9;;42.3;57.3;52.7;39.94
442;Herkomst: geb. NL, ouders buiten Europa;Waarde;2022;54.1;30.1;75.1;66.6;62.1;76.0;32.4;46.9;23.0;52.8;29.3;48.0;50.6;41.76
443;Herkomst: geb. NL, ouders buiten Europa;Waarde;2023;55.7;32.4;75.2;68.0;67.5;73.2;31.5;49.8;24.0;53.6;27.5;51.7;49.1;39.0
444;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2012;40.7;22.4;67.4;56.3;55.1;;27.6;42.9;;;35.4;39.6;43.7;47.23
445;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2013;46.1;25.2;68.4;56.8;58.9;;27.3;40.5;;;32.2;34.1;29.0;37.35
446;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2014;50.8;27.4;66.9;55.5;56.4;;24.7;46.6;;;30.9;42.3;39.3;41.95
447;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2015;48.5;28.2;64.6;54.5;54.2;;21.9;45.3;;;30.8;35.8;37.7;35.8
448;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2016;45.5;23.8;67.7;55.8;56.2;;18.2;42.4;27.3;;34.6;34.5;36.3;38.25
449;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2017;46.7;24.1;67.7;67.1;56.7;;21.0;42.1;26.9;;35.1;44.2;35.0;38.18
450;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2018;43.9;27.5;71.2;63.7;57.4;;26.1;42.7;23.6;;35.9;45.8;46.1;39.78
451;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2019;46.2;28.2;69.6;65.0;63.4;;25.6;51.0;27.8;;37.5;48.6;45.3;39.84
452;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2020;47.2;29.7;74.5;67.6;64.0;;27.0;49.5;36.7;48.6;46.6;44.1;40.9;35.1
453;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2021;51.9;29.7;77.0;67.2;66.1;79.2;34.3;42.3;30.5;;36.6;51.4;46.9;34.27
454;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2022;49.6;25.7;70.9;62.1;57.4;71.9;28.3;42.3;19.4;48.1;25.3;43.4;46.1;37.27
455;Herkomst: geb. NL, ouders buiten Europa;Ondergrens 95%-interval;2023;51.0;27.6;70.8;63.4;62.6;68.7;27.2;44.9;20.1;48.6;23.4;46.8;44.4;34.3
456;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2012;52.1;33.4;77.8;67.5;66.6;;38.5;54.8;;;47.0;51.3;55.3;59.01
457;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2013;57.7;36.5;78.6;68.0;70.3;;38.2;52.4;;;43.5;45.5;40.0;49.06
458;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2014;62.2;38.8;77.1;66.6;67.7;;34.9;58.1;;;41.8;53.8;50.5;53.46
459;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2015;59.4;39.4;75.1;65.5;65.4;;31.8;56.6;;;41.7;47.0;48.8;47.09
460;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2016;56.2;34.1;77.4;66.2;66.9;;27.1;53.3;37.3;;45.0;45.1;46.9;49.09
461;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2017;57.7;34.9;77.8;77.2;67.8;;30.5;53.4;37.3;;46.1;55.6;46.1;49.47
462;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2018;54.8;38.4;80.6;73.8;68.1;;36.0;53.7;33.5;;46.6;56.8;57.0;50.75
463;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2019;57.3;39.7;79.6;75.4;74.0;;36.0;62.3;38.4;;48.7;59.8;56.6;51.24
464;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2020;58.5;41.4;83.9;77.8;74.8;;37.5;60.8;48.0;60.0;58.0;55.5;52.3;46.35
465;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2021;63.4;41.7;86.2;77.7;76.7;87.7;45.6;54.1;41.7;;48.1;63.1;58.5;45.89
466;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2022;58.5;34.8;78.9;70.7;66.6;79.7;36.9;51.6;27.1;57.5;33.6;52.7;55.1;46.39
467;Herkomst: geb. NL, ouders buiten Europa;Bovengrens 95%-interval;2023;60.3;37.6;79.2;72.3;72.0;77.2;36.1;54.8;28.4;58.5;32.0;56.6;53.9;43.8
468;Herkomst: geboren in Europa (excl.NL);Waarde;2012;57.6;30.5;66.7;67.8;51.9;;33.6;49.3;;;40.5;54.5;44.1;47.1
469;Herkomst: geboren in Europa (excl.NL);Waarde;2013;52.8;17.5;70.5;64.1;55.3;;32.6;42.1;;;35.4;44.4;29.1;34.9
470;Herkomst: geboren in Europa (excl.NL);Waarde;2014;55.1;22.1;63.8;67.8;54.8;;31.3;51.5;;;38.9;41.8;32.8;35.14
471;Herkomst: geboren in Europa (excl.NL);Waarde;2015;55.7;30.1;71.0;65.7;59.7;;32.9;44.8;;;37.4;46.2;36.8;38.63
472;Herkomst: geboren in Europa (excl.NL);Waarde;2016;57.6;24.0;68.4;70.9;61.8;;34.8;49.7;24.7;;42.2;43.3;42.1;43.09
473;Herkomst: geboren in Europa (excl.NL);Waarde;2017;55.5;23.4;74.5;75.6;65.8;;30.1;50.0;25.7;;38.6;51.1;41.3;43.35
474;Herkomst: geboren in Europa (excl.NL);Waarde;2018;58.8;23.1;75.0;79.7;60.7;;37.8;50.9;31.0;;46.6;50.9;39.2;37.76
475;Herkomst: geboren in Europa (excl.NL);Waarde;2019;56.3;22.8;73.9;74.5;64.5;;39.4;46.3;31.3;;46.1;56.5;38.5;37.21
476;Herkomst: geboren in Europa (excl.NL);Waarde;2020;58.3;23.6;73.8;75.4;66.0;;35.4;52.1;35.7;62.9;52.8;53.8;43.7;36.1
477;Herkomst: geboren in Europa (excl.NL);Waarde;2021;60.0;18.5;73.8;71.8;66.5;74.1;41.8;45.3;26.0;;38.4;64.8;38.5;30.62
478;Herkomst: geboren in Europa (excl.NL);Waarde;2022;59.0;26.2;78.5;75.7;66.7;75.7;44.9;55.1;27.9;61.1;35.8;61.0;51.0;40.26
479;Herkomst: geboren in Europa (excl.NL);Waarde;2023;58.9;23.4;73.0;71.8;65.5;71.0;35.5;52.1;24.0;61.2;33.1;57.5;50.8;38.3
480;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2012;50.8;24.3;59.8;61.1;44.7;;27.3;42.3;;;33.8;47.6;37.5;40.2
481;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2013;45.0;12.4;62.8;56.5;47.4;;25.8;34.6;;;28.3;36.9;22.7;27.79
482;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2014;47.9;16.4;56.6;60.8;47.3;;25.0;44.2;;;32.0;34.8;26.4;28.41
483;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2015;48.3;23.7;63.8;58.5;52.3;;26.4;37.6;;;30.4;39.0;30.0;31.67
484;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2016;50.4;18.1;61.3;64.0;54.3;;28.2;42.4;19.0;;35.1;36.4;35.2;35.96
485;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2017;48.4;17.8;67.8;69.0;58.5;;24.0;42.7;20.0;;31.7;44.0;34.6;36.36
486;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2018;52.1;17.8;68.7;73.8;53.8;;31.4;44.1;25.0;;39.8;44.1;32.8;31.31
487;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2019;49.4;17.3;67.2;67.9;57.4;;32.9;39.3;25.2;;39.1;49.6;31.9;30.64
488;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2020;51.4;18.2;67.2;69.0;59.0;;29.0;45.0;29.1;55.8;45.6;46.8;37.0;29.59
489;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2021;52.8;13.4;66.9;64.9;59.2;67.3;34.9;38.2;20.1;;31.5;57.7;31.8;24.32
490;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2022;52.8;20.8;72.8;70.1;60.1;69.9;38.7;48.6;22.5;54.5;29.8;54.7;44.8;34.17
491;Herkomst: geboren in Europa (excl.NL);Ondergrens 95%-interval;2023;53.1;18.6;67.4;66.3;59.4;65.5;30.0;45.9;19.2;55.1;27.5;51.5;45.0;32.5
492;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2012;64.1;37.4;73.0;73.9;59.0;;40.5;56.3;;;47.6;61.2;51.0;54.11
493;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2013;60.4;24.1;77.2;71.2;62.9;;40.2;50.0;;;43.2;52.1;36.6;42.75
494;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2014;62.1;29.0;70.4;74.1;62.1;;38.4;58.8;;;46.2;49.0;40.0;42.51
495;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2015;62.8;37.3;77.2;72.2;66.7;;40.0;52.3;;;44.9;53.5;44.0;46.1
496;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2016;64.4;31.1;74.8;76.9;68.8;;41.9;57.0;31.4;;49.6;50.5;49.3;50.53
