ID;Geslacht;PositieInDeEersteWerkkring;PositieInDeTweedeWerkkring;Persoonskenmerken;Perioden;Werknemer_1
5401;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2008 1e kwartaal;61
5402;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2008 2e kwartaal;58
5403;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2008 3e kwartaal;54
5404;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2008 4e kwartaal;51
5405;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2008;56
5406;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2009 1e kwartaal;52
5407;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2009 2e kwartaal;56
5408;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2009 3e kwartaal;57
5409;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2009 4e kwartaal;61
5410;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2009;56
5411;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2010 1e kwartaal;56
5412;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2010 2e kwartaal;53
5413;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2010 3e kwartaal;55
5414;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2010 4e kwartaal;64
5415;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2010;57
5416;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2011 1e kwartaal;57
5417;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2011 2e kwartaal;58
5418;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2011 3e kwartaal;58
5419;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2011 4e kwartaal;58
5420;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2011;58
5421;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2012 1e kwartaal;61
5422;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2012 2e kwartaal;56
5423;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2012 3e kwartaal;57
5424;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2012 4e kwartaal;80
5425;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2012;63
5426;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2013 1e kwartaal;112
5427;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2013 2e kwartaal;110
5428;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2013 3e kwartaal;112
5429;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2013 4e kwartaal;108
5430;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2013;110
5431;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2014 1e kwartaal;76
5432;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2014 2e kwartaal;65
5433;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2014 3e kwartaal;54
5434;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2014 4e kwartaal;49
5435;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2014;61
5436;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2015 1e kwartaal;54
5437;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2015 2e kwartaal;56
5438;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2015 3e kwartaal;56
5439;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2015 4e kwartaal;53
5440;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2015;55
5441;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2016 1e kwartaal;66
5442;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2016 2e kwartaal;75
5443;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2016 3e kwartaal;79
5444;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2016 4e kwartaal;75
5445;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2016;74
5446;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2017 1e kwartaal;79
5447;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2017 2e kwartaal;81
5448;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2017 3e kwartaal;82
5449;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2017 4e kwartaal;82
5450;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2017;81
5451;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2018 1e kwartaal;83
5452;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2018 2e kwartaal;79
5453;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2018 3e kwartaal;79
5454;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2018 4e kwartaal;87
5455;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2018;82
5456;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2019 1e kwartaal;85
5457;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2019 2e kwartaal;89
5458;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2019 3e kwartaal;91
5459;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2019 4e kwartaal;95
5460;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2019;90
5461;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2020 1e kwartaal;92
5462;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2020 2e kwartaal;91
5463;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2020 3e kwartaal;94
5464;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2020 4e kwartaal;84
5465;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2020;90
5466;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2021 1e kwartaal;43
5467;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2021 2e kwartaal;42
5468;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2021 3e kwartaal;41
5469;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2021 4e kwartaal;41
5470;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2021;42
5471;Totaal mannen en vrouwen;Totaal;Persoon zonder tweede werkkring;Onderwijsniveau: weet niet of onbekend;2022 1e kwartaal;38
5472;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2003 1e kwartaal;261
5473;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2003 2e kwartaal;274
5474;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2003 3e kwartaal;271
5475;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2003 4e kwartaal;275
5476;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2003;270
5477;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2004 1e kwartaal;265
5478;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2004 2e kwartaal;275
5479;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2004 3e kwartaal;273
5480;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2004 4e kwartaal;268
5481;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2004;270
5482;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2005 1e kwartaal;273
5483;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2005 2e kwartaal;280
5484;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2005 3e kwartaal;291
5485;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2005 4e kwartaal;284
5486;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2005;282
5487;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2006 1e kwartaal;279
5488;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2006 2e kwartaal;301
5489;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2006 3e kwartaal;305
5490;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2006 4e kwartaal;302
5491;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2006;297
5492;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2007 1e kwartaal;309
5493;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2007 2e kwartaal;342
5494;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2007 3e kwartaal;347
5495;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2007 4e kwartaal;334
5496;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2007;333
5497;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2008 1e kwartaal;338
5498;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2008 2e kwartaal;351
5499;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2008 3e kwartaal;341
5500;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2008 4e kwartaal;352
5501;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2008;346
5502;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2009 1e kwartaal;346
5503;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2009 2e kwartaal;358
5504;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2009 3e kwartaal;350
5505;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2009 4e kwartaal;341
5506;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2009;349
5507;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2010 1e kwartaal;331
5508;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2010 2e kwartaal;352
5509;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2010 3e kwartaal;345
5510;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2010 4e kwartaal;318
5511;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2010;337
5512;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2011 1e kwartaal;308
5513;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2011 2e kwartaal;316
5514;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2011 3e kwartaal;325
5515;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2011 4e kwartaal;338
5516;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2011;322
5517;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2012 1e kwartaal;326
5518;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2012 2e kwartaal;335
5519;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2012 3e kwartaal;324
5520;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2012 4e kwartaal;330
5521;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2012;329
5522;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2013 1e kwartaal;344
5523;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2013 2e kwartaal;366
5524;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2013 3e kwartaal;361
5525;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2013 4e kwartaal;356
5526;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2013;357
5527;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2014 1e kwartaal;342
5528;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2014 2e kwartaal;352
5529;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2014 3e kwartaal;350
5530;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2014 4e kwartaal;337
5531;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2014;345
5532;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2015 1e kwartaal;333
5533;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2015 2e kwartaal;358
5534;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2015 3e kwartaal;370
5535;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2015 4e kwartaal;364
5536;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2015;356
5537;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2016 1e kwartaal;341
5538;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2016 2e kwartaal;350
5539;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2016 3e kwartaal;358
5540;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2016 4e kwartaal;339
5541;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2016;347
5542;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2017 1e kwartaal;332
5543;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2017 2e kwartaal;350
5544;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2017 3e kwartaal;353
5545;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2017 4e kwartaal;345
5546;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2017;345
5547;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2018 1e kwartaal;340
5548;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2018 2e kwartaal;349
5549;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2018 3e kwartaal;358
5550;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2018 4e kwartaal;344
5551;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2018;348
5552;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2019 1e kwartaal;331
5553;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2019 2e kwartaal;343
5554;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2019 3e kwartaal;346
5555;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2019 4e kwartaal;332
5556;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2019;338
5557;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2020 1e kwartaal;322
5558;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2020 2e kwartaal;303
5559;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2020 3e kwartaal;304
5560;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2020 4e kwartaal;301
5561;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2020;308
5562;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2021 1e kwartaal;427
5563;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2021 2e kwartaal;465
5564;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2021 3e kwartaal;470
5565;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2021 4e kwartaal;476
5566;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2021;459
5567;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2022 1e kwartaal;460
5568;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2003 1e kwartaal;35
5569;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2003 2e kwartaal;34
5570;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2003 3e kwartaal;29
5571;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2003 4e kwartaal;35
5572;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2003;33
5573;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2004 1e kwartaal;36
5574;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2004 2e kwartaal;35
5575;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2004 3e kwartaal;28
5576;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2004 4e kwartaal;32
5577;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2004;33
5578;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2005 1e kwartaal;38
5579;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2005 2e kwartaal;34
5580;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2005 3e kwartaal;31
5581;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2005 4e kwartaal;41
5582;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2005;36
5583;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2006 1e kwartaal;38
5584;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2006 2e kwartaal;37
5585;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2006 3e kwartaal;35
5586;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2006 4e kwartaal;42
5587;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2006;38
5588;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2007 1e kwartaal;41
5589;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2007 2e kwartaal;45
5590;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2007 3e kwartaal;40
5591;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2007 4e kwartaal;44
5592;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2007;43
5593;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2008 1e kwartaal;42
5594;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2008 2e kwartaal;45
5595;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2008 3e kwartaal;39
5596;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2008 4e kwartaal;48
5597;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2008;44
5598;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2009 1e kwartaal;48
5599;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2009 2e kwartaal;50
5600;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2009 3e kwartaal;43
5601;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2009 4e kwartaal;47
5602;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2009;47
5603;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2010 1e kwartaal;44
5604;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2010 2e kwartaal;47
5605;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2010 3e kwartaal;44
5606;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2010 4e kwartaal;39
5607;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2010;43
5608;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2011 1e kwartaal;41
5609;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2011 2e kwartaal;42
5610;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2011 3e kwartaal;43
5611;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2011 4e kwartaal;50
5612;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2011;44
5613;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2012 1e kwartaal;50
5614;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2012 2e kwartaal;46
5615;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2012 3e kwartaal;45
5616;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2012 4e kwartaal;52
5617;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2012;48
5618;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2013 1e kwartaal;55
5619;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2013 2e kwartaal;56
5620;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2013 3e kwartaal;51
5621;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2013 4e kwartaal;55
5622;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2013;54
5623;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2014 1e kwartaal;54
5624;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2014 2e kwartaal;58
5625;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2014 3e kwartaal;52
5626;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2014 4e kwartaal;54
5627;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2014;55
5628;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2015 1e kwartaal;54
5629;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2015 2e kwartaal;58
5630;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2015 3e kwartaal;52
5631;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2015 4e kwartaal;53
5632;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2015;54
5633;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2016 1e kwartaal;45
5634;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2016 2e kwartaal;50
5635;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2016 3e kwartaal;46
5636;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2016 4e kwartaal;46
5637;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2016;47
5638;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2017 1e kwartaal;49
5639;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2017 2e kwartaal;48
5640;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2017 3e kwartaal;47
5641;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2017 4e kwartaal;47
5642;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2017;48
5643;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2018 1e kwartaal;43
