ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;NederlandseBevolking_1;PersonenMetEenUitkering_2;PersonenMetWAOWajongWAZUitkering_3;PersonenMetEenABWUitkering_4;PersonenMetWWUitkering_5;PersonenMetIOAWIOAZUitkering_6;PersonenMetEenUitkering_7;PersonenMetWAOWajongWAZUitkering_8;PersonenMetEenABWUitkering_9;PersonenMetWWUitkering_10;PersonenMetIOAWIOAZUitkering_11
2477;Mannen;45 tot 50 jaar;Autochtonen;2001;491.6;65.3;53.4;8.2;5.5;0.2;13.3;10.9;1.7;1.1;0.0
2478;Mannen;45 tot 50 jaar;Autochtonen;2002;494.3;65.9;51.7;8.2;8.0;0.2;13.3;10.5;1.7;1.6;0.0
2479;Mannen;45 tot 50 jaar;Autochtonen;2003;498.6;67.5;49.2;8.5;12.4;0.2;13.5;9.9;1.7;2.5;0.0
2480;Mannen;45 tot 50 jaar;Allochtonen;1999;89.8;20.9;10.7;8.8;2.4;0.2;23.3;11.9;9.8;2.6;0.2
2481;Mannen;45 tot 50 jaar;Allochtonen;2000;90.8;19.9;10.6;8.2;1.9;0.1;21.9;11.7;9.0;2.1;0.1
2482;Mannen;45 tot 50 jaar;Allochtonen;2001;93.8;20.1;10.9;8.2;1.9;0.1;21.4;11.6;8.7;2.0;0.1
2483;Mannen;45 tot 50 jaar;Allochtonen;2002;95.7;21.1;10.9;8.3;2.8;0.1;22.1;11.3;8.7;2.9;0.1
2484;Mannen;45 tot 50 jaar;Allochtonen;2003;98.3;23.6;11.0;9.2;4.6;0.1;24.0;11.2;9.3;4.6;0.1
2485;Mannen;45 tot 50 jaar;Allochtonen, 1e generatie;1999;58.1;15.8;7.1;7.7;1.7;0.1;27.2;12.2;13.2;3.0;0.2
2486;Mannen;45 tot 50 jaar;Allochtonen, 1e generatie;2000;58.9;15.0;7.1;7.2;1.4;0.1;25.5;12.0;12.2;2.4;0.2
2487;Mannen;45 tot 50 jaar;Allochtonen, 1e generatie;2001;62.4;15.5;7.5;7.3;1.4;0.1;24.9;12.0;11.7;2.2;0.2
2488;Mannen;45 tot 50 jaar;Allochtonen, 1e generatie;2002;64.6;16.4;7.6;7.5;2.1;0.1;25.4;11.8;11.6;3.2;0.1
2489;Mannen;45 tot 50 jaar;Allochtonen, 1e generatie;2003;66.8;18.6;7.8;8.3;3.4;0.1;27.8;11.7;12.4;5.1;0.1
2490;Mannen;45 tot 50 jaar;Allochtonen, 2e generatie;1999;31.7;5.2;3.6;1.1;0.6;0.0;16.3;11.3;3.6;2.0;0.1
2491;Mannen;45 tot 50 jaar;Allochtonen, 2e generatie;2000;31.8;4.9;3.5;1.0;0.5;0.0;15.3;11.1;3.0;1.6;0.0
2492;Mannen;45 tot 50 jaar;Allochtonen, 2e generatie;2001;31.4;4.6;3.4;0.9;0.5;0.0;14.7;10.8;2.7;1.5;0.0
2493;Mannen;45 tot 50 jaar;Allochtonen, 2e generatie;2002;31.2;4.7;3.3;0.9;0.8;0.0;15.1;10.5;2.7;2.4;0.0
2494;Mannen;45 tot 50 jaar;Allochtonen, 2e generatie;2003;31.5;5.0;3.1;0.9;1.1;0.0;15.8;10.0;2.8;3.6;0.0
2495;Mannen;45 tot 50 jaar;Westerse allochtonen;1999;55.7;9.0;5.7;2.5;1.1;0.0;16.1;10.2;4.4;2.1;0.0
2496;Mannen;45 tot 50 jaar;Westerse allochtonen;2000;54.7;8.2;5.5;2.1;0.9;0.0;15.0;10.0;3.8;1.7;0.0
2497;Mannen;45 tot 50 jaar;Westerse allochtonen;2001;53.8;7.7;5.2;1.9;0.8;0.0;14.3;9.7;3.5;1.6;0.0
2498;Mannen;45 tot 50 jaar;Westerse allochtonen;2002;53.1;7.9;5.0;1.9;1.3;0.0;14.8;9.4;3.5;2.4;0.0
2499;Mannen;45 tot 50 jaar;Westerse allochtonen;2003;52.6;8.4;4.8;1.9;2.0;0.0;15.9;9.1;3.7;3.8;0.0
2500;Mannen;45 tot 50 jaar;Westerse allochtonen, 1e generatie;1999;24.8;3.9;2.2;1.4;0.5;0.0;15.8;8.8;5.5;2.1;0.0
2501;Mannen;45 tot 50 jaar;Westerse allochtonen, 1e generatie;2000;23.6;3.5;2.0;1.2;0.4;0.0;14.7;8.5;5.0;1.9;0.1
2502;Mannen;45 tot 50 jaar;Westerse allochtonen, 1e generatie;2001;23.3;3.3;1.9;1.1;0.4;0.0;14.0;8.2;4.7;1.7;0.0
2503;Mannen;45 tot 50 jaar;Westerse allochtonen, 1e generatie;2002;22.9;3.3;1.8;1.1;0.6;0.0;14.5;8.0;4.6;2.4;0.0
2504;Mannen;45 tot 50 jaar;Westerse allochtonen, 1e generatie;2003;22.1;3.6;1.7;1.1;0.9;0.0;16.1;7.8;4.9;4.2;0.0
2505;Mannen;45 tot 50 jaar;Westerse allochtonen, 2e generatie;1999;30.9;5.0;3.5;1.1;0.6;0.0;16.3;11.3;3.5;2.0;0.0
2506;Mannen;45 tot 50 jaar;Westerse allochtonen, 2e generatie;2000;31.0;4.7;3.4;0.9;0.5;0.0;15.3;11.1;3.0;1.6;0.0
2507;Mannen;45 tot 50 jaar;Westerse allochtonen, 2e generatie;2001;30.6;4.5;3.3;0.8;0.5;0.0;14.6;10.9;2.7;1.5;0.0
2508;Mannen;45 tot 50 jaar;Westerse allochtonen, 2e generatie;2002;30.2;4.6;3.2;0.8;0.7;0.0;15.1;10.5;2.7;2.4;0.0
2509;Mannen;45 tot 50 jaar;Westerse allochtonen, 2e generatie;2003;30.5;4.8;3.1;0.9;1.1;0.0;15.8;10.0;2.8;3.6;0.0
2510;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;1999;34.1;12.0;5.0;6.3;1.2;0.1;35.1;14.6;18.6;3.6;0.4
2511;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2000;36.1;11.7;5.2;6.1;1.0;0.1;32.4;14.3;16.8;2.7;0.3
2512;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2001;40.0;12.4;5.6;6.3;1.0;0.1;31.0;14.1;15.7;2.6;0.3
2513;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2002;42.6;13.3;5.9;6.5;1.5;0.1;31.1;13.7;15.2;3.6;0.2
2514;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2003;45.7;15.2;6.2;7.2;2.5;0.1;33.3;13.6;15.8;5.6;0.2
2515;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 1e generatie;1999;33.3;11.8;4.9;6.3;1.2;0.1;35.6;14.7;18.9;3.6;0.4
2516;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 1e generatie;2000;35.3;11.5;5.1;6.0;1.0;0.1;32.7;14.3;17.0;2.7;0.3
2517;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 1e generatie;2001;39.1;12.3;5.6;6.2;1.0;0.1;31.4;14.2;15.9;2.6;0.3
2518;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 1e generatie;2002;41.6;13.1;5.8;6.4;1.5;0.1;31.5;13.8;15.4;3.6;0.2
2519;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 1e generatie;2003;44.6;15.0;6.1;7.2;2.5;0.1;33.7;13.7;16.1;5.6;0.2
2520;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 2e generatie;1999;0.8;0.1;0.1;0.0;0.0;0.0;16.9;9.8;5.7;1.7;0.1
2521;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 2e generatie;2000;0.8;0.1;0.1;0.0;0.0;0.0;17.7;10.7;5.7;1.8;0.1
2522;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 2e generatie;2001;0.9;0.1;0.1;0.1;0.0;0.0;16.4;9.5;5.8;1.7;0.1
2523;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 2e generatie;2002;1.0;0.2;0.1;0.0;0.0;0.0;15.9;9.1;4.7;2.6;0.0
2524;Mannen;45 tot 50 jaar;Niet-westerse allochtonen, 2e generatie;2003;1.1;0.2;0.1;0.0;0.0;0.0;16.6;8.6;4.3;4.3;0.0
2525;Mannen;45 tot 50 jaar;Marokkanen;1999;4.5;2.3;1.2;1.1;0.2;0.0;51.4;25.9;24.4;4.5;0.7
2526;Mannen;45 tot 50 jaar;Marokkanen;2000;4.4;2.2;1.2;1.0;0.1;0.0;49.6;26.7;23.0;3.3;0.6
2527;Mannen;45 tot 50 jaar;Marokkanen;2001;4.8;2.3;1.2;1.0;0.2;0.0;47.2;25.7;21.4;3.6;0.5
2528;Mannen;45 tot 50 jaar;Marokkanen;2002;5.1;2.4;1.3;1.0;0.2;0.0;46.8;25.4;20.5;4.3;0.3
2529;Mannen;45 tot 50 jaar;Marokkanen;2003;5.6;2.7;1.4;1.2;0.4;0.0;47.8;24.7;20.6;6.3;0.4
2530;Mannen;45 tot 50 jaar;Marokkanen, 1e generatie;1999;4.5;2.3;1.2;1.1;0.2;0.0;51.2;25.7;24.3;4.5;0.7
2531;Mannen;45 tot 50 jaar;Marokkanen, 1e generatie;2000;4.4;2.2;1.2;1.0;0.1;0.0;49.6;26.7;23.0;3.3;0.6
2532;Mannen;45 tot 50 jaar;Marokkanen, 1e generatie;2001;4.8;2.3;1.2;1.0;0.2;0.0;47.2;25.7;21.4;3.6;0.5
2533;Mannen;45 tot 50 jaar;Marokkanen, 1e generatie;2002;5.1;2.4;1.3;1.0;0.2;0.0;46.8;25.4;20.5;4.3;0.3
2534;Mannen;45 tot 50 jaar;Marokkanen, 1e generatie;2003;5.6;2.7;1.4;1.2;0.4;0.0;47.8;24.7;20.6;6.3;0.4
2535;Mannen;45 tot 50 jaar;Marokkanen, 2e generatie;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
2536;Mannen;45 tot 50 jaar;Marokkanen, 2e generatie;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
2537;Mannen;45 tot 50 jaar;Marokkanen, 2e generatie;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
2538;Mannen;45 tot 50 jaar;Marokkanen, 2e generatie;2002;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
2539;Mannen;45 tot 50 jaar;Marokkanen, 2e generatie;2003;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
2540;Mannen;45 tot 50 jaar;Turken;1999;4.8;2.5;1.5;1.0;0.3;0.1;52.9;30.7;20.4;6.0;1.3
2541;Mannen;45 tot 50 jaar;Turken;2000;4.9;2.4;1.4;0.8;0.2;0.0;48.2;29.6;16.9;5.0;0.9
2542;Mannen;45 tot 50 jaar;Turken;2001;5.9;2.7;1.7;0.9;0.2;0.1;45.8;29.3;15.3;3.8;0.9
2543;Mannen;45 tot 50 jaar;Turken;2002;6.4;2.9;1.8;0.9;0.3;0.0;44.9;28.3;14.1;5.3;0.6
2544;Mannen;45 tot 50 jaar;Turken;2003;7.3;3.3;2.0;1.0;0.5;0.0;44.8;27.3;13.5;6.9;0.6
2545;Mannen;45 tot 50 jaar;Turken, 1e generatie;1999;4.8;2.5;1.5;1.0;0.3;0.1;53.0;30.7;20.5;6.0;1.3
2546;Mannen;45 tot 50 jaar;Turken, 1e generatie;2000;4.9;2.4;1.4;0.8;0.2;0.0;48.2;29.5;17.0;5.0;0.9
2547;Mannen;45 tot 50 jaar;Turken, 1e generatie;2001;5.9;2.7;1.7;0.9;0.2;0.1;45.8;29.3;15.3;3.8;0.9
2548;Mannen;45 tot 50 jaar;Turken, 1e generatie;2002;6.4;2.9;1.8;0.9;0.3;0.0;45.0;28.3;14.1;5.3;0.6
2549;Mannen;45 tot 50 jaar;Turken, 1e generatie;2003;7.3;3.3;2.0;1.0;0.5;0.0;44.8;27.3;13.5;6.9;0.6
2550;Mannen;45 tot 50 jaar;Turken, 2e generatie;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
2551;Mannen;45 tot 50 jaar;Turken, 2e generatie;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
2552;Mannen;45 tot 50 jaar;Turken, 2e generatie;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
2553;Mannen;45 tot 50 jaar;Turken, 2e generatie;2002;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
2554;Mannen;45 tot 50 jaar;Turken, 2e generatie;2003;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
2555;Mannen;45 tot 50 jaar;Surinamers;1999;9.7;2.8;1.4;1.2;0.2;0.0;28.8;14.4;12.8;2.4;0.1
2556;Mannen;45 tot 50 jaar;Surinamers;2000;10.3;2.8;1.5;1.2;0.2;0.0;27.3;14.2;11.9;1.8;0.2
2557;Mannen;45 tot 50 jaar;Surinamers;2001;10.8;2.7;1.5;1.2;0.2;0.0;25.3;13.5;10.7;1.7;0.1
2558;Mannen;45 tot 50 jaar;Surinamers;2002;11.2;2.9;1.5;1.2;0.3;0.0;25.5;13.0;10.4;2.8;0.1
2559;Mannen;45 tot 50 jaar;Surinamers;2003;11.4;3.0;1.4;1.2;0.5;0.0;26.7;12.3;10.7;4.6;0.1
2560;Mannen;45 tot 50 jaar;Surinamers, 1e generatie;1999;9.4;2.7;1.4;1.2;0.2;0.0;29.1;14.6;13.0;2.4;0.1
2561;Mannen;45 tot 50 jaar;Surinamers, 1e generatie;2000;10.0;2.7;1.4;1.2;0.2;0.0;27.5;14.3;12.0;1.8;0.2
2562;Mannen;45 tot 50 jaar;Surinamers, 1e generatie;2001;10.4;2.7;1.4;1.1;0.2;0.0;25.6;13.7;10.9;1.7;0.1
2563;Mannen;45 tot 50 jaar;Surinamers, 1e generatie;2002;10.7;2.8;1.4;1.1;0.3;0.0;25.9;13.2;10.6;2.8;0.1
2564;Mannen;45 tot 50 jaar;Surinamers, 1e generatie;2003;10.9;3.0;1.4;1.2;0.5;0.0;27.2;12.4;11.0;4.7;0.1
2565;Mannen;45 tot 50 jaar;Surinamers, 2e generatie;1999;0.4;0.1;0.0;0.0;0.0;0.0;19.1;10.0;7.1;2.0;0.3
2566;Mannen;45 tot 50 jaar;Surinamers, 2e generatie;2000;0.4;0.1;0.0;0.0;0.0;0.0;20.5;11.0;7.4;2.5;0.3
2567;Mannen;45 tot 50 jaar;Surinamers, 2e generatie;2001;0.4;0.1;0.0;0.0;0.0;0.0;16.3;9.3;5.5;2.3;0.3
2568;Mannen;45 tot 50 jaar;Surinamers, 2e generatie;2002;0.5;0.1;0.0;0.0;0.0;0.0;16.1;8.9;5.2;2.6;0.0
2569;Mannen;45 tot 50 jaar;Surinamers, 2e generatie;2003;0.5;0.1;0.0;0.0;0.0;0.0;16.2;9.4;4.4;3.4;0.0
2570;Mannen;45 tot 50 jaar;Antillianen en Arubanen;1999;2.8;0.7;0.2;0.4;0.1;0.0;25.6;7.3;15.6;3.4;0.0
2571;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2000;3.0;0.7;0.2;0.4;0.1;0.0;23.8;7.6;14.6;2.2;0.0
2572;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2001;3.3;0.8;0.3;0.5;0.1;0.0;23.4;7.6;14.2;2.0;0.0
2573;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2002;3.5;0.9;0.3;0.5;0.1;0.0;25.1;7.5;14.4;3.7;0.0
2574;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2003;3.6;1.0;0.3;0.6;0.2;0.0;28.8;7.7;15.7;6.4;0.0
2575;Mannen;45 tot 50 jaar;Antillianen, 1e generatie;1999;2.7;0.7;0.2;0.4;0.1;0.0;25.8;7.1;16.0;3.5;0.0
2576;Mannen;45 tot 50 jaar;Antillianen, 1e generatie;2000;2.9;0.7;0.2;0.4;0.1;0.0;24.1;7.4;15.0;2.2;0.0
2577;Mannen;45 tot 50 jaar;Antillianen, 1e generatie;2001;3.2;0.8;0.2;0.5;0.1;0.0;23.6;7.4;14.5;2.0;0.0
2578;Mannen;45 tot 50 jaar;Antillianen, 1e generatie;2002;3.4;0.9;0.2;0.5;0.1;0.0;25.5;7.4;14.8;3.8;0.0
2579;Mannen;45 tot 50 jaar;Antillianen, 1e generatie;2003;3.5;1.0;0.3;0.6;0.2;0.0;29.4;7.7;16.2;6.5;0.0
2580;Mannen;45 tot 50 jaar;Antillianen, 2e generatie;1999;0.1;0.0;0.0;0.0;0.0;0.0;22.7;17.3;5.3;1.3;0.0
2581;Mannen;45 tot 50 jaar;Antillianen, 2e generatie;2000;0.1;0.0;0.0;0.0;0.0;0.0;15.5;12.6;2.9;1.0;0.0
2582;Mannen;45 tot 50 jaar;Antillianen, 2e generatie;2001;0.1;0.0;0.0;0.0;0.0;0.0;18.3;12.5;5.8;0.8;0.0
2583;Mannen;45 tot 50 jaar;Antillianen, 2e generatie;2002;0.1;0.0;0.0;0.0;0.0;0.0;16.6;10.3;5.5;1.4;0.0
2584;Mannen;45 tot 50 jaar;Antillianen, 2e generatie;2003;0.2;0.0;0.0;0.0;0.0;0.0;16.4;7.6;4.7;4.1;0.0
2585;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;1999;12.3;3.6;0.7;2.6;0.4;0.0;29.5;6.0;21.1;3.2;0.1
2586;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2000;13.4;3.6;0.8;2.5;0.3;0.0;26.8;6.2;18.9;2.5;0.1
2587;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2001;15.1;3.9;0.9;2.7;0.4;0.0;25.9;6.3;18.0;2.4;0.1
2588;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2002;16.4;4.3;1.0;2.8;0.5;0.0;25.9;6.3;17.3;3.2;0.0
2589;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2003;17.8;5.2;1.1;3.3;0.9;0.0;29.0;6.4;18.5;5.2;0.0
2590;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 1e gen.;1999;11.9;3.6;0.7;2.6;0.4;0.0;30.0;6.0;21.6;3.3;0.1
2591;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 1e gen.;2000;13.1;3.5;0.8;2.5;0.3;0.0;27.1;6.1;19.2;2.5;0.1
2592;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 1e gen.;2001;14.7;3.8;0.9;2.7;0.4;0.0;26.1;6.2;18.2;2.5;0.1
2593;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 1e gen.;2002;16.0;4.2;1.0;2.8;0.5;0.0;26.2;6.2;17.6;3.2;0.0
2594;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 1e gen.;2003;17.4;5.1;1.1;3.3;0.9;0.0;29.3;6.4;18.9;5.2;0.0
2595;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 2e gen.;1999;0.4;0.0;0.0;0.0;0.0;0.0;12.6;7.1;4.3;1.4;0.0
2596;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 2e gen.;2000;0.4;0.1;0.0;0.0;0.0;0.0;14.2;8.8;4.6;1.4;0.0
2597;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 2e gen.;2001;0.4;0.1;0.0;0.0;0.0;0.0;15.4;8.4;5.9;1.4;0.0
2598;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 2e gen.;2002;0.4;0.1;0.0;0.0;0.0;0.0;15.2;8.5;3.7;3.2;0.0
2599;Mannen;45 tot 50 jaar;Overige niet-westerse allocht, 2e gen.;2003;0.4;0.1;0.0;0.0;0.0;0.0;16.8;7.8;3.9;5.7;0.0
2600;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;1999;582.7;123.4;98.0;17.6;11.6;0.8;21.2;16.8;3.0;2.0;0.1
2601;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2000;600.6;123.5;100.0;17.0;10.2;0.7;20.6;16.6;2.8;1.7;0.1
2602;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2001;581.3;117.0;95.7;16.1;8.5;0.7;20.1;16.5;2.8;1.5;0.1
2603;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2002;569.8;114.3;90.8;15.6;11.4;0.6;20.1;15.9;2.7;2.0;0.1
2604;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2003;563.5;114.1;85.6;16.2;16.5;0.6;20.2;15.2;2.9;2.9;0.1
2605;Mannen;50 tot 55 jaar;Autochtonen;1999;498.6;98.7;82.0;10.2;9.3;0.6;19.8;16.5;2.0;1.9;0.1
2606;Mannen;50 tot 55 jaar;Autochtonen;2000;512.3;98.7;83.7;9.5;8.1;0.5;19.3;16.3;1.9;1.6;0.1
2607;Mannen;50 tot 55 jaar;Autochtonen;2001;492.6;92.9;79.9;8.7;6.7;0.4;18.9;16.2;1.8;1.4;0.1
2608;Mannen;50 tot 55 jaar;Autochtonen;2002;481.4;90.3;75.8;8.2;9.0;0.4;18.8;15.7;1.7;1.9;0.1
2609;Mannen;50 tot 55 jaar;Autochtonen;2003;475.7;89.4;71.4;8.4;12.8;0.3;18.8;15.0;1.8;2.7;0.1
2610;Mannen;50 tot 55 jaar;Allochtonen;1999;84.1;24.7;16.0;7.5;2.2;0.3;29.4;19.0;8.9;2.7;0.3
2611;Mannen;50 tot 55 jaar;Allochtonen;2000;88.3;24.8;16.3;7.5;2.0;0.2;28.1;18.4;8.5;2.3;0.3
2612;Mannen;50 tot 55 jaar;Allochtonen;2001;88.7;24.2;15.8;7.4;1.8;0.2;27.2;17.8;8.3;2.1;0.3
2613;Mannen;50 tot 55 jaar;Allochtonen;2002;88.4;24.0;15.1;7.4;2.5;0.3;27.2;17.0;8.4;2.8;0.3
2614;Mannen;50 tot 55 jaar;Allochtonen;2003;87.8;24.7;14.2;7.8;3.8;0.2;28.1;16.2;8.9;4.3;0.3
2615;Mannen;50 tot 55 jaar;Allochtonen, 1e generatie;1999;52.2;17.7;10.4;6.5;1.6;0.2;33.9;19.9;12.4;3.0;0.4
2616;Mannen;50 tot 55 jaar;Allochtonen, 1e generatie;2000;55.7;17.8;10.6;6.5;1.5;0.2;32.0;19.1;11.7;2.6;0.4
2617;Mannen;50 tot 55 jaar;Allochtonen, 1e generatie;2001;57.0;17.6;10.5;6.5;1.3;0.2;30.8;18.4;11.4;2.3;0.4
2618;Mannen;50 tot 55 jaar;Allochtonen, 1e generatie;2002;57.3;17.7;10.2;6.6;1.8;0.2;30.9;17.7;11.5;3.1;0.4
2619;Mannen;50 tot 55 jaar;Allochtonen, 1e generatie;2003;57.0;18.3;9.6;6.9;2.7;0.2;32.1;16.8;12.1;4.7;0.4
2620;Mannen;50 tot 55 jaar;Allochtonen, 2e generatie;1999;31.9;7.0;5.6;1.0;0.6;0.0;22.0;17.5;3.0;2.0;0.1
2621;Mannen;50 tot 55 jaar;Allochtonen, 2e generatie;2000;32.6;7.0;5.6;1.0;0.6;0.0;21.4;17.3;2.9;1.7;0.1
2622;Mannen;50 tot 55 jaar;Allochtonen, 2e generatie;2001;31.7;6.6;5.3;0.9;0.5;0.0;20.7;16.8;2.9;1.6;0.1
2623;Mannen;50 tot 55 jaar;Allochtonen, 2e generatie;2002;31.1;6.3;4.9;0.9;0.7;0.0;20.4;15.8;2.8;2.3;0.1
2624;Mannen;50 tot 55 jaar;Allochtonen, 2e generatie;2003;30.8;6.4;4.6;0.9;1.1;0.0;20.7;15.0;3.0;3.5;0.1
2625;Mannen;50 tot 55 jaar;Westerse allochtonen;1999;58.5;12.8;9.4;2.4;1.4;0.1;21.8;16.1;4.1;2.3;0.1
2626;Mannen;50 tot 55 jaar;Westerse allochtonen;2000;60.8;12.7;9.5;2.3;1.2;0.1;20.9;15.7;3.8;2.0;0.1
2627;Mannen;50 tot 55 jaar;Westerse allochtonen;2001;60.2;12.2;9.2;2.2;1.1;0.0;20.2;15.3;3.6;1.9;0.1
2628;Mannen;50 tot 55 jaar;Westerse allochtonen;2002;58.1;11.7;8.5;2.1;1.5;0.0;20.1;14.6;3.6;2.6;0.1
2629;Mannen;50 tot 55 jaar;Westerse allochtonen;2003;56.1;11.6;7.8;2.1;2.2;0.0;20.7;13.8;3.8;3.9;0.1
2630;Mannen;50 tot 55 jaar;Westerse allochtonen, 1e generatie;1999;27.3;5.9;3.9;1.5;0.7;0.0;21.6;14.3;5.4;2.7;0.1
2631;Mannen;50 tot 55 jaar;Westerse allochtonen, 1e generatie;2000;28.9;5.9;4.0;1.4;0.7;0.0;20.3;13.8;4.9;2.3;0.1
2632;Mannen;50 tot 55 jaar;Westerse allochtonen, 1e generatie;2001;29.1;5.7;4.0;1.3;0.6;0.0;19.6;13.7;4.4;2.2;0.1
2633;Mannen;50 tot 55 jaar;Westerse allochtonen, 1e generatie;2002;27.7;5.5;3.7;1.2;0.8;0.0;19.8;13.3;4.4;2.9;0.1
2634;Mannen;50 tot 55 jaar;Westerse allochtonen, 1e generatie;2003;26.1;5.4;3.2;1.2;1.2;0.0;20.8;12.5;4.7;4.5;0.1
2635;Mannen;50 tot 55 jaar;Westerse allochtonen, 2e generatie;1999;31.2;6.9;5.5;0.9;0.6;0.0;22.0;17.6;3.0;2.0;0.1
2636;Mannen;50 tot 55 jaar;Westerse allochtonen, 2e generatie;2000;31.9;6.8;5.5;0.9;0.6;0.0;21.4;17.3;2.9;1.7;0.1
2637;Mannen;50 tot 55 jaar;Westerse allochtonen, 2e generatie;2001;31.0;6.5;5.2;0.9;0.5;0.0;20.8;16.9;2.8;1.6;0.1
2638;Mannen;50 tot 55 jaar;Westerse allochtonen, 2e generatie;2002;30.4;6.2;4.8;0.8;0.7;0.0;20.4;15.9;2.8;2.3;0.1
2639;Mannen;50 tot 55 jaar;Westerse allochtonen, 2e generatie;2003;30.1;6.2;4.5;0.9;1.0;0.0;20.7;15.0;2.9;3.5;0.1
2640;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;1999;25.6;11.9;6.6;5.1;0.9;0.2;46.6;25.8;19.7;3.5;0.8
2641;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2000;27.5;12.1;6.7;5.2;0.8;0.2;44.0;24.4;18.7;3.0;0.7
2642;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2001;28.6;12.0;6.6;5.2;0.7;0.2;42.0;23.0;18.4;2.5;0.7
2643;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2002;30.3;12.3;6.6;5.4;1.0;0.2;40.8;21.7;17.8;3.2;0.7
2644;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2003;31.7;13.1;6.4;5.7;1.5;0.2;41.1;20.3;18.0;4.9;0.6
2645;Mannen;50 tot 55 jaar;Niet-westerse allochtonen, 1e generatie;1999;24.9;11.8;6.5;5.0;0.9;0.2;47.3;26.1;20.1;3.5;0.8
2646;Mannen;50 tot 55 jaar;Niet-westerse allochtonen, 1e generatie;2000;26.8;12.0;6.6;5.1;0.8;0.2;44.7;24.8;19.1;3.0;0.7
2647;Mannen;50 tot 55 jaar;Niet-westerse allochtonen, 1e generatie;2001;27.8;11.9;6.5;5.2;0.7;0.2;42.6;23.3;18.7;2.5;0.7
2648;Mannen;50 tot 55 jaar;Niet-westerse allochtonen, 1e generatie;2002;29.6;12.2;6.5;5.3;0.9;0.2;41.2;21.9;18.1;3.2;0.7
2649;Mannen;50 tot 55 jaar;Niet-westerse allochtonen, 1e generatie;2003;31.0;12.9;6.3;5.7;1.5;0.2;41.6;20.5;18.3;4.9;0.6
2650;Mannen;50 tot 55 jaar;Niet-westerse allochtonen, 2e generatie;1999;0.7;0.1;0.1;0.0;0.0;0.0;19.9;12.2;6.0;2.4;0.3
