ID;Geslacht;Persoonskenmerken;Beroepsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
2459;Mannen;Herkomst: autochtoon;Beroepsniveau 4;O Openbaar bestuur en overheidsdiensten;2010;108.6;30.5
2460;Mannen;Herkomst: autochtoon;Beroepsniveau 4;P Onderwijs;2010;134.0;29.7
2461;Mannen;Herkomst: autochtoon;Beroepsniveau 4;Q Gezondheids- en welzijnszorg;2010;72.1;32.2
2462;Mannen;Herkomst: autochtoon;Beroepsniveau 4;R-U Cultuur, recreatie, overige diensten;2010;29.9;28.4
2463;Mannen;Herkomst: autochtoon;Beroepsniveau 4;R Cultuur, sport en recreatie;2010;13.2;25.4
2464;Mannen;Herkomst: autochtoon;Beroepsniveau 4;S Overige dienstverlening;2010;16.7;30.4
2465;Mannen;Herkomst: allochtoon;Totaal;A-U Alle economische activiteiten;2010;655.3;20.0
2466;Mannen;Herkomst: allochtoon;Totaal;A-F Landbouw en nijverheid;2010;141.0;19.2
2467;Mannen;Herkomst: allochtoon;Totaal;A Landbouw, bosbouw en visserij;2010;4.0;15.0
2468;Mannen;Herkomst: allochtoon;Totaal;B-F Nijverheid en energie;2010;137.1;19.3
2469;Mannen;Herkomst: allochtoon;Totaal;B-E Nijverheid (geen bouw) en energie;2010;107.8;19.4
2470;Mannen;Herkomst: allochtoon;Totaal;B Delfstoffenwinning;2010;0.0;0.0
2471;Mannen;Herkomst: allochtoon;Totaal;C Industrie;2010;100.5;19.1
2472;Mannen;Herkomst: allochtoon;Totaal;D Energievoorziening;2010;0.0;0.0
2473;Mannen;Herkomst: allochtoon;Totaal;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2474;Mannen;Herkomst: allochtoon;Totaal;F Bouwnijverheid;2010;29.3;19.2
2475;Mannen;Herkomst: allochtoon;Totaal;G-N Commerciële dienstverlening;2010;390.3;19.0
2476;Mannen;Herkomst: allochtoon;Totaal;G-I Handel, vervoer en horeca;2010;188.9;16.9
2477;Mannen;Herkomst: allochtoon;Totaal;G Handel;2010;100.0;17.3
2478;Mannen;Herkomst: allochtoon;Totaal;H Vervoer en opslag;2010;44.7;19.1
2479;Mannen;Herkomst: allochtoon;Totaal;I Horeca;2010;44.2;12.4
2480;Mannen;Herkomst: allochtoon;Totaal;J Informatie en communicatie;2010;26.4;24.5
2481;Mannen;Herkomst: allochtoon;Totaal;K Financiële dienstverlening;2010;18.1;30.7
2482;Mannen;Herkomst: allochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;3.5;24.9
2483;Mannen;Herkomst: allochtoon;Totaal;M-N Zakelijke dienstverlening;2010;153.4;18.6
2484;Mannen;Herkomst: allochtoon;Totaal;M Specialistische zakelijke diensten;2010;38.3;26.3
2485;Mannen;Herkomst: allochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;115.1;15.4
2486;Mannen;Herkomst: allochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;123.9;23.7
2487;Mannen;Herkomst: allochtoon;Totaal;O-Q Overheid en zorg;2010;104.3;24.3
2488;Mannen;Herkomst: allochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;44.1;23.2
2489;Mannen;Herkomst: allochtoon;Totaal;P Onderwijs;2010;24.7;25.8
2490;Mannen;Herkomst: allochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;35.5;25.1
2491;Mannen;Herkomst: allochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;19.6;20.1
2492;Mannen;Herkomst: allochtoon;Totaal;R Cultuur, sport en recreatie;2010;10.6;20.7
2493;Mannen;Herkomst: allochtoon;Totaal;S Overige dienstverlening;2010;9.1;19.5
2494;Mannen;Herkomst: allochtoon;Beroepsniveau 1;A-U Alle economische activiteiten;2010;103.4;12.6
2495;Mannen;Herkomst: allochtoon;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;14.1;13.7
2496;Mannen;Herkomst: allochtoon;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2497;Mannen;Herkomst: allochtoon;Beroepsniveau 1;B-F Nijverheid en energie;2010;13.0;13.8
2498;Mannen;Herkomst: allochtoon;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;11.9;13.8
2499;Mannen;Herkomst: allochtoon;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
2500;Mannen;Herkomst: allochtoon;Beroepsniveau 1;C Industrie;2010;10.6;13.6
2501;Mannen;Herkomst: allochtoon;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
2502;Mannen;Herkomst: allochtoon;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2503;Mannen;Herkomst: allochtoon;Beroepsniveau 1;F Bouwnijverheid;2010;0.0;0.0
2504;Mannen;Herkomst: allochtoon;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;80.0;12.2
2505;Mannen;Herkomst: allochtoon;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;44.2;12.1
2506;Mannen;Herkomst: allochtoon;Beroepsniveau 1;G Handel;2010;26.8;12.1
2507;Mannen;Herkomst: allochtoon;Beroepsniveau 1;H Vervoer en opslag;2010;0.0;0.0
2508;Mannen;Herkomst: allochtoon;Beroepsniveau 1;I Horeca;2010;10.6;9.8
2509;Mannen;Herkomst: allochtoon;Beroepsniveau 1;J Informatie en communicatie;2010;0.0;0.0
2510;Mannen;Herkomst: allochtoon;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
2511;Mannen;Herkomst: allochtoon;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2512;Mannen;Herkomst: allochtoon;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;35.2;12.4
2513;Mannen;Herkomst: allochtoon;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;0.0;0.0
2514;Mannen;Herkomst: allochtoon;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;33.3;12.4
2515;Mannen;Herkomst: allochtoon;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;9.3;13.5
2516;Mannen;Herkomst: allochtoon;Beroepsniveau 1;O-Q Overheid en zorg;2010;7.5;14.1
2517;Mannen;Herkomst: allochtoon;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0
2518;Mannen;Herkomst: allochtoon;Beroepsniveau 1;P Onderwijs;2010;0.0;0.0
2519;Mannen;Herkomst: allochtoon;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;3.3;13.0
2520;Mannen;Herkomst: allochtoon;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0
2521;Mannen;Herkomst: allochtoon;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;0.0;0.0
2522;Mannen;Herkomst: allochtoon;Beroepsniveau 1;S Overige dienstverlening;2010;0.0;0.0
2523;Mannen;Herkomst: allochtoon;Beroepsniveau 2;A-U Alle economische activiteiten;2010;312.8;15.9
2524;Mannen;Herkomst: allochtoon;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;86.6;17.0
2525;Mannen;Herkomst: allochtoon;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2526;Mannen;Herkomst: allochtoon;Beroepsniveau 2;B-F Nijverheid en energie;2010;83.9;17.1
2527;Mannen;Herkomst: allochtoon;Beroepsniveau 2;B-E Nijverheid (geen bouw) en energie;2010;61.8;16.8
2528;Mannen;Herkomst: allochtoon;Beroepsniveau 2;B Delfstoffenwinning;2010;0.0;0.0
2529;Mannen;Herkomst: allochtoon;Beroepsniveau 2;C Industrie;2010;59.7;16.7
2530;Mannen;Herkomst: allochtoon;Beroepsniveau 2;D Energievoorziening;2010;0.0;0.0
2531;Mannen;Herkomst: allochtoon;Beroepsniveau 2;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2532;Mannen;Herkomst: allochtoon;Beroepsniveau 2;F Bouwnijverheid;2010;0.0;0.0
2533;Mannen;Herkomst: allochtoon;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;188.8;15.1
2534;Mannen;Herkomst: allochtoon;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;107.8;14.9
2535;Mannen;Herkomst: allochtoon;Beroepsniveau 2;G Handel;2010;50.8;15.0
2536;Mannen;Herkomst: allochtoon;Beroepsniveau 2;H Vervoer en opslag;2010;29.1;16.7
2537;Mannen;Herkomst: allochtoon;Beroepsniveau 2;I Horeca;2010;27.9;12.0
2538;Mannen;Herkomst: allochtoon;Beroepsniveau 2;J Informatie en communicatie;2010;4.0;16.6
2539;Mannen;Herkomst: allochtoon;Beroepsniveau 2;K Financiële dienstverlening;2010;4.0;20.2
2540;Mannen;Herkomst: allochtoon;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2541;Mannen;Herkomst: allochtoon;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;71.5;14.9
2542;Mannen;Herkomst: allochtoon;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;10.4;18.6
2543;Mannen;Herkomst: allochtoon;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;61.1;14.2
2544;Mannen;Herkomst: allochtoon;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;37.5;17.1
2545;Mannen;Herkomst: allochtoon;Beroepsniveau 2;O-Q Overheid en zorg;2010;29.5;17.5
2546;Mannen;Herkomst: allochtoon;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;15.7;18.4
2547;Mannen;Herkomst: allochtoon;Beroepsniveau 2;P Onderwijs;2010;4.2;15.3
2548;Mannen;Herkomst: allochtoon;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;9.5;16.4
2549;Mannen;Herkomst: allochtoon;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;8.0;15.4
2550;Mannen;Herkomst: allochtoon;Beroepsniveau 2;R Cultuur, sport en recreatie;2010;3.8;16.3
2551;Mannen;Herkomst: allochtoon;Beroepsniveau 2;S Overige dienstverlening;2010;4.2;14.7
2552;Mannen;Herkomst: allochtoon;Beroepsniveau 3;A-U Alle economische activiteiten;2010;98.7;22.1
2553;Mannen;Herkomst: allochtoon;Beroepsniveau 3;A-F Landbouw en nijverheid;2010;25.4;22.0
2554;Mannen;Herkomst: allochtoon;Beroepsniveau 3;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2555;Mannen;Herkomst: allochtoon;Beroepsniveau 3;B-F Nijverheid en energie;2010;25.3;22.0
2556;Mannen;Herkomst: allochtoon;Beroepsniveau 3;B-E Nijverheid (geen bouw) en energie;2010;21.2;21.7
2557;Mannen;Herkomst: allochtoon;Beroepsniveau 3;B Delfstoffenwinning;2010;0.0;0.0
2558;Mannen;Herkomst: allochtoon;Beroepsniveau 3;C Industrie;2010;19.3;21.5
2559;Mannen;Herkomst: allochtoon;Beroepsniveau 3;D Energievoorziening;2010;0.0;0.0
2560;Mannen;Herkomst: allochtoon;Beroepsniveau 3;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2561;Mannen;Herkomst: allochtoon;Beroepsniveau 3;F Bouwnijverheid;2010;0.0;0.0
2562;Mannen;Herkomst: allochtoon;Beroepsniveau 3;G-N Commerciële dienstverlening;2010;50.7;22.3
2563;Mannen;Herkomst: allochtoon;Beroepsniveau 3;G-I Handel, vervoer en horeca;2010;21.0;22.3
2564;Mannen;Herkomst: allochtoon;Beroepsniveau 3;G Handel;2010;12.1;21.8
2565;Mannen;Herkomst: allochtoon;Beroepsniveau 3;H Vervoer en opslag;2010;0.0;0.0
2566;Mannen;Herkomst: allochtoon;Beroepsniveau 3;I Horeca;2010;4.6;16.2
2567;Mannen;Herkomst: allochtoon;Beroepsniveau 3;J Informatie en communicatie;2010;0.0;0.0
2568;Mannen;Herkomst: allochtoon;Beroepsniveau 3;K Financiële dienstverlening;2010;4.7;27.2
2569;Mannen;Herkomst: allochtoon;Beroepsniveau 3;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2570;Mannen;Herkomst: allochtoon;Beroepsniveau 3;M-N Zakelijke dienstverlening;2010;18.9;19.7
2571;Mannen;Herkomst: allochtoon;Beroepsniveau 3;M Specialistische zakelijke diensten;2010;8.3;22.0
2572;Mannen;Herkomst: allochtoon;Beroepsniveau 3;N Verhuur en overige zakelijke diensten;2010;10.6;17.5
2573;Mannen;Herkomst: allochtoon;Beroepsniveau 3;O-U Niet-commerciële dienstverlening;2010;22.6;22.0
2574;Mannen;Herkomst: allochtoon;Beroepsniveau 3;O-Q Overheid en zorg;2010;18.5;22.3
2575;Mannen;Herkomst: allochtoon;Beroepsniveau 3;O Openbaar bestuur en overheidsdiensten;2010;8.6;23.2
2576;Mannen;Herkomst: allochtoon;Beroepsniveau 3;P Onderwijs;2010;0.0;0.0
2577;Mannen;Herkomst: allochtoon;Beroepsniveau 3;Q Gezondheids- en welzijnszorg;2010;8.5;21.2
2578;Mannen;Herkomst: allochtoon;Beroepsniveau 3;R-U Cultuur, recreatie, overige diensten;2010;4.1;20.0
2579;Mannen;Herkomst: allochtoon;Beroepsniveau 3;R Cultuur, sport en recreatie;2010;0.0;0.0
2580;Mannen;Herkomst: allochtoon;Beroepsniveau 3;S Overige dienstverlening;2010;0.0;0.0
2581;Mannen;Herkomst: allochtoon;Beroepsniveau 4;A-U Alle economische activiteiten;2010;140.4;30.9
2582;Mannen;Herkomst: allochtoon;Beroepsniveau 4;A-F Landbouw en nijverheid;2010;15.0;31.8
2583;Mannen;Herkomst: allochtoon;Beroepsniveau 4;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2584;Mannen;Herkomst: allochtoon;Beroepsniveau 4;B-F Nijverheid en energie;2010;14.9;31.7
2585;Mannen;Herkomst: allochtoon;Beroepsniveau 4;B-E Nijverheid (geen bouw) en energie;2010;13.0;32.0
2586;Mannen;Herkomst: allochtoon;Beroepsniveau 4;B Delfstoffenwinning;2010;0.0;0.0
2587;Mannen;Herkomst: allochtoon;Beroepsniveau 4;C Industrie;2010;11.0;31.9
2588;Mannen;Herkomst: allochtoon;Beroepsniveau 4;D Energievoorziening;2010;0.0;0.0
2589;Mannen;Herkomst: allochtoon;Beroepsniveau 4;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2590;Mannen;Herkomst: allochtoon;Beroepsniveau 4;F Bouwnijverheid;2010;0.0;0.0
2591;Mannen;Herkomst: allochtoon;Beroepsniveau 4;G-N Commerciële dienstverlening;2010;70.8;30.8
2592;Mannen;Herkomst: allochtoon;Beroepsniveau 4;G-I Handel, vervoer en horeca;2010;15.9;30.4
2593;Mannen;Herkomst: allochtoon;Beroepsniveau 4;G Handel;2010;10.2;31.1
2594;Mannen;Herkomst: allochtoon;Beroepsniveau 4;H Vervoer en opslag;2010;0.0;0.0
2595;Mannen;Herkomst: allochtoon;Beroepsniveau 4;I Horeca;2010;0.0;0.0
2596;Mannen;Herkomst: allochtoon;Beroepsniveau 4;J Informatie en communicatie;2010;17.3;26.7
2597;Mannen;Herkomst: allochtoon;Beroepsniveau 4;K Financiële dienstverlening;2010;9.2;37.1
2598;Mannen;Herkomst: allochtoon;Beroepsniveau 4;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2599;Mannen;Herkomst: allochtoon;Beroepsniveau 4;M-N Zakelijke dienstverlening;2010;27.8;31.6
2600;Mannen;Herkomst: allochtoon;Beroepsniveau 4;M Specialistische zakelijke diensten;2010;17.8;33.4
2601;Mannen;Herkomst: allochtoon;Beroepsniveau 4;N Verhuur en overige zakelijke diensten;2010;10.0;27.9
2602;Mannen;Herkomst: allochtoon;Beroepsniveau 4;O-U Niet-commerciële dienstverlening;2010;54.6;30.7
2603;Mannen;Herkomst: allochtoon;Beroepsniveau 4;O-Q Overheid en zorg;2010;48.7;30.9
2604;Mannen;Herkomst: allochtoon;Beroepsniveau 4;O Openbaar bestuur en overheidsdiensten;2010;15.8;30.2
2605;Mannen;Herkomst: allochtoon;Beroepsniveau 4;P Onderwijs;2010;18.7;28.6
2606;Mannen;Herkomst: allochtoon;Beroepsniveau 4;Q Gezondheids- en welzijnszorg;2010;14.2;34.4
2607;Mannen;Herkomst: allochtoon;Beroepsniveau 4;R-U Cultuur, recreatie, overige diensten;2010;5.8;28.8
2608;Mannen;Herkomst: allochtoon;Beroepsniveau 4;R Cultuur, sport en recreatie;2010;0.0;0.0
2609;Mannen;Herkomst: allochtoon;Beroepsniveau 4;S Overige dienstverlening;2010;3.1;28.3
2610;Mannen;Herkomst: westerse allochtoon;Totaal;A-U Alle economische activiteiten;2010;254.5;23.8
2611;Mannen;Herkomst: westerse allochtoon;Totaal;A-F Landbouw en nijverheid;2010;55.2;22.1
2612;Mannen;Herkomst: westerse allochtoon;Totaal;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2613;Mannen;Herkomst: westerse allochtoon;Totaal;B-F Nijverheid en energie;2010;53.9;22.2
2614;Mannen;Herkomst: westerse allochtoon;Totaal;B-E Nijverheid (geen bouw) en energie;2010;40.2;22.7
2615;Mannen;Herkomst: westerse allochtoon;Totaal;B Delfstoffenwinning;2010;0.0;0.0
2616;Mannen;Herkomst: westerse allochtoon;Totaal;C Industrie;2010;37.0;22.4
2617;Mannen;Herkomst: westerse allochtoon;Totaal;D Energievoorziening;2010;0.0;0.0
2618;Mannen;Herkomst: westerse allochtoon;Totaal;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2619;Mannen;Herkomst: westerse allochtoon;Totaal;F Bouwnijverheid;2010;0.0;0.0
2620;Mannen;Herkomst: westerse allochtoon;Totaal;G-N Commerciële dienstverlening;2010;138.7;23.2
2621;Mannen;Herkomst: westerse allochtoon;Totaal;G-I Handel, vervoer en horeca;2010;66.8;20.1
2622;Mannen;Herkomst: westerse allochtoon;Totaal;G Handel;2010;37.2;20.7
2623;Mannen;Herkomst: westerse allochtoon;Totaal;H Vervoer en opslag;2010;18.2;21.4
2624;Mannen;Herkomst: westerse allochtoon;Totaal;I Horeca;2010;11.5;14.4
2625;Mannen;Herkomst: westerse allochtoon;Totaal;J Informatie en communicatie;2010;13.8;26.2
2626;Mannen;Herkomst: westerse allochtoon;Totaal;K Financiële dienstverlening;2010;8.5;36.0
2627;Mannen;Herkomst: westerse allochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2628;Mannen;Herkomst: westerse allochtoon;Totaal;M-N Zakelijke dienstverlening;2010;47.9;23.6
2629;Mannen;Herkomst: westerse allochtoon;Totaal;M Specialistische zakelijke diensten;2010;18.0;31.0
2630;Mannen;Herkomst: westerse allochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;29.9;18.0
2631;Mannen;Herkomst: westerse allochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;60.5;27.3
2632;Mannen;Herkomst: westerse allochtoon;Totaal;O-Q Overheid en zorg;2010;51.3;27.8
2633;Mannen;Herkomst: westerse allochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;21.7;26.2
2634;Mannen;Herkomst: westerse allochtoon;Totaal;P Onderwijs;2010;13.6;29.0
2635;Mannen;Herkomst: westerse allochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;16.0;29.4
2636;Mannen;Herkomst: westerse allochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;9.3;24.1
2637;Mannen;Herkomst: westerse allochtoon;Totaal;R Cultuur, sport en recreatie;2010;4.7;25.4
2638;Mannen;Herkomst: westerse allochtoon;Totaal;S Overige dienstverlening;2010;4.6;23.0
2639;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;A-U Alle economische activiteiten;2010;22.5;12.4
2640;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;3.3;13.4
2641;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2642;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;B-F Nijverheid en energie;2010;3.2;13.5
2643;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;2.6;13.3
2644;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
2645;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;C Industrie;2010;0.0;0.0
2646;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
2647;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2648;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;F Bouwnijverheid;2010;0.0;0.0
2649;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;16.6;12.0
2650;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;10.6;12.2
2651;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;G Handel;2010;6.8;12.2
2652;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;H Vervoer en opslag;2010;0.0;0.0
2653;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;I Horeca;2010;0.0;0.0
2654;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;J Informatie en communicatie;2010;0.0;0.0
2655;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
2656;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2657;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;5.8;11.6
2658;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;0.0;0.0
2659;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;5.6;11.6
2660;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;2.6;13.3
2661;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;O-Q Overheid en zorg;2010;0.0;0.0
2662;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0
2663;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;P Onderwijs;2010;0.0;0.0
2664;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;0.0;0.0
2665;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0
2666;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;0.0;0.0
2667;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 1;S Overige dienstverlening;2010;0.0;0.0
2668;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;A-U Alle economische activiteiten;2010;106.5;17.3
2669;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;30.4;18.1
2670;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2671;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;B-F Nijverheid en energie;2010;29.3;18.2
2672;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;B-E Nijverheid (geen bouw) en energie;2010;19.8;18.0
2673;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;B Delfstoffenwinning;2010;0.0;0.0
2674;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;C Industrie;2010;19.0;17.9
2675;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;D Energievoorziening;2010;0.0;0.0
2676;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2677;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;F Bouwnijverheid;2010;0.0;0.0
2678;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;61.1;16.5
2679;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;37.3;16.1
2680;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;G Handel;2010;18.2;16.7
2681;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;H Vervoer en opslag;2010;11.6;16.6
2682;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;I Horeca;2010;7.6;13.6
2683;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;J Informatie en communicatie;2010;0.0;0.0
2684;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;K Financiële dienstverlening;2010;0.0;0.0
2685;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2686;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;20.2;16.5
2687;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;4.1;22.0
2688;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;16.1;14.9
2689;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;15.0;19.0
2690;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;O-Q Overheid en zorg;2010;11.7;19.6
2691;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;6.7;20.7
2692;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;P Onderwijs;2010;0.0;0.0
2693;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;3.6;17.5
2694;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;3.3;16.6
2695;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;R Cultuur, sport en recreatie;2010;0.0;0.0
2696;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 2;S Overige dienstverlening;2010;0.0;0.0
2697;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;A-U Alle economische activiteiten;2010;45.5;25.0
2698;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;A-F Landbouw en nijverheid;2010;12.2;24.7
2699;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2700;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;B-F Nijverheid en energie;2010;12.1;24.8
2701;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;B-E Nijverheid (geen bouw) en energie;2010;9.6;24.5
2702;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;B Delfstoffenwinning;2010;0.0;0.0
2703;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;C Industrie;2010;0.0;0.0
2704;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;D Energievoorziening;2010;0.0;0.0
2705;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2706;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;F Bouwnijverheid;2010;0.0;0.0
2707;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;G-N Commerciële dienstverlening;2010;22.7;25.4
2708;Mannen;Herkomst: westerse allochtoon;Beroepsniveau 3;G-I Handel, vervoer en horeca;2010;10.0;25.1
