ID;Characteristics;CaribbeanNetherlands;Periods;Households_1;PersonsWithIncomePerHousehold_2;DisposableIncomeMean_3;DisposableIncomeMedian_4;EquivalisedIncomeMean_5;EquivalisedIncomeMedian_6
587;Type: Single person with other people;Caribbean Netherlands;2022;600.0;2.3;45.5;35.9;24.6;20.6
588;Type: Single person with other people;Bonaire;2011;500.0;2.4;34.8;27.9;18.0;15.2
589;Type: Single person with other people;Bonaire;2012;450.0;2.4;36.8;30.3;18.3;16.0
590;Type: Single person with other people;Bonaire;2013;500.0;2.4;36.5;30.8;18.5;15.6
591;Type: Single person with other people;Bonaire;2014;450.0;2.4;36.4;30.1;18.4;16.0
592;Type: Single person with other people;Bonaire;2015;500.0;2.4;39.6;32.6;20.0;17.2
593;Type: Single person with other people;Bonaire;2016;400.0;2.6;40.4;34.5;20.2;18.0
594;Type: Single person with other people;Bonaire;2017;400.0;2.4;41.0;34.3;21.5;18.5
595;Type: Single person with other people;Bonaire;2018;350.0;2.4;40.0;33.3;21.1;18.4
596;Type: Single person with other people;Bonaire;2019;400.0;2.4;40.9;34.3;21.2;18.0
597;Type: Single person with other people;Bonaire;2020;450.0;2.3;41.2;34.5;22.1;19.3
598;Type: Single person with other people;Bonaire;2021;450.0;2.4;43.5;36.6;23.3;19.9
599;Type: Single person with other people;Bonaire;2022;500.0;2.4;44.5;35.7;24.0;20.2
600;Type: Single person with other people;St. Eustatius;2011;100.0;;;;;
601;Type: Single person with other people;St. Eustatius;2012;100.0;;;;;
602;Type: Single person with other people;St. Eustatius;2013;100.0;1.9;38.0;29.2;20.3;15.7
603;Type: Single person with other people;St. Eustatius;2014;100.0;2.0;44.5;33.6;22.8;17.6
604;Type: Single person with other people;St. Eustatius;2015;100.0;;;;;
605;Type: Single person with other people;St. Eustatius;2016;50.0;;;;;
606;Type: Single person with other people;St. Eustatius;2017;50.0;;;;;
607;Type: Single person with other people;St. Eustatius;2018;50.0;;;;;
608;Type: Single person with other people;St. Eustatius;2019;50.0;;;;;
609;Type: Single person with other people;St. Eustatius;2020;50.0;;;;;
610;Type: Single person with other people;St. Eustatius;2021;50.0;;;;;
611;Type: Single person with other people;St. Eustatius;2022;50.0;;;;;
612;Type: Single person with other people;Saba;2011;50.0;;;;;
613;Type: Single person with other people;Saba;2012;50.0;;;;;
614;Type: Single person with other people;Saba;2013;50.0;;;;;
615;Type: Single person with other people;Saba;2014;50.0;;;;;
616;Type: Single person with other people;Saba;2015;50.0;;;;;
617;Type: Single person with other people;Saba;2016;50.0;;;;;
618;Type: Single person with other people;Saba;2017;50.0;;;;;
619;Type: Single person with other people;Saba;2018;0.0;;;;;
620;Type: Single person with other people;Saba;2019;50.0;;;;;
621;Type: Single person with other people;Saba;2020;50.0;;;;;
622;Type: Single person with other people;Saba;2021;50.0;;;;;
623;Type: Single person with other people;Saba;2022;50.0;;;;;
624;Type: One-parent family and other people;Caribbean Netherlands;2011;200.0;2.2;28.8;26.9;14.7;13.6
625;Type: One-parent family and other people;Caribbean Netherlands;2012;200.0;2.2;32.0;29.6;16.1;14.6
626;Type: One-parent family and other people;Caribbean Netherlands;2013;200.0;2.3;31.7;27.7;15.8;14.1
627;Type: One-parent family and other people;Caribbean Netherlands;2014;200.0;2.2;33.0;30.5;16.6;15.6
628;Type: One-parent family and other people;Caribbean Netherlands;2015;250.0;2.2;32.8;29.3;16.5;15.1
629;Type: One-parent family and other people;Caribbean Netherlands;2016;200.0;2.4;34.8;30.5;17.6;15.3
630;Type: One-parent family and other people;Caribbean Netherlands;2017;200.0;2.4;36.8;31.6;18.4;15.7
631;Type: One-parent family and other people;Caribbean Netherlands;2018;200.0;2.4;37.3;34.6;18.8;17.1
632;Type: One-parent family and other people;Caribbean Netherlands;2019;200.0;2.4;41.5;38.6;21.2;19.1
633;Type: One-parent family and other people;Caribbean Netherlands;2020;250.0;2.4;41.5;37.9;21.1;18.7
634;Type: One-parent family and other people;Caribbean Netherlands;2021;250.0;2.4;42.5;37.6;21.6;19.4
635;Type: One-parent family and other people;Caribbean Netherlands;2022;250.0;2.4;45.8;41.3;23.6;21.1
636;Type: One-parent family and other people;Bonaire;2011;150.0;2.3;28.7;28.1;14.5;14.0
637;Type: One-parent family and other people;Bonaire;2012;150.0;2.3;31.8;29.6;15.9;14.3
638;Type: One-parent family and other people;Bonaire;2013;150.0;2.4;32.1;28.5;15.9;14.5
639;Type: One-parent family and other people;Bonaire;2014;150.0;2.2;33.1;31.4;16.8;16.3
640;Type: One-parent family and other people;Bonaire;2015;200.0;2.3;32.5;28.7;16.5;14.5
641;Type: One-parent family and other people;Bonaire;2016;150.0;2.4;34.4;30.4;17.4;15.0
642;Type: One-parent family and other people;Bonaire;2017;150.0;2.5;35.0;31.3;17.5;15.5
643;Type: One-parent family and other people;Bonaire;2018;150.0;2.5;35.9;33.4;18.0;16.5
644;Type: One-parent family and other people;Bonaire;2019;150.0;2.5;41.3;39.4;20.9;19.0
645;Type: One-parent family and other people;Bonaire;2020;200.0;2.5;39.7;36.7;19.9;18.0
646;Type: One-parent family and other people;Bonaire;2021;200.0;2.4;40.5;36.9;20.6;18.5
647;Type: One-parent family and other people;Bonaire;2022;200.0;2.4;45.1;41.1;23.3;20.9
648;Type: One-parent family and other people;St. Eustatius;2011;50.0;;;;;
649;Type: One-parent family and other people;St. Eustatius;2012;50.0;;;;;
650;Type: One-parent family and other people;St. Eustatius;2013;50.0;;;;;
651;Type: One-parent family and other people;St. Eustatius;2014;50.0;;;;;
652;Type: One-parent family and other people;St. Eustatius;2015;50.0;;;;;
653;Type: One-parent family and other people;St. Eustatius;2016;50.0;;;;;
654;Type: One-parent family and other people;St. Eustatius;2017;50.0;;;;;
655;Type: One-parent family and other people;St. Eustatius;2018;0.0;;;;;
656;Type: One-parent family and other people;St. Eustatius;2019;50.0;;;;;
657;Type: One-parent family and other people;St. Eustatius;2020;50.0;;;;;
658;Type: One-parent family and other people;St. Eustatius;2021;50.0;;;;;
659;Type: One-parent family and other people;St. Eustatius;2022;50.0;;;;;
660;Type: One-parent family and other people;Saba;2011;0.0;;;;;
661;Type: One-parent family and other people;Saba;2012;0.0;;;;;
662;Type: One-parent family and other people;Saba;2013;0.0;;;;;
663;Type: One-parent family and other people;Saba;2014;0.0;;;;;
664;Type: One-parent family and other people;Saba;2015;0.0;;;;;
665;Type: One-parent family and other people;Saba;2016;0.0;;;;;
666;Type: One-parent family and other people;Saba;2017;0.0;;;;;
667;Type: One-parent family and other people;Saba;2018;0.0;;;;;
668;Type: One-parent family and other people;Saba;2019;0.0;;;;;
669;Type: One-parent family and other people;Saba;2020;0.0;;;;;
670;Type: One-parent family and other people;Saba;2021;0.0;;;;;
671;Type: One-parent family and other people;Saba;2022;0.0;;;;;
672;Type: Couple, no child with other people;Caribbean Netherlands;2011;250.0;2.6;43.1;37.1;22.6;19.9
673;Type: Couple, no child with other people;Caribbean Netherlands;2012;250.0;2.5;47.2;38.1;24.8;20.2
674;Type: Couple, no child with other people;Caribbean Netherlands;2013;250.0;2.6;49.0;39.6;25.6;20.0
675;Type: Couple, no child with other people;Caribbean Netherlands;2014;250.0;2.5;50.0;38.9;26.6;21.4
676;Type: Couple, no child with other people;Caribbean Netherlands;2015;200.0;2.5;47.0;38.0;24.7;20.6
677;Type: Couple, no child with other people;Caribbean Netherlands;2016;200.0;2.6;49.4;42.1;25.5;21.4
678;Type: Couple, no child with other people;Caribbean Netherlands;2017;200.0;2.6;51.2;39.7;27.5;21.5
679;Type: Couple, no child with other people;Caribbean Netherlands;2018;150.0;2.6;54.7;43.8;29.4;23.8
680;Type: Couple, no child with other people;Caribbean Netherlands;2019;200.0;2.7;56.8;47.7;30.0;25.6
681;Type: Couple, no child with other people;Caribbean Netherlands;2020;200.0;2.7;57.5;50.1;29.8;25.7
682;Type: Couple, no child with other people;Caribbean Netherlands;2021;200.0;2.8;61.9;52.4;32.1;26.5
683;Type: Couple, no child with other people;Caribbean Netherlands;2022;200.0;2.7;59.6;52.0;31.2;28.5
684;Type: Couple, no child with other people;Bonaire;2011;200.0;2.6;44.2;37.4;23.3;20.5
685;Type: Couple, no child with other people;Bonaire;2012;200.0;2.6;48.3;37.5;25.6;20.6
686;Type: Couple, no child with other people;Bonaire;2013;200.0;2.6;49.1;39.2;26.0;19.6
687;Type: Couple, no child with other people;Bonaire;2014;200.0;2.5;49.4;37.3;26.3;21.1
688;Type: Couple, no child with other people;Bonaire;2015;150.0;2.5;45.5;37.8;23.8;20.2
689;Type: Couple, no child with other people;Bonaire;2016;150.0;2.7;50.5;43.5;26.1;22.1
690;Type: Couple, no child with other people;Bonaire;2017;150.0;2.7;52.9;40.8;28.4;22.8
691;Type: Couple, no child with other people;Bonaire;2018;150.0;2.7;55.4;44.4;29.5;24.0
692;Type: Couple, no child with other people;Bonaire;2019;150.0;2.7;56.5;46.7;29.9;25.5
693;Type: Couple, no child with other people;Bonaire;2020;150.0;2.7;57.6;49.9;29.9;24.7
694;Type: Couple, no child with other people;Bonaire;2021;150.0;2.8;63.3;53.4;32.8;26.7
695;Type: Couple, no child with other people;Bonaire;2022;150.0;2.8;58.8;51.7;30.6;28.0
696;Type: Couple, no child with other people;St. Eustatius;2011;50.0;;;;;
697;Type: Couple, no child with other people;St. Eustatius;2012;50.0;;;;;
698;Type: Couple, no child with other people;St. Eustatius;2013;50.0;;;;;
699;Type: Couple, no child with other people;St. Eustatius;2014;50.0;;;;;
700;Type: Couple, no child with other people;St. Eustatius;2015;0.0;;;;;
701;Type: Couple, no child with other people;St. Eustatius;2016;0.0;;;;;
702;Type: Couple, no child with other people;St. Eustatius;2017;0.0;;;;;
703;Type: Couple, no child with other people;St. Eustatius;2018;0.0;;;;;
704;Type: Couple, no child with other people;St. Eustatius;2019;0.0;;;;;
705;Type: Couple, no child with other people;St. Eustatius;2020;0.0;;;;;
706;Type: Couple, no child with other people;St. Eustatius;2021;0.0;;;;;
707;Type: Couple, no child with other people;St. Eustatius;2022;0.0;;;;;
708;Type: Couple, no child with other people;Saba;2011;0.0;;;;;
709;Type: Couple, no child with other people;Saba;2012;0.0;;;;;
710;Type: Couple, no child with other people;Saba;2013;0.0;;;;;
711;Type: Couple, no child with other people;Saba;2014;0.0;;;;;
712;Type: Couple, no child with other people;Saba;2015;0.0;;;;;
713;Type: Couple, no child with other people;Saba;2016;0.0;;;;;
714;Type: Couple, no child with other people;Saba;2017;0.0;;;;;
715;Type: Couple, no child with other people;Saba;2018;0.0;;;;;
716;Type: Couple, no child with other people;Saba;2019;0.0;;;;;
717;Type: Couple, no child with other people;Saba;2020;0.0;;;;;
718;Type: Couple, no child with other people;Saba;2021;0.0;;;;;
719;Type: Couple, no child with other people;Saba;2022;0.0;;;;;
720;Type: Couple with children/other people;Caribbean Netherlands;2011;450.0;3.0;51.3;45.1;22.3;20.0
721;Type: Couple with children/other people;Caribbean Netherlands;2012;450.0;2.9;52.3;46.4;22.4;20.0
722;Type: Couple with children/other people;Caribbean Netherlands;2013;450.0;3.0;52.1;46.3;22.3;20.0
723;Type: Couple with children/other people;Caribbean Netherlands;2014;450.0;2.9;52.8;48.4;22.8;21.2
724;Type: Couple with children/other people;Caribbean Netherlands;2015;450.0;3.0;56.0;51.0;24.0;21.6
725;Type: Couple with children/other people;Caribbean Netherlands;2016;400.0;3.1;60.5;53.0;26.1;23.3
726;Type: Couple with children/other people;Caribbean Netherlands;2017;350.0;3.2;60.1;53.3;26.1;23.2
727;Type: Couple with children/other people;Caribbean Netherlands;2018;350.0;3.2;64.8;57.2;28.2;24.7
728;Type: Couple with children/other people;Caribbean Netherlands;2019;350.0;3.2;68.3;59.6;29.9;25.4
729;Type: Couple with children/other people;Caribbean Netherlands;2020;350.0;3.3;67.0;59.9;29.0;25.6
730;Type: Couple with children/other people;Caribbean Netherlands;2021;350.0;3.3;68.9;60.6;29.9;25.9
731;Type: Couple with children/other people;Caribbean Netherlands;2022;350.0;3.2;72.1;62.1;31.3;26.6
732;Type: Couple with children/other people;Bonaire;2011;350.0;3.0;50.7;45.0;22.0;19.8
733;Type: Couple with children/other people;Bonaire;2012;400.0;3.0;50.6;45.7;21.8;19.8
734;Type: Couple with children/other people;Bonaire;2013;400.0;3.1;51.2;46.1;22.0;19.9
735;Type: Couple with children/other people;Bonaire;2014;400.0;3.0;52.1;47.9;22.6;21.0
736;Type: Couple with children/other people;Bonaire;2015;400.0;3.1;54.7;50.2;23.4;21.2
737;Type: Couple with children/other people;Bonaire;2016;350.0;3.2;58.1;52.2;25.1;22.4
738;Type: Couple with children/other people;Bonaire;2017;300.0;3.3;59.7;52.2;25.9;23.2
739;Type: Couple with children/other people;Bonaire;2018;300.0;3.3;64.3;56.8;28.0;24.5
740;Type: Couple with children/other people;Bonaire;2019;300.0;3.3;67.8;58.9;29.7;25.5
741;Type: Couple with children/other people;Bonaire;2020;300.0;3.4;65.6;59.0;28.4;25.2
742;Type: Couple with children/other people;Bonaire;2021;300.0;3.3;68.3;59.5;29.6;25.5
743;Type: Couple with children/other people;Bonaire;2022;300.0;3.2;72.0;61.8;31.3;26.3
744;Type: Couple with children/other people;St. Eustatius;2011;50.0;;;;;
745;Type: Couple with children/other people;St. Eustatius;2012;50.0;;;;;
746;Type: Couple with children/other people;St. Eustatius;2013;50.0;;;;;
747;Type: Couple with children/other people;St. Eustatius;2014;50.0;;;;;
748;Type: Couple with children/other people;St. Eustatius;2015;50.0;;;;;
749;Type: Couple with children/other people;St. Eustatius;2016;50.0;;;;;
750;Type: Couple with children/other people;St. Eustatius;2017;50.0;;;;;
751;Type: Couple with children/other people;St. Eustatius;2018;50.0;;;;;
752;Type: Couple with children/other people;St. Eustatius;2019;50.0;;;;;
753;Type: Couple with children/other people;St. Eustatius;2020;50.0;;;;;
754;Type: Couple with children/other people;St. Eustatius;2021;50.0;;;;;
755;Type: Couple with children/other people;St. Eustatius;2022;50.0;;;;;
756;Type: Couple with children/other people;Saba;2011;0.0;;;;;
757;Type: Couple with children/other people;Saba;2012;0.0;;;;;
758;Type: Couple with children/other people;Saba;2013;0.0;;;;;
759;Type: Couple with children/other people;Saba;2014;0.0;;;;;
760;Type: Couple with children/other people;Saba;2015;0.0;;;;;
761;Type: Couple with children/other people;Saba;2016;0.0;;;;;
762;Type: Couple with children/other people;Saba;2017;0.0;;;;;
763;Type: Couple with children/other people;Saba;2018;50.0;;;;;
764;Type: Couple with children/other people;Saba;2019;0.0;;;;;
765;Type: Couple with children/other people;Saba;2020;0.0;;;;;
766;Type: Couple with children/other people;Saba;2021;0.0;;;;;
767;Type: Couple with children/other people;Saba;2022;0.0;;;;;
768;Main earner: to 40 years;Caribbean Netherlands;2011;2000.0;1.5;24.8;18.9;15.7;13.2
769;Main earner: to 40 years;Caribbean Netherlands;2012;2150.0;1.5;24.5;18.9;15.9;13.6
770;Main earner: to 40 years;Caribbean Netherlands;2013;2350.0;1.5;25.8;19.7;16.8;14.4
771;Main earner: to 40 years;Caribbean Netherlands;2014;2450.0;1.5;26.6;20.5;17.3;14.8
772;Main earner: to 40 years;Caribbean Netherlands;2015;2550.0;1.5;27.5;21.2;17.8;15.1
773;Main earner: to 40 years;Caribbean Netherlands;2016;2600.0;1.5;27.6;22.1;17.8;15.5
774;Main earner: to 40 years;Caribbean Netherlands;2017;2800.0;1.5;27.7;22.2;18.3;15.6
775;Main earner: to 40 years;Caribbean Netherlands;2018;2900.0;1.5;28.3;22.3;18.6;16.1
776;Main earner: to 40 years;Caribbean Netherlands;2019;3100.0;1.5;29.0;22.8;19.3;16.7
777;Main earner: to 40 years;Caribbean Netherlands;2020;3150.0;1.5;29.5;23.5;19.8;17.1
778;Main earner: to 40 years;Caribbean Netherlands;2021;3300.0;1.5;30.4;24.8;20.2;17.4
779;Main earner: to 40 years;Caribbean Netherlands;2022;3550.0;1.4;30.4;23.7;20.7;17.6
780;Main earner: to 40 years;Bonaire;2011;1600.0;1.6;24.2;18.4;15.4;12.9
781;Main earner: to 40 years;Bonaire;2012;1700.0;1.5;23.7;17.9;15.2;13.1
782;Main earner: to 40 years;Bonaire;2013;1850.0;1.5;25.1;19.0;16.3;14.1
783;Main earner: to 40 years;Bonaire;2014;2000.0;1.5;25.6;19.6;16.5;14.4
784;Main earner: to 40 years;Bonaire;2015;2000.0;1.6;26.7;20.6;17.1;14.9
785;Main earner: to 40 years;Bonaire;2016;2100.0;1.6;27.3;22.0;17.4;15.4
786;Main earner: to 40 years;Bonaire;2017;2250.0;1.5;27.4;22.0;17.8;15.5
787;Main earner: to 40 years;Bonaire;2018;2350.0;1.5;28.1;22.2;18.3;16.1
788;Main earner: to 40 years;Bonaire;2019;2500.0;1.5;28.8;22.8;19.1;16.7
789;Main earner: to 40 years;Bonaire;2020;2600.0;1.5;29.1;23.4;19.5;17.0
790;Main earner: to 40 years;Bonaire;2021;2750.0;1.5;30.0;24.5;19.8;17.2
791;Main earner: to 40 years;Bonaire;2022;3000.0;1.5;30.0;23.3;20.3;17.4
792;Main earner: to 40 years;St. Eustatius;2011;250.0;1.5;27.8;22.1;17.2;14.7
793;Main earner: to 40 years;St. Eustatius;2012;250.0;1.3;27.8;22.0;18.4;15.7
794;Main earner: to 40 years;St. Eustatius;2013;300.0;1.4;29.3;25.0;19.3;16.0
795;Main earner: to 40 years;St. Eustatius;2014;300.0;1.5;32.9;27.0;21.3;17.8
796;Main earner: to 40 years;St. Eustatius;2015;300.0;1.4;33.2;28.2;22.3;17.0
797;Main earner: to 40 years;St. Eustatius;2016;350.0;1.4;29.6;22.5;19.7;15.5
798;Main earner: to 40 years;St. Eustatius;2017;350.0;1.3;30.6;23.2;21.4;16.6
799;Main earner: to 40 years;St. Eustatius;2018;350.0;1.3;29.7;22.9;20.4;15.8
800;Main earner: to 40 years;St. Eustatius;2019;350.0;1.3;29.8;22.2;20.5;16.0
801;Main earner: to 40 years;St. Eustatius;2020;350.0;1.4;31.6;24.1;21.3;17.4
802;Main earner: to 40 years;St. Eustatius;2021;350.0;1.3;32.5;24.9;22.1;17.8
803;Main earner: to 40 years;St. Eustatius;2022;350.0;1.3;31.8;24.3;22.0;17.7
804;Main earner: to 40 years;Saba;2011;150.0;1.5;26.3;21.3;17.1;14.1
805;Main earner: to 40 years;Saba;2012;200.0;1.4;27.5;23.8;18.8;16.1
806;Main earner: to 40 years;Saba;2013;200.0;1.4;27.0;21.6;18.1;15.4
807;Main earner: to 40 years;Saba;2014;200.0;1.4;28.6;23.0;19.1;16.9
808;Main earner: to 40 years;Saba;2015;200.0;1.4;26.2;21.2;18.0;15.1
809;Main earner: to 40 years;Saba;2016;200.0;1.3;26.8;23.5;18.8;17.0
810;Main earner: to 40 years;Saba;2017;200.0;1.4;26.8;21.8;18.4;15.8
811;Main earner: to 40 years;Saba;2018;200.0;1.4;28.2;23.7;19.2;16.8
812;Main earner: to 40 years;Saba;2019;200.0;1.4;29.4;23.0;20.3;17.2
813;Main earner: to 40 years;Saba;2020;200.0;1.4;31.5;26.9;21.9;19.3
814;Main earner: to 40 years;Saba;2021;200.0;1.4;32.4;28.3;22.6;19.7
815;Main earner: to 40 years;Saba;2022;200.0;1.5;33.5;29.6;23.5;20.8
816;Main earner: 40 to 60 years;Caribbean Netherlands;2011;3550.0;1.8;32.9;26.0;20.9;16.8
817;Main earner: 40 to 60 years;Caribbean Netherlands;2012;3700.0;1.7;34.6;27.4;22.0;17.9
818;Main earner: 40 to 60 years;Caribbean Netherlands;2013;3900.0;1.7;34.4;27.5;22.0;18.1
819;Main earner: 40 to 60 years;Caribbean Netherlands;2014;4000.0;1.7;35.9;28.4;23.3;18.7
820;Main earner: 40 to 60 years;Caribbean Netherlands;2015;4100.0;1.7;37.2;29.3;24.0;19.2
821;Main earner: 40 to 60 years;Caribbean Netherlands;2016;4200.0;1.8;37.5;29.6;24.5;19.5
822;Main earner: 40 to 60 years;Caribbean Netherlands;2017;4400.0;1.8;38.8;30.9;25.6;20.6
823;Main earner: 40 to 60 years;Caribbean Netherlands;2018;4450.0;1.7;38.8;30.0;25.7;20.3
824;Main earner: 40 to 60 years;Caribbean Netherlands;2019;4600.0;1.7;40.3;32.0;26.7;21.1
825;Main earner: 40 to 60 years;Caribbean Netherlands;2020;4600.0;1.7;40.1;31.6;26.5;21.2
826;Main earner: 40 to 60 years;Caribbean Netherlands;2021;4750.0;1.7;40.7;31.5;26.9;21.5
827;Main earner: 40 to 60 years;Caribbean Netherlands;2022;4850.0;1.7;42.1;32.7;27.8;22.2
828;Main earner: 40 to 60 years;Bonaire;2011;2850.0;1.8;32.3;25.5;20.4;16.7
829;Main earner: 40 to 60 years;Bonaire;2012;3000.0;1.8;33.6;26.5;21.4;17.3
830;Main earner: 40 to 60 years;Bonaire;2013;3100.0;1.8;33.6;27.1;21.4;17.7
831;Main earner: 40 to 60 years;Bonaire;2014;3200.0;1.8;35.5;27.9;23.0;18.4
832;Main earner: 40 to 60 years;Bonaire;2015;3250.0;1.8;36.4;28.6;23.3;18.8
833;Main earner: 40 to 60 years;Bonaire;2016;3350.0;1.8;37.2;29.3;24.1;19.1
834;Main earner: 40 to 60 years;Bonaire;2017;3500.0;1.8;38.2;29.9;25.0;20.0
835;Main earner: 40 to 60 years;Bonaire;2018;3550.0;1.8;38.0;29.0;24.9;19.5
836;Main earner: 40 to 60 years;Bonaire;2019;3650.0;1.8;39.5;30.9;25.9;20.2
837;Main earner: 40 to 60 years;Bonaire;2020;3700.0;1.7;39.1;30.5;25.7;20.4
838;Main earner: 40 to 60 years;Bonaire;2021;3800.0;1.7;40.3;30.8;26.4;20.7
839;Main earner: 40 to 60 years;Bonaire;2022;3900.0;1.7;41.7;31.6;27.2;21.3
840;Main earner: 40 to 60 years;St. Eustatius;2011;500.0;1.6;37.5;28.8;23.4;18.5
841;Main earner: 40 to 60 years;St. Eustatius;2012;500.0;1.6;40.9;31.7;25.2;21.0
842;Main earner: 40 to 60 years;St. Eustatius;2013;550.0;1.6;39.9;31.7;25.2;21.2
843;Main earner: 40 to 60 years;St. Eustatius;2014;550.0;1.6;39.7;31.3;25.1;20.5
844;Main earner: 40 to 60 years;St. Eustatius;2015;550.0;1.5;42.0;33.1;27.8;22.6
845;Main earner: 40 to 60 years;St. Eustatius;2016;550.0;1.5;40.0;30.9;27.3;22.0
846;Main earner: 40 to 60 years;St. Eustatius;2017;600.0;1.5;42.4;35.6;29.2;25.8
847;Main earner: 40 to 60 years;St. Eustatius;2018;600.0;1.6;43.8;34.8;30.1;24.3
848;Main earner: 40 to 60 years;St. Eustatius;2019;600.0;1.6;45.4;37.9;31.3;26.6
849;Main earner: 40 to 60 years;St. Eustatius;2020;600.0;1.7;45.4;37.1;30.3;25.1
850;Main earner: 40 to 60 years;St. Eustatius;2021;600.0;1.6;42.5;35.5;28.9;24.0
851;Main earner: 40 to 60 years;St. Eustatius;2022;650.0;1.6;43.3;35.2;30.0;25.3
852;Main earner: 40 to 60 years;Saba;2011;250.0;1.6;30.6;24.9;21.0;16.0
853;Main earner: 40 to 60 years;Saba;2012;250.0;1.5;34.1;28.9;23.2;19.0
854;Main earner: 40 to 60 years;Saba;2013;250.0;1.6;32.9;27.1;22.7;18.2
855;Main earner: 40 to 60 years;Saba;2014;300.0;1.5;34.0;29.1;23.5;19.7
856;Main earner: 40 to 60 years;Saba;2015;300.0;1.6;36.0;29.9;24.7;20.4
857;Main earner: 40 to 60 years;Saba;2016;300.0;1.6;35.8;29.4;24.4;20.4
858;Main earner: 40 to 60 years;Saba;2017;300.0;1.6;37.6;31.7;25.7;21.0
859;Main earner: 40 to 60 years;Saba;2018;300.0;1.6;38.9;33.1;26.6;22.9
860;Main earner: 40 to 60 years;Saba;2019;300.0;1.6;39.7;34.1;27.4;22.5
861;Main earner: 40 to 60 years;Saba;2020;350.0;1.7;41.3;36.0;28.4;23.1
862;Main earner: 40 to 60 years;Saba;2021;300.0;1.7;42.5;39.5;28.8;26.6
863;Main earner: 40 to 60 years;Saba;2022;350.0;1.7;44.9;39.9;31.0;26.9
864;Main earner: 60 years or older;Caribbean Netherlands;2011;1800.0;1.8;28.9;20.7;19.8;14.4
865;Main earner: 60 years or older;Caribbean Netherlands;2012;1900.0;1.7;30.0;21.6;20.6;15.4
866;Main earner: 60 years or older;Caribbean Netherlands;2013;2000.0;1.7;29.9;21.6;20.7;15.7
867;Main earner: 60 years or older;Caribbean Netherlands;2014;2150.0;1.7;30.3;21.7;20.9;16.0
868;Main earner: 60 years or older;Caribbean Netherlands;2015;2250.0;1.7;30.7;21.7;21.4;15.6
869;Main earner: 60 years or older;Caribbean Netherlands;2016;2400.0;1.7;31.9;22.5;22.4;17.0
870;Main earner: 60 years or older;Caribbean Netherlands;2017;2550.0;1.7;32.4;22.9;22.9;17.2
871;Main earner: 60 years or older;Caribbean Netherlands;2018;2750.0;1.7;33.0;23.7;23.4;18.0
872;Main earner: 60 years or older;Caribbean Netherlands;2019;2900.0;1.7;34.3;24.7;24.4;18.6
873;Main earner: 60 years or older;Caribbean Netherlands;2020;3150.0;1.7;34.8;25.1;24.8;19.0
874;Main earner: 60 years or older;Caribbean Netherlands;2021;3300.0;1.7;34.6;24.7;24.9;18.9
875;Main earner: 60 years or older;Caribbean Netherlands;2022;3550.0;1.7;35.6;26.2;25.6;19.8
876;Main earner: 60 years or older;Bonaire;2011;1400.0;1.8;29.6;21.7;20.2;14.9
877;Main earner: 60 years or older;Bonaire;2012;1450.0;1.8;30.6;22.1;20.9;15.5
878;Main earner: 60 years or older;Bonaire;2013;1600.0;1.8;30.3;22.0;20.8;15.8
879;Main earner: 60 years or older;Bonaire;2014;1700.0;1.8;30.8;22.4;21.1;16.1
880;Main earner: 60 years or older;Bonaire;2015;1750.0;1.7;30.8;21.9;21.3;15.6
881;Main earner: 60 years or older;Bonaire;2016;1900.0;1.8;32.2;23.1;22.5;17.1
882;Main earner: 60 years or older;Bonaire;2017;2000.0;1.7;32.2;23.0;22.6;17.1
883;Main earner: 60 years or older;Bonaire;2018;2200.0;1.7;32.6;23.8;22.9;17.7
884;Main earner: 60 years or older;Bonaire;2019;2350.0;1.7;33.7;24.7;23.7;18.4
885;Main earner: 60 years or older;Bonaire;2020;2600.0;1.7;34.4;24.8;24.2;18.6
886;Main earner: 60 years or older;Bonaire;2021;2650.0;1.7;34.5;24.9;24.5;18.8
887;Main earner: 60 years or older;Bonaire;2022;2900.0;1.7;35.3;26.3;25.2;19.7
888;Main earner: 60 years or older;St. Eustatius;2011;250.0;1.5;25.3;16.6;17.8;11.2
889;Main earner: 60 years or older;St. Eustatius;2012;250.0;1.6;27.2;18.1;18.9;13.4
890;Main earner: 60 years or older;St. Eustatius;2013;250.0;1.5;27.5;19.2;19.5;13.8
891;Main earner: 60 years or older;St. Eustatius;2014;250.0;1.5;28.9;17.9;20.3;13.0
892;Main earner: 60 years or older;St. Eustatius;2015;300.0;1.5;30.5;18.9;22.1;14.1
893;Main earner: 60 years or older;St. Eustatius;2016;300.0;1.5;30.3;19.2;22.1;15.3
894;Main earner: 60 years or older;St. Eustatius;2017;350.0;1.5;34.1;22.0;24.9;17.3
895;Main earner: 60 years or older;St. Eustatius;2018;350.0;1.5;35.2;22.8;26.0;18.2
896;Main earner: 60 years or older;St. Eustatius;2019;350.0;1.5;37.1;23.5;27.3;18.8
897;Main earner: 60 years or older;St. Eustatius;2020;350.0;1.5;37.5;24.6;27.7;20.0
898;Main earner: 60 years or older;St. Eustatius;2021;400.0;1.5;35.7;23.1;26.3;17.6
899;Main earner: 60 years or older;St. Eustatius;2022;400.0;1.6;37.2;24.8;27.2;19.5
900;Main earner: 60 years or older;Saba;2011;150.0;1.6;27.7;19.5;19.6;14.3
901;Main earner: 60 years or older;Saba;2012;200.0;1.6;28.6;21.1;20.5;16.0
