ID;LandVanUiteindelijkeZeggenschap;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;Patentaanvragers_1;Patentaanvragen_2;AanvragersMetSamenwerkingBuitenland_3;AanvragenMetSamenwerkingBuitenland_4;Patentaanvragers_5;Patentaanvragen_6;AanvragersMetSamenwerkingBuitenland_7;AanvragenMetSamenwerkingBuitenland_8
5162;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;250 of meer werkzame personen;2018;;;;;;;;
5163;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;250 of meer werkzame personen;2019;;;;;0.0;0.0;0.0;0.0
5164;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;250 of meer werkzame personen;2020;;;;;;;;
5165;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;250 of meer werkzame personen;2021;;;;;;;;
5166;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2013;;;;;;;;
5167;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2014;;;;;;;;
5168;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2015;;;;;;;;
5169;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2016;;;;;;;;
5170;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2017;;;;;;;;
5171;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2018;;;;;;;;
5172;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2019;;;;;;;;
5173;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2020;;;;;;;;
5174;Totaal binnen- en buitenland;87-88 Verzorging en welzijn;Werkzame personen: onbekend;2021;;;;;;;;
5175;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2013;;;;;;;;
5176;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2014;;;;;;;;
5177;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2015;;;;;;;;
5178;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2016;;;;;;;;
5179;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2017;;;;;;;;
5180;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2018;;;;;;;;
5181;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2019;;;;;;;;
5182;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2020;;;;;;;;
5183;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Totaal werkzame personen;2021;;;;;;;;
5184;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2013;;;;;;;;
5185;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2014;;;;;;;;
5186;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2015;;;;;;;;
5187;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2016;;;;;;;;
5188;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2017;;;;;;;;
5189;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2018;;;;;;;;
5190;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2019;;;;;;;;
5191;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2020;;;;;;;;
5192;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;0 tot 50 werkzame personen;2021;;;;;;;;
5193;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2013;;;;;;;;
5194;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2014;;;;;0.0;0.0;0.0;0.0
5195;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2015;;;;;0.0;0.0;0.0;0.0
5196;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2016;;;;;0.0;0.0;0.0;0.0
5197;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5198;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2018;;;;;0.0;0.0;0.0;0.0
5199;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2019;;;;;;;;
5200;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2020;;;;;0.0;0.0;0.0;0.0
5201;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;50 tot 250 werkzame personen;2021;;;;;0.0;0.0;0.0;0.0
5202;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2013;;;;;;;;
5203;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2014;;;;;;;;
5204;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2015;;;;;0.0;0.0;0.0;0.0
5205;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2016;;;;;;;;
5206;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2017;;;;;;;;
5207;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2018;;;;;0.0;0.0;0.0;0.0
5208;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2019;;;;;;;;
5209;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2020;;;;;;;;
5210;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;250 of meer werkzame personen;2021;;;;;;;;
5211;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2013;;;;;;;;
5212;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2014;;;;;;;;
5213;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2015;;;;;;;;
5214;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2016;;;;;;;;
5215;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2017;;;;;;;;
5216;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2018;;;;;;;;
5217;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2019;;;;;;;;
5218;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2020;;;;;;;;
5219;Totaal binnen- en buitenland;88 Welzijnszorg zonder overnachting;Werkzame personen: onbekend;2021;;;;;;;;
5220;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2013;10.0;180.0;0.0;155.0;10.0;50.0;0.0;0.0
5221;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2014;10.0;20.0;0.0;0.0;10.0;50.0;0.0;0.0
5222;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2015;10.0;15.0;5.0;0.0;5.0;30.0;0.0;0.0
5223;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2016;10.0;20.0;0.0;5.0;10.0;45.0;0.0;0.0
5224;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2017;5.0;5.0;0.0;0.0;10.0;30.0;0.0;0.0
5225;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2018;5.0;15.0;5.0;5.0;10.0;45.0;0.0;0.0
5226;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2019;5.0;25.0;0.0;5.0;10.0;35.0;0.0;0.0
5227;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2020;5.0;25.0;0.0;0.0;5.0;55.0;0.0;5.0
5228;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Totaal werkzame personen;2021;5.0;25.0;0.0;5.0;10.0;70.0;0.0;5.0
5229;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2013;5.0;15.0;0.0;0.0;10.0;45.0;0.0;0.0
5230;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2014;10.0;15.0;0.0;0.0;10.0;50.0;0.0;0.0
5231;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2015;10.0;15.0;0.0;0.0;5.0;30.0;0.0;0.0
5232;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2016;10.0;15.0;0.0;0.0;10.0;45.0;0.0;0.0
5233;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2017;5.0;5.0;0.0;0.0;10.0;25.0;0.0;0.0
5234;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2018;5.0;10.0;0.0;0.0;5.0;45.0;0.0;0.0
5235;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2019;5.0;25.0;0.0;5.0;5.0;30.0;0.0;0.0
5236;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2020;5.0;20.0;0.0;0.0;5.0;55.0;0.0;5.0
5237;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;0 tot 50 werkzame personen;2021;0.0;20.0;0.0;5.0;10.0;65.0;0.0;0.0
5238;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5239;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2014;;;;;;;;
5240;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2015;;;;;;;;
5241;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2016;;;;;0.0;0.0;0.0;0.0
5242;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2017;;;;;;;;
5243;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2018;;;;;;;;
5244;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2019;;;;;0.0;0.0;0.0;0.0
5245;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2020;;;;;;;;
5246;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;50 tot 250 werkzame personen;2021;;;;;;;;
5247;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2013;5.0;160.0;0.0;155.0;0.0;5.0;0.0;0.0
5248;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5249;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2015;0.0;0.0;0.0;0.0;;;;
5250;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2016;0.0;5.0;0.0;0.0;;;;
5251;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2017;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5252;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2018;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5253;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2019;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
5254;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2020;0.0;5.0;0.0;0.0;;;;
5255;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;250 of meer werkzame personen;2021;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
5256;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2013;;;;;;;;
5257;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2014;;;;;;;;
5258;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2015;;;;;;;;
5259;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2016;;;;;;;;
5260;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2017;;;;;;;;
5261;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2018;;;;;;;;
5262;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2019;;;;;;;;
5263;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2020;;;;;;;;
5264;Totaal binnen- en buitenland;R-U Cultuur, recreatie, overige diensten;Werkzame personen: onbekend;2021;;;;;;;;
5265;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2013;5.0;175.0;0.0;155.0;10.0;50.0;0.0;0.0
5266;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2014;5.0;15.0;0.0;0.0;5.0;45.0;0.0;0.0
5267;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;25.0;0.0;0.0
5268;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2016;5.0;10.0;0.0;0.0;5.0;40.0;0.0;0.0
5269;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2017;0.0;0.0;0.0;0.0;5.0;20.0;0.0;0.0
5270;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2018;5.0;10.0;0.0;0.0;5.0;40.0;0.0;0.0
5271;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2019;0.0;20.0;0.0;5.0;5.0;30.0;0.0;0.0
5272;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2020;0.0;20.0;0.0;0.0;5.0;50.0;0.0;5.0
5273;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Totaal werkzame personen;2021;0.0;20.0;0.0;5.0;5.0;60.0;0.0;0.0
5274;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2013;5.0;15.0;0.0;0.0;5.0;45.0;0.0;0.0
5275;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2014;5.0;15.0;0.0;0.0;5.0;45.0;0.0;0.0
5276;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;25.0;0.0;0.0
5277;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2016;5.0;10.0;0.0;0.0;5.0;40.0;0.0;0.0
5278;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2017;0.0;0.0;0.0;0.0;5.0;20.0;0.0;0.0
5279;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2018;5.0;10.0;0.0;0.0;5.0;40.0;0.0;0.0
5280;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2019;0.0;20.0;0.0;5.0;5.0;30.0;0.0;0.0
5281;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2020;0.0;20.0;0.0;0.0;5.0;50.0;0.0;5.0
5282;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;0 tot 50 werkzame personen;2021;0.0;20.0;0.0;5.0;5.0;60.0;0.0;0.0
5283;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5284;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2014;;;;;;;;
5285;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2015;;;;;;;;
5286;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2016;;;;;0.0;0.0;0.0;0.0
5287;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2017;;;;;;;;
5288;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2018;;;;;;;;
5289;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2019;;;;;;;;
5290;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2020;;;;;;;;
5291;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;50 tot 250 werkzame personen;2021;;;;;;;;
5292;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2013;0.0;160.0;0.0;155.0;0.0;5.0;0.0;0.0
5293;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2014;;;;;;;;
5294;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2015;;;;;;;;
5295;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2016;;;;;;;;
5296;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2017;;;;;;;;
5297;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2018;;;;;;;;
5298;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2019;;;;;0.0;0.0;0.0;0.0
5299;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2020;;;;;;;;
5300;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;250 of meer werkzame personen;2021;;;;;;;;
5301;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2013;;;;;;;;
5302;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2014;;;;;;;;
5303;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2015;;;;;;;;
5304;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2016;;;;;;;;
5305;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2017;;;;;;;;
5306;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2018;;;;;;;;
5307;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2019;;;;;;;;
5308;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2020;;;;;;;;
5309;Totaal binnen- en buitenland;R Cultuur, sport en recreatie;Werkzame personen: onbekend;2021;;;;;;;;
5310;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
5311;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2014;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0
5312;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5313;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2016;;;;;0.0;0.0;0.0;0.0
5314;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2017;;;;;0.0;0.0;0.0;0.0
5315;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5316;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2019;;;;;0.0;0.0;0.0;0.0
5317;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
5318;Totaal binnen- en buitenland;90 Kunst;Totaal werkzame personen;2021;;;;;5.0;5.0;0.0;0.0
5319;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
5320;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2014;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0
5321;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5322;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2016;;;;;0.0;0.0;0.0;0.0
5323;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2017;;;;;0.0;0.0;0.0;0.0
5324;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5325;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2019;;;;;0.0;0.0;0.0;0.0
5326;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
5327;Totaal binnen- en buitenland;90 Kunst;0 tot 50 werkzame personen;2021;;;;;5.0;5.0;0.0;0.0
5328;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2013;;;;;;;;
5329;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2014;;;;;;;;
5330;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2015;;;;;;;;
5331;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2016;;;;;;;;
5332;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2017;;;;;;;;
5333;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2018;;;;;;;;
5334;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2019;;;;;;;;
5335;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2020;;;;;;;;
5336;Totaal binnen- en buitenland;90 Kunst;50 tot 250 werkzame personen;2021;;;;;;;;
5337;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2013;;;;;;;;
5338;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2014;;;;;;;;
5339;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2015;;;;;;;;
5340;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2016;;;;;;;;
5341;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2017;;;;;;;;
5342;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2018;;;;;;;;
5343;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2019;;;;;;;;
5344;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2020;;;;;;;;
5345;Totaal binnen- en buitenland;90 Kunst;250 of meer werkzame personen;2021;;;;;;;;
5346;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2013;;;;;;;;
5347;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2014;;;;;;;;
5348;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2015;;;;;;;;
5349;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2016;;;;;;;;
5350;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2017;;;;;;;;
5351;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2018;;;;;;;;
5352;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2019;;;;;;;;
5353;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2020;;;;;;;;
5354;Totaal binnen- en buitenland;90 Kunst;Werkzame personen: onbekend;2021;;;;;;;;
5355;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2013;0.0;160.0;0.0;155.0;0.0;5.0;0.0;0.0
5356;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5357;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2015;;;;;;;;
5358;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2016;;;;;;;;
5359;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2017;;;;;;;;
5360;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2018;;;;;0.0;0.0;0.0;0.0
5361;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2019;;;;;;;;
5362;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2020;;;;;;;;
5363;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;Totaal werkzame personen;2021;;;;;;;;
5364;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2013;;;;;;;;
5365;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5366;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2015;;;;;;;;
5367;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2016;;;;;;;;
5368;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2017;;;;;;;;
5369;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2018;;;;;0.0;0.0;0.0;0.0
5370;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2019;;;;;;;;
5371;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2020;;;;;;;;
5372;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;0 tot 50 werkzame personen;2021;;;;;;;;
5373;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;50 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5374;Totaal binnen- en buitenland;91 Bibliotheken, musea en natuurbehoud;50 tot 250 werkzame personen;2014;;;;;;;;
