ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
6082;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 August;105.0;105.0;104.9;104.9;;;100.1;1.2;1.2;1.3;1.2;;;0.0;
6083;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 September;105.3;105.3;105.1;105.1;;;100.1;1.4;1.4;1.4;1.4;;;0.0;
6084;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 3rd quarter;105.1;105.1;105.0;105.0;;;100.1;1.3;1.3;1.4;1.3;;;0.0;
6085;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 October;105.3;105.3;105.2;105.2;;;100.1;1.4;1.3;1.4;1.4;;;0.0;
6086;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 November;105.3;105.3;105.2;105.2;;;100.1;1.4;1.3;1.4;1.4;;;0.0;
6087;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 December;105.3;105.3;105.2;105.2;;;100.1;1.3;1.2;1.3;1.3;;;0.0;
6088;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 4th quarter;105.3;105.3;105.2;105.2;;;100.1;1.3;1.3;1.3;1.3;;;0.0;
6089;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2013 year;104.8;104.8;104.6;104.6;;;100.1;1.5;1.4;1.5;1.4;;;0.0;
6090;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 January;105.6;105.0;105.5;104.9;;;100.1;1.4;0.8;1.4;0.9;;;0.0;
6091;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 February;105.6;105.0;105.5;104.9;;;100.1;1.4;0.8;1.4;0.9;;;0.0;
6092;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 March;105.8;105.2;105.6;105.1;;;100.1;1.4;0.9;1.3;0.9;;;0.0;
6093;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 1st quarter;105.6;105.1;105.5;104.9;;;100.1;1.3;0.9;1.3;0.8;;;0.0;
6094;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 April;106.5;107.6;105.6;106.6;;;100.7;2.0;3.1;1.3;2.3;;;0.6;
6095;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 May;106.5;107.6;105.6;106.6;;;100.7;1.9;3.0;1.2;2.2;;;0.6;
6096;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 June;106.8;107.9;105.8;106.9;;;100.7;2.2;3.3;1.4;2.5;;;0.6;
6097;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 2nd quarter;106.6;107.7;105.7;106.7;;;100.7;2.1;3.2;1.3;2.3;;;0.6;
6098;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 July;107.0;108.1;106.1;107.2;;;100.7;1.9;3.0;1.1;2.2;;;0.6;
6099;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 August;107.0;108.1;106.1;107.2;;;100.7;1.9;3.0;1.1;2.2;;;0.6;
6100;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 September;107.0;108.1;106.1;107.2;;;100.7;1.6;2.7;1.0;2.0;;;0.6;
6101;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 3rd quarter;107.0;108.1;106.1;107.2;;;100.7;1.8;2.9;1.0;2.1;;;0.6;
6102;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 October;107.0;108.1;106.1;107.2;;;100.7;1.6;2.7;0.9;1.9;;;0.6;
6103;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 November;107.0;108.1;106.1;107.2;;;100.7;1.6;2.7;0.9;1.9;;;0.6;
6104;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 December;107.0;108.1;106.1;107.2;;;100.7;1.6;2.7;0.9;1.9;;;0.6;
6105;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 4th quarter;107.0;108.1;106.1;107.2;;;100.7;1.6;2.7;0.9;1.9;;;0.6;
6106;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2014 year;106.6;107.3;105.8;106.5;;;100.5;1.7;2.4;1.1;1.8;;;0.4;
6107;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 January;107.3;108.8;106.4;107.8;;;100.7;1.6;3.6;0.9;2.8;;;0.6;
6108;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 February;107.3;108.8;106.4;107.8;;;100.7;1.6;3.6;0.9;2.8;;;0.6;
6109;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 March;107.3;108.8;106.4;107.8;;;100.7;1.4;3.4;0.8;2.6;;;0.6;
6110;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 1st quarter;107.3;108.8;106.4;107.8;;;100.7;1.6;3.5;0.9;2.8;;;0.6;
6111;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 April;107.7;109.2;106.7;108.2;;;100.7;1.1;1.5;1.0;1.5;;;0.0;
6112;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 May;107.7;109.2;106.7;108.2;;;100.7;1.1;1.5;1.0;1.5;;;0.0;
6113;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 June;107.9;109.4;106.9;108.4;;;100.7;1.0;1.4;1.0;1.4;;;0.0;
6114;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 2nd quarter;107.7;109.2;106.8;108.2;;;100.7;1.0;1.4;1.0;1.4;;;0.0;
6115;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 July;108.5;109.8;107.6;108.8;;;100.7;1.4;1.6;1.4;1.5;;;0.0;
6116;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 August;108.5;109.8;107.6;108.8;;;100.7;1.4;1.6;1.4;1.5;;;0.0;
6117;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 September;108.5;109.8;107.6;108.8;;;100.7;1.4;1.6;1.4;1.5;;;0.0;
6118;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 3rd quarter;108.5;109.8;107.6;108.8;;;100.7;1.4;1.6;1.4;1.5;;;0.0;
6119;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 October;108.6;109.9;107.6;108.9;;;100.7;1.5;1.7;1.4;1.6;;;0.0;
6120;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 November;108.6;109.9;107.6;108.9;;;100.7;1.5;1.7;1.4;1.6;;;0.0;
6121;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 December;108.6;109.9;107.6;108.9;;;100.7;1.5;1.7;1.4;1.6;;;0.0;
6122;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 4th quarter;108.6;109.9;107.6;108.9;;;100.7;1.5;1.7;1.4;1.6;;;0.0;
6123;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2015 year;108.1;109.4;107.1;108.4;;;100.7;1.4;2.0;1.2;1.8;;;0.2;
6124;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 January;109.1;110.4;108.1;109.3;;;100.7;1.7;1.5;1.6;1.4;;;0.0;
6125;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 February;109.1;110.4;108.1;109.3;;;100.7;1.7;1.5;1.6;1.4;;;0.0;
6126;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 March;109.2;110.4;108.2;109.3;;;100.7;1.8;1.5;1.7;1.4;;;0.0;
6127;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 1st quarter;109.2;110.4;108.2;109.3;;;100.7;1.8;1.5;1.7;1.4;;;0.0;
6128;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 April;109.3;110.4;108.3;109.4;;;100.7;1.5;1.1;1.5;1.1;;;0.0;
6129;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 May;109.5;110.6;108.5;109.6;;;100.7;1.7;1.3;1.7;1.3;;;0.0;
6130;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 June;109.7;110.8;108.7;109.7;;;100.7;1.7;1.3;1.7;1.2;;;0.0;
6131;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 2nd quarter;109.5;110.6;108.5;109.6;;;100.7;1.7;1.3;1.6;1.3;;;0.0;
6132;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 July;110.1;111.2;109.1;110.1;;;100.7;1.5;1.3;1.4;1.2;;;0.0;
6133;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 August;110.1;111.2;109.1;110.1;;;100.7;1.5;1.3;1.4;1.2;;;0.0;
6134;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 September;110.2;111.3;109.1;110.2;;;100.7;1.6;1.4;1.4;1.3;;;0.0;
6135;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 3rd quarter;110.1;111.2;109.1;110.2;;;100.7;1.5;1.3;1.4;1.3;;;0.0;
6136;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 October;110.2;111.3;109.1;110.2;;;100.7;1.5;1.3;1.4;1.2;;;0.0;
6137;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 November;110.2;111.3;109.1;110.2;;;100.7;1.5;1.3;1.4;1.2;;;0.0;
6138;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 December;110.2;111.3;109.1;110.2;;;100.7;1.5;1.3;1.4;1.2;;;0.0;
6139;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 4th quarter;110.2;111.3;109.1;110.2;;;100.7;1.5;1.3;1.4;1.2;;;0.0;
6140;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2016 year;109.7;110.9;108.7;109.8;;;100.7;1.5;1.4;1.5;1.3;;;0.0;
6141;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 January;110.3;111.4;109.3;110.4;;;100.7;1.1;0.9;1.1;1.0;;;0.0;
6142;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 February;110.3;111.4;109.3;110.4;;;100.7;1.1;0.9;1.1;1.0;;;0.0;
6143;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 March;110.3;111.4;109.3;110.4;;;100.7;1.0;0.9;1.0;1.0;;;0.0;
6144;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 1st quarter;110.3;111.4;109.3;110.4;;;100.7;1.0;0.9;1.0;1.0;;;0.0;
6145;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 April;111.0;112.1;110.0;111.0;;;100.7;1.6;1.5;1.6;1.5;;;0.0;
6146;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 May;111.3;112.4;110.2;111.3;;;100.7;1.6;1.6;1.6;1.6;;;0.0;
6147;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 June;111.8;113.0;110.8;111.9;;;100.7;1.9;2.0;1.9;2.0;;;0.0;
6148;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 2nd quarter;111.3;112.5;110.3;111.4;;;100.7;1.6;1.7;1.7;1.6;;;0.0;
6149;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 July;112.3;113.4;111.2;112.3;;;100.7;2.0;2.0;1.9;2.0;;;0.0;
6150;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 August;112.3;113.4;111.2;112.3;;;100.7;2.0;2.0;1.9;2.0;;;0.0;
6151;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 September;112.3;113.4;111.2;112.3;;;100.7;1.9;1.9;1.9;1.9;;;0.0;
6152;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 3rd quarter;112.3;113.4;111.2;112.3;;;100.7;2.0;2.0;1.9;1.9;;;0.0;
6153;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 October;112.5;113.6;111.4;112.5;;;100.7;2.1;2.1;2.1;2.1;;;0.0;
6154;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 November;112.5;113.6;111.4;112.5;;;100.7;2.1;2.1;2.1;2.1;;;0.0;
6155;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 December;112.5;113.6;111.4;112.5;;;100.7;2.1;2.1;2.1;2.1;;;0.0;
6156;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 4th quarter;112.5;113.6;111.4;112.5;;;100.7;2.1;2.1;2.1;2.1;;;0.0;
6157;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2017 year;111.6;112.8;110.6;111.7;;;100.7;1.7;1.7;1.7;1.7;;;0.0;
6158;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 January;112.7;114.6;111.7;113.5;;;100.7;2.2;2.9;2.2;2.8;;;0.0;
6159;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 February;112.7;114.6;111.7;113.5;;;100.7;2.2;2.9;2.2;2.8;;;0.0;
6160;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 March;112.7;114.6;111.7;113.5;;;100.7;2.2;2.9;2.2;2.8;;;0.0;
6161;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 1st quarter;112.7;114.6;111.7;113.5;;;100.7;2.2;2.9;2.2;2.8;;;0.0;
6162;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 April;112.9;114.7;111.8;113.6;;;100.7;1.7;2.3;1.6;2.3;;;0.0;
6163;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 May;113.2;115.1;112.2;114.0;;;100.7;1.7;2.4;1.8;2.4;;;0.0;
6164;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 June ;113.2;115.1;112.2;114.0;;;100.7;1.3;1.9;1.3;1.9;;;0.0;
6165;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 2nd quarter;113.1;115.0;112.1;113.9;;;100.7;1.6;2.2;1.6;2.2;;;0.0;
6166;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 July;114.8;116.2;113.7;115.1;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6167;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 August;114.8;116.2;113.7;115.1;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6168;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 September;114.8;116.2;113.7;115.1;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6169;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 3rd quarter;114.8;116.2;113.7;115.1;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6170;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 October;115.0;116.4;113.9;115.3;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6171;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 November;115.0;116.4;113.9;115.3;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6172;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 December;115.0;116.4;113.9;115.3;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6173;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 4th quarter;115.0;116.4;113.9;115.3;;;100.7;2.2;2.5;2.2;2.5;;;0.0;
6174;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2018 year;113.9;115.6;112.8;114.4;;;100.7;2.1;2.5;2.0;2.4;;;0.0;
6175;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 January;115.0;117.2;114.0;116.1;;;100.7;2.0;2.3;2.1;2.3;;;0.0;
6176;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 February;115.0;117.2;114.0;116.1;;;100.7;2.0;2.3;2.1;2.3;;;0.0;
6177;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 March;115.3;117.4;114.3;116.3;;;100.7;2.3;2.4;2.3;2.5;;;0.0;
6178;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 1st quarter;115.1;117.3;114.1;116.1;;;100.7;2.1;2.4;2.1;2.3;;;0.0;
6179;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 April;116.0;118.1;114.9;117.0;;;100.7;2.7;3.0;2.8;3.0;;;0.0;
6180;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 May;116.4;118.5;115.4;117.4;;;100.7;2.8;3.0;2.9;3.0;;;0.0;
6181;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 June;116.4;118.5;115.4;117.4;;;100.7;2.8;3.0;2.9;3.0;;;0.0;
6182;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 2nd quarter;116.3;118.4;115.2;117.3;;;100.7;2.8;3.0;2.8;3.0;;;0.0;
6183;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 July;118.1;120.3;117.1;119.2;;;100.7;2.9;3.5;3.0;3.6;;;0.0;
6184;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 August;118.1;120.3;117.1;119.2;;;100.7;2.9;3.5;3.0;3.6;;;0.0;
6185;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 September;118.1;120.3;117.1;119.2;;;100.7;2.9;3.5;3.0;3.6;;;0.0;
6186;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 3rd quarter;118.1;120.3;117.1;119.2;;;100.7;2.9;3.5;3.0;3.6;;;0.0;
6187;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 October;118.5;120.6;117.4;119.5;;;100.7;3.0;3.6;3.1;3.6;;;0.0;
6188;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 November;118.5;120.6;117.4;119.5;;;100.7;3.0;3.6;3.1;3.6;;;0.0;
6189;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 December;118.5;120.6;117.4;119.5;;;100.7;3.0;3.6;3.1;3.6;;;0.0;
6190;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 4th quarter;118.5;120.6;117.4;119.5;;;100.7;3.0;3.6;3.1;3.6;;;0.0;
6191;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2019 year;117.0;119.1;115.9;118.0;;;100.7;2.7;3.0;2.7;3.1;;;0.0;
6192;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 January;118.5;120.6;117.4;119.5;;;100.7;3.0;2.9;3.0;2.9;;;0.0;
6193;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 February;118.5;120.6;117.4;119.5;;;100.7;3.0;2.9;3.0;2.9;;;0.0;
6194;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 March;118.7;120.8;117.6;119.7;;;100.7;2.9;2.9;2.9;2.9;;;0.0;
6195;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 1st quarter;118.5;120.7;117.5;119.6;;;100.7;3.0;2.9;3.0;3.0;;;0.0;
6196;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 April;119.4;121.5;118.3;120.4;;;100.7;2.9;2.9;3.0;2.9;;;0.0;
6197;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 May;119.4;121.5;118.3;120.4;;;100.7;2.6;2.5;2.5;2.6;;;0.0;
6198;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 June;119.4;121.5;118.3;120.4;;;100.7;2.6;2.5;2.5;2.6;;;0.0;
6199;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 2nd quarter;119.4;121.5;118.3;120.4;;;100.7;2.7;2.6;2.7;2.6;;;0.0;
6200;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 July;120.9;123.2;119.9;122.1;;;100.7;2.4;2.4;2.4;2.4;;;0.0;
6201;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 August;120.9;123.2;119.9;122.1;;;100.7;2.4;2.4;2.4;2.4;;;0.0;
6202;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 September;120.9;123.2;119.9;122.1;;;100.7;2.4;2.4;2.4;2.4;;;0.0;
6203;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 3rd quarter;120.9;123.2;119.9;122.1;;;100.7;2.4;2.4;2.4;2.4;;;0.0;
6204;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 October;120.9;123.2;119.9;122.1;;;100.7;2.0;2.2;2.1;2.2;;;0.0;
6205;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 November;120.9;123.2;119.9;122.1;;;100.7;2.0;2.2;2.1;2.2;;;0.0;
6206;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 December;120.9;123.3;119.9;122.1;;;100.7;2.0;2.2;2.1;2.2;;;0.0;
6207;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 4th quarter;120.9;123.2;119.9;122.1;;;100.7;2.0;2.2;2.1;2.2;;;0.0;
6208;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2020 year;119.9;122.2;118.9;121.0;;;100.7;2.5;2.6;2.6;2.5;;;0.0;
6209;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 January;122.1;124.3;121.0;123.1;;;100.6;3.0;3.1;3.1;3.0;;;-0.1;
6210;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 February;122.1;124.3;121.0;123.1;;;100.6;3.0;3.1;3.1;3.0;;;-0.1;
6211;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 March;122.3;124.5;121.2;123.3;;;100.6;3.0;3.1;3.1;3.0;;;-0.1;
6212;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 1st quarter;122.2;124.3;121.1;123.2;;;100.6;3.1;3.0;3.1;3.0;;;-0.1;
6213;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 April;123.8;126.0;122.6;124.8;;;100.6;3.7;3.7;3.6;3.7;;;-0.1;
6214;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 May;124.3;126.5;123.1;125.3;;;100.6;4.1;4.1;4.1;4.1;;;-0.1;
6215;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 June;124.3;126.5;123.1;125.3;;;100.6;4.1;4.1;4.1;4.1;;;-0.1;
6216;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 2nd quarter;124.1;126.3;123.0;125.1;;;100.6;3.9;4.0;4.0;3.9;;;-0.1;
6217;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 July;124.5;126.7;123.4;125.5;;;100.6;3.0;2.8;2.9;2.8;;;-0.1;
6218;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 August;124.5;126.7;123.4;125.5;;;100.6;3.0;2.8;2.9;2.8;;;-0.1;
6219;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 September;124.5;126.7;123.4;125.5;;;100.6;3.0;2.8;2.9;2.8;;;-0.1;
6220;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 3rd quarter;124.5;126.7;123.4;125.5;;;100.6;3.0;2.8;2.9;2.8;;;-0.1;
6221;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 October;124.7;126.7;123.5;125.5;;;100.6;3.1;2.8;3.0;2.8;;;-0.1;
6222;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 November;124.7;126.7;123.5;125.5;;;100.6;3.1;2.8;3.0;2.8;;;-0.1;
6223;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 December;124.7;126.7;123.5;125.5;;;100.6;3.1;2.8;3.0;2.8;;;-0.1;
6224;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 4th quarter;124.7;126.7;123.5;125.5;;;100.6;3.1;2.8;3.0;2.8;;;-0.1;
6225;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2021 year;123.9;126.0;122.7;124.8;;;100.6;3.3;3.1;3.2;3.1;;;-0.1;
6226;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 January;125.5;128.3;124.3;127.1;;;100.6;2.8;3.2;2.7;3.2;;;0.0;
6227;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 February;125.5;128.3;124.3;127.1;;;100.6;2.8;3.2;2.7;3.2;;;0.0;
6228;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 March;125.9;128.8;124.7;127.5;;;100.6;2.9;3.5;2.9;3.4;;;0.0;
6229;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 1st quarter;125.6;128.5;124.5;127.3;;;100.6;2.8;3.4;2.8;3.3;;;0.0;
6230;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 April;126.5;130.9;125.3;129.6;;;100.6;2.2;3.9;2.2;3.8;;;0.0;
6231;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 May;126.7;131.1;125.6;129.9;;;100.6;1.9;3.6;2.0;3.7;;;0.0;
6232;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 June;128.0;130.9;126.9;129.7;;;100.6;3.0;3.5;3.1;3.5;;;0.0;
6233;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 2nd quarter;127.1;131.0;125.9;129.7;;;100.6;2.4;3.7;2.4;3.7;;;0.0;
6234;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 July;128.5;131.4;127.4;130.1;;;100.6;3.2;3.7;3.2;3.7;;;0.0;
6235;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 August;128.5;131.4;127.4;130.1;;;100.6;3.2;3.7;3.2;3.7;;;0.0;
6236;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 September;128.5;131.4;127.4;130.1;;;100.6;3.2;3.7;3.2;3.7;;;0.0;
6237;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 3rd quarter;128.5;131.4;127.4;130.1;;;100.6;3.2;3.7;3.2;3.7;;;0.0;
6238;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 October;128.5;131.4;127.4;130.1;;;100.6;3.0;3.7;3.2;3.7;;;0.0;
6239;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 November;128.9;131.8;127.7;130.5;;;100.6;3.4;4.0;3.4;4.0;;;0.0;
