ID;TypeArbeidsongeschiktheidsuitkering;MateVanArbeidsongeschiktheid;HoofdcategorieDiagnoseIndelingCAS;Perioden;Arbeidsongeschiktheidsuitkeringen_1
534;WAO-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;740
535;WAO-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;730
536;WAO-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;720
537;WAO-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;710
538;WAO-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;700
539;WAO-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;680
540;WAO-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2015;990
541;WAO-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2016;970
542;WAO-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2017;930
543;WAO-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2018;910
544;WAO-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2019;880
545;WAO-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2020;830
546;WAO-uitkering;Onbekend;Totaal;2015;190
547;WAO-uitkering;Onbekend;Totaal;2016;100
548;WAO-uitkering;Onbekend;Totaal;2017;90
549;WAO-uitkering;Onbekend;Totaal;2018;0
550;WAO-uitkering;Onbekend;Totaal;2019;0
551;WAO-uitkering;Onbekend;Totaal;2020;0
552;WAO-uitkering;Onbekend;Algemene en endocriene ziekten;2015;10
553;WAO-uitkering;Onbekend;Algemene en endocriene ziekten;2016;10
554;WAO-uitkering;Onbekend;Algemene en endocriene ziekten;2017;10
555;WAO-uitkering;Onbekend;Algemene en endocriene ziekten;2018;0
556;WAO-uitkering;Onbekend;Algemene en endocriene ziekten;2019;0
557;WAO-uitkering;Onbekend;Algemene en endocriene ziekten;2020;0
558;WAO-uitkering;Onbekend;Psychische stoornissen;2015;80
559;WAO-uitkering;Onbekend;Psychische stoornissen;2016;40
560;WAO-uitkering;Onbekend;Psychische stoornissen;2017;40
561;WAO-uitkering;Onbekend;Psychische stoornissen;2018;0
562;WAO-uitkering;Onbekend;Psychische stoornissen;2019;0
563;WAO-uitkering;Onbekend;Psychische stoornissen;2020;0
564;WAO-uitkering;Onbekend;Ontwikkelingsstoornissen;2015;0
565;WAO-uitkering;Onbekend;Ontwikkelingsstoornissen;2016;0
566;WAO-uitkering;Onbekend;Ontwikkelingsstoornissen;2017;0
567;WAO-uitkering;Onbekend;Ontwikkelingsstoornissen;2018;0
568;WAO-uitkering;Onbekend;Ontwikkelingsstoornissen;2019;0
569;WAO-uitkering;Onbekend;Ontwikkelingsstoornissen;2020;0
570;WAO-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2015;40
571;WAO-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2016;40
572;WAO-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2017;30
573;WAO-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2018;0
574;WAO-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2019;0
575;WAO-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2020;0
576;WAO-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2015;30
577;WAO-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2016;10
578;WAO-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2017;0
579;WAO-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2018;0
580;WAO-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2019;0
581;WAO-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2020;0
582;WAO-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2015;10
583;WAO-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2016;0
584;WAO-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2017;10
585;WAO-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2018;0
586;WAO-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2019;0
587;WAO-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2020;0
588;WAO-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2015;0
589;WAO-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2016;0
590;WAO-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2017;0
591;WAO-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2018;0
592;WAO-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2019;0
593;WAO-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2020;0
594;WAO-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2015;0
595;WAO-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2016;0
596;WAO-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2017;0
597;WAO-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2018;0
598;WAO-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2019;0
599;WAO-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2020;0
600;WAO-uitkering;Onbekend;Ziekten van huid en subcutis;2015;0
601;WAO-uitkering;Onbekend;Ziekten van huid en subcutis;2016;0
602;WAO-uitkering;Onbekend;Ziekten van huid en subcutis;2017;0
603;WAO-uitkering;Onbekend;Ziekten van huid en subcutis;2018;0
604;WAO-uitkering;Onbekend;Ziekten van huid en subcutis;2019;0
605;WAO-uitkering;Onbekend;Ziekten van huid en subcutis;2020;0
606;WAO-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2015;0
607;WAO-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2016;0
608;WAO-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2017;0
609;WAO-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2018;0
610;WAO-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2019;0
611;WAO-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2020;0
612;WAO-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2015;0
613;WAO-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2016;0
614;WAO-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2017;0
615;WAO-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2018;0
616;WAO-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2019;0
617;WAO-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2020;0
618;WAO-uitkering;Onbekend;Medische oorzaak onbekend;2015;10
619;WAO-uitkering;Onbekend;Medische oorzaak onbekend;2016;10
620;WAO-uitkering;Onbekend;Medische oorzaak onbekend;2017;10
621;WAO-uitkering;Onbekend;Medische oorzaak onbekend;2018;0
622;WAO-uitkering;Onbekend;Medische oorzaak onbekend;2019;0
623;WAO-uitkering;Onbekend;Medische oorzaak onbekend;2020;0
624;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Totaal;2015;157510
625;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Totaal;2016;168200
626;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Totaal;2017;178700
627;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Totaal;2018;189450
628;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Totaal;2019;200290
629;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Totaal;2020;212370
630;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2015;5260
631;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2016;5450
632;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2017;5640
633;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2018;5840
634;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2019;6150
635;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2020;6340
636;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2015;69000
637;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2016;74750
638;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2017;80370
639;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2018;86450
640;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2019;92020
641;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2020;98700
642;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2015;2710
643;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2016;3070
644;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2017;3370
645;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2018;3740
646;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2019;4180
647;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2020;4710
648;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2015;40620
649;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2016;43020
650;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2017;44980
651;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2018;46610
652;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2019;48370
653;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2020;49340
654;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2015;11660
655;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2016;12410
656;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2017;13260
657;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2018;14000
658;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2019;14700
659;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2020;15560
660;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2015;9690
661;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2016;9950
662;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2017;10380
663;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2018;10580
664;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2019;10920
665;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2020;10970
666;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2015;3330
667;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2016;3510
668;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2017;3700
669;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2018;3910
670;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2019;4040
671;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2020;4220
672;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2015;5340
673;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2016;5760
674;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2017;6220
675;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2018;6650
676;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2019;6990
677;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2020;7250
678;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2015;680
679;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2016;720
680;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2017;760
681;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2018;830
682;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2019;850
683;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2020;890
684;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2015;6200
685;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2016;6570
686;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2017;7140
687;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2018;7710
688;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2019;8090
689;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2020;8490
690;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2015;610
691;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2016;660
692;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2017;690
693;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2018;760
694;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2019;800
695;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2020;880
696;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2015;2400
697;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2016;2320
698;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2017;2220
699;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2018;2360
700;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2019;3200
701;WIA-uitkering, regeling WGA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2020;5000
702;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Totaal;2015;47370
703;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Totaal;2016;51720
704;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Totaal;2017;55700
705;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Totaal;2018;59280
706;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Totaal;2019;62880
707;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Totaal;2020;64940
708;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2015;2060
709;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2016;2140
710;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2017;2220
711;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2018;2270
712;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2019;2430
713;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2020;2490
714;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2015;16970
715;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2016;19040
716;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2017;21090
717;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2018;23230
718;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2019;25500
719;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2020;27250
720;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2015;800
721;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2016;940
722;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2017;1050
723;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2018;1170
724;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2019;1310
725;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2020;1480
726;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;13220
727;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;14280
728;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;14980
729;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;15390
730;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;15740
731;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;15600
732;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;4290
733;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;4670
734;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;5040
735;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;5340
736;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;5630
737;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;5860
738;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;4360
739;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;4570
740;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;4810
741;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;4930
742;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;5080
743;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;4980
744;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;1300
745;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;1360
746;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;1460
747;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;1550
748;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;1550
749;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;1540
750;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;1780
751;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;1920
752;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;2040
753;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;2160
754;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;2280
755;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;2290
756;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2015;170
757;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2016;200
758;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2017;210
759;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2018;220
760;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2019;220
761;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2020;230
762;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;2170
763;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;2350
764;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;2530
765;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;2720
766;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;2830
767;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;2860
768;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;180
769;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;190
770;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;200
771;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;200
772;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;210
773;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;220
774;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2015;60
775;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2016;60
776;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2017;70
777;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2018;90
778;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2019;110
779;WIA-uitkering, regeling WGA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2020;150
780;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Totaal;2015;110140
781;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Totaal;2016;116480
782;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Totaal;2017;123010
783;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Totaal;2018;130170
784;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Totaal;2019;137410
785;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Totaal;2020;147270
786;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2015;3200
787;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2016;3310
788;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2017;3410
789;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2018;3570
790;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2019;3720
791;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2020;3850
792;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Psychische stoornissen;2015;52020
793;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Psychische stoornissen;2016;55710
794;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Psychische stoornissen;2017;59280
795;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Psychische stoornissen;2018;63220
796;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Psychische stoornissen;2019;66520
797;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Psychische stoornissen;2020;71410
798;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2015;1910
799;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2016;2130
800;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2017;2320
801;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2018;2570
802;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2019;2870
