ID;Regions;Periods;BusinessRelatedOvernightStays_1
3613;Limburg (PV);2014 3rd quarter;260
3614;Limburg (PV);2014 October;100
3615;Limburg (PV);2014 November;90
3616;Limburg (PV);2014 December;90
3617;Limburg (PV);2014 4th quarter;280
3618;Limburg (PV);2014;1060
3619;Limburg (PV);2015 January;70
3620;Limburg (PV);2015 February;70
3621;Limburg (PV);2015 March;100
3622;Limburg (PV);2015 1st quarter;250
3623;Limburg (PV);2015 April;100
3624;Limburg (PV);2015 May;110
3625;Limburg (PV);2015 June;100
3626;Limburg (PV);2015 2nd quarter;310
3627;Limburg (PV);2015 July;90
3628;Limburg (PV);2015 August;90
3629;Limburg (PV);2015 September;100
3630;Limburg (PV);2015 3rd quarter;290
3631;Limburg (PV);2015 October;100
3632;Limburg (PV);2015 November;100
3633;Limburg (PV);2015 December;90
3634;Limburg (PV);2015 4th quarter;290
3635;Limburg (PV);2015;1140
3636;Limburg (PV);2016 January;80
3637;Limburg (PV);2016 February;70
3638;Limburg (PV);2016 March;90
3639;Limburg (PV);2016 1st quarter;240
3640;Limburg (PV);2016 April;90
3641;Limburg (PV);2016 May;110
3642;Limburg (PV);2016 June;90
3643;Limburg (PV);2016 2nd quarter;290
3644;Limburg (PV);2016 July;100
3645;Limburg (PV);2016 August;90
3646;Limburg (PV);2016 September;110
3647;Limburg (PV);2016 3rd quarter;300
3648;Limburg (PV);2016 October;120
3649;Limburg (PV);2016 November;100
3650;Limburg (PV);2016 December;90
3651;Limburg (PV);2016 4th quarter;310
3652;Limburg (PV);2016;1150
3653;Limburg (PV);2017 January;80
3654;Limburg (PV);2017 February;80
3655;Limburg (PV);2017 March;110
3656;Limburg (PV);2017 1st quarter;270
3657;Limburg (PV);2017 April;110
3658;Limburg (PV);2017 May;120
3659;Limburg (PV);2017 June;110
3660;Limburg (PV);2017 2nd quarter;330
3661;Limburg (PV);2017 July;110
3662;Limburg (PV);2017 August;110
3663;Limburg (PV);2017 September;110
3664;Limburg (PV);2017 3rd quarter;330
3665;Limburg (PV);2017 October;110
3666;Limburg (PV);2017 November;110
3667;Limburg (PV);2017 December;100
3668;Limburg (PV);2017 4th quarter;320
3669;Limburg (PV);2017;1260
3670;Limburg (PV);2018 January;80
3671;Limburg (PV);2018 February;80
3672;Limburg (PV);2018 March;110
3673;Limburg (PV);2018 1st quarter;270
3674;Limburg (PV);2018 April;110
3675;Limburg (PV);2018 May;120
3676;Limburg (PV);2018 June;110
3677;Limburg (PV);2018 2nd quarter;350
3678;Limburg (PV);2018 July;110
3679;Limburg (PV);2018 August;120
3680;Limburg (PV);2018 September;120
3681;Limburg (PV);2018 3rd quarter;350
3682;Limburg (PV);2018 October;110
3683;Limburg (PV);2018 November;90
3684;Limburg (PV);2018 December;90
3685;Limburg (PV);2018 4th quarter;300
3686;Limburg (PV);2018;1270
3687;Limburg (PV);2019 January;90
3688;Limburg (PV);2019 February;80
3689;Limburg (PV);2019 March;110
3690;Limburg (PV);2019 1st quarter;280
3691;Limburg (PV);2019 April;100
3692;Limburg (PV);2019 May;110
3693;Limburg (PV);2019 June;120
3694;Limburg (PV);2019 2nd quarter;340
3695;Limburg (PV);2019 July;110
3696;Limburg (PV);2019 August;120
3697;Limburg (PV);2019 September;120
3698;Limburg (PV);2019 3rd quarter;350
3699;Limburg (PV);2019 October;110
3700;Limburg (PV);2019 November;100
3701;Limburg (PV);2019 December;100
3702;Limburg (PV);2019 4th quarter;320
3703;Limburg (PV);2019;1290
3704;Limburg (PV);2020 January;90
3705;Limburg (PV);2020 February;90
3706;Limburg (PV);2020 March;50
3707;Limburg (PV);2020 1st quarter;220
3708;Limburg (PV);2020 April;20
3709;Limburg (PV);2020 May;20
3710;Limburg (PV);2020 June;30
3711;Limburg (PV);2020 2nd quarter;70
3712;Limburg (PV);2020 July;50
3713;Limburg (PV);2020 August;50
3714;Limburg (PV);2020 September;70
3715;Limburg (PV);2020 3rd quarter;170
3716;Limburg (PV);2020 October;60
3717;Limburg (PV);2020 November;40
3718;Limburg (PV);2020 December;30
3719;Limburg (PV);2020 4th quarter;130
3720;Limburg (PV);2020;590
3721;Limburg (PV);2021 January;20
3722;Limburg (PV);2021 February;20
3723;Limburg (PV);2021 March;30
3724;Limburg (PV);2021 1th quarter;70
3725;Limburg (PV);2021 April;30
3726;Limburg (PV);2021 May;60
3727;Limburg (PV);2021 June;70
3728;Limburg (PV);2021 2nd quarter;170
3729;Limburg (PV);2021 July;70
3730;Limburg (PV);2021 August;70
3731;Limburg (PV);2021 September;90
3732;Limburg (PV);2021 3rd quarter;230
3733;Limburg (PV);2021 October;90
3734;Limburg (PV);2021 November;60
3735;Limburg (PV);2021 December;30
3736;Limburg (PV);2021 4th quarter;180
3737;Limburg (PV);2021;640
3738;Limburg (PV);2022 January;30
3739;Limburg (PV);2022 February;50
3740;Limburg (PV);2022 March;70
3741;Limburg (PV);2022 1th quarter;140
3742;Limburg (PV);2022 April;80
3743;Limburg (PV);2022 May;100
3744;Limburg (PV);2022 June;110
3745;Limburg (PV);2022 2nd quarter;290
3746;Limburg (PV);2022 July;90
3747;Limburg (PV);2022 August;80
3748;Limburg (PV);2022 September;100
3749;Limburg (PV);2022 3rd quarter;280
3750;Limburg (PV);2022 October;100
3751;Limburg (PV);2022 November;80
3752;Limburg (PV);2022 December;80
3753;Limburg (PV);2022 4th quarter;260
3754;Limburg (PV);2022;970
3755;Limburg (PV);2023 January;60
3756;Limburg (PV);2023 February;80
3757;Limburg (PV);2023 March;110
3758;Limburg (PV);2023 1st quarter;250
3759;Limburg (PV);2023 April;100
3760;Limburg (PV);2023 May;110
3761;Limburg (PV);2023 June;100
3762;Limburg (PV);2023 2nd quarter;310
3763;Limburg (PV);2023 July;90
3764;Limburg (PV);2023 August;80
3765;Limburg (PV);2023 September;80
3766;Limburg (PV);2023 3rd quarter;240
3767;Limburg (PV);2023 October;90
3768;Limburg (PV);2023 November;70
3769;Limburg (PV);2023 December;70
3770;Limburg (PV);2023 4th quarter;230
3771;Limburg (PV);2023;1030
3772;Limburg (PV);2024 January;60
3773;Limburg (PV);2024 February;60
3774;Limburg (PV);2024 March;80
3775;Limburg (PV);2024 1st quarter;210
3776;Limburg (PV);2024 April;90
3777;Limburg (PV);2024 May;100
3778;Limburg (PV);2024 June;90
3779;Limburg (PV);2024 2nd quarter;280
3780;Limburg (PV);2024 July;90
3781;Limburg (PV);2024 August;90
3782;Limburg (PV);2024 September;100
3783;Limburg (PV);2024 3rd quarter;290
3784;Limburg (PV);2024 October;90
3785;Limburg (PV);2024 November;100
3786;Limburg (PV);2024 December;80
3787;Limburg (PV);2024 4th quarter;270
3788;Limburg (PV);2024;1050
3789;Limburg (PV);2025 January;60
3790;Limburg (PV);2025 February;70
3791;Kust (TG);2012 January;80
3792;Kust (TG);2012 February;80
3793;Kust (TG);2012 March;110
3794;Kust (TG);2012 1st quarter;270
3795;Kust (TG);2012 April;160
3796;Kust (TG);2012 May;170
3797;Kust (TG);2012 June;150
3798;Kust (TG);2012 2nd quarter;480
3799;Kust (TG);2012 July;120
3800;Kust (TG);2012 August;140
3801;Kust (TG);2012 September;160
3802;Kust (TG);2012 3rd quarter;410
3803;Kust (TG);2012 October;140
3804;Kust (TG);2012 November;100
3805;Kust (TG);2012 December;60
3806;Kust (TG);2012 4th quarter;290
3807;Kust (TG);2012;1460
3808;Kust (TG);2013 January;80
3809;Kust (TG);2013 February;80
3810;Kust (TG);2013 March;120
3811;Kust (TG);2013 1st quarter;290
3812;Kust (TG);2013 April;140
3813;Kust (TG);2013 May;160
3814;Kust (TG);2013 June;150
3815;Kust (TG);2013 2nd quarter;450
3816;Kust (TG);2013 July;120
3817;Kust (TG);2013 August;140
3818;Kust (TG);2013 September;150
3819;Kust (TG);2013 3rd quarter;410
3820;Kust (TG);2013 October;140
3821;Kust (TG);2013 November;100
3822;Kust (TG);2013 December;70
3823;Kust (TG);2013 4th quarter;310
3824;Kust (TG);2013;1460
3825;Kust (TG);2014 January;70
3826;Kust (TG);2014 February;70
3827;Kust (TG);2014 March;120
3828;Kust (TG);2014 1st quarter;270
3829;Kust (TG);2014 April;130
3830;Kust (TG);2014 May;150
3831;Kust (TG);2014 June;140
3832;Kust (TG);2014 2nd quarter;410
3833;Kust (TG);2014 July;110
3834;Kust (TG);2014 August;120
3835;Kust (TG);2014 September;140
3836;Kust (TG);2014 3rd quarter;370
3837;Kust (TG);2014 October;130
3838;Kust (TG);2014 November;100
3839;Kust (TG);2014 December;70
3840;Kust (TG);2014 4th quarter;300
3841;Kust (TG);2014;1350
3842;Kust (TG);2015 January;70
3843;Kust (TG);2015 February;80
3844;Kust (TG);2015 March;100
3845;Kust (TG);2015 1st quarter;240
3846;Kust (TG);2015 April;130
3847;Kust (TG);2015 May;130
3848;Kust (TG);2015 June;140
3849;Kust (TG);2015 2nd quarter;400
3850;Kust (TG);2015 July;110
3851;Kust (TG);2015 August;120
3852;Kust (TG);2015 September;130
3853;Kust (TG);2015 3rd quarter;370
3854;Kust (TG);2015 October;130
3855;Kust (TG);2015 November;80
3856;Kust (TG);2015 December;50
3857;Kust (TG);2015 4th quarter;260
3858;Kust (TG);2015;1270
3859;Kust (TG);2016 January;70
3860;Kust (TG);2016 February;70
3861;Kust (TG);2016 March;120
3862;Kust (TG);2016 1st quarter;260
3863;Kust (TG);2016 April;120
3864;Kust (TG);2016 May;130
3865;Kust (TG);2016 June;140
3866;Kust (TG);2016 2nd quarter;390
3867;Kust (TG);2016 July;90
3868;Kust (TG);2016 August;90
3869;Kust (TG);2016 September;150
3870;Kust (TG);2016 3rd quarter;330
3871;Kust (TG);2016 October;130
3872;Kust (TG);2016 November;100
3873;Kust (TG);2016 December;70
3874;Kust (TG);2016 4th quarter;300
3875;Kust (TG);2016;1270
3876;Kust (TG);2017 January;80
3877;Kust (TG);2017 February;80
3878;Kust (TG);2017 March;110
3879;Kust (TG);2017 1st quarter;260
3880;Kust (TG);2017 April;130
3881;Kust (TG);2017 May;130
3882;Kust (TG);2017 June;140
3883;Kust (TG);2017 2nd quarter;410
3884;Kust (TG);2017 July;120
3885;Kust (TG);2017 August;120
3886;Kust (TG);2017 September;140
3887;Kust (TG);2017 3rd quarter;380
3888;Kust (TG);2017 October;130
3889;Kust (TG);2017 November;100
3890;Kust (TG);2017 December;70
3891;Kust (TG);2017 4th quarter;300
3892;Kust (TG);2017;1360
3893;Kust (TG);2018 January;80
3894;Kust (TG);2018 February;90
3895;Kust (TG);2018 March;120
3896;Kust (TG);2018 1st quarter;290
3897;Kust (TG);2018 April;140
3898;Kust (TG);2018 May;160
3899;Kust (TG);2018 June;140
3900;Kust (TG);2018 2nd quarter;440
3901;Kust (TG);2018 July;110
3902;Kust (TG);2018 August;100
3903;Kust (TG);2018 September;150
3904;Kust (TG);2018 3rd quarter;360
3905;Kust (TG);2018 October;140
3906;Kust (TG);2018 November;110
3907;Kust (TG);2018 December;70
3908;Kust (TG);2018 4th quarter;320
3909;Kust (TG);2018;1410
3910;Kust (TG);2019 January;90
3911;Kust (TG);2019 February;90
3912;Kust (TG);2019 March;140
3913;Kust (TG);2019 1st quarter;320
3914;Kust (TG);2019 April;160
3915;Kust (TG);2019 May;150
3916;Kust (TG);2019 June;170
3917;Kust (TG);2019 2nd quarter;480
3918;Kust (TG);2019 July;120
3919;Kust (TG);2019 August;150
3920;Kust (TG);2019 September;150
3921;Kust (TG);2019 3rd quarter;420
3922;Kust (TG);2019 October;150
3923;Kust (TG);2019 November;120
3924;Kust (TG);2019 December;80
3925;Kust (TG);2019 4th quarter;350
3926;Kust (TG);2019;1570
3927;Kust (TG);2020 January;80
3928;Kust (TG);2020 February;80
3929;Kust (TG);2020 March;50
3930;Kust (TG);2020 1st quarter;220
3931;Kust (TG);2020 April;30
3932;Kust (TG);2020 May;30
3933;Kust (TG);2020 June;60
3934;Kust (TG);2020 2nd quarter;120
3935;Kust (TG);2020 July;50
3936;Kust (TG);2020 August;60
3937;Kust (TG);2020 September;60
3938;Kust (TG);2020 3rd quarter;180
3939;Kust (TG);2020 October;40
3940;Kust (TG);2020 November;30
3941;Kust (TG);2020 December;30
3942;Kust (TG);2020 4th quarter;110
3943;Kust (TG);2020;620
3944;Kust (TG);2021 January;20
3945;Kust (TG);2021 February;30
3946;Kust (TG);2021 March;40
3947;Kust (TG);2021 1th quarter;90
3948;Kust (TG);2021 April;40
3949;Kust (TG);2021 May;50
3950;Kust (TG);2021 June;70
3951;Kust (TG);2021 2nd quarter;160
3952;Kust (TG);2021 July;60
3953;Kust (TG);2021 August;60
3954;Kust (TG);2021 September;90
3955;Kust (TG);2021 3rd quarter;210
3956;Kust (TG);2021 October;80
3957;Kust (TG);2021 November;60
3958;Kust (TG);2021 December;30
3959;Kust (TG);2021 4th quarter;170
3960;Kust (TG);2021;630
3961;Kust (TG);2022 January;40
3962;Kust (TG);2022 February;60
3963;Kust (TG);2022 March;80
3964;Kust (TG);2022 1th quarter;170
3965;Kust (TG);2022 April;120
3966;Kust (TG);2022 May;130
3967;Kust (TG);2022 June;120
3968;Kust (TG);2022 2nd quarter;360
3969;Kust (TG);2022 July;90
3970;Kust (TG);2022 August;110
3971;Kust (TG);2022 September;140
3972;Kust (TG);2022 3rd quarter;330
3973;Kust (TG);2022 October;130
3974;Kust (TG);2022 November;100
3975;Kust (TG);2022 December;80
3976;Kust (TG);2022 4th quarter;310
3977;Kust (TG);2022;1180
3978;Kust (TG);2023 January;70
3979;Kust (TG);2023 February;80
3980;Kust (TG);2023 March;110
3981;Kust (TG);2023 1st quarter;260
3982;Kust (TG);2023 April;130
3983;Kust (TG);2023 May;110
3984;Kust (TG);2023 June;110
3985;Kust (TG);2023 2nd quarter;350
3986;Kust (TG);2023 July;100
3987;Kust (TG);2023 August;90
3988;Kust (TG);2023 September;110
3989;Kust (TG);2023 3rd quarter;290
3990;Kust (TG);2023 October;110
3991;Kust (TG);2023 November;80
3992;Kust (TG);2023 December;60
3993;Kust (TG);2023 4th quarter;250
3994;Kust (TG);2023;1160
3995;Kust (TG);2024 January;60
3996;Kust (TG);2024 February;80
3997;Kust (TG);2024 March;100
3998;Kust (TG);2024 1st quarter;240
3999;Kust (TG);2024 April;100
4000;Kust (TG);2024 May;120
4001;Kust (TG);2024 June;110
4002;Kust (TG);2024 2nd quarter;330
4003;Kust (TG);2024 July;70
4004;Kust (TG);2024 August;80
4005;Kust (TG);2024 September;130
4006;Kust (TG);2024 3rd quarter;280
4007;Kust (TG);2024 October;110
4008;Kust (TG);2024 November;90
4009;Kust (TG);2024 December;70
4010;Kust (TG);2024 4th quarter;260
4011;Kust (TG);2024;1100
4012;Kust (TG);2025 January;80
4013;Kust (TG);2025 February;70
4014;Watersportgebieden (TG);2012 January;70
4015;Watersportgebieden (TG);2012 February;70
4016;Watersportgebieden (TG);2012 March;90
4017;Watersportgebieden (TG);2012 1st quarter;230
4018;Watersportgebieden (TG);2012 April;110
4019;Watersportgebieden (TG);2012 May;100
4020;Watersportgebieden (TG);2012 June;100
4021;Watersportgebieden (TG);2012 2nd quarter;310
4022;Watersportgebieden (TG);2012 July;90
4023;Watersportgebieden (TG);2012 August;110
4024;Watersportgebieden (TG);2012 September;110
4025;Watersportgebieden (TG);2012 3rd quarter;300
4026;Watersportgebieden (TG);2012 October;90
4027;Watersportgebieden (TG);2012 November;90
4028;Watersportgebieden (TG);2012 December;60
4029;Watersportgebieden (TG);2012 4th quarter;240
4030;Watersportgebieden (TG);2012;1090
4031;Watersportgebieden (TG);2013 January;80
4032;Watersportgebieden (TG);2013 February;70
4033;Watersportgebieden (TG);2013 March;100
4034;Watersportgebieden (TG);2013 1st quarter;250
4035;Watersportgebieden (TG);2013 April;110
4036;Watersportgebieden (TG);2013 May;110
4037;Watersportgebieden (TG);2013 June;110
4038;Watersportgebieden (TG);2013 2nd quarter;330
4039;Watersportgebieden (TG);2013 July;100
4040;Watersportgebieden (TG);2013 August;100
4041;Watersportgebieden (TG);2013 September;110
4042;Watersportgebieden (TG);2013 3rd quarter;300
4043;Watersportgebieden (TG);2013 October;110
4044;Watersportgebieden (TG);2013 November;90
4045;Watersportgebieden (TG);2013 December;70
4046;Watersportgebieden (TG);2013 4th quarter;280
4047;Watersportgebieden (TG);2013;1160
4048;Watersportgebieden (TG);2014 January;80
4049;Watersportgebieden (TG);2014 February;80
4050;Watersportgebieden (TG);2014 March;100
4051;Watersportgebieden (TG);2014 1st quarter;250
4052;Watersportgebieden (TG);2014 April;110
4053;Watersportgebieden (TG);2014 May;120
4054;Watersportgebieden (TG);2014 June;120
4055;Watersportgebieden (TG);2014 2nd quarter;340
4056;Watersportgebieden (TG);2014 July;100
4057;Watersportgebieden (TG);2014 August;100
4058;Watersportgebieden (TG);2014 September;110
4059;Watersportgebieden (TG);2014 3rd quarter;310
4060;Watersportgebieden (TG);2014 October;100
4061;Watersportgebieden (TG);2014 November;90
4062;Watersportgebieden (TG);2014 December;70
4063;Watersportgebieden (TG);2014 4th quarter;250
4064;Watersportgebieden (TG);2014;1150
4065;Watersportgebieden (TG);2015 January;80
4066;Watersportgebieden (TG);2015 February;90
4067;Watersportgebieden (TG);2015 March;100
4068;Watersportgebieden (TG);2015 1st quarter;260
4069;Watersportgebieden (TG);2015 April;130
4070;Watersportgebieden (TG);2015 May;130
4071;Watersportgebieden (TG);2015 June;120
4072;Watersportgebieden (TG);2015 2nd quarter;370
4073;Watersportgebieden (TG);2015 July;100
4074;Watersportgebieden (TG);2015 August;110
4075;Watersportgebieden (TG);2015 September;120
4076;Watersportgebieden (TG);2015 3rd quarter;330
4077;Watersportgebieden (TG);2015 October;110
4078;Watersportgebieden (TG);2015 November;100
4079;Watersportgebieden (TG);2015 December;80
4080;Watersportgebieden (TG);2015 4th quarter;290
4081;Watersportgebieden (TG);2015;1250
4082;Watersportgebieden (TG);2016 January;70
4083;Watersportgebieden (TG);2016 February;90
4084;Watersportgebieden (TG);2016 March;100
4085;Watersportgebieden (TG);2016 1st quarter;260
4086;Watersportgebieden (TG);2016 April;110
4087;Watersportgebieden (TG);2016 May;120
4088;Watersportgebieden (TG);2016 June;110
4089;Watersportgebieden (TG);2016 2nd quarter;340
4090;Watersportgebieden (TG);2016 July;110
4091;Watersportgebieden (TG);2016 August;110
4092;Watersportgebieden (TG);2016 September;110
4093;Watersportgebieden (TG);2016 3rd quarter;340
4094;Watersportgebieden (TG);2016 October;110
4095;Watersportgebieden (TG);2016 November;90
4096;Watersportgebieden (TG);2016 December;70
4097;Watersportgebieden (TG);2016 4th quarter;270
4098;Watersportgebieden (TG);2016;1200
4099;Watersportgebieden (TG);2017 January;90
4100;Watersportgebieden (TG);2017 February;90
4101;Watersportgebieden (TG);2017 March;100
4102;Watersportgebieden (TG);2017 1st quarter;270
4103;Watersportgebieden (TG);2017 April;130
4104;Watersportgebieden (TG);2017 May;130
4105;Watersportgebieden (TG);2017 June;130
4106;Watersportgebieden (TG);2017 2nd quarter;380
4107;Watersportgebieden (TG);2017 July;120
4108;Watersportgebieden (TG);2017 August;140
4109;Watersportgebieden (TG);2017 September;130
4110;Watersportgebieden (TG);2017 3rd quarter;390
4111;Watersportgebieden (TG);2017 October;130
4112;Watersportgebieden (TG);2017 November;110
4113;Watersportgebieden (TG);2017 December;80
4114;Watersportgebieden (TG);2017 4th quarter;320
4115;Watersportgebieden (TG);2017;1360
4116;Watersportgebieden (TG);2018 January;100
4117;Watersportgebieden (TG);2018 February;90
4118;Watersportgebieden (TG);2018 March;110
4119;Watersportgebieden (TG);2018 1st quarter;290
4120;Watersportgebieden (TG);2018 April;130
4121;Watersportgebieden (TG);2018 May;150
4122;Watersportgebieden (TG);2018 June;140
4123;Watersportgebieden (TG);2018 2nd quarter;420
4124;Watersportgebieden (TG);2018 July;130
4125;Watersportgebieden (TG);2018 August;130
4126;Watersportgebieden (TG);2018 September;140
4127;Watersportgebieden (TG);2018 3rd quarter;390
4128;Watersportgebieden (TG);2018 October;130
4129;Watersportgebieden (TG);2018 November;120
4130;Watersportgebieden (TG);2018 December;90
4131;Watersportgebieden (TG);2018 4th quarter;350
4132;Watersportgebieden (TG);2018;1450
4133;Watersportgebieden (TG);2019 January;110
4134;Watersportgebieden (TG);2019 February;110
4135;Watersportgebieden (TG);2019 March;130
4136;Watersportgebieden (TG);2019 1st quarter;340
4137;Watersportgebieden (TG);2019 April;180
4138;Watersportgebieden (TG);2019 May;160
4139;Watersportgebieden (TG);2019 June;170
4140;Watersportgebieden (TG);2019 2nd quarter;510
4141;Watersportgebieden (TG);2019 July;150
4142;Watersportgebieden (TG);2019 August;150
4143;Watersportgebieden (TG);2019 September;160
4144;Watersportgebieden (TG);2019 3rd quarter;460
4145;Watersportgebieden (TG);2019 October;170
4146;Watersportgebieden (TG);2019 November;130
4147;Watersportgebieden (TG);2019 December;110
4148;Watersportgebieden (TG);2019 4th quarter;410
4149;Watersportgebieden (TG);2019;1730
4150;Watersportgebieden (TG);2020 January;120
4151;Watersportgebieden (TG);2020 February;110
4152;Watersportgebieden (TG);2020 March;70
4153;Watersportgebieden (TG);2020 1st quarter;300
4154;Watersportgebieden (TG);2020 April;30
4155;Watersportgebieden (TG);2020 May;50
4156;Watersportgebieden (TG);2020 June;80
4157;Watersportgebieden (TG);2020 2nd quarter;170
4158;Watersportgebieden (TG);2020 July;90
4159;Watersportgebieden (TG);2020 August;80
4160;Watersportgebieden (TG);2020 September;100
4161;Watersportgebieden (TG);2020 3rd quarter;270
4162;Watersportgebieden (TG);2020 October;80
4163;Watersportgebieden (TG);2020 November;70
4164;Watersportgebieden (TG);2020 December;50
4165;Watersportgebieden (TG);2020 4th quarter;190
4166;Watersportgebieden (TG);2020;930
4167;Watersportgebieden (TG);2021 January;40
4168;Watersportgebieden (TG);2021 February;50
4169;Watersportgebieden (TG);2021 March;70
4170;Watersportgebieden (TG);2021 1th quarter;150
4171;Watersportgebieden (TG);2021 April;70
4172;Watersportgebieden (TG);2021 May;100
4173;Watersportgebieden (TG);2021 June;120
4174;Watersportgebieden (TG);2021 2nd quarter;290
4175;Watersportgebieden (TG);2021 July;120
4176;Watersportgebieden (TG);2021 August;110
4177;Watersportgebieden (TG);2021 September;120
4178;Watersportgebieden (TG);2021 3rd quarter;350
4179;Watersportgebieden (TG);2021 October;130
4180;Watersportgebieden (TG);2021 November;100
4181;Watersportgebieden (TG);2021 December;60
4182;Watersportgebieden (TG);2021 4th quarter;290
4183;Watersportgebieden (TG);2021;1080
4184;Watersportgebieden (TG);2022 January;60
4185;Watersportgebieden (TG);2022 February;80
4186;Watersportgebieden (TG);2022 March;110
4187;Watersportgebieden (TG);2022 1th quarter;240
4188;Watersportgebieden (TG);2022 April;130
4189;Watersportgebieden (TG);2022 May;160
4190;Watersportgebieden (TG);2022 June;140
4191;Watersportgebieden (TG);2022 2nd quarter;430
4192;Watersportgebieden (TG);2022 July;140
4193;Watersportgebieden (TG);2022 August;140
4194;Watersportgebieden (TG);2022 September;150
4195;Watersportgebieden (TG);2022 3rd quarter;430
4196;Watersportgebieden (TG);2022 October;160
4197;Watersportgebieden (TG);2022 November;140
4198;Watersportgebieden (TG);2022 December;110
4199;Watersportgebieden (TG);2022 4th quarter;410
4200;Watersportgebieden (TG);2022;1510
4201;Watersportgebieden (TG);2023 January;100
4202;Watersportgebieden (TG);2023 February;110
4203;Watersportgebieden (TG);2023 March;130
4204;Watersportgebieden (TG);2023 1st quarter;340
4205;Watersportgebieden (TG);2023 April;150
4206;Watersportgebieden (TG);2023 May;140
4207;Watersportgebieden (TG);2023 June;150
4208;Watersportgebieden (TG);2023 2nd quarter;440
4209;Watersportgebieden (TG);2023 July;140
4210;Watersportgebieden (TG);2023 August;130
4211;Watersportgebieden (TG);2023 September;150
4212;Watersportgebieden (TG);2023 3rd quarter;420
4213;Watersportgebieden (TG);2023 October;150
4214;Watersportgebieden (TG);2023 November;140
4215;Watersportgebieden (TG);2023 December;110
4216;Watersportgebieden (TG);2023 4th quarter;390
4217;Watersportgebieden (TG);2023;1590
4218;Watersportgebieden (TG);2024 January;130
4219;Watersportgebieden (TG);2024 February;110
4220;Watersportgebieden (TG);2024 March;150
4221;Watersportgebieden (TG);2024 1st quarter;390
4222;Watersportgebieden (TG);2024 April;140
4223;Watersportgebieden (TG);2024 May;170
4224;Watersportgebieden (TG);2024 June;160
4225;Watersportgebieden (TG);2024 2nd quarter;460
4226;Watersportgebieden (TG);2024 July;130
4227;Watersportgebieden (TG);2024 August;150
4228;Watersportgebieden (TG);2024 September;170
4229;Watersportgebieden (TG);2024 3rd quarter;460
4230;Watersportgebieden (TG);2024 October;140
4231;Watersportgebieden (TG);2024 November;160
4232;Watersportgebieden (TG);2024 December;100
4233;Watersportgebieden (TG);2024 4th quarter;400
4234;Watersportgebieden (TG);2024;1700
4235;Watersportgebieden (TG);2025 January;120
4236;Watersportgebieden (TG);2025 February;110
4237;Bos en Heide Midden-Nederland (TG);2012 January;100
4238;Bos en Heide Midden-Nederland (TG);2012 February;100
4239;Bos en Heide Midden-Nederland (TG);2012 March;130
4240;Bos en Heide Midden-Nederland (TG);2012 1st quarter;330
4241;Bos en Heide Midden-Nederland (TG);2012 April;150
4242;Bos en Heide Midden-Nederland (TG);2012 May;140
4243;Bos en Heide Midden-Nederland (TG);2012 June;130
4244;Bos en Heide Midden-Nederland (TG);2012 2nd quarter;420
4245;Bos en Heide Midden-Nederland (TG);2012 July;100
4246;Bos en Heide Midden-Nederland (TG);2012 August;100
4247;Bos en Heide Midden-Nederland (TG);2012 September;160
4248;Bos en Heide Midden-Nederland (TG);2012 3rd quarter;350
4249;Bos en Heide Midden-Nederland (TG);2012 October;130
4250;Bos en Heide Midden-Nederland (TG);2012 November;120
4251;Bos en Heide Midden-Nederland (TG);2012 December;90
4252;Bos en Heide Midden-Nederland (TG);2012 4th quarter;350
4253;Bos en Heide Midden-Nederland (TG);2012;1450
4254;Bos en Heide Midden-Nederland (TG);2013 January;90
4255;Bos en Heide Midden-Nederland (TG);2013 February;100
4256;Bos en Heide Midden-Nederland (TG);2013 March;130
4257;Bos en Heide Midden-Nederland (TG);2013 1st quarter;320
4258;Bos en Heide Midden-Nederland (TG);2013 April;140
4259;Bos en Heide Midden-Nederland (TG);2013 May;140
4260;Bos en Heide Midden-Nederland (TG);2013 June;140
4261;Bos en Heide Midden-Nederland (TG);2013 2nd quarter;420
4262;Bos en Heide Midden-Nederland (TG);2013 July;110
4263;Bos en Heide Midden-Nederland (TG);2013 August;110
4264;Bos en Heide Midden-Nederland (TG);2013 September;150
4265;Bos en Heide Midden-Nederland (TG);2013 3rd quarter;370
4266;Bos en Heide Midden-Nederland (TG);2013 October;150
4267;Bos en Heide Midden-Nederland (TG);2013 November;130
4268;Bos en Heide Midden-Nederland (TG);2013 December;80
4269;Bos en Heide Midden-Nederland (TG);2013 4th quarter;360
4270;Bos en Heide Midden-Nederland (TG);2013;1470
4271;Bos en Heide Midden-Nederland (TG);2014 January;90
4272;Bos en Heide Midden-Nederland (TG);2014 February;90
4273;Bos en Heide Midden-Nederland (TG);2014 March;120
4274;Bos en Heide Midden-Nederland (TG);2014 1st quarter;300
4275;Bos en Heide Midden-Nederland (TG);2014 April;120
4276;Bos en Heide Midden-Nederland (TG);2014 May;140
4277;Bos en Heide Midden-Nederland (TG);2014 June;140
4278;Bos en Heide Midden-Nederland (TG);2014 2nd quarter;400
4279;Bos en Heide Midden-Nederland (TG);2014 July;100
4280;Bos en Heide Midden-Nederland (TG);2014 August;110
4281;Bos en Heide Midden-Nederland (TG);2014 September;150
4282;Bos en Heide Midden-Nederland (TG);2014 3rd quarter;360
4283;Bos en Heide Midden-Nederland (TG);2014 October;140
4284;Bos en Heide Midden-Nederland (TG);2014 November;120
