ID;Geslacht;Leeftijdsklasse;DiagnoseIndelingVTV;Perioden;EenjaarssterfteNa1eZiekenhuisopname_1;GecorrigeerdeEenjaarssterfte_2;AantalPersonenMet1eZiekenhuisopname_3
4339;Mannen + Vrouwen;80 jaar en ouder;1.2  Tuberculose;2001;49.6;;
4340;Mannen + Vrouwen;80 jaar en ouder;1.2  Tuberculose;2002;36.2;;
4341;Mannen + Vrouwen;80 jaar en ouder;1.2  Tuberculose;2003;48.5;;
4342;Mannen + Vrouwen;80 jaar en ouder;1.2  Tuberculose;2004;45.1;;
4343;Mannen + Vrouwen;80 jaar en ouder;1.2  Tuberculose;2005;51.7;;
4344;Mannen + Vrouwen;80 jaar en ouder;1.5  Hersenvliesontsteking;2000;63.7;;
4345;Mannen + Vrouwen;80 jaar en ouder;1.5  Hersenvliesontsteking;2001;39.9;;
4346;Mannen + Vrouwen;80 jaar en ouder;1.5  Hersenvliesontsteking;2002;69.7;;
4347;Mannen + Vrouwen;80 jaar en ouder;1.5  Hersenvliesontsteking;2003;55.3;;
4348;Mannen + Vrouwen;80 jaar en ouder;1.5  Hersenvliesontsteking;2004;51.7;;
4349;Mannen + Vrouwen;80 jaar en ouder;1.5  Hersenvliesontsteking;2005;55.0;;
4350;Mannen + Vrouwen;80 jaar en ouder;1.6  Sepsis;2000;58.4;;
4351;Mannen + Vrouwen;80 jaar en ouder;1.6  Sepsis;2001;63.5;;
4352;Mannen + Vrouwen;80 jaar en ouder;1.6  Sepsis;2002;64.3;;
4353;Mannen + Vrouwen;80 jaar en ouder;1.6  Sepsis;2003;64.6;;
4354;Mannen + Vrouwen;80 jaar en ouder;1.6  Sepsis;2004;60.4;;
4355;Mannen + Vrouwen;80 jaar en ouder;1.6  Sepsis;2005;59.8;;
4356;Mannen + Vrouwen;80 jaar en ouder;1.7  Meningokokkenziekten;2000;;;
4357;Mannen + Vrouwen;80 jaar en ouder;1.7  Meningokokkenziekten;2001;;;
4358;Mannen + Vrouwen;80 jaar en ouder;1.7  Meningokokkenziekten;2002;;;
4359;Mannen + Vrouwen;80 jaar en ouder;1.7  Meningokokkenziekten;2003;;;
4360;Mannen + Vrouwen;80 jaar en ouder;1.7  Meningokokkenziekten;2004;;;
4361;Mannen + Vrouwen;80 jaar en ouder;1.7  Meningokokkenziekten;2005;;;
4362;Mannen + Vrouwen;80 jaar en ouder;1.7.1  Meningokokkemie;2000;;;
4363;Mannen + Vrouwen;80 jaar en ouder;1.7.1  Meningokokkemie;2001;;;
4364;Mannen + Vrouwen;80 jaar en ouder;1.7.1  Meningokokkemie;2002;;;
4365;Mannen + Vrouwen;80 jaar en ouder;1.7.1  Meningokokkemie;2003;;;
4366;Mannen + Vrouwen;80 jaar en ouder;1.7.1  Meningokokkemie;2004;;;
4367;Mannen + Vrouwen;80 jaar en ouder;1.7.1  Meningokokkemie;2005;;;
4368;Mannen + Vrouwen;80 jaar en ouder;1.8  AIDS en HIV-infectie;2000;;;
4369;Mannen + Vrouwen;80 jaar en ouder;1.8  AIDS en HIV-infectie;2001;;;
4370;Mannen + Vrouwen;80 jaar en ouder;1.8  AIDS en HIV-infectie;2002;;;
4371;Mannen + Vrouwen;80 jaar en ouder;1.8  AIDS en HIV-infectie;2003;;;
4372;Mannen + Vrouwen;80 jaar en ouder;1.8  AIDS en HIV-infectie;2004;;;
4373;Mannen + Vrouwen;80 jaar en ouder;1.8  AIDS en HIV-infectie;2005;;;
4374;Mannen + Vrouwen;80 jaar en ouder;1.9  SOA totaal uitgez.HIV en hepatitis;2000;;;
4375;Mannen + Vrouwen;80 jaar en ouder;1.9  SOA totaal uitgez.HIV en hepatitis;2001;;;
4376;Mannen + Vrouwen;80 jaar en ouder;1.9  SOA totaal uitgez.HIV en hepatitis;2002;;;
4377;Mannen + Vrouwen;80 jaar en ouder;1.9  SOA totaal uitgez.HIV en hepatitis;2003;;;
4378;Mannen + Vrouwen;80 jaar en ouder;1.9  SOA totaal uitgez.HIV en hepatitis;2004;;;
4379;Mannen + Vrouwen;80 jaar en ouder;1.9  SOA totaal uitgez.HIV en hepatitis;2005;;;
4380;Mannen + Vrouwen;80 jaar en ouder;1.10  Hepatitis A-G (viraal);2000;;;
4381;Mannen + Vrouwen;80 jaar en ouder;1.10  Hepatitis A-G (viraal);2001;;;
4382;Mannen + Vrouwen;80 jaar en ouder;1.10  Hepatitis A-G (viraal);2002;;;
4383;Mannen + Vrouwen;80 jaar en ouder;1.10  Hepatitis A-G (viraal);2003;;;
4384;Mannen + Vrouwen;80 jaar en ouder;1.10  Hepatitis A-G (viraal);2004;;;
4385;Mannen + Vrouwen;80 jaar en ouder;1.10  Hepatitis A-G (viraal);2005;;;
4386;Mannen + Vrouwen;80 jaar en ouder;1.10.2  Hepatitis B;2000;;;
4387;Mannen + Vrouwen;80 jaar en ouder;1.10.2  Hepatitis B;2001;;;
4388;Mannen + Vrouwen;80 jaar en ouder;1.10.2  Hepatitis B;2002;;;
4389;Mannen + Vrouwen;80 jaar en ouder;1.10.2  Hepatitis B;2003;;;
4390;Mannen + Vrouwen;80 jaar en ouder;1.10.2  Hepatitis B;2004;;;
4391;Mannen + Vrouwen;80 jaar en ouder;1.10.2  Hepatitis B;2005;;;
4392;Mannen + Vrouwen;80 jaar en ouder;2  Nieuwvormingen;2000;45.6;;
4393;Mannen + Vrouwen;80 jaar en ouder;2  Nieuwvormingen;2001;44.8;;
4394;Mannen + Vrouwen;80 jaar en ouder;2  Nieuwvormingen;2002;44.5;;
4395;Mannen + Vrouwen;80 jaar en ouder;2  Nieuwvormingen;2003;42.7;;
4396;Mannen + Vrouwen;80 jaar en ouder;2  Nieuwvormingen;2004;41.0;;
4397;Mannen + Vrouwen;80 jaar en ouder;2  Nieuwvormingen;2005;40.3;;
4398;Mannen + Vrouwen;80 jaar en ouder;2.1  Kwaadaardige nieuwvormingen;2000;49.2;;
4399;Mannen + Vrouwen;80 jaar en ouder;2.1  Kwaadaardige nieuwvormingen;2001;48.2;;
4400;Mannen + Vrouwen;80 jaar en ouder;2.1  Kwaadaardige nieuwvormingen;2002;48.1;;
4401;Mannen + Vrouwen;80 jaar en ouder;2.1  Kwaadaardige nieuwvormingen;2003;46.3;;
4402;Mannen + Vrouwen;80 jaar en ouder;2.1  Kwaadaardige nieuwvormingen;2004;45.3;;
4403;Mannen + Vrouwen;80 jaar en ouder;2.1  Kwaadaardige nieuwvormingen;2005;44.4;;
4404;Mannen + Vrouwen;80 jaar en ouder;2.1.1  Kanker van lip, mondholte, farynx;2000;31.0;;
4405;Mannen + Vrouwen;80 jaar en ouder;2.1.1  Kanker van lip, mondholte, farynx;2001;43.4;;
4406;Mannen + Vrouwen;80 jaar en ouder;2.1.1  Kanker van lip, mondholte, farynx;2002;42.2;;
4407;Mannen + Vrouwen;80 jaar en ouder;2.1.1  Kanker van lip, mondholte, farynx;2003;40.2;;
4408;Mannen + Vrouwen;80 jaar en ouder;2.1.1  Kanker van lip, mondholte, farynx;2004;31.6;;
4409;Mannen + Vrouwen;80 jaar en ouder;2.1.1  Kanker van lip, mondholte, farynx;2005;39.2;;
4410;Mannen + Vrouwen;80 jaar en ouder;2.1.2  Slokdarmkanker;2000;79.0;;
4411;Mannen + Vrouwen;80 jaar en ouder;2.1.2  Slokdarmkanker;2001;81.4;;
4412;Mannen + Vrouwen;80 jaar en ouder;2.1.2  Slokdarmkanker;2002;77.1;;
4413;Mannen + Vrouwen;80 jaar en ouder;2.1.2  Slokdarmkanker;2003;79.5;;
4414;Mannen + Vrouwen;80 jaar en ouder;2.1.2  Slokdarmkanker;2004;80.8;;
4415;Mannen + Vrouwen;80 jaar en ouder;2.1.2  Slokdarmkanker;2005;84.6;;
4416;Mannen + Vrouwen;80 jaar en ouder;2.1.3  Maagkanker;2000;75.1;;
4417;Mannen + Vrouwen;80 jaar en ouder;2.1.3  Maagkanker;2001;75.7;;
4418;Mannen + Vrouwen;80 jaar en ouder;2.1.3  Maagkanker;2002;71.6;;
4419;Mannen + Vrouwen;80 jaar en ouder;2.1.3  Maagkanker;2003;72.8;;
4420;Mannen + Vrouwen;80 jaar en ouder;2.1.3  Maagkanker;2004;74.9;;
4421;Mannen + Vrouwen;80 jaar en ouder;2.1.3  Maagkanker;2005;69.9;;
4422;Mannen + Vrouwen;80 jaar en ouder;2.1.4  Dikke darm- en endeldarmkanker;2000;40.9;;
4423;Mannen + Vrouwen;80 jaar en ouder;2.1.4  Dikke darm- en endeldarmkanker;2001;41.4;;
4424;Mannen + Vrouwen;80 jaar en ouder;2.1.4  Dikke darm- en endeldarmkanker;2002;41.1;;
4425;Mannen + Vrouwen;80 jaar en ouder;2.1.4  Dikke darm- en endeldarmkanker;2003;38.7;;
4426;Mannen + Vrouwen;80 jaar en ouder;2.1.4  Dikke darm- en endeldarmkanker;2004;39.3;;
4427;Mannen + Vrouwen;80 jaar en ouder;2.1.4  Dikke darm- en endeldarmkanker;2005;41.2;;
4428;Mannen + Vrouwen;80 jaar en ouder;2.1.5  Leverkanker;2000;86.5;;
4429;Mannen + Vrouwen;80 jaar en ouder;2.1.5  Leverkanker;2001;80.3;;
4430;Mannen + Vrouwen;80 jaar en ouder;2.1.5  Leverkanker;2002;86.0;;
4431;Mannen + Vrouwen;80 jaar en ouder;2.1.5  Leverkanker;2003;88.4;;
4432;Mannen + Vrouwen;80 jaar en ouder;2.1.5  Leverkanker;2004;93.0;;
4433;Mannen + Vrouwen;80 jaar en ouder;2.1.5  Leverkanker;2005;92.8;;
4434;Mannen + Vrouwen;80 jaar en ouder;2.1.6  Pancreaskanker;2000;92.3;;
4435;Mannen + Vrouwen;80 jaar en ouder;2.1.6  Pancreaskanker;2001;91.2;;
4436;Mannen + Vrouwen;80 jaar en ouder;2.1.6  Pancreaskanker;2002;89.8;;
4437;Mannen + Vrouwen;80 jaar en ouder;2.1.6  Pancreaskanker;2003;92.1;;
4438;Mannen + Vrouwen;80 jaar en ouder;2.1.6  Pancreaskanker;2004;89.4;;
4439;Mannen + Vrouwen;80 jaar en ouder;2.1.6  Pancreaskanker;2005;90.0;;
4440;Mannen + Vrouwen;80 jaar en ouder;2.1.7  Longkanker;2000;84.5;;
4441;Mannen + Vrouwen;80 jaar en ouder;2.1.7  Longkanker;2001;81.9;;
4442;Mannen + Vrouwen;80 jaar en ouder;2.1.7  Longkanker;2002;85.3;;
4443;Mannen + Vrouwen;80 jaar en ouder;2.1.7  Longkanker;2003;81.2;;
4444;Mannen + Vrouwen;80 jaar en ouder;2.1.7  Longkanker;2004;82.0;;
4445;Mannen + Vrouwen;80 jaar en ouder;2.1.7  Longkanker;2005;80.7;;
4446;Mannen + Vrouwen;80 jaar en ouder;2.1.8  Pleurakanker;2000;;;
4447;Mannen + Vrouwen;80 jaar en ouder;2.1.8  Pleurakanker;2001;79.0;;
4448;Mannen + Vrouwen;80 jaar en ouder;2.1.8  Pleurakanker;2002;70.8;;
4449;Mannen + Vrouwen;80 jaar en ouder;2.1.8  Pleurakanker;2003;75.6;;
4450;Mannen + Vrouwen;80 jaar en ouder;2.1.8  Pleurakanker;2004;88.5;;
4451;Mannen + Vrouwen;80 jaar en ouder;2.1.8  Pleurakanker;2005;78.2;;
4452;Mannen + Vrouwen;80 jaar en ouder;2.1.9  Huidkanker;2000;15.0;;
4453;Mannen + Vrouwen;80 jaar en ouder;2.1.9  Huidkanker;2001;14.3;;
4454;Mannen + Vrouwen;80 jaar en ouder;2.1.9  Huidkanker;2002;13.5;;
4455;Mannen + Vrouwen;80 jaar en ouder;2.1.9  Huidkanker;2003;13.2;;
4456;Mannen + Vrouwen;80 jaar en ouder;2.1.9  Huidkanker;2004;12.0;;
4457;Mannen + Vrouwen;80 jaar en ouder;2.1.9  Huidkanker;2005;11.1;;
4458;Mannen + Vrouwen;80 jaar en ouder;2.1.10  Borstkanker;2000;16.2;;
4459;Mannen + Vrouwen;80 jaar en ouder;2.1.10  Borstkanker;2001;16.5;;
4460;Mannen + Vrouwen;80 jaar en ouder;2.1.10  Borstkanker;2002;13.9;;
4461;Mannen + Vrouwen;80 jaar en ouder;2.1.10  Borstkanker;2003;15.8;;
4462;Mannen + Vrouwen;80 jaar en ouder;2.1.10  Borstkanker;2004;16.3;;
4463;Mannen + Vrouwen;80 jaar en ouder;2.1.10  Borstkanker;2005;15.3;;
4464;Mannen + Vrouwen;80 jaar en ouder;2.1.11  Baarmoederhalskanker;2000;68.4;;
4465;Mannen + Vrouwen;80 jaar en ouder;2.1.11  Baarmoederhalskanker;2001;39.7;;
4466;Mannen + Vrouwen;80 jaar en ouder;2.1.11  Baarmoederhalskanker;2002;44.0;;
4467;Mannen + Vrouwen;80 jaar en ouder;2.1.11  Baarmoederhalskanker;2003;45.5;;
4468;Mannen + Vrouwen;80 jaar en ouder;2.1.11  Baarmoederhalskanker;2004;43.5;;
4469;Mannen + Vrouwen;80 jaar en ouder;2.1.11  Baarmoederhalskanker;2005;42.0;;
4470;Mannen + Vrouwen;80 jaar en ouder;2.1.12  Ovariumkanker;2000;69.1;;
4471;Mannen + Vrouwen;80 jaar en ouder;2.1.12  Ovariumkanker;2001;65.1;;
4472;Mannen + Vrouwen;80 jaar en ouder;2.1.12  Ovariumkanker;2002;65.4;;
4473;Mannen + Vrouwen;80 jaar en ouder;2.1.12  Ovariumkanker;2003;62.1;;
4474;Mannen + Vrouwen;80 jaar en ouder;2.1.12  Ovariumkanker;2004;63.6;;
4475;Mannen + Vrouwen;80 jaar en ouder;2.1.12  Ovariumkanker;2005;56.9;;
4476;Mannen + Vrouwen;80 jaar en ouder;2.1.13  Prostaatkanker;2000;40.4;;
4477;Mannen + Vrouwen;80 jaar en ouder;2.1.13  Prostaatkanker;2001;37.5;;
4478;Mannen + Vrouwen;80 jaar en ouder;2.1.13  Prostaatkanker;2002;39.9;;
4479;Mannen + Vrouwen;80 jaar en ouder;2.1.13  Prostaatkanker;2003;40.6;;
4480;Mannen + Vrouwen;80 jaar en ouder;2.1.13  Prostaatkanker;2004;39.2;;
4481;Mannen + Vrouwen;80 jaar en ouder;2.1.13  Prostaatkanker;2005;38.0;;
4482;Mannen + Vrouwen;80 jaar en ouder;2.1.14  Blaaskanker;2000;37.9;;
4483;Mannen + Vrouwen;80 jaar en ouder;2.1.14  Blaaskanker;2001;34.3;;
4484;Mannen + Vrouwen;80 jaar en ouder;2.1.14  Blaaskanker;2002;37.5;;
4485;Mannen + Vrouwen;80 jaar en ouder;2.1.14  Blaaskanker;2003;34.4;;
4486;Mannen + Vrouwen;80 jaar en ouder;2.1.14  Blaaskanker;2004;32.6;;
4487;Mannen + Vrouwen;80 jaar en ouder;2.1.14  Blaaskanker;2005;35.6;;
4488;Mannen + Vrouwen;80 jaar en ouder;2.1.15  Nierkanker;2000;39.9;;
4489;Mannen + Vrouwen;80 jaar en ouder;2.1.15  Nierkanker;2001;44.0;;
4490;Mannen + Vrouwen;80 jaar en ouder;2.1.15  Nierkanker;2002;50.1;;
4491;Mannen + Vrouwen;80 jaar en ouder;2.1.15  Nierkanker;2003;45.9;;
4492;Mannen + Vrouwen;80 jaar en ouder;2.1.15  Nierkanker;2004;42.6;;
4493;Mannen + Vrouwen;80 jaar en ouder;2.1.15  Nierkanker;2005;43.8;;
4494;Mannen + Vrouwen;80 jaar en ouder;2.1.16  Hersenkanker;2000;96.8;;
4495;Mannen + Vrouwen;80 jaar en ouder;2.1.16  Hersenkanker;2001;98.1;;
4496;Mannen + Vrouwen;80 jaar en ouder;2.1.16  Hersenkanker;2002;95.1;;
4497;Mannen + Vrouwen;80 jaar en ouder;2.1.16  Hersenkanker;2003;88.8;;
4498;Mannen + Vrouwen;80 jaar en ouder;2.1.16  Hersenkanker;2004;88.6;;
4499;Mannen + Vrouwen;80 jaar en ouder;2.1.16  Hersenkanker;2005;92.7;;
4500;Mannen + Vrouwen;80 jaar en ouder;2.1.17 Kank. lymfatisch en bloedv.weefs.;2000;65.2;;
4501;Mannen + Vrouwen;80 jaar en ouder;2.1.17 Kank. lymfatisch en bloedv.weefs.;2001;67.2;;
4502;Mannen + Vrouwen;80 jaar en ouder;2.1.17 Kank. lymfatisch en bloedv.weefs.;2002;66.0;;
4503;Mannen + Vrouwen;80 jaar en ouder;2.1.17 Kank. lymfatisch en bloedv.weefs.;2003;60.9;;
4504;Mannen + Vrouwen;80 jaar en ouder;2.1.17 Kank. lymfatisch en bloedv.weefs.;2004;63.2;;
4505;Mannen + Vrouwen;80 jaar en ouder;2.1.17 Kank. lymfatisch en bloedv.weefs.;2005;58.4;;
4506;Mannen + Vrouwen;80 jaar en ouder;2.1.17.1  Non-Hodgkin lymfomen (NHL);2000;62.2;;
4507;Mannen + Vrouwen;80 jaar en ouder;2.1.17.1  Non-Hodgkin lymfomen (NHL);2001;67.4;;
4508;Mannen + Vrouwen;80 jaar en ouder;2.1.17.1  Non-Hodgkin lymfomen (NHL);2002;65.7;;
4509;Mannen + Vrouwen;80 jaar en ouder;2.1.17.1  Non-Hodgkin lymfomen (NHL);2003;55.6;;
4510;Mannen + Vrouwen;80 jaar en ouder;2.1.17.1  Non-Hodgkin lymfomen (NHL);2004;55.6;;
4511;Mannen + Vrouwen;80 jaar en ouder;2.1.17.1  Non-Hodgkin lymfomen (NHL);2005;54.0;;
4512;Mannen + Vrouwen;80 jaar en ouder;2.1.17.2  Ziekte van Hodgkin;2000;;;
4513;Mannen + Vrouwen;80 jaar en ouder;2.1.17.2  Ziekte van Hodgkin;2001;;;
4514;Mannen + Vrouwen;80 jaar en ouder;2.1.17.2  Ziekte van Hodgkin;2002;;;
4515;Mannen + Vrouwen;80 jaar en ouder;2.1.17.2  Ziekte van Hodgkin;2003;;;
4516;Mannen + Vrouwen;80 jaar en ouder;2.1.17.2  Ziekte van Hodgkin;2004;;;
4517;Mannen + Vrouwen;80 jaar en ouder;2.1.17.2  Ziekte van Hodgkin;2005;;;
4518;Mannen + Vrouwen;80 jaar en ouder;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2000;66.8;;
4519;Mannen + Vrouwen;80 jaar en ouder;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2001;66.9;;
4520;Mannen + Vrouwen;80 jaar en ouder;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2002;66.6;;
4521;Mannen + Vrouwen;80 jaar en ouder;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2003;64.6;;
4522;Mannen + Vrouwen;80 jaar en ouder;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2004;69.1;;
4523;Mannen + Vrouwen;80 jaar en ouder;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2005;62.4;;
4524;Mannen + Vrouwen;80 jaar en ouder;2.1.18  Ov. kwaadaardige nieuwvormingen;2000;68.6;;
4525;Mannen + Vrouwen;80 jaar en ouder;2.1.18  Ov. kwaadaardige nieuwvormingen;2001;69.3;;
4526;Mannen + Vrouwen;80 jaar en ouder;2.1.18  Ov. kwaadaardige nieuwvormingen;2002;68.4;;
4527;Mannen + Vrouwen;80 jaar en ouder;2.1.18  Ov. kwaadaardige nieuwvormingen;2003;68.0;;
4528;Mannen + Vrouwen;80 jaar en ouder;2.1.18  Ov. kwaadaardige nieuwvormingen;2004;67.7;;
4529;Mannen + Vrouwen;80 jaar en ouder;2.1.18  Ov. kwaadaardige nieuwvormingen;2005;65.7;;
4530;Mannen + Vrouwen;80 jaar en ouder;2.2  Niet-kwaadaardige nieuwvormingen;2000;25.7;;
4531;Mannen + Vrouwen;80 jaar en ouder;2.2  Niet-kwaadaardige nieuwvormingen;2001;25.2;;
4532;Mannen + Vrouwen;80 jaar en ouder;2.2  Niet-kwaadaardige nieuwvormingen;2002;25.4;;
4533;Mannen + Vrouwen;80 jaar en ouder;2.2  Niet-kwaadaardige nieuwvormingen;2003;23.6;;
4534;Mannen + Vrouwen;80 jaar en ouder;2.2  Niet-kwaadaardige nieuwvormingen;2004;21.1;;
4535;Mannen + Vrouwen;80 jaar en ouder;2.2  Niet-kwaadaardige nieuwvormingen;2005;21.0;;
4536;Mannen + Vrouwen;80 jaar en ouder;3  Ziekten bloed en bloedbereid. organen;2000;38.9;;
4537;Mannen + Vrouwen;80 jaar en ouder;3  Ziekten bloed en bloedbereid. organen;2001;40.0;;
4538;Mannen + Vrouwen;80 jaar en ouder;3  Ziekten bloed en bloedbereid. organen;2002;40.1;;
4539;Mannen + Vrouwen;80 jaar en ouder;3  Ziekten bloed en bloedbereid. organen;2003;37.7;;
4540;Mannen + Vrouwen;80 jaar en ouder;3  Ziekten bloed en bloedbereid. organen;2004;37.4;;
4541;Mannen + Vrouwen;80 jaar en ouder;3  Ziekten bloed en bloedbereid. organen;2005;36.1;;
4542;Mannen + Vrouwen;80 jaar en ouder;3.1  Hereditaire hemolytische anemieën;2000;;;
4543;Mannen + Vrouwen;80 jaar en ouder;3.1  Hereditaire hemolytische anemieën;2001;;;
4544;Mannen + Vrouwen;80 jaar en ouder;3.1  Hereditaire hemolytische anemieën;2002;;;
4545;Mannen + Vrouwen;80 jaar en ouder;3.1  Hereditaire hemolytische anemieën;2003;48.9;;
4546;Mannen + Vrouwen;80 jaar en ouder;3.1  Hereditaire hemolytische anemieën;2004;44.9;;
4547;Mannen + Vrouwen;80 jaar en ouder;3.1  Hereditaire hemolytische anemieën;2005;38.5;;
4548;Mannen + Vrouwen;80 jaar en ouder;4  Endocriene-, voedings,- stofw.ziekten;2000;39.2;;
4549;Mannen + Vrouwen;80 jaar en ouder;4  Endocriene-, voedings,- stofw.ziekten;2001;41.3;;
4550;Mannen + Vrouwen;80 jaar en ouder;4  Endocriene-, voedings,- stofw.ziekten;2002;40.9;;
4551;Mannen + Vrouwen;80 jaar en ouder;4  Endocriene-, voedings,- stofw.ziekten;2003;37.8;;
4552;Mannen + Vrouwen;80 jaar en ouder;4  Endocriene-, voedings,- stofw.ziekten;2004;37.7;;
4553;Mannen + Vrouwen;80 jaar en ouder;4  Endocriene-, voedings,- stofw.ziekten;2005;35.9;;
4554;Mannen + Vrouwen;80 jaar en ouder;4.1  Schildklierziekten;2000;18.6;;
4555;Mannen + Vrouwen;80 jaar en ouder;4.1  Schildklierziekten;2001;25.0;;
4556;Mannen + Vrouwen;80 jaar en ouder;4.1  Schildklierziekten;2002;15.6;;
4557;Mannen + Vrouwen;80 jaar en ouder;4.1  Schildklierziekten;2003;16.1;;
4558;Mannen + Vrouwen;80 jaar en ouder;4.1  Schildklierziekten;2004;19.8;;
4559;Mannen + Vrouwen;80 jaar en ouder;4.1  Schildklierziekten;2005;16.5;;
4560;Mannen + Vrouwen;80 jaar en ouder;4.2  Suikerziekte (Diabetes mellitus);2000;36.7;;
4561;Mannen + Vrouwen;80 jaar en ouder;4.2  Suikerziekte (Diabetes mellitus);2001;37.3;;
4562;Mannen + Vrouwen;80 jaar en ouder;4.2  Suikerziekte (Diabetes mellitus);2002;40.5;;
4563;Mannen + Vrouwen;80 jaar en ouder;4.2  Suikerziekte (Diabetes mellitus);2003;32.8;;
4564;Mannen + Vrouwen;80 jaar en ouder;4.2  Suikerziekte (Diabetes mellitus);2004;34.7;;
4565;Mannen + Vrouwen;80 jaar en ouder;4.2  Suikerziekte (Diabetes mellitus);2005;33.8;;
4566;Mannen + Vrouwen;80 jaar en ouder;4.4. Cystische fibrose;2000;;;
4567;Mannen + Vrouwen;80 jaar en ouder;4.4. Cystische fibrose;2001;;;
4568;Mannen + Vrouwen;80 jaar en ouder;4.4. Cystische fibrose;2002;;;
4569;Mannen + Vrouwen;80 jaar en ouder;4.4. Cystische fibrose;2003;;;
4570;Mannen + Vrouwen;80 jaar en ouder;4.4. Cystische fibrose;2004;;;
4571;Mannen + Vrouwen;80 jaar en ouder;4.4. Cystische fibrose;2005;;;
4572;Mannen + Vrouwen;80 jaar en ouder;5  Psychische stoornissen;2000;33.5;;
4573;Mannen + Vrouwen;80 jaar en ouder;5  Psychische stoornissen;2001;32.4;;
4574;Mannen + Vrouwen;80 jaar en ouder;5  Psychische stoornissen;2002;32.4;;
4575;Mannen + Vrouwen;80 jaar en ouder;5  Psychische stoornissen;2003;29.5;;
4576;Mannen + Vrouwen;80 jaar en ouder;5  Psychische stoornissen;2004;27.4;;
4577;Mannen + Vrouwen;80 jaar en ouder;5  Psychische stoornissen;2005;27.4;;
4578;Mannen + Vrouwen;80 jaar en ouder;5.2  Afh.heid en misbruik van alcohol;2000;;;
4579;Mannen + Vrouwen;80 jaar en ouder;5.2  Afh.heid en misbruik van alcohol;2001;;;
4580;Mannen + Vrouwen;80 jaar en ouder;5.2  Afh.heid en misbruik van alcohol;2002;25.6;;
4581;Mannen + Vrouwen;80 jaar en ouder;5.2  Afh.heid en misbruik van alcohol;2003;24.7;;
4582;Mannen + Vrouwen;80 jaar en ouder;5.2  Afh.heid en misbruik van alcohol;2004;23.4;;
4583;Mannen + Vrouwen;80 jaar en ouder;5.2  Afh.heid en misbruik van alcohol;2005;10.7;;
4584;Mannen + Vrouwen;80 jaar en ouder;5.3  Afh.heid en misbruik van drugs ea;2000;;;
4585;Mannen + Vrouwen;80 jaar en ouder;5.3  Afh.heid en misbruik van drugs ea;2001;33.6;;
4586;Mannen + Vrouwen;80 jaar en ouder;5.3  Afh.heid en misbruik van drugs ea;2002;;;
4587;Mannen + Vrouwen;80 jaar en ouder;5.3  Afh.heid en misbruik van drugs ea;2003;20.9;;
4588;Mannen + Vrouwen;80 jaar en ouder;5.3  Afh.heid en misbruik van drugs ea;2004;38.1;;
4589;Mannen + Vrouwen;80 jaar en ouder;5.3  Afh.heid en misbruik van drugs ea;2005;;;
4590;Mannen + Vrouwen;80 jaar en ouder;5.4  Stemmingsstoornissen;2000;23.5;;
4591;Mannen + Vrouwen;80 jaar en ouder;5.4  Stemmingsstoornissen;2001;22.0;;
4592;Mannen + Vrouwen;80 jaar en ouder;5.4  Stemmingsstoornissen;2002;24.7;;
4593;Mannen + Vrouwen;80 jaar en ouder;5.4  Stemmingsstoornissen;2003;21.5;;
4594;Mannen + Vrouwen;80 jaar en ouder;5.4  Stemmingsstoornissen;2004;25.0;;
4595;Mannen + Vrouwen;80 jaar en ouder;5.4  Stemmingsstoornissen;2005;21.0;;
4596;Mannen + Vrouwen;80 jaar en ouder;5.4.1  Depressie;2000;25.9;;
4597;Mannen + Vrouwen;80 jaar en ouder;5.4.1  Depressie;2001;24.2;;
4598;Mannen + Vrouwen;80 jaar en ouder;5.4.1  Depressie;2002;24.9;;
4599;Mannen + Vrouwen;80 jaar en ouder;5.4.1  Depressie;2003;23.0;;
4600;Mannen + Vrouwen;80 jaar en ouder;5.4.1  Depressie;2004;31.4;;
4601;Mannen + Vrouwen;80 jaar en ouder;5.4.1  Depressie;2005;22.2;;
4602;Mannen + Vrouwen;80 jaar en ouder;5.5  Schizofrenie;2000;;;
4603;Mannen + Vrouwen;80 jaar en ouder;5.5  Schizofrenie;2001;;;
4604;Mannen + Vrouwen;80 jaar en ouder;5.5  Schizofrenie;2002;;;
4605;Mannen + Vrouwen;80 jaar en ouder;5.5  Schizofrenie;2003;;;
4606;Mannen + Vrouwen;80 jaar en ouder;5.5  Schizofrenie;2004;;;
4607;Mannen + Vrouwen;80 jaar en ouder;5.5  Schizofrenie;2005;;;
4608;Mannen + Vrouwen;80 jaar en ouder;5.7  Angststoornissen;2000;10.2;;
4609;Mannen + Vrouwen;80 jaar en ouder;5.7  Angststoornissen;2001;4.8;;
4610;Mannen + Vrouwen;80 jaar en ouder;5.7  Angststoornissen;2002;15.5;;
4611;Mannen + Vrouwen;80 jaar en ouder;5.7  Angststoornissen;2003;14.8;;
4612;Mannen + Vrouwen;80 jaar en ouder;5.7  Angststoornissen;2004;19.1;;
4613;Mannen + Vrouwen;80 jaar en ouder;5.7  Angststoornissen;2005;19.7;;
