ID;Geslacht;Arbeidsbelemmering;KenmerkenVanPersonen;Perioden;NietWerkzameBevolking_1
1460;Mannen;Niet belemmerd;Positie: ouder;2017;117
1461;Mannen;Niet belemmerd;Positie: ouder;2018;96
1462;Mannen;Niet belemmerd;Positie: ouder;2019;94
1463;Mannen;Niet belemmerd;Positie: ouder;2020;102
1464;Mannen;Niet belemmerd;Positie: ouder in eenouderhuishouden;2015;13
1465;Mannen;Niet belemmerd;Positie: ouder in eenouderhuishouden;2016;13
1466;Mannen;Niet belemmerd;Positie: ouder in eenouderhuishouden;2017;16
1467;Mannen;Niet belemmerd;Positie: ouder in eenouderhuishouden;2018;12
1468;Mannen;Niet belemmerd;Positie: ouder in eenouderhuishouden;2019;9
1469;Mannen;Niet belemmerd;Positie: ouder in eenouderhuishouden;2020;8
1470;Mannen;Niet belemmerd;Positie: partner in paar;2015;705
1471;Mannen;Niet belemmerd;Positie: partner in paar;2016;647
1472;Mannen;Niet belemmerd;Positie: partner in paar;2017;656
1473;Mannen;Niet belemmerd;Positie: partner in paar;2018;615
1474;Mannen;Niet belemmerd;Positie: partner in paar;2019;592
1475;Mannen;Niet belemmerd;Positie: partner in paar;2020;647
1476;Mannen;Niet belemmerd;Positie: partner in paar met kind;2015;114
1477;Mannen;Niet belemmerd;Positie: partner in paar met kind;2016;104
1478;Mannen;Niet belemmerd;Positie: partner in paar met kind;2017;101
1479;Mannen;Niet belemmerd;Positie: partner in paar met kind;2018;84
1480;Mannen;Niet belemmerd;Positie: partner in paar met kind;2019;85
1481;Mannen;Niet belemmerd;Positie: partner in paar met kind;2020;94
1482;Mannen;Niet belemmerd;Positie: partner in paar, geen kind;2015;591
1483;Mannen;Niet belemmerd;Positie: partner in paar, geen kind;2016;543
1484;Mannen;Niet belemmerd;Positie: partner in paar, geen kind;2017;554
1485;Mannen;Niet belemmerd;Positie: partner in paar, geen kind;2018;531
1486;Mannen;Niet belemmerd;Positie: partner in paar, geen kind;2019;507
1487;Mannen;Niet belemmerd;Positie: partner in paar, geen kind;2020;554
1488;Mannen;Niet belemmerd;Positie: thuiswonend kind;2015;355
1489;Mannen;Niet belemmerd;Positie: thuiswonend kind;2016;337
1490;Mannen;Niet belemmerd;Positie: thuiswonend kind;2017;325
1491;Mannen;Niet belemmerd;Positie: thuiswonend kind;2018;305
1492;Mannen;Niet belemmerd;Positie: thuiswonend kind;2019;289
1493;Mannen;Niet belemmerd;Positie: thuiswonend kind;2020;344
1494;Mannen;Niet belemmerd;Positie: kind >= 18 jaar;2015;196
1495;Mannen;Niet belemmerd;Positie: kind >= 18 jaar;2016;187
1496;Mannen;Niet belemmerd;Positie: kind >= 18 jaar;2017;175
1497;Mannen;Niet belemmerd;Positie: kind >= 18 jaar;2018;163
1498;Mannen;Niet belemmerd;Positie: kind >= 18 jaar;2019;161
1499;Mannen;Niet belemmerd;Positie: kind >= 18 jaar;2020;200
1500;Mannen;Niet belemmerd;Positie: kind < 18 jaar;2015;159
1501;Mannen;Niet belemmerd;Positie: kind < 18 jaar;2016;150
1502;Mannen;Niet belemmerd;Positie: kind < 18 jaar;2017;150
1503;Mannen;Niet belemmerd;Positie: kind < 18 jaar;2018;143
1504;Mannen;Niet belemmerd;Positie: kind < 18 jaar;2019;128
1505;Mannen;Niet belemmerd;Positie: kind < 18 jaar;2020;145
1506;Mannen;Niet belemmerd;Positie: overig lid;2015;31
1507;Mannen;Niet belemmerd;Positie: overig lid;2016;35
1508;Mannen;Niet belemmerd;Positie: overig lid;2017;31
1509;Mannen;Niet belemmerd;Positie: overig lid;2018;41
1510;Mannen;Niet belemmerd;Positie: overig lid;2019;32
1511;Mannen;Niet belemmerd;Positie: overig lid;2020;40
1512;Mannen;Niet belemmerd;Arb.pos.: Werkloze beroepsbevolking;2015;266
1513;Mannen;Niet belemmerd;Arb.pos.: Werkloze beroepsbevolking;2016;227
1514;Mannen;Niet belemmerd;Arb.pos.: Werkloze beroepsbevolking;2017;185
1515;Mannen;Niet belemmerd;Arb.pos.: Werkloze beroepsbevolking;2018;145
1516;Mannen;Niet belemmerd;Arb.pos.: Werkloze beroepsbevolking;2019;134
1517;Mannen;Niet belemmerd;Arb.pos.: Werkloze beroepsbevolking;2020;159
1518;Mannen;Niet belemmerd;Arb.pos.: Niet-beroepsbevolking;2015;1112
1519;Mannen;Niet belemmerd;Arb.pos.: Niet-beroepsbevolking;2016;1072
1520;Mannen;Niet belemmerd;Arb.pos.: Niet-beroepsbevolking;2017;1105
1521;Mannen;Niet belemmerd;Arb.pos.: Niet-beroepsbevolking;2018;1081
1522;Mannen;Niet belemmerd;Arb.pos.: Niet-beroepsbevolking;2019;1047
1523;Mannen;Niet belemmerd;Arb.pos.: Niet-beroepsbevolking;2020;1121
1524;Mannen;Niet belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2015;127
1525;Mannen;Niet belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2016;120
1526;Mannen;Niet belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2017;100
1527;Mannen;Niet belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2018;83
1528;Mannen;Niet belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2019;86
1529;Mannen;Niet belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2020;105
1530;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2015;38
1531;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2016;38
1532;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2017;27
1533;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2018;19
1534;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2019;21
1535;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2020;27
1536;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, andere reden;2015;89
1537;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, andere reden;2016;83
1538;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, andere reden;2017;74
1539;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, andere reden;2018;64
1540;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, andere reden;2019;65
1541;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, andere reden;2020;78
1542;Mannen;Niet belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2015;51
1543;Mannen;Niet belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2016;42
1544;Mannen;Niet belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2017;45
1545;Mannen;Niet belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2018;39
1546;Mannen;Niet belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2019;44
1547;Mannen;Niet belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2020;35
1548;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2015;934
1549;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2016;909
1550;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2017;960
1551;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2018;960
1552;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2019;917
1553;Mannen;Niet belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2020;981
1554;Mannen;Niet belemmerd;Arb.pos.: Wil werken;2015;43
1555;Mannen;Niet belemmerd;Arb.pos.: Wil werken;2016;43
1556;Mannen;Niet belemmerd;Arb.pos.: Wil werken;2017;46
1557;Mannen;Niet belemmerd;Arb.pos.: Wil werken;2018;47
1558;Mannen;Niet belemmerd;Arb.pos.: Wil werken;2019;40
1559;Mannen;Niet belemmerd;Arb.pos.: Wil werken;2020;44
1560;Mannen;Niet belemmerd;Arb.pos.: Wil of kan niet werken;2015;892
1561;Mannen;Niet belemmerd;Arb.pos.: Wil of kan niet werken;2016;866
1562;Mannen;Niet belemmerd;Arb.pos.: Wil of kan niet werken;2017;914
1563;Mannen;Niet belemmerd;Arb.pos.: Wil of kan niet werken;2018;913
1564;Mannen;Niet belemmerd;Arb.pos.: Wil of kan niet werken;2019;877
1565;Mannen;Niet belemmerd;Arb.pos.: Wil of kan niet werken;2020;937
1566;Mannen;Niet belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2015;10
1567;Mannen;Niet belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2016;8
1568;Mannen;Niet belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2017;10
1569;Mannen;Niet belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2018;7
1570;Mannen;Niet belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2019;8
1571;Mannen;Niet belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2020;3
1572;Mannen;Niet belemmerd;Arb.pos.: Vanwege opleiding/studie;2015;207
1573;Mannen;Niet belemmerd;Arb.pos.: Vanwege opleiding/studie;2016;215
1574;Mannen;Niet belemmerd;Arb.pos.: Vanwege opleiding/studie;2017;235
1575;Mannen;Niet belemmerd;Arb.pos.: Vanwege opleiding/studie;2018;237
1576;Mannen;Niet belemmerd;Arb.pos.: Vanwege opleiding/studie;2019;210
1577;Mannen;Niet belemmerd;Arb.pos.: Vanwege opleiding/studie;2020;237
1578;Mannen;Niet belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2015;602
1579;Mannen;Niet belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2016;572
1580;Mannen;Niet belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2017;606
1581;Mannen;Niet belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2018;597
1582;Mannen;Niet belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2019;583
1583;Mannen;Niet belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2020;629
1584;Mannen;Niet belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2015;33
1585;Mannen;Niet belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2016;23
1586;Mannen;Niet belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2017;19
1587;Mannen;Niet belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2018;23
1588;Mannen;Niet belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2019;27
1589;Mannen;Niet belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2020;28
1590;Mannen;Niet belemmerd;Arb.pos.: Vanwege andere redenen;2015;40
1591;Mannen;Niet belemmerd;Arb.pos.: Vanwege andere redenen;2016;49
1592;Mannen;Niet belemmerd;Arb.pos.: Vanwege andere redenen;2017;45
1593;Mannen;Niet belemmerd;Arb.pos.: Vanwege andere redenen;2018;49
1594;Mannen;Niet belemmerd;Arb.pos.: Vanwege andere redenen;2019;49
1595;Mannen;Niet belemmerd;Arb.pos.: Vanwege andere redenen;2020;40
1596;Mannen;Licht belemmerd;Totaal personen;2015;100
1597;Mannen;Licht belemmerd;Totaal personen;2016;103
1598;Mannen;Licht belemmerd;Totaal personen;2017;115
1599;Mannen;Licht belemmerd;Totaal personen;2018;103
1600;Mannen;Licht belemmerd;Totaal personen;2019;108
1601;Mannen;Licht belemmerd;Totaal personen;2020;103
1602;Mannen;Licht belemmerd;Leeftijd: 15 tot 25 jaar;2015;14
1603;Mannen;Licht belemmerd;Leeftijd: 15 tot 25 jaar;2016;16
1604;Mannen;Licht belemmerd;Leeftijd: 15 tot 25 jaar;2017;16
1605;Mannen;Licht belemmerd;Leeftijd: 15 tot 25 jaar;2018;11
1606;Mannen;Licht belemmerd;Leeftijd: 15 tot 25 jaar;2019;14
1607;Mannen;Licht belemmerd;Leeftijd: 15 tot 25 jaar;2020;13
1608;Mannen;Licht belemmerd;Leeftijd: 25 tot 35 jaar;2015;10
1609;Mannen;Licht belemmerd;Leeftijd: 25 tot 35 jaar;2016;10
1610;Mannen;Licht belemmerd;Leeftijd: 25 tot 35 jaar;2017;12
1611;Mannen;Licht belemmerd;Leeftijd: 25 tot 35 jaar;2018;12
1612;Mannen;Licht belemmerd;Leeftijd: 25 tot 35 jaar;2019;12
1613;Mannen;Licht belemmerd;Leeftijd: 25 tot 35 jaar;2020;13
1614;Mannen;Licht belemmerd;Leeftijd: 35 tot 45 jaar;2015;10
1615;Mannen;Licht belemmerd;Leeftijd: 35 tot 45 jaar;2016;8
1616;Mannen;Licht belemmerd;Leeftijd: 35 tot 45 jaar;2017;9
1617;Mannen;Licht belemmerd;Leeftijd: 35 tot 45 jaar;2018;8
1618;Mannen;Licht belemmerd;Leeftijd: 35 tot 45 jaar;2019;10
1619;Mannen;Licht belemmerd;Leeftijd: 35 tot 45 jaar;2020;10
1620;Mannen;Licht belemmerd;Leeftijd: 45 tot 55 jaar;2015;12
1621;Mannen;Licht belemmerd;Leeftijd: 45 tot 55 jaar;2016;7
1622;Mannen;Licht belemmerd;Leeftijd: 45 tot 55 jaar;2017;14
1623;Mannen;Licht belemmerd;Leeftijd: 45 tot 55 jaar;2018;11
1624;Mannen;Licht belemmerd;Leeftijd: 45 tot 55 jaar;2019;14
1625;Mannen;Licht belemmerd;Leeftijd: 45 tot 55 jaar;2020;11
1626;Mannen;Licht belemmerd;Leeftijd: 55 tot 65 jaar;2015;22
1627;Mannen;Licht belemmerd;Leeftijd: 55 tot 65 jaar;2016;16
1628;Mannen;Licht belemmerd;Leeftijd: 55 tot 65 jaar;2017;15
1629;Mannen;Licht belemmerd;Leeftijd: 55 tot 65 jaar;2018;21
1630;Mannen;Licht belemmerd;Leeftijd: 55 tot 65 jaar;2019;18
1631;Mannen;Licht belemmerd;Leeftijd: 55 tot 65 jaar;2020;12
1632;Mannen;Licht belemmerd;Leeftijd: 65 tot 75 jaar;2015;32
1633;Mannen;Licht belemmerd;Leeftijd: 65 tot 75 jaar;2016;46
1634;Mannen;Licht belemmerd;Leeftijd: 65 tot 75 jaar;2017;49
1635;Mannen;Licht belemmerd;Leeftijd: 65 tot 75 jaar;2018;40
1636;Mannen;Licht belemmerd;Leeftijd: 65 tot 75 jaar;2019;40
1637;Mannen;Licht belemmerd;Leeftijd: 65 tot 75 jaar;2020;43
1638;Mannen;Licht belemmerd;Leeftijd: 15 tot 65 jaar;2015;67
1639;Mannen;Licht belemmerd;Leeftijd: 15 tot 65 jaar;2016;57
1640;Mannen;Licht belemmerd;Leeftijd: 15 tot 65 jaar;2017;66
1641;Mannen;Licht belemmerd;Leeftijd: 15 tot 65 jaar;2018;63
1642;Mannen;Licht belemmerd;Leeftijd: 15 tot 65 jaar;2019;68
1643;Mannen;Licht belemmerd;Leeftijd: 15 tot 65 jaar;2020;60
1644;Mannen;Licht belemmerd;Leeftijd: 25 tot 45 jaar;2015;20
1645;Mannen;Licht belemmerd;Leeftijd: 25 tot 45 jaar;2016;18
1646;Mannen;Licht belemmerd;Leeftijd: 25 tot 45 jaar;2017;22
1647;Mannen;Licht belemmerd;Leeftijd: 25 tot 45 jaar;2018;20
1648;Mannen;Licht belemmerd;Leeftijd: 25 tot 45 jaar;2019;22
1649;Mannen;Licht belemmerd;Leeftijd: 25 tot 45 jaar;2020;24
1650;Mannen;Licht belemmerd;Leeftijd: 45 tot 75 jaar;2015;66
1651;Mannen;Licht belemmerd;Leeftijd: 45 tot 75 jaar;2016;69
1652;Mannen;Licht belemmerd;Leeftijd: 45 tot 75 jaar;2017;78
1653;Mannen;Licht belemmerd;Leeftijd: 45 tot 75 jaar;2018;72
1654;Mannen;Licht belemmerd;Leeftijd: 45 tot 75 jaar;2019;72
1655;Mannen;Licht belemmerd;Leeftijd: 45 tot 75 jaar;2020;67
1656;Mannen;Licht belemmerd;1 Laag onderwijsniveau;2015;37
1657;Mannen;Licht belemmerd;1 Laag onderwijsniveau;2016;38
1658;Mannen;Licht belemmerd;1 Laag onderwijsniveau;2017;47
1659;Mannen;Licht belemmerd;1 Laag onderwijsniveau;2018;47
1660;Mannen;Licht belemmerd;1 Laag onderwijsniveau;2019;42
1661;Mannen;Licht belemmerd;1 Laag onderwijsniveau;2020;29
1662;Mannen;Licht belemmerd;2 Middelbaar onderwijsniveau;2015;36
1663;Mannen;Licht belemmerd;2 Middelbaar onderwijsniveau;2016;42
1664;Mannen;Licht belemmerd;2 Middelbaar onderwijsniveau;2017;44
1665;Mannen;Licht belemmerd;2 Middelbaar onderwijsniveau;2018;36
1666;Mannen;Licht belemmerd;2 Middelbaar onderwijsniveau;2019;40
1667;Mannen;Licht belemmerd;2 Middelbaar onderwijsniveau;2020;51
1668;Mannen;Licht belemmerd;3 Hoog onderwijsniveau;2015;25
1669;Mannen;Licht belemmerd;3 Hoog onderwijsniveau;2016;21
1670;Mannen;Licht belemmerd;3 Hoog onderwijsniveau;2017;22
1671;Mannen;Licht belemmerd;3 Hoog onderwijsniveau;2018;19
1672;Mannen;Licht belemmerd;3 Hoog onderwijsniveau;2019;25
1673;Mannen;Licht belemmerd;3 Hoog onderwijsniveau;2020;23
1674;Mannen;Licht belemmerd;Weet niet of onbekend;2015;2
1675;Mannen;Licht belemmerd;Weet niet of onbekend;2016;2
1676;Mannen;Licht belemmerd;Weet niet of onbekend;2017;1
1677;Mannen;Licht belemmerd;Weet niet of onbekend;2018;1
1678;Mannen;Licht belemmerd;Weet niet of onbekend;2019;2
1679;Mannen;Licht belemmerd;Weet niet of onbekend;2020;0
1680;Mannen;Licht belemmerd;Positie: alleenstaande;2015;30
1681;Mannen;Licht belemmerd;Positie: alleenstaande;2016;26
1682;Mannen;Licht belemmerd;Positie: alleenstaande;2017;39
1683;Mannen;Licht belemmerd;Positie: alleenstaande;2018;32
1684;Mannen;Licht belemmerd;Positie: alleenstaande;2019;46
1685;Mannen;Licht belemmerd;Positie: alleenstaande;2020;45
1686;Mannen;Licht belemmerd;Positie: ouder;2015;13
1687;Mannen;Licht belemmerd;Positie: ouder;2016;14
1688;Mannen;Licht belemmerd;Positie: ouder;2017;13
1689;Mannen;Licht belemmerd;Positie: ouder;2018;11
1690;Mannen;Licht belemmerd;Positie: ouder;2019;11
1691;Mannen;Licht belemmerd;Positie: ouder;2020;8
1692;Mannen;Licht belemmerd;Positie: ouder in eenouderhuishouden;2015;1
1693;Mannen;Licht belemmerd;Positie: ouder in eenouderhuishouden;2016;1
1694;Mannen;Licht belemmerd;Positie: ouder in eenouderhuishouden;2017;1
1695;Mannen;Licht belemmerd;Positie: ouder in eenouderhuishouden;2018;1
1696;Mannen;Licht belemmerd;Positie: ouder in eenouderhuishouden;2019;1
1697;Mannen;Licht belemmerd;Positie: ouder in eenouderhuishouden;2020;2
1698;Mannen;Licht belemmerd;Positie: partner in paar;2015;51
1699;Mannen;Licht belemmerd;Positie: partner in paar;2016;58
1700;Mannen;Licht belemmerd;Positie: partner in paar;2017;54
1701;Mannen;Licht belemmerd;Positie: partner in paar;2018;56
1702;Mannen;Licht belemmerd;Positie: partner in paar;2019;44
1703;Mannen;Licht belemmerd;Positie: partner in paar;2020;40
1704;Mannen;Licht belemmerd;Positie: partner in paar met kind;2015;12
1705;Mannen;Licht belemmerd;Positie: partner in paar met kind;2016;12
1706;Mannen;Licht belemmerd;Positie: partner in paar met kind;2017;12
1707;Mannen;Licht belemmerd;Positie: partner in paar met kind;2018;9
1708;Mannen;Licht belemmerd;Positie: partner in paar met kind;2019;11
1709;Mannen;Licht belemmerd;Positie: partner in paar met kind;2020;7
1710;Mannen;Licht belemmerd;Positie: partner in paar, geen kind;2015;40
1711;Mannen;Licht belemmerd;Positie: partner in paar, geen kind;2016;46
1712;Mannen;Licht belemmerd;Positie: partner in paar, geen kind;2017;43
1713;Mannen;Licht belemmerd;Positie: partner in paar, geen kind;2018;47
1714;Mannen;Licht belemmerd;Positie: partner in paar, geen kind;2019;34
1715;Mannen;Licht belemmerd;Positie: partner in paar, geen kind;2020;33
1716;Mannen;Licht belemmerd;Positie: thuiswonend kind;2015;16
1717;Mannen;Licht belemmerd;Positie: thuiswonend kind;2016;17
1718;Mannen;Licht belemmerd;Positie: thuiswonend kind;2017;18
1719;Mannen;Licht belemmerd;Positie: thuiswonend kind;2018;12
1720;Mannen;Licht belemmerd;Positie: thuiswonend kind;2019;13
1721;Mannen;Licht belemmerd;Positie: thuiswonend kind;2020;15
1722;Mannen;Licht belemmerd;Positie: kind >= 18 jaar;2015;10
1723;Mannen;Licht belemmerd;Positie: kind >= 18 jaar;2016;11
1724;Mannen;Licht belemmerd;Positie: kind >= 18 jaar;2017;12
1725;Mannen;Licht belemmerd;Positie: kind >= 18 jaar;2018;8
1726;Mannen;Licht belemmerd;Positie: kind >= 18 jaar;2019;9
1727;Mannen;Licht belemmerd;Positie: kind >= 18 jaar;2020;12
1728;Mannen;Licht belemmerd;Positie: kind < 18 jaar;2015;6
1729;Mannen;Licht belemmerd;Positie: kind < 18 jaar;2016;6
1730;Mannen;Licht belemmerd;Positie: kind < 18 jaar;2017;6
1731;Mannen;Licht belemmerd;Positie: kind < 18 jaar;2018;4
1732;Mannen;Licht belemmerd;Positie: kind < 18 jaar;2019;4
1733;Mannen;Licht belemmerd;Positie: kind < 18 jaar;2020;3
1734;Mannen;Licht belemmerd;Positie: overig lid;2015;0
1735;Mannen;Licht belemmerd;Positie: overig lid;2016;1
1736;Mannen;Licht belemmerd;Positie: overig lid;2017;2
1737;Mannen;Licht belemmerd;Positie: overig lid;2018;1
1738;Mannen;Licht belemmerd;Positie: overig lid;2019;3
1739;Mannen;Licht belemmerd;Positie: overig lid;2020;2
1740;Mannen;Licht belemmerd;Arb.pos.: Werkloze beroepsbevolking;2015;18
1741;Mannen;Licht belemmerd;Arb.pos.: Werkloze beroepsbevolking;2016;16
1742;Mannen;Licht belemmerd;Arb.pos.: Werkloze beroepsbevolking;2017;15
1743;Mannen;Licht belemmerd;Arb.pos.: Werkloze beroepsbevolking;2018;16
1744;Mannen;Licht belemmerd;Arb.pos.: Werkloze beroepsbevolking;2019;16
1745;Mannen;Licht belemmerd;Arb.pos.: Werkloze beroepsbevolking;2020;10
1746;Mannen;Licht belemmerd;Arb.pos.: Niet-beroepsbevolking;2015;82
1747;Mannen;Licht belemmerd;Arb.pos.: Niet-beroepsbevolking;2016;87
1748;Mannen;Licht belemmerd;Arb.pos.: Niet-beroepsbevolking;2017;100
1749;Mannen;Licht belemmerd;Arb.pos.: Niet-beroepsbevolking;2018;87
1750;Mannen;Licht belemmerd;Arb.pos.: Niet-beroepsbevolking;2019;92
1751;Mannen;Licht belemmerd;Arb.pos.: Niet-beroepsbevolking;2020;93
1752;Mannen;Licht belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2015;10
1753;Mannen;Licht belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2016;10
1754;Mannen;Licht belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2017;8
1755;Mannen;Licht belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2018;9
1756;Mannen;Licht belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2019;8
1757;Mannen;Licht belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2020;9
1758;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2015;5
1759;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2016;4
1760;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2017;2
1761;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2018;4
1762;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2019;4
1763;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2020;6
1764;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, andere reden;2015;5
1765;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, andere reden;2016;6
1766;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, andere reden;2017;5
1767;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, andere reden;2018;7
1768;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, andere reden;2019;4
1769;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, andere reden;2020;4
1770;Mannen;Licht belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2015;7
1771;Mannen;Licht belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2016;3
1772;Mannen;Licht belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2017;4
1773;Mannen;Licht belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2018;4
1774;Mannen;Licht belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2019;5
1775;Mannen;Licht belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2020;5
1776;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2015;65
1777;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2016;75
1778;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2017;88
1779;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2018;72
1780;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2019;80
1781;Mannen;Licht belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2020;79
1782;Mannen;Licht belemmerd;Arb.pos.: Wil werken;2015;10
1783;Mannen;Licht belemmerd;Arb.pos.: Wil werken;2016;6
1784;Mannen;Licht belemmerd;Arb.pos.: Wil werken;2017;9
1785;Mannen;Licht belemmerd;Arb.pos.: Wil werken;2018;9
1786;Mannen;Licht belemmerd;Arb.pos.: Wil werken;2019;9
1787;Mannen;Licht belemmerd;Arb.pos.: Wil werken;2020;11
1788;Mannen;Licht belemmerd;Arb.pos.: Wil of kan niet werken;2015;55
1789;Mannen;Licht belemmerd;Arb.pos.: Wil of kan niet werken;2016;69
1790;Mannen;Licht belemmerd;Arb.pos.: Wil of kan niet werken;2017;79
1791;Mannen;Licht belemmerd;Arb.pos.: Wil of kan niet werken;2018;63
1792;Mannen;Licht belemmerd;Arb.pos.: Wil of kan niet werken;2019;71
1793;Mannen;Licht belemmerd;Arb.pos.: Wil of kan niet werken;2020;67
1794;Mannen;Licht belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2015;0
1795;Mannen;Licht belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2016;0
1796;Mannen;Licht belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2017;2
1797;Mannen;Licht belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2018;0
1798;Mannen;Licht belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2019;1
1799;Mannen;Licht belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2020;0
1800;Mannen;Licht belemmerd;Arb.pos.: Vanwege opleiding/studie;2015;6
1801;Mannen;Licht belemmerd;Arb.pos.: Vanwege opleiding/studie;2016;7
1802;Mannen;Licht belemmerd;Arb.pos.: Vanwege opleiding/studie;2017;12
1803;Mannen;Licht belemmerd;Arb.pos.: Vanwege opleiding/studie;2018;4
1804;Mannen;Licht belemmerd;Arb.pos.: Vanwege opleiding/studie;2019;7
1805;Mannen;Licht belemmerd;Arb.pos.: Vanwege opleiding/studie;2020;7
1806;Mannen;Licht belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2015;32
1807;Mannen;Licht belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2016;46
1808;Mannen;Licht belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2017;46
1809;Mannen;Licht belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2018;36
