ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;InstroomWWInclHerinstroom_1;HerinstroomWW_2
556;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 1e kwartaal;700;250
557;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 2e kwartaal;490;180
558;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 3e kwartaal;500;170
559;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 4e kwartaal;490;220
560;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 1e kwartaal;530;240
561;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 2e kwartaal;450;220
562;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 3e kwartaal;370;140
563;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 4e kwartaal;510;210
564;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 1e kwartaal;320;110
565;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 2e kwartaal;270;90
566;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 3e kwartaal;190;80
567;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 4e kwartaal;260;110
568;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 1e kwartaal;330;150
569;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 2e kwartaal;250;90
570;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 3e kwartaal;260;100
571;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 4e kwartaal;270;100
572;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 1e kwartaal;250;100
573;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 2e kwartaal;240;110
574;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 3e kwartaal;210;90
575;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 4e kwartaal;290;140
576;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 1e kwartaal;40290;9780
577;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 2e kwartaal;37000;9880
578;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 3e kwartaal;31990;8390
579;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 4e kwartaal;32990;9130
580;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 1e kwartaal;37970;10640
581;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 2e kwartaal;31080;8380
582;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 3e kwartaal;27600;7810
583;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 4e kwartaal;29500;9070
584;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 1e kwartaal;29940;8210
585;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 2e kwartaal;25760;7980
586;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 3e kwartaal;23330;6270
587;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 4e kwartaal;25200;7040
588;Vrouwen;Totaal leeftijd;Autochtoon;2005 1e kwartaal;29770;6970
589;Vrouwen;Totaal leeftijd;Autochtoon;2005 2e kwartaal;27120;7030
590;Vrouwen;Totaal leeftijd;Autochtoon;2005 3e kwartaal;23630;5990
591;Vrouwen;Totaal leeftijd;Autochtoon;2005 4e kwartaal;24170;6590
592;Vrouwen;Totaal leeftijd;Autochtoon;2006 1e kwartaal;27750;7670
593;Vrouwen;Totaal leeftijd;Autochtoon;2006 2e kwartaal;22480;5910
594;Vrouwen;Totaal leeftijd;Autochtoon;2006 3e kwartaal;20080;5500
595;Vrouwen;Totaal leeftijd;Autochtoon;2006 4e kwartaal;21270;6500
596;Vrouwen;Totaal leeftijd;Autochtoon;2007 1e kwartaal;21610;5820
597;Vrouwen;Totaal leeftijd;Autochtoon;2007 2e kwartaal;18420;5690
598;Vrouwen;Totaal leeftijd;Autochtoon;2007 3e kwartaal;16660;4410
599;Vrouwen;Totaal leeftijd;Autochtoon;2007 4e kwartaal;17790;5030
600;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 1e kwartaal;4530;1120
601;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 2e kwartaal;4140;1170
602;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 3e kwartaal;3660;1050
603;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 4e kwartaal;3630;1040
604;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 1e kwartaal;4240;1210
605;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 2e kwartaal;3530;1010
606;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 3e kwartaal;3210;970
607;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 4e kwartaal;3390;1070
608;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 1e kwartaal;3370;980
609;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 2e kwartaal;3050;960
610;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 3e kwartaal;2820;800
611;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 4e kwartaal;2990;890
612;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 1e kwartaal;5990;1700
613;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 2e kwartaal;5750;1680
614;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 3e kwartaal;4710;1340
615;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 4e kwartaal;5200;1500
616;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 1e kwartaal;5970;1760
617;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 2e kwartaal;5070;1450
618;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 3e kwartaal;4310;1340
619;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 4e kwartaal;4830;1500
620;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 1e kwartaal;4960;1410
621;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 2e kwartaal;4300;1330
622;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 3e kwartaal;3860;1070
623;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 4e kwartaal;4410;1130
624;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 1e kwartaal;6100;970
625;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 2e kwartaal;5310;930
626;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 3e kwartaal;4260;750
627;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 4e kwartaal;4570;830
628;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 1e kwartaal;4260;830
629;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3700;710
630;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 3e kwartaal;2840;530
631;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 4e kwartaal;3270;670
632;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 1e kwartaal;3220;570
633;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 2e kwartaal;2550;430
634;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2230;350
635;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2400;390
636;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 1e kwartaal;4680;740
637;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 2e kwartaal;4030;710
638;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 3e kwartaal;3250;560
639;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 4e kwartaal;3480;650
640;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 1e kwartaal;3250;660
641;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 2e kwartaal;2780;530
642;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 3e kwartaal;2140;400
643;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 4e kwartaal;2450;500
644;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 1e kwartaal;2430;440
645;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 2e kwartaal;1860;310
646;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 3e kwartaal;1670;270
647;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 4e kwartaal;1780;300
648;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 1e kwartaal;470;80
649;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 2e kwartaal;410;80
650;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 3e kwartaal;330;60
651;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 4e kwartaal;330;60
652;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 1e kwartaal;310;60
653;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 2e kwartaal;260;50
654;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 3e kwartaal;210;50
655;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 4e kwartaal;240;60
656;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 1e kwartaal;250;50
657;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 2e kwartaal;220;50
658;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 3e kwartaal;180;30
659;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 4e kwartaal;190;40
660;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 1e kwartaal;950;150
661;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 2e kwartaal;880;140
662;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 3e kwartaal;680;130
663;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 4e kwartaal;750;120
664;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 1e kwartaal;700;120
665;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 2e kwartaal;650;120
666;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 3e kwartaal;480;80
667;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 4e kwartaal;590;110
668;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 1e kwartaal;540;80
669;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 2e kwartaal;470;80
670;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 3e kwartaal;380;50
671;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 4e kwartaal;430;50
672;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 1e kwartaal;13040;3290
673;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 2e kwartaal;12320;3330
674;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 3e kwartaal;10210;2690
675;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 4e kwartaal;10450;2810
676;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 1e kwartaal;10970;2950
677;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 2e kwartaal;9400;2490
678;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 3e kwartaal;8040;2230
679;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 4e kwartaal;8450;2440
680;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 1e kwartaal;8610;2210
681;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 2e kwartaal;6950;1750
682;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 3e kwartaal;6390;1470
683;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 4e kwartaal;6770;1580
684;Vrouwen;25 tot 35 jaar;Autochtoon;2005 1e kwartaal;9240;2280
685;Vrouwen;25 tot 35 jaar;Autochtoon;2005 2e kwartaal;8550;2270
686;Vrouwen;25 tot 35 jaar;Autochtoon;2005 3e kwartaal;7150;1880
687;Vrouwen;25 tot 35 jaar;Autochtoon;2005 4e kwartaal;7270;1980
688;Vrouwen;25 tot 35 jaar;Autochtoon;2006 1e kwartaal;7550;2030
689;Vrouwen;25 tot 35 jaar;Autochtoon;2006 2e kwartaal;6380;1690
690;Vrouwen;25 tot 35 jaar;Autochtoon;2006 3e kwartaal;5510;1500
691;Vrouwen;25 tot 35 jaar;Autochtoon;2006 4e kwartaal;5720;1700
692;Vrouwen;25 tot 35 jaar;Autochtoon;2007 1e kwartaal;5920;1520
693;Vrouwen;25 tot 35 jaar;Autochtoon;2007 2e kwartaal;4600;1150
694;Vrouwen;25 tot 35 jaar;Autochtoon;2007 3e kwartaal;4220;990
695;Vrouwen;25 tot 35 jaar;Autochtoon;2007 4e kwartaal;4400;1050
696;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 1e kwartaal;1400;310
697;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 2e kwartaal;1360;370
698;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 3e kwartaal;1090;300
699;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 4e kwartaal;1120;270
700;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 1e kwartaal;1220;310
701;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 2e kwartaal;1080;280
702;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 3e kwartaal;850;230
703;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 4e kwartaal;940;240
704;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 1e kwartaal;920;230
705;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 2e kwartaal;790;190
706;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 3e kwartaal;790;170
707;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 4e kwartaal;780;200
708;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 1e kwartaal;2410;690
709;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 2e kwartaal;2410;690
710;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1970;510
711;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 4e kwartaal;2060;560
712;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 1e kwartaal;2210;610
713;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1940;520
714;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1680;500
715;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1780;500
716;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1770;460
717;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1550;410
718;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1390;310
719;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1590;330
720;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 1e kwartaal;11210;2910
721;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 2e kwartaal;10300;2920
722;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 3e kwartaal;9490;2720
723;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 4e kwartaal;9630;2790
724;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 1e kwartaal;11700;3320
725;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 2e kwartaal;9640;2660
726;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 3e kwartaal;8560;2540
727;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 4e kwartaal;8920;2770
728;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 1e kwartaal;9040;2590
729;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 2e kwartaal;7860;2360
730;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 3e kwartaal;7530;2060
731;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 4e kwartaal;7870;2230
732;Vrouwen;35 tot 45 jaar;Autochtoon;2005 1e kwartaal;8050;1960
733;Vrouwen;35 tot 45 jaar;Autochtoon;2005 2e kwartaal;7440;2020
734;Vrouwen;35 tot 45 jaar;Autochtoon;2005 3e kwartaal;6900;1840
735;Vrouwen;35 tot 45 jaar;Autochtoon;2005 4e kwartaal;6930;1920
736;Vrouwen;35 tot 45 jaar;Autochtoon;2006 1e kwartaal;8310;2240
737;Vrouwen;35 tot 45 jaar;Autochtoon;2006 2e kwartaal;6840;1830
738;Vrouwen;35 tot 45 jaar;Autochtoon;2006 3e kwartaal;6120;1720
739;Vrouwen;35 tot 45 jaar;Autochtoon;2006 4e kwartaal;6240;1870
740;Vrouwen;35 tot 45 jaar;Autochtoon;2007 1e kwartaal;6340;1750
741;Vrouwen;35 tot 45 jaar;Autochtoon;2007 2e kwartaal;5470;1620
742;Vrouwen;35 tot 45 jaar;Autochtoon;2007 3e kwartaal;5200;1350
743;Vrouwen;35 tot 45 jaar;Autochtoon;2007 4e kwartaal;5400;1490
744;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 1e kwartaal;1350;350
745;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 2e kwartaal;1230;340
746;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 3e kwartaal;1180;390
747;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 4e kwartaal;1070;310
748;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 1e kwartaal;1360;410
749;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 2e kwartaal;1130;330
750;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 3e kwartaal;1050;330
751;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 4e kwartaal;1100;340
752;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 1e kwartaal;1030;310
753;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 2e kwartaal;950;270
754;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 3e kwartaal;970;280
755;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 4e kwartaal;960;280
756;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1810;600
757;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1630;560
758;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1410;490
759;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1620;560
760;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 1e kwartaal;2020;670
761;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1670;500
762;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1400;500
763;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1580;560
764;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1660;530
765;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1440;470
766;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1370;430
767;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1510;460
768;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 1e kwartaal;7430;1930
769;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 2e kwartaal;6730;1940
770;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 3e kwartaal;6080;1650
771;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 4e kwartaal;6200;1940
772;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 1e kwartaal;7850;2420
773;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 2e kwartaal;6260;1860
774;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 3e kwartaal;6110;1870
775;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 4e kwartaal;6670;2320
776;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 1e kwartaal;6910;2080
777;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 2e kwartaal;6030;2170
778;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 3e kwartaal;5350;1730
779;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 4e kwartaal;5980;1970
780;Vrouwen;45 tot 55 jaar;Autochtoon;2005 1e kwartaal;5730;1430
781;Vrouwen;45 tot 55 jaar;Autochtoon;2005 2e kwartaal;5160;1420
782;Vrouwen;45 tot 55 jaar;Autochtoon;2005 3e kwartaal;4700;1250
783;Vrouwen;45 tot 55 jaar;Autochtoon;2005 4e kwartaal;4730;1420
784;Vrouwen;45 tot 55 jaar;Autochtoon;2006 1e kwartaal;5990;1800
785;Vrouwen;45 tot 55 jaar;Autochtoon;2006 2e kwartaal;4790;1330
786;Vrouwen;45 tot 55 jaar;Autochtoon;2006 3e kwartaal;4680;1380
787;Vrouwen;45 tot 55 jaar;Autochtoon;2006 4e kwartaal;5100;1730
788;Vrouwen;45 tot 55 jaar;Autochtoon;2007 1e kwartaal;5190;1510
789;Vrouwen;45 tot 55 jaar;Autochtoon;2007 2e kwartaal;4550;1590
790;Vrouwen;45 tot 55 jaar;Autochtoon;2007 3e kwartaal;4070;1270
791;Vrouwen;45 tot 55 jaar;Autochtoon;2007 4e kwartaal;4470;1480
792;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 1e kwartaal;990;280
793;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 2e kwartaal;860;280
794;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 3e kwartaal;810;230
795;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 4e kwartaal;810;290
796;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 1e kwartaal;970;320
797;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 2e kwartaal;780;260
798;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 3e kwartaal;790;260
799;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 4e kwartaal;810;310
800;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 1e kwartaal;850;280
801;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 2e kwartaal;760;280
802;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 3e kwartaal;650;220
803;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 4e kwartaal;750;250
804;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 1e kwartaal;710;220
805;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 2e kwartaal;710;240
806;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 3e kwartaal;570;170
807;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 4e kwartaal;650;230
808;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 1e kwartaal;890;300
809;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 2e kwartaal;690;270
810;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 3e kwartaal;650;230
811;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 4e kwartaal;750;280
812;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 1e kwartaal;870;290
813;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 2e kwartaal;720;310
814;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 3e kwartaal;630;240
815;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 4e kwartaal;760;240
816;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 1e kwartaal;2510;690
817;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 2e kwartaal;2340;760
818;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 3e kwartaal;1960;570
819;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 4e kwartaal;2150;760
820;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 1e kwartaal;3190;1110
821;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 2e kwartaal;2100;670
822;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 3e kwartaal;2040;640
823;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 4e kwartaal;2190;880
824;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 1e kwartaal;2160;760
825;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 2e kwartaal;2370;1260
826;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 3e kwartaal;1830;670
827;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2180;880
828;Vrouwen;55 tot 65 jaar;Autochtoon;2005 1e kwartaal;2070;560
829;Vrouwen;55 tot 65 jaar;Autochtoon;2005 2e kwartaal;1930;620
830;Vrouwen;55 tot 65 jaar;Autochtoon;2005 3e kwartaal;1630;470
831;Vrouwen;55 tot 65 jaar;Autochtoon;2005 4e kwartaal;1760;620
832;Vrouwen;55 tot 65 jaar;Autochtoon;2006 1e kwartaal;2650;940
833;Vrouwen;55 tot 65 jaar;Autochtoon;2006 2e kwartaal;1700;540
834;Vrouwen;55 tot 65 jaar;Autochtoon;2006 3e kwartaal;1620;500
835;Vrouwen;55 tot 65 jaar;Autochtoon;2006 4e kwartaal;1760;700
836;Vrouwen;55 tot 65 jaar;Autochtoon;2007 1e kwartaal;1730;600
837;Vrouwen;55 tot 65 jaar;Autochtoon;2007 2e kwartaal;1930;1040
838;Vrouwen;55 tot 65 jaar;Autochtoon;2007 3e kwartaal;1500;530
839;Vrouwen;55 tot 65 jaar;Autochtoon;2007 4e kwartaal;1740;710
840;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 1e kwartaal;330;100
841;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 2e kwartaal;290;100
842;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 3e kwartaal;240;70
843;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 4e kwartaal;290;100
844;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 1e kwartaal;390;120
845;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 2e kwartaal;280;90
846;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 3e kwartaal;320;110
847;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 4e kwartaal;300;130
848;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 1e kwartaal;310;110
849;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 2e kwartaal;320;170
850;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 3e kwartaal;230;100
851;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 4e kwartaal;320;130
852;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 1e kwartaal;110;40
