ID;RegioS;Perioden;TotaleInvesteringen_1;Woningen_2;Bedrijfsgebouwen_3;GrondWegEnWaterbouwkundigeWerken_4;Vervoermiddelen_5;MachinesEnInstallaties_6;InCultuurGebrachteActiva_7;OverdrachtskostenOpGrond_8;ComputerprogrammatuurEnDatabanken_9;OnderzoekEnOntwikkeling_10;OverigeInvesteringen_11
655;Noord-Drenthe (CR);2002;1654;332;171;412;89;352;3;13;78;52;150
656;Noord-Drenthe (CR);2003;1642;333;183;366;94;369;2;10;80;54;150
657;Noord-Drenthe (CR);2004;1551;360;190;295;104;299;3;11;88;55;146
658;Noord-Drenthe (CR);2005;1759;390;164;479;107;307;3;11;100;56;141
659;Noord-Drenthe (CR);2006;1978;429;187;483;118;430;2;12;114;56;147
660;Noord-Drenthe (CR);2007;1978;460;190;511;126;350;3;11;125;56;146
661;Noord-Drenthe (CR);2008;2326;476;212;712;126;450;3;10;132;56;151
662;Noord-Drenthe (CR);2009;1088;383;120;91;64;99;3;10;127;54;137
663;Noord-Drenthe (CR);2010;1022;216;109;128;95;108;2;9;126;51;179
664;Noord-Drenthe (CR);2011;1089;248;123;148;74;164;2;9;120;57;142
665;Noord-Drenthe (CR);2012;1002;221;130;110;50;165;2;10;125;54;134
666;Noord-Drenthe (CR);2013;1234;154;108;318;105;212;3;9;124;59;142
667;Noord-Drenthe (CR);2014;973;123;99;159;103;122;8;10;134;60;155
668;Noord-Drenthe (CR);2015;1334;267;136;235;56;328;4;13;141;67;86
669;Noord-Drenthe (CR);2016;1483;198;278;302;59;280;37;23;149;69;89
670;Noord-Drenthe (CR);2017;1122;214;95;171;89;212;0;22;151;71;96
671;Noord-Drenthe (CR);2018;1429;282;132;171;126;341;1;23;161;76;115
672;Noord-Drenthe (CR);2019;1361;366;149;200;76;191;17;24;174;82;83
673;Noord-Drenthe (CR);2020;1384;276;185;207;41;247;2;29;180;89;126
674;Noord-Drenthe (CR);2021;1731;541;176;259;53;228;23;35;192;93;131
675;Zuidoost-Drenthe (CR);1995;557;111;93;47;33;134;3;4;33;56;43
676;Zuidoost-Drenthe (CR);1996;612;121;85;54;35;167;3;5;33;58;52
677;Zuidoost-Drenthe (CR);1997;669;132;101;44;34;192;6;5;36;63;57
678;Zuidoost-Drenthe (CR);1998;691;138;98;47;40;188;2;5;48;62;64
679;Zuidoost-Drenthe (CR);1999;762;149;124;47;42;198;3;6;57;68;67
680;Zuidoost-Drenthe (CR);2000;772;162;120;62;38;182;2;7;62;71;66
681;Zuidoost-Drenthe (CR);2001;808;178;130;69;40;171;2;6;66;75;70
682;Zuidoost-Drenthe (CR);2002;863;179;147;70;37;210;2;6;65;74;72
683;Zuidoost-Drenthe (CR);2003;862;179;138;72;42;210;2;5;66;75;72
684;Zuidoost-Drenthe (CR);2004;841;194;145;65;44;160;2;6;74;79;73
685;Zuidoost-Drenthe (CR);2005;879;210;135;78;43;168;2;7;82;81;73
686;Zuidoost-Drenthe (CR);2006;982;231;154;85;46;201;2;7;93;88;75
687;Zuidoost-Drenthe (CR);2007;1034;248;159;93;52;196;3;7;103;91;82
688;Zuidoost-Drenthe (CR);2008;1131;257;180;104;57;240;2;7;110;93;80
689;Zuidoost-Drenthe (CR);2009;937;206;160;105;38;144;2;7;103;85;87
690;Zuidoost-Drenthe (CR);2010;807;196;121;85;36;113;2;7;91;75;81
691;Zuidoost-Drenthe (CR);2011;772;156;82;88;55;140;1;7;92;71;79
692;Zuidoost-Drenthe (CR);2012;973;145;178;117;41;243;2;8;94;74;72
693;Zuidoost-Drenthe (CR);2013;819;100;89;120;107;126;2;6;99;82;87
694;Zuidoost-Drenthe (CR);2014;886;147;81;139;110;130;5;7;101;78;90
695;Zuidoost-Drenthe (CR);2015;861;229;84;107;57;137;5;10;104;67;61
696;Zuidoost-Drenthe (CR);2016;803;162;87;108;52;135;4;17;114;71;53
697;Zuidoost-Drenthe (CR);2017;873;218;120;81;61;122;0;15;114;72;70
698;Zuidoost-Drenthe (CR);2018;992;242;129;101;55;187;0;16;118;79;63
699;Zuidoost-Drenthe (CR);2019;894;232;101;66;55;160;2;17;121;79;62
700;Zuidoost-Drenthe (CR);2020;977;252;134;75;46;165;2;20;125;86;73
701;Zuidoost-Drenthe (CR);2021;1076;306;122;68;55;194;2;25;129;91;84
702;Zuidwest-Drenthe (CR);1995;495;110;96;69;28;77;1;6;25;43;40
703;Zuidwest-Drenthe (CR);1996;532;119;90;85;29;79;1;8;29;47;45
704;Zuidwest-Drenthe (CR);1997;532;130;94;55;28;82;3;7;31;49;52
705;Zuidwest-Drenthe (CR);1998;578;136;100;61;33;86;1;8;45;51;58
706;Zuidwest-Drenthe (CR);1999;627;147;106;60;34;96;1;9;53;56;65
707;Zuidwest-Drenthe (CR);2000;703;160;120;111;31;88;1;13;57;59;65
708;Zuidwest-Drenthe (CR);2001;721;176;128;87;32;89;1;11;64;63;71
709;Zuidwest-Drenthe (CR);2002;716;176;134;92;29;86;1;10;60;62;66
710;Zuidwest-Drenthe (CR);2003;733;177;149;97;32;82;1;6;60;63;66
711;Zuidwest-Drenthe (CR);2004;743;191;136;93;33;82;1;8;67;66;66
712;Zuidwest-Drenthe (CR);2005;785;207;142;98;33;85;1;8;74;69;67
713;Zuidwest-Drenthe (CR);2006;859;228;153;122;34;89;1;8;83;70;71
714;Zuidwest-Drenthe (CR);2007;955;244;165;146;40;106;1;7;91;69;85
715;Zuidwest-Drenthe (CR);2008;968;253;180;127;43;114;1;7;95;69;79
716;Zuidwest-Drenthe (CR);2009;892;228;138;150;44;97;1;6;89;63;78
717;Zuidwest-Drenthe (CR);2010;866;210;61;259;42;71;2;6;95;61;59
718;Zuidwest-Drenthe (CR);2011;647;128;63;94;40;87;2;6;97;68;63
719;Zuidwest-Drenthe (CR);2012;744;129;82;156;36;108;2;6;97;63;65
720;Zuidwest-Drenthe (CR);2013;794;108;98;127;84;116;3;5;112;62;80
721;Zuidwest-Drenthe (CR);2014;800;149;82;98;88;118;8;6;106;65;81
722;Zuidwest-Drenthe (CR);2015;720;124;82;117;52;100;4;9;111;60;61
723;Zuidwest-Drenthe (CR);2016;713;105;94;86;50;125;3;15;114;62;58
724;Zuidwest-Drenthe (CR);2017;760;112;87;116;64;117;0;15;118;65;66
725;Zuidwest-Drenthe (CR);2018;816;159;115;95;46;120;0;16;124;68;72
726;Zuidwest-Drenthe (CR);2019;939;161;156;153;52;127;1;17;135;75;62
727;Zuidwest-Drenthe (CR);2020;1027;273;150;112;38;139;2;21;137;80;75
728;Zuidwest-Drenthe (CR);2021;1197;384;145;144;57;135;5;24;147;84;72
729;Noord-Overijssel (CR);1995;1585;407;257;215;91;281;12;14;75;108;125
730;Noord-Overijssel (CR);1996;1666;441;266;231;88;258;11;18;90;118;143
731;Noord-Overijssel (CR);1997;1773;481;268;212;85;300;25;17;101;119;164
732;Noord-Overijssel (CR);1998;1858;505;287;230;99;263;9;20;141;122;183
733;Noord-Overijssel (CR);1999;2079;546;342;259;102;297;12;22;164;131;204
734;Noord-Overijssel (CR);2000;2181;591;368;295;92;274;8;30;179;135;209
735;Noord-Overijssel (CR);2001;2352;651;425;316;94;276;9;26;190;147;218
736;Noord-Overijssel (CR);2002;2411;653;486;345;87;261;9;24;187;147;212
737;Noord-Overijssel (CR);2003;2407;656;479;358;96;239;7;16;189;151;216
738;Noord-Overijssel (CR);2004;2462;708;457;316;100;260;9;20;208;163;220
739;Noord-Overijssel (CR);2005;2580;768;470;340;99;256;8;21;231;167;220
740;Noord-Overijssel (CR);2006;2786;843;501;377;107;278;7;22;261;165;225
741;Noord-Overijssel (CR);2007;3086;904;599;389;125;331;11;20;290;164;253
742;Noord-Overijssel (CR);2008;3250;937;679;411;137;343;9;19;308;157;250
743;Noord-Overijssel (CR);2009;2780;706;567;445;106;224;10;18;315;171;219
744;Noord-Overijssel (CR);2010;2787;602;695;439;106;231;6;18;312;164;214
745;Noord-Overijssel (CR);2011;2866;715;721;326;143;239;4;19;312;176;210
746;Noord-Overijssel (CR);2012;2799;539;641;336;281;269;6;19;327;178;203
747;Noord-Overijssel (CR);2013;2604;525;398;360;241;313;7;17;333;194;215
748;Noord-Overijssel (CR);2014;2481;526;254;354;229;298;21;20;355;202;221
749;Noord-Overijssel (CR);2015;2690;513;374;439;170;358;10;27;370;197;231
750;Noord-Overijssel (CR);2016;2825;472;400;545;174;335;13;47;398;211;230
751;Noord-Overijssel (CR);2017;2894;590;313;467;242;376;0;47;418;222;218
752;Noord-Overijssel (CR);2018;3193;725;343;467;234;418;2;49;441;247;266
753;Noord-Overijssel (CR);2019;3445;808;499;475;204;415;9;51;464;262;258
754;Noord-Overijssel (CR);2020;3497;666;476;608;189;451;5;62;476;277;287
755;Noord-Overijssel (CR);2021;4047;769;527;517;194;827;4;74;508;295;332
756;Zuidwest-Overijssel (CR);1995;465;96;49;38;73;87;5;4;29;35;47
757;Zuidwest-Overijssel (CR);1996;501;104;48;45;83;89;5;5;32;36;54
758;Zuidwest-Overijssel (CR);1997;547;114;48;41;88;104;11;5;33;40;63
759;Zuidwest-Overijssel (CR);1998;574;119;54;42;100;91;4;5;48;40;70
760;Zuidwest-Overijssel (CR);1999;641;129;60;47;120;97;5;6;56;44;76
761;Zuidwest-Overijssel (CR);2000;673;140;61;54;126;96;4;7;62;46;78
762;Zuidwest-Overijssel (CR);2001;711;154;65;60;139;92;4;6;64;48;80
763;Zuidwest-Overijssel (CR);2002;715;154;73;66;132;91;4;6;65;49;76
764;Zuidwest-Overijssel (CR);2003;720;155;79;68;138;83;3;5;65;50;75
765;Zuidwest-Overijssel (CR);2004;756;167;72;67;154;85;4;6;72;52;77
766;Zuidwest-Overijssel (CR);2005;793;181;76;70;160;83;4;8;81;54;77
767;Zuidwest-Overijssel (CR);2006;866;199;81;77;180;92;3;8;90;55;80
768;Zuidwest-Overijssel (CR);2007;946;214;93;84;190;107;5;8;101;56;89
769;Zuidwest-Overijssel (CR);2008;983;222;104;93;187;111;4;7;107;58;91
770;Zuidwest-Overijssel (CR);2009;725;203;92;29;47;109;5;6;102;58;74
771;Zuidwest-Overijssel (CR);2010;709;150;85;59;70;77;2;7;113;69;77
772;Zuidwest-Overijssel (CR);2011;824;191;129;65;81;88;2;8;110;75;75
773;Zuidwest-Overijssel (CR);2012;793;181;125;48;59;87;2;8;113;73;98
774;Zuidwest-Overijssel (CR);2013;871;239;138;55;71;91;3;7;113;76;76
775;Zuidwest-Overijssel (CR);2014;983;235;239;51;61;101;7;9;115;80;85
776;Zuidwest-Overijssel (CR);2015;1108;230;402;56;52;87;2;10;129;72;67
777;Zuidwest-Overijssel (CR);2016;1078;208;316;74;49;105;2;18;142;78;85
778;Zuidwest-Overijssel (CR);2017;963;271;118;64;69;114;0;17;148;81;83
779;Zuidwest-Overijssel (CR);2018;1173;401;133;70;56;139;1;18;156;86;113
780;Zuidwest-Overijssel (CR);2019;1065;308;175;69;50;112;4;19;160;94;73
781;Zuidwest-Overijssel (CR);2020;1070;381;146;54;34;101;1;23;158;98;74
782;Zuidwest-Overijssel (CR);2021;1231;435;190;57;56;114;1;29;166;103;80
783;Twente (CR);1995;2135;617;239;193;129;386;10;21;124;211;204
784;Twente (CR);1996;2379;670;248;228;137;453;9;26;142;223;244
785;Twente (CR);1997;2500;731;268;180;140;465;21;26;149;241;279
786;Twente (CR);1998;2659;766;278;194;161;479;7;26;206;241;301
787;Twente (CR);1999;2932;829;339;207;173;520;10;31;237;270;316
788;Twente (CR);2000;3047;897;339;287;158;470;7;29;258;281;320
789;Twente (CR);2001;3202;989;362;278;161;457;8;28;271;306;343
790;Twente (CR);2002;3249;991;412;304;147;465;8;26;271;299;326
791;Twente (CR);2003;3278;995;405;323;160;451;6;24;272;304;337
792;Twente (CR);2004;3338;1074;382;310;168;421;8;31;304;312;327
793;Twente (CR);2005;3528;1165;385;332;165;442;7;39;338;320;335
794;Twente (CR);2006;3842;1281;421;383;175;478;6;42;381;331;343
795;Twente (CR);2007;4222;1373;473;431;203;541;9;41;424;330;397
796;Twente (CR);2008;4499;1422;544;435;218;660;8;37;452;335;388
797;Twente (CR);2009;4233;1116;499;494;212;706;9;24;462;343;368
798;Twente (CR);2010;3552;933;365;554;189;401;6;28;447;316;313
799;Twente (CR);2011;4430;964;520;669;303;742;5;30;450;341;405
800;Twente (CR);2012;3643;649;433;580;229;574;6;30;472;342;328
801;Twente (CR);2013;3464;479;384;548;321;533;7;25;469;352;345
802;Twente (CR);2014;3714;635;509;454;314;522;18;30;513;354;363
803;Twente (CR);2015;3646;540;789;472;260;377;8;39;539;308;313
804;Twente (CR);2016;3863;562;683;474;379;458;12;70;586;327;313
805;Twente (CR);2017;3738;692;456;474;341;459;3;66;597;338;312
806;Twente (CR);2018;4349;1190;536;353;302;558;1;68;622;369;350
807;Twente (CR);2019;4539;1156;665;345;343;561;3;75;666;392;334
808;Twente (CR);2020;4630;1003;806;407;337;514;4;91;680;416;372
809;Twente (CR);2021;5461;1440;838;448;326;715;3;113;741;449;386
810;Veluwe (CR);1995;2495;821;310;241;169;324;8;36;149;192;245
811;Veluwe (CR);1996;2748;891;317;275;181;358;7;48;183;201;285
812;Veluwe (CR);1997;2928;972;338;256;179;387;16;46;193;219;323
813;Veluwe (CR);1998;3153;1019;364;268;203;401;6;53;265;221;352
814;Veluwe (CR);1999;3538;1102;436;299;218;475;8;58;306;247;389
815;Veluwe (CR);2000;3703;1193;469;336;197;432;5;81;325;258;407
816;Veluwe (CR);2001;3939;1315;509;368;204;435;6;70;344;276;415
817;Veluwe (CR);2002;3972;1318;541;422;186;407;6;63;343;283;405
818;Veluwe (CR);2003;3975;1324;562;439;201;378;5;42;341;285;398
819;Veluwe (CR);2004;4100;1428;528;423;212;385;6;51;380;291;398
820;Veluwe (CR);2005;4339;1550;552;453;211;386;5;52;425;302;403
821;Veluwe (CR);2006;4687;1703;583;501;221;423;5;55;480;301;416
822;Veluwe (CR);2007;5137;1825;681;542;253;494;7;51;525;301;457
823;Veluwe (CR);2008;5436;1891;767;597;265;542;6;47;557;304;460
824;Veluwe (CR);2009;5396;1552;1185;625;214;449;7;46;562;312;444
825;Veluwe (CR);2010;4742;1310;905;563;232;386;5;41;578;346;375
826;Veluwe (CR);2011;5297;1305;1215;588;264;469;4;41;578;388;446
827;Veluwe (CR);2012;4941;1119;941;614;301;524;5;43;601;386;407
828;Veluwe (CR);2013;4814;999;640;630;442;627;6;36;608;397;429
829;Veluwe (CR);2014;5513;1152;677;982;427;752;13;45;633;405;426
830;Veluwe (CR);2015;4298;771;652;509;363;488;14;55;692;392;363
831;Veluwe (CR);2016;4561;869;633;533;374;527;12;98;747;419;349
832;Veluwe (CR);2017;4756;830;677;499;402;630;2;99;792;440;386
833;Veluwe (CR);2018;5624;1151;1060;473;467;653;2;102;827;482;409
834;Veluwe (CR);2019;6024;1198;1217;535;508;660;5;105;884;512;400
835;Veluwe (CR);2020;6161;1488;1010;505;412;678;21;128;913;556;451
836;Veluwe (CR);2021;7044;1788;1247;720;430;675;6;151;953;581;493
837;Achterhoek (CR);1995;1551;376;444;87;83;246;15;8;66;107;119
838;Achterhoek (CR);1996;1622;408;383;106;86;276;13;10;78;114;148
839;Achterhoek (CR);1997;1762;444;443;93;90;287;31;10;82;125;155
840;Achterhoek (CR);1998;1934;466;539;97;102;295;11;10;117;126;170
841;Achterhoek (CR);1999;2053;504;503;128;110;314;15;13;136;141;189
842;Achterhoek (CR);2000;2323;545;712;135;106;308;10;14;148;148;196
843;Achterhoek (CR);2001;2339;601;643;150;109;295;12;13;154;161;201
844;Achterhoek (CR);2002;2238;603;591;145;101;276;11;11;153;157;189
845;Achterhoek (CR);2003;2140;605;528;138;108;246;9;11;153;157;185
846;Achterhoek (CR);2004;2272;653;564;139;116;261;12;13;171;157;186
847;Achterhoek (CR);2005;2257;709;463;140;118;264;10;15;188;163;187
848;Achterhoek (CR);2006;2433;779;501;154;126;273;9;15;211;165;200
849;Achterhoek (CR);2007;2661;836;542;178;140;324;14;16;233;163;215
850;Achterhoek (CR);2008;2664;866;484;185;143;341;11;15;249;165;205
851;Achterhoek (CR);2009;2565;879;577;156;105;237;14;13;250;144;189
852;Achterhoek (CR);2010;2304;778;427;214;94;218;8;15;238;138;174
853;Achterhoek (CR);2011;2395;660;569;177;130;255;6;16;240;150;191
854;Achterhoek (CR);2012;2399;550;507;255;225;258;7;15;241;156;185
855;Achterhoek (CR);2013;2323;443;454;187;244;355;9;13;250;158;210
856;Achterhoek (CR);2014;2119;407;322;158;225;328;22;17;268;165;207
857;Achterhoek (CR);2015;2077;528;292;161;107;313;10;27;284;188;168
858;Achterhoek (CR);2016;2003;363;336;163;127;285;6;48;307;201;166
859;Achterhoek (CR);2017;2225;480;365;151;150;322;3;45;320;210;179
860;Achterhoek (CR);2018;3018;888;364;254;120;587;1;46;330;226;200
861;Achterhoek (CR);2019;2749;706;437;214;141;412;16;50;349;241;183
862;Achterhoek (CR);2020;2906;908;439;146;104;425;11;58;360;257;198
863;Achterhoek (CR);2021;3354;1076;553;259;143;370;9;73;381;272;218
864;Arnhem/Nijmegen (CR);1995;2689;806;399;314;145;347;12;27;146;266;227
865;Arnhem/Nijmegen (CR);1996;3052;874;416;394;146;463;11;33;176;277;262
866;Arnhem/Nijmegen (CR);1997;3020;953;396;250;137;426;26;33;201;299;299
867;Arnhem/Nijmegen (CR);1998;3298;1000;436;280;159;473;9;35;270;301;333
868;Arnhem/Nijmegen (CR);1999;3601;1081;483;282;166;508;12;40;316;340;373
869;Arnhem/Nijmegen (CR);2000;4027;1170;531;519;149;512;8;48;347;358;384
870;Arnhem/Nijmegen (CR);2001;4196;1290;649;404;153;486;9;43;370;391;401
871;Arnhem/Nijmegen (CR);2002;4183;1294;726;394;142;435;9;40;370;384;390
872;Arnhem/Nijmegen (CR);2003;4131;1299;685;402;154;380;7;32;377;396;399
873;Arnhem/Nijmegen (CR);2004;4279;1402;688;389;161;364;9;38;417;408;402
874;Arnhem/Nijmegen (CR);2005;4519;1521;695;428;164;374;8;43;467;413;405
875;Arnhem/Nijmegen (CR);2006;4961;1671;744;535;177;406;7;45;531;425;420
876;Arnhem/Nijmegen (CR);2007;5559;1792;910;675;204;431;11;44;595;418;479
877;Arnhem/Nijmegen (CR);2008;5744;1856;1048;539;220;514;9;41;634;420;463
878;Arnhem/Nijmegen (CR);2009;5148;1810;874;346;188;492;10;36;582;388;423
879;Arnhem/Nijmegen (CR);2010;4452;1313;779;400;177;346;12;41;609;350;426
880;Arnhem/Nijmegen (CR);2011;5474;1299;1116;938;204;370;9;41;622;385;489
881;Arnhem/Nijmegen (CR);2012;4533;1200;731;529;191;389;11;43;642;383;415
882;Arnhem/Nijmegen (CR);2013;4402;1037;588;417;351;466;14;36;653;388;452
883;Arnhem/Nijmegen (CR);2014;4548;1101;530;477;338;498;6;43;691;402;462
884;Arnhem/Nijmegen (CR);2015;5300;856;650;1322;264;608;6;50;721;324;498
885;Arnhem/Nijmegen (CR);2016;5715;1286;594;1048;260;895;8;89;757;339;439
886;Arnhem/Nijmegen (CR);2017;5658;1078;673;1144;290;792;0;83;789;358;451
887;Arnhem/Nijmegen (CR);2018;6432;1533;683;1545;243;588;1;86;825;386;542
888;Arnhem/Nijmegen (CR);2019;6379;1465;780;1463;311;490;2;96;865;413;494
889;Arnhem/Nijmegen (CR);2020;7440;1768;1008;1554;232;681;3;118;903;446;727
890;Arnhem/Nijmegen (CR);2021;7009;1682;1038;1146;267;670;3;143;972;459;628
891;Zuidwest-Gelderland (CR);1995;942;223;115;135;126;117;43;6;47;55;75
892;Zuidwest-Gelderland (CR);1996;1038;242;120;158;142;129;39;8;55;58;88
893;Zuidwest-Gelderland (CR);1997;1128;263;124;143;147;138;92;7;51;63;99
894;Zuidwest-Gelderland (CR);1998;1163;276;131;152;171;145;32;8;75;63;111
895;Zuidwest-Gelderland (CR);1999;1333;299;160;168;201;166;44;10;89;70;127
896;Zuidwest-Gelderland (CR);2000;1382;323;165;188;201;163;30;11;98;72;132
897;Zuidwest-Gelderland (CR);2001;1502;356;187;215;218;167;34;10;101;76;138
898;Zuidwest-Gelderland (CR);2002;1519;357;212;242;205;152;32;8;102;77;130
899;Zuidwest-Gelderland (CR);2003;1521;359;212;256;217;141;26;8;101;77;125
900;Zuidwest-Gelderland (CR);2004;1567;387;200;246;239;137;34;10;112;80;123
901;Zuidwest-Gelderland (CR);2005;1651;420;211;264;246;138;29;11;124;82;125
902;Zuidwest-Gelderland (CR);2006;1803;462;223;289;274;162;26;11;139;84;133
903;Zuidwest-Gelderland (CR);2007;1995;495;261;309;294;196;40;12;155;85;149
904;Zuidwest-Gelderland (CR);2008;2114;513;297;350;297;217;33;11;163;85;149
905;Zuidwest-Gelderland (CR);2009;1906;487;295;309;151;217;30;11;161;90;155
906;Zuidwest-Gelderland (CR);2010;1912;447;207;534;104;206;34;13;169;91;106
907;Zuidwest-Gelderland (CR);2011;1863;492;232;374;125;200;27;15;168;90;140
908;Zuidwest-Gelderland (CR);2012;1716;474;269;294;91;160;34;16;171;94;113
909;Zuidwest-Gelderland (CR);2013;1985;437;266;335;197;269;44;13;177;105;144
910;Zuidwest-Gelderland (CR);2014;1796;366;199;307;187;271;9;16;188;108;145
911;Zuidwest-Gelderland (CR);2015;1369;320;201;84;132;162;9;20;211;124;107
912;Zuidwest-Gelderland (CR);2016;1442;290;242;93;129;191;6;33;220;130;105
913;Zuidwest-Gelderland (CR);2017;1481;245;219;89;195;220;1;30;228;137;117
914;Zuidwest-Gelderland (CR);2018;1775;325;411;106;163;223;1;33;237;150;124
915;Zuidwest-Gelderland (CR);2019;2035;347;423;211;183;276;6;33;251;157;148
916;Zuidwest-Gelderland (CR);2020;1740;300;287;110;163;268;6;40;260;172;135
917;Zuidwest-Gelderland (CR);2021;2064;338;278;261;221;285;4;51;276;183;165
918;Utrecht (CR);1995;5482;1213;821;742;757;529;24;73;331;406;586
919;Utrecht (CR);1996;5913;1315;764;772;842;570;22;95;409;419;704
920;Utrecht (CR);1997;6436;1433;839;820;867;622;52;90;455;451;806
921;Utrecht (CR);1998;7091;1504;961;887;998;654;18;104;634;452;880
922;Utrecht (CR);1999;8020;1626;1053;1043;1183;758;24;108;737;507;982
923;Utrecht (CR);2000;8474;1759;1243;1049;1205;707;17;148;814;526;1007
924;Utrecht (CR);2001;9189;1940;1408;1229;1323;692;19;127;822;571;1057
925;Utrecht (CR);2002;9042;1942;1364;1323;1244;675;18;111;824;578;963
926;Utrecht (CR);2003;9133;1949;1421;1357;1317;634;15;76;816;593;955
927;Utrecht (CR);2004;9389;2104;1314;1207;1456;669;19;95;911;625;990
928;Utrecht (CR);2005;9918;2282;1393;1305;1500;667;17;101;1021;634;998
929;Utrecht (CR);2006;10803;2514;1525;1406;1681;735;15;107;1141;652;1027
930;Utrecht (CR);2007;11712;2697;1744;1425;1784;841;22;98;1298;644;1158
931;Utrecht (CR);2008;12295;2794;1891;1580;1772;900;19;89;1381;657;1212
932;Utrecht (CR);2009;11922;2670;1988;2216;1130;787;19;88;1344;669;1012
933;Utrecht (CR);2010;11524;2328;1693;2029;1373;747;20;109;1524;739;962
934;Utrecht (CR);2011;12294;2494;2091;1852;1231;1100;15;107;1493;773;1138
935;Utrecht (CR);2012;10549;1681;1405;1677;1428;860;19;108;1549;796;1025
936;Utrecht (CR);2013;9947;1460;1651;1616;687;971;24;95;1597;885;962
937;Utrecht (CR);2014;10326;1737;2009;1456;649;825;17;110;1648;912;962
938;Utrecht (CR);2015;12406;2008;1192;2535;1608;1037;13;129;1925;812;1146
939;Utrecht (CR);2016;13391;2393;1451;2444;1737;1129;15;218;2044;854;1105
940;Utrecht (CR);2017;13799;2851;1812;1798;1814;1056;0;242;2176;908;1141
941;Utrecht (CR);2018;16289;3458;1962;2125;3007;1093;5;254;2306;987;1093
942;Utrecht (CR);2019;17162;4241;2191;1732;2977;997;5;297;2494;1084;1144
943;Utrecht (CR);2020;16443;3794;1658;1849;2639;1157;17;355;2600;1173;1200
944;Utrecht (CR);2021;17349;3938;1684;2111;2640;1317;5;382;2746;1216;1309
945;Kop van Noord-Holland (CR);1995;1263;348;213;169;101;164;11;15;65;64;113
946;Kop van Noord-Holland (CR);1996;1387;378;220;189;108;180;10;18;84;66;134
947;Kop van Noord-Holland (CR);1997;1480;412;235;177;96;210;24;19;88;71;147
948;Kop van Noord-Holland (CR);1998;1569;432;241;190;115;206;8;20;120;72;165
949;Kop van Noord-Holland (CR);1999;1761;467;292;206;114;251;11;25;141;81;172
950;Kop van Noord-Holland (CR);2000;1812;505;297;238;104;221;8;30;145;85;179
951;Kop van Noord-Holland (CR);2001;1960;557;332;276;100;231;9;27;155;90;184
952;Kop van Noord-Holland (CR);2002;2009;558;375;299;95;215;9;23;151;94;190
953;Kop van Noord-Holland (CR);2003;2040;560;394;316;102;205;7;20;152;95;189
954;Kop van Noord-Holland (CR);2004;2053;604;364;301;102;203;9;21;167;98;184
955;Kop van Noord-Holland (CR);2005;2172;656;382;330;102;196;8;25;186;102;187
956;Kop van Noord-Holland (CR);2006;2348;722;400;360;114;226;7;24;210;100;185
957;Kop van Noord-Holland (CR);2007;2572;774;456;385;137;259;11;25;225;100;200
958;Kop van Noord-Holland (CR);2008;2801;802;531;435;153;305;9;24;240;101;201
959;Kop van Noord-Holland (CR);2009;2351;680;461;283;122;221;8;22;231;102;220
960;Kop van Noord-Holland (CR);2010;2097;528;342;329;108;226;9;20;219;121;196
961;Kop van Noord-Holland (CR);2011;2255;493;365;404;134;289;7;20;217;134;192
962;Kop van Noord-Holland (CR);2012;1949;404;342;249;121;242;9;22;225;134;202
963;Kop van Noord-Holland (CR);2013;2453;340;353;449;238;451;11;18;231;138;223
964;Kop van Noord-Holland (CR);2014;2831;423;383;614;242;523;12;25;239;147;224
965;Kop van Noord-Holland (CR);2015;2250;628;347;270;165;234;15;28;265;147;151
966;Kop van Noord-Holland (CR);2016;2492;634;369;338;146;304;55;47;284;154;162
967;Kop van Noord-Holland (CR);2017;2431;486;409;354;217;291;18;43;290;155;169
968;Kop van Noord-Holland (CR);2018;2932;576;457;403;201;591;3;44;300;167;189
969;Kop van Noord-Holland (CR);2019;4251;683;493;1742;175;399;6;47;318;177;210
970;Kop van Noord-Holland (CR);2020;4057;995;554;952;139;610;17;57;325;190;218
971;Kop van Noord-Holland (CR);2021;4310;1228;752;538;152;749;10;73;342;203;262
972;Alkmaar en omgeving (CR);1995;676;218;95;44;61;71;1;12;44;55;74
973;Alkmaar en omgeving (CR);1996;747;237;99;49;68;80;1;17;54;57;87
974;Alkmaar en omgeving (CR);1997;795;258;100;46;69;86;2;15;59;61;98
975;Alkmaar en omgeving (CR);1998;874;271;114;49;79;92;1;18;81;61;109
976;Alkmaar en omgeving (CR);1999;976;292;130;55;91;109;1;19;93;67;117
977;Alkmaar en omgeving (CR);2000;1027;317;140;63;88;97;1;28;101;70;123
978;Alkmaar en omgeving (CR);2001;1117;349;166;71;96;102;1;24;107;76;126
979;Alkmaar en omgeving (CR);2002;1125;350;178;79;90;93;1;22;107;77;127
980;Alkmaar en omgeving (CR);2003;1116;351;171;84;95;86;1;14;108;79;127
981;Alkmaar en omgeving (CR);2004;1159;379;161;81;104;87;1;17;120;82;126
982;Alkmaar en omgeving (CR);2005;1229;411;171;87;107;89;1;17;135;84;128
983;Alkmaar en omgeving (CR);2006;1334;452;183;95;117;98;1;18;152;86;133
984;Alkmaar en omgeving (CR);2007;1468;485;226;102;127;115;1;16;169;85;142
985;Alkmaar en omgeving (CR);2008;1600;503;268;114;129;159;1;15;179;87;146
986;Alkmaar en omgeving (CR);2009;1448;404;291;106;74;129;1;16;188;85;155
987;Alkmaar en omgeving (CR);2010;1720;405;544;124;71;157;1;14;189;81;135
