ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;Rokers_1;ZwareRokersOnderBevolking_2;ZwareRokersOnderRokers_3;DagelijkseRokers_4;SigarettenPerDagPerPersoonBevolking_5;SigarettenPerDagPerRoker_6;DrinktGeenAlcohol_7;ZwareDrinker_8;OvermatigeDrinker_9;VoldoenAanRichtlijnAlcoholgebruik_10;PerPersoon_11;PerDrinker_12;OpgegevenLengte_13;KleinerDan160Cm_14;k_160Tot170Cm_15;k_170Tot180Cm_16;GroterOfGelijk180Cm_17;OpgegevenGewicht_18;LichterDan60Kg_19;k_60Tot70Kg_20;k_70Tot80Kg_21;k_80Tot90Kg_22;ZwaarderOfGelijk90Kg_23;Ondergewicht_24;NormaalGewicht_25;Overgewicht_26;MatigOvergewicht_27;ErnstigOvergewicht_28;GebruikAnticonceptiepil15Tot50Jaar_29
218;Onderwijsniveau: Hoog;Waarde;Caribisch Nederland;2021;10.2;2.0;;8.9;0.9;;37.6;8.0;5.7;46.0;0.6;1.0;170.0;17.5;35.9;22.6;24.0;83.6;8.4;13.5;28.3;24.1;25.7;;23.7;75.4;38.6;36.8;35.9
219;Onderwijsniveau: Hoog;Waarde;Bonaire;2013;15.8;;;11.8;1.7;;28.6;7.5;5.9;;0.7;1.0;173.3;10.6;24.4;35.7;29.3;78.0;16.8;18.5;24.5;16.9;23.3;;46.1;51.7;30.8;20.9;
220;Onderwijsniveau: Hoog;Waarde;Bonaire;2017/2018;19.3;3.3;;14.2;1.6;;34.6;9.3;6.1;;0.8;1.2;171.9;10.2;31.5;33.8;24.5;81.3;8.9;23.2;26.3;17.0;24.6;;40.8;59.2;30.4;28.8;26.0
221;Onderwijsniveau: Hoog;Waarde;Bonaire;2021;14.7;2.7;;13.6;1.2;;31.0;8.1;6.1;38.1;0.7;1.1;172.0;9.8;39.3;22.6;28.4;82.6;6.7;14.8;31.8;26.2;20.5;;27.8;71.7;39.6;32.1;
222;Onderwijsniveau: Hoog;Waarde;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Onderwijsniveau: Hoog;Waarde;Sint-Eustatius;2017/2018;14.3;;;9.3;;;;8.9;;;0.6;;;;;;;;;;;;;;;;;;
224;Onderwijsniveau: Hoog;Waarde;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Onderwijsniveau: Hoog;Waarde;Saba;2013;16.1;;;;;;30.5;;;;0.6;;168.8;21.5;17.8;38.5;22.2;;17.3;13.6;26.4;22.0;20.7;;34.0;57.6;34.3;23.3;
226;Onderwijsniveau: Hoog;Waarde;Saba;2017/2018;16.7;;;8.6;1.4;;15.6;10.7;8.2;;1.0;1.2;170.5;14.4;29.3;29.3;27.0;77.1;18.2;20.2;23.7;24.5;13.5;;38.7;57.6;29.3;28.3;
227;Onderwijsniveau: Hoog;Waarde;Saba;2021;6.2;;;;;;34.7;10.3;7.7;44.1;0.6;;167.9;29.2;26.2;25.0;19.6;83.3;13.5;15.3;22.0;19.8;29.3;;20.7;77.2;45.1;32.1;
228;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;6.3;;;5.8;0.9;;6.8;4.7;4.0;;0.2;0.2;1.8;5.1;6.5;7.7;7.4;2.7;5.6;6.2;7.5;6.2;6.6;2.8;8.2;8.2;7.5;6.6;11.7
229;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.3;1.8;;3.6;0.5;;;3.3;2.8;;0.1;0.2;;;;;;;;;;;;;;;;;8.7
230;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;4.1;1.6;;3.9;0.4;;6.4;4.0;3.4;6.6;0.1;0.2;1.6;5.3;6.6;5.8;5.9;2.6;3.8;4.6;6.4;6.0;6.2;;5.9;6.0;6.9;6.9;10.7
231;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Bonaire;2013;7.6;;;6.9;1.1;;8.6;7.0;5.1;;0.2;0.3;2.0;6.0;8.2;9.6;9.2;3.3;7.4;7.4;9.0;7.7;8.4;;9.9;9.9;9.5;7.9;
232;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;5.9;2.7;;5.2;0.7;;7.1;4.3;3.6;;0.2;0.2;1.4;4.5;6.9;7.1;6.4;2.8;4.2;6.3;6.6;5.6;6.4;;7.4;7.4;6.9;6.8;11.9
233;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Bonaire;2021;6.5;2.4;;6.3;0.6;;8.1;5.5;4.9;8.4;0.2;0.2;1.8;5.0;8.5;7.1;8.1;2.9;4.1;5.9;8.4;7.8;7.1;;7.8;7.8;8.6;8.4;
234;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;10.0;;;8.3;;;;8.2;;;0.3;;;;;;;;;;;;;;;;;;
236;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Saba;2013;11.0;;;;;;13.6;;;;0.3;;4.2;12.2;12.3;13.8;11.9;;12.8;10.5;13.7;12.1;11.7;;15.0;15.4;14.6;12.9;
238;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Saba;2017/2018;8.1;;;6.1;1.2;;7.8;6.7;5.9;;0.3;0.3;2.3;8.0;10.4;10.4;10.2;3.6;8.7;9.1;9.6;9.7;7.7;;11.2;11.4;10.5;10.4;
239;Onderwijsniveau: Hoog;Betrouwbaarheidsmarge;Saba;2021;6.0;;;;;;12.9;8.5;7.5;13.2;0.3;;3.4;13.0;12.1;12.4;10.1;6.3;9.5;10.2;12.1;11.0;13.1;;11.6;11.9;14.3;13.4;
