ID;Geslacht;Leeftijd;Onderwijssoort;Herkomstland;GeboortelandOuders;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
5240;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2016/'17;5040.0;440.0;4600.0;9.0
5241;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2017/'18;5130.0;510.0;4630.0;10.0
5242;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2018/'19;5060.0;520.0;4530.0;10.0
5243;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2019/20;4900.0;410.0;4490.0;8.0
5244;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2020/'21;4830.0;400.0;4430.0;8.0
5245;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2021/'22;4520.0;520.0;4000.0;12.0
5246;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in Nederland;2022/'23;4030.0;500.0;3540.0;12.0
5247;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2012/'13;;;;
5248;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2013/'14;;;;
5249;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2014/'15;;;;
5250;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2015/'16;;;;
5251;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2016/'17;;;;
5252;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2017/'18;;;;
5253;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2018/'19;;;;
5254;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2019/20;;;;
5255;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2020/'21;;;;
5256;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2021/'22;;;;
5257;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouders in NL;2022/'23;;;;
5258;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2012/'13;4960.0;480.0;4480.0;10.0
5259;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2013/'14;4890.0;440.0;4460.0;9.0
5260;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2014/'15;4930.0;450.0;4480.0;9.0
5261;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2015/'16;5020.0;440.0;4580.0;9.0
5262;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2016/'17;5040.0;440.0;4600.0;9.0
5263;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2017/'18;5130.0;510.0;4630.0;10.0
5264;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2018/'19;5060.0;520.0;4530.0;10.0
5265;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2019/20;4900.0;410.0;4490.0;8.0
5266;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2020/'21;4830.0;400.0;4430.0;8.0
5267;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2021/'22;4520.0;520.0;4000.0;12.0
5268;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren in NL, ouder(s) buiten NL;2022/'23;4030.0;500.0;3540.0;12.0
5269;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2012/'13;620.0;80.0;540.0;13.0
5270;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2013/'14;620.0;80.0;550.0;12.0
5271;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2014/'15;630.0;70.0;560.0;11.0
5272;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2015/'16;610.0;60.0;550.0;10.0
5273;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2016/'17;520.0;50.0;470.0;10.0
5274;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2017/'18;440.0;60.0;380.0;13.0
5275;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2018/'19;430.0;40.0;390.0;10.0
5276;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2019/20;420.0;30.0;390.0;7.0
5277;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2020/'21;360.0;30.0;330.0;9.0
5278;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2021/'22;320.0;30.0;290.0;10.0
5279;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Suriname;Geboren buiten Nederland;2022/'23;330.0;50.0;290.0;14.0
5280;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2012/'13;2800.0;350.0;2460.0;12.0
5281;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2013/'14;2690.0;310.0;2390.0;11.0
5282;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2014/'15;2640.0;270.0;2370.0;10.0
5283;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2015/'16;2680.0;290.0;2390.0;11.0
5284;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2016/'17;2750.0;330.0;2420.0;12.0
5285;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2017/'18;2790.0;310.0;2480.0;11.0
5286;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2018/'19;2820.0;330.0;2490.0;12.0
5287;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2019/20;2930.0;280.0;2650.0;10.0
5288;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2020/'21;2980.0;300.0;2670.0;10.0
5289;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2021/'22;2900.0;410.0;2490.0;14.0
5290;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Totaal;2022/'23;2820.0;450.0;2370.0;16.0
5291;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2012/'13;1590.0;200.0;1400.0;12.0
5292;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2013/'14;1550.0;160.0;1390.0;10.0
5293;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2014/'15;1540.0;150.0;1390.0;10.0
5294;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2015/'16;1620.0;160.0;1460.0;10.0
5295;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2016/'17;1770.0;230.0;1550.0;13.0
5296;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2017/'18;1970.0;220.0;1750.0;11.0
5297;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2018/'19;2090.0;240.0;1850.0;12.0
5298;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2019/20;2290.0;220.0;2070.0;10.0
5299;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2020/'21;2390.0;240.0;2160.0;10.0
5300;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2021/'22;2290.0;330.0;1960.0;14.0
5301;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in Nederland;2022/'23;2150.0;340.0;1810.0;16.0
5302;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2012/'13;;;;
5303;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2013/'14;;;;
5304;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2014/'15;;;;
5305;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2015/'16;;;;
5306;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2016/'17;;;;
5307;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2017/'18;;;;
5308;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2018/'19;;;;
5309;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2019/20;;;;
5310;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2020/'21;;;;
5311;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2021/'22;;;;
5312;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouders in NL;2022/'23;;;;
5313;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2012/'13;1590.0;200.0;1400.0;12.0
5314;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2013/'14;1550.0;160.0;1390.0;10.0
5315;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2014/'15;1540.0;150.0;1390.0;10.0
5316;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2015/'16;1620.0;160.0;1460.0;10.0
5317;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2016/'17;1770.0;230.0;1550.0;13.0
5318;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2017/'18;1970.0;220.0;1750.0;11.0
5319;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2018/'19;2090.0;240.0;1850.0;12.0
5320;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2019/20;2290.0;220.0;2070.0;10.0
5321;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2020/'21;2390.0;240.0;2160.0;10.0
5322;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2021/'22;2290.0;330.0;1960.0;14.0
5323;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2022/'23;2150.0;340.0;1810.0;16.0
5324;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2012/'13;1210.0;150.0;1060.0;12.0
5325;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2013/'14;1140.0;150.0;1000.0;13.0
5326;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2014/'15;1100.0;120.0;980.0;11.0
5327;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2015/'16;1060.0;130.0;930.0;12.0
5328;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2016/'17;980.0;110.0;870.0;11.0
5329;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2017/'18;820.0;90.0;730.0;11.0
5330;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2018/'19;720.0;80.0;640.0;11.0
5331;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2019/20;640.0;60.0;580.0;10.0
5332;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2020/'21;580.0;70.0;520.0;11.0
5333;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2021/'22;610.0;90.0;530.0;14.0
5334;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Nederlandse Cariben;Geboren buiten Nederland;2022/'23;670.0;110.0;560.0;16.0
5335;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2012/'13;1410.0;130.0;1280.0;9.0
5336;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2013/'14;1230.0;110.0;1120.0;9.0
5337;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2014/'15;1090.0;80.0;1010.0;7.0
5338;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2015/'16;1020.0;90.0;940.0;9.0
5339;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2016/'17;930.0;90.0;840.0;9.0
5340;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2017/'18;920.0;80.0;830.0;9.0
5341;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2018/'19;860.0;70.0;780.0;8.0
5342;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2019/20;820.0;70.0;750.0;8.0
5343;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2020/'21;790.0;60.0;730.0;7.0
5344;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2021/'22;730.0;70.0;660.0;9.0
5345;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Totaal;2022/'23;680.0;80.0;590.0;12.0
5346;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2012/'13;1340.0;130.0;1210.0;9.0
5347;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2013/'14;1150.0;100.0;1050.0;9.0
5348;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2014/'15;1010.0;80.0;940.0;7.0
5349;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2015/'16;940.0;80.0;860.0;8.0
5350;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2016/'17;860.0;80.0;780.0;9.0
5351;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2017/'18;860.0;80.0;780.0;9.0
5352;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2018/'19;800.0;60.0;730.0;8.0
5353;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2019/20;760.0;60.0;700.0;8.0
5354;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2020/'21;710.0;50.0;660.0;7.0
5355;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2021/'22;670.0;70.0;610.0;10.0
5356;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in Nederland;2022/'23;620.0;80.0;540.0;13.0
5357;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2012/'13;;;;
5358;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2013/'14;;;;
5359;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2014/'15;;;;
5360;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2015/'16;;;;
5361;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2016/'17;;;;
5362;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2017/'18;;;;
5363;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2018/'19;;;;
5364;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2019/20;;;;
5365;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2020/'21;;;;
5366;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2021/'22;;;;
5367;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouders in NL;2022/'23;;;;
5368;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2012/'13;1340.0;130.0;1210.0;9.0
5369;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2013/'14;1150.0;100.0;1050.0;9.0
5370;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2014/'15;1010.0;80.0;940.0;7.0
5371;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2015/'16;940.0;80.0;860.0;8.0
5372;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2016/'17;860.0;80.0;780.0;9.0
5373;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2017/'18;860.0;80.0;780.0;9.0
5374;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2018/'19;800.0;60.0;730.0;8.0
5375;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2019/20;760.0;60.0;700.0;8.0
5376;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2020/'21;710.0;50.0;660.0;7.0
5377;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2021/'22;670.0;70.0;610.0;10.0
5378;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren in NL, ouder(s) buiten NL;2022/'23;620.0;80.0;540.0;13.0
5379;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2012/'13;80.0;10.0;70.0;
5380;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2013/'14;90.0;10.0;70.0;14.0
5381;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2014/'15;80.0;0.0;80.0;
5382;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2015/'16;80.0;10.0;70.0;14.0
5383;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2016/'17;70.0;10.0;70.0;
5384;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2017/'18;60.0;10.0;50.0;
5385;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2018/'19;60.0;10.0;50.0;
5386;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2019/20;60.0;0.0;60.0;
5387;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2020/'21;80.0;10.0;70.0;
5388;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2021/'22;60.0;0.0;60.0;
5389;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Indonesië;Geboren buiten Nederland;2022/'23;60.0;10.0;50.0;
5390;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2012/'13;10790.0;1120.0;9670.0;10.0
5391;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2013/'14;11020.0;1040.0;9980.0;9.0
5392;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2014/'15;11380.0;1080.0;10310.0;9.0
5393;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2015/'16;11590.0;1030.0;10560.0;9.0
5394;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2016/'17;12130.0;1080.0;11050.0;9.0
5395;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2017/'18;13670.0;1340.0;12340.0;10.0
5396;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2018/'19;14950.0;1540.0;13410.0;10.0
5397;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2019/20;15440.0;1270.0;14170.0;8.0
5398;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2020/'21;16340.0;1450.0;14880.0;9.0
5399;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2021/'22;16450.0;1730.0;14730.0;10.0
5400;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Totaal;2022/'23;16380.0;1920.0;14460.0;12.0
5401;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2012/'13;6060.0;590.0;5470.0;10.0
5402;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2013/'14;6300.0;520.0;5780.0;8.0
5403;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2014/'15;6770.0;580.0;6190.0;9.0
5404;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2015/'16;7100.0;570.0;6520.0;8.0
5405;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2016/'17;7590.0;650.0;6940.0;9.0
5406;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2017/'18;8190.0;750.0;7440.0;9.0
5407;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2018/'19;8800.0;830.0;7970.0;9.0
5408;Totaal mannen en vrouwen;18 tot 20 jaar;Mbo (incl. extranei);Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2019/20;9050.0;700.0;8350.0;8.0
