ID;Geslacht;Leeftijd;Geboortegeneratie;TotaalMetPartner_1;BeideWerkzaam_2;ZelfWerkzaamPartnerNietWerkzaam_3;ZelfNietWerkzaamPartnerWerkzaam_4;BeideNietWerkzaam_5;TotaalZonderPartner_6;Werkzaam_7;NietWerkzaam_8;AandeelVanTotaalArbeidsuren_9;TotaalAantalArbeidsuren_10;Totaal_11;BeideKleineParttimeBaan_12;KleineParttimeBaanEnGroteParttime_13;KleineParttimeBaanEnFulltimeBaan_14;BeideGroteParttimeBaan_15;GroteParttimeBaanEnFulltimeBaan_16;BeidePartnersFulltimeBaan_17;Totaal_18;EenKleineParttimeBaan_19;EenGroteParttimeBaan_20;EenFulltimeBaan_21;BeidePartnersNietWerkzaam_22;Werkzaam_23;NietWerkzaam_24
380;Mannen;45 jaar;1950 tot 1955;83.4;50.9;25.8;3.1;3.6;16.6;12.3;4.3;74.0;63.8;61.0;;0.9;10.0;3.9;35.9;10.4;34.7;0.7;3.9;30.0;4.3;74.3;25.7
381;Mannen;45 jaar;1955 tot 1960;81.5;55.2;20.3;3.2;2.9;18.5;14.4;4.1;71.4;63.3;67.7;;0.7;9.6;5.9;42.6;8.8;28.8;0.5;3.6;24.6;3.5;77.9;22.1
382;Mannen;45 jaar;1960 tot 1965;80.1;58.3;16.7;2.8;2.3;19.9;15.6;4.3;69.3;64.8;72.8;;0.8;7.4;6.1;48.3;10.3;24.3;0.5;3.1;20.7;2.8;78.5;21.5
383;Mannen;45 jaar;1965 tot 1970;77.9;58.5;14.0;3.1;2.4;22.1;17.1;4.9;66.7;65.7;75.0;;0.6;5.8;6.4;50.3;11.9;21.8;0.6;3.6;17.6;3.1;77.6;22.4
384;Mannen;45 jaar;1970 tot 1975;75.0;57.8;12.5;2.5;2.1;25.0;19.2;5.8;65.7;67.0;77.2;;0.7;4.4;7.0;51.5;13.4;20.1;0.4;3.3;16.4;2.7;76.7;23.3
385;Mannen;45 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
386;Mannen;45 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
387;Mannen;45 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
388;Mannen;45 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
389;Mannen;45 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
390;Mannen;46 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
391;Mannen;46 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
392;Mannen;46 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
393;Mannen;46 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
394;Mannen;46 jaar;1945 tot 1950;84.6;46.1;32.1;2.8;3.6;15.4;11.7;3.7;77.8;64.4;54.4;;0.7;11.1;2.3;31.1;9.2;41.3;0.8;3.2;37.1;4.3;76.2;23.8
395;Mannen;46 jaar;1950 tot 1955;82.5;51.2;26.0;2.5;2.8;17.5;13.8;3.7;74.9;63.7;62.0;;1.0;11.0;3.6;36.0;10.4;34.5;0.3;3.0;31.1;3.4;78.7;21.3
396;Mannen;46 jaar;1955 tot 1960;82.1;57.1;18.7;3.9;2.5;17.9;13.8;4.0;70.2;63.1;69.5;;1.1;9.3;5.5;45.3;8.3;27.4;0.6;4.1;22.8;3.1;77.4;22.6
397;Mannen;46 jaar;1960 tot 1965;79.1;58.7;15.7;2.6;2.2;20.9;16.5;4.4;68.8;65.1;74.2;;0.7;7.2;5.6;49.3;11.3;23.0;0.5;3.0;19.6;2.8;78.8;21.2
398;Mannen;46 jaar;1965 tot 1970;78.1;58.1;14.8;2.9;2.3;21.9;16.3;5.6;67.3;65.5;74.3;;0.9;6.1;6.3;48.9;12.0;22.8;0.6;4.0;18.1;2.9;74.6;25.4
399;Mannen;46 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
400;Mannen;46 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
401;Mannen;46 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
402;Mannen;46 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
403;Mannen;46 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
404;Mannen;46 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
405;Mannen;47 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
406;Mannen;47 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
407;Mannen;47 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
408;Mannen;47 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
409;Mannen;47 jaar;1945 tot 1950;86.5;45.3;34.3;3.1;3.7;13.5;9.6;4.0;77.7;64.8;52.5;;0.6;10.1;2.2;30.0;9.5;43.3;1.0;4.1;38.1;4.2;70.7;29.3
410;Mannen;47 jaar;1950 tot 1955;84.2;55.2;22.8;3.0;3.1;15.8;12.1;3.7;72.6;64.1;65.6;;0.5;11.5;4.0;39.1;10.5;30.7;0.5;3.4;26.8;3.7;76.7;23.3
411;Mannen;47 jaar;1955 tot 1960;80.9;56.6;18.3;3.4;2.6;19.1;14.8;4.2;70.2;63.8;70.0;;1.0;9.0;5.4;45.0;9.5;26.8;0.6;4.0;22.1;3.2;77.8;22.2
412;Mannen;47 jaar;1960 tot 1965;79.4;58.2;16.5;2.3;2.3;20.6;16.0;4.7;69.4;65.5;73.3;;0.9;6.6;5.7;48.9;11.1;23.7;0.3;3.4;20.1;2.9;77.3;22.7
413;Mannen;47 jaar;1965 tot 1970;77.0;57.8;13.7;3.4;2.2;23.0;16.7;6.3;66.4;65.9;75.0;;0.9;6.7;6.6;48.3;12.5;22.2;0.5;4.2;17.5;2.8;72.6;27.4
414;Mannen;47 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
415;Mannen;47 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
416;Mannen;47 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
417;Mannen;47 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
418;Mannen;47 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
419;Mannen;47 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
420;Mannen;48 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
421;Mannen;48 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
422;Mannen;48 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
423;Mannen;48 jaar;1940 tot 1945;86.0;42.1;36.1;2.5;5.3;14.0;;;79.6;64.0;49.0;;;10.2;2.2;27.5;8.1;44.9;;4.3;39.2;6.2;;
424;Mannen;48 jaar;1945 tot 1950;84.8;45.4;31.5;3.5;4.4;15.2;11.4;3.8;76.7;64.7;53.6;;0.6;10.7;2.3;30.9;9.1;41.3;1.0;4.2;35.8;5.2;74.7;25.3
425;Mannen;48 jaar;1950 tot 1955;83.0;54.9;22.0;2.9;3.2;17.0;13.4;3.6;72.2;64.4;66.2;;0.7;9.9;4.0;40.5;11.1;30.0;0.5;4.0;25.5;3.8;78.8;21.2
426;Mannen;48 jaar;1955 tot 1960;80.6;57.3;17.7;3.3;2.3;19.4;14.9;4.5;69.8;64.0;71.1;;1.0;8.9;5.0;46.5;9.7;26.1;0.5;3.6;21.9;2.8;76.8;23.2
427;Mannen;48 jaar;1960 tot 1965;79.0;59.2;14.5;2.7;2.6;21.0;16.5;4.5;67.6;65.6;74.9;;0.8;6.7;5.3;50.8;11.4;21.9;0.5;3.5;17.8;3.3;78.5;21.5
428;Mannen;48 jaar;1965 tot 1970;77.3;58.1;13.6;3.3;2.4;22.7;16.7;6.0;65.8;66.6;75.1;;1.0;5.6;6.4;48.8;13.2;21.9;0.6;3.9;17.3;3.0;73.5;26.5
429;Mannen;48 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
430;Mannen;48 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
431;Mannen;48 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
432;Mannen;48 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
433;Mannen;48 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
434;Mannen;48 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
435;Mannen;49 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
436;Mannen;49 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
437;Mannen;49 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
438;Mannen;49 jaar;1940 tot 1945;85.5;41.3;35.8;2.7;5.7;14.5;;;80.0;64.3;48.3;;0.8;11.0;1.4;26.9;8.2;45.1;1.2;4.0;39.8;6.6;;
439;Mannen;49 jaar;1945 tot 1950;85.0;46.3;31.1;3.3;4.3;15.0;10.6;4.4;76.4;64.2;54.5;;0.9;9.9;3.0;31.0;9.5;40.4;0.9;4.2;35.3;5.1;70.6;29.4
440;Mannen;49 jaar;1950 tot 1955;82.7;54.1;22.4;3.4;2.8;17.3;12.5;4.8;71.5;64.6;65.4;;0.8;8.4;4.6;40.6;11.1;31.2;0.6;4.3;26.3;3.4;72.3;27.7
441;Mannen;49 jaar;1955 tot 1960;80.0;58.2;16.0;3.2;2.5;20.0;14.8;5.2;68.8;64.5;72.7;;0.8;8.7;5.3;47.6;10.3;24.1;0.4;3.7;20.0;3.2;74.0;26.0
442;Mannen;49 jaar;1960 tot 1965;77.6;56.5;14.9;3.5;2.6;22.4;16.7;5.8;67.2;65.9;72.8;;0.9;6.7;5.2;48.6;11.5;23.8;0.5;4.7;18.6;3.3;74.3;25.7
443;Mannen;49 jaar;1965 tot 1970;77.7;58.4;13.4;3.6;2.3;22.3;16.2;6.1;65.1;66.6;75.1;;1.0;4.8;6.0;50.3;13.0;21.9;0.5;4.4;17.0;2.9;72.8;27.2
444;Mannen;49 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
445;Mannen;49 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
446;Mannen;49 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
447;Mannen;49 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
448;Mannen;49 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
449;Mannen;49 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
450;Mannen;50 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
451;Mannen;50 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
452;Mannen;50 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
453;Mannen;50 jaar;1940 tot 1945;85.8;37.9;36.7;3.7;7.5;14.2;9.4;4.8;78.9;65.8;44.2;;0.9;8.0;1.8;24.1;9.2;47.1;1.1;5.3;40.6;8.7;66.1;33.9
454;Mannen;50 jaar;1945 tot 1950;84.2;46.1;29.9;3.8;4.4;15.8;11.2;4.6;75.5;65.0;54.8;;0.9;10.1;2.6;31.1;10.0;40.0;1.1;4.2;34.7;5.2;71.1;28.9
455;Mannen;50 jaar;1950 tot 1955;82.4;54.5;20.8;3.7;3.4;17.6;12.5;5.0;71.0;63.8;66.1;;1.0;9.2;4.2;42.1;9.6;29.7;0.7;4.0;25.0;4.2;71.4;28.6
456;Mannen;50 jaar;1955 tot 1960;80.9;57.7;16.9;3.7;2.6;19.1;14.4;4.7;68.7;64.4;71.4;;0.9;8.3;5.2;47.3;9.6;25.5;0.6;4.3;20.6;3.2;75.6;24.4
457;Mannen;50 jaar;1960 tot 1965;76.4;54.9;14.8;4.1;2.5;23.6;17.1;6.5;66.5;65.5;71.9;;1.1;6.3;5.6;47.7;11.3;24.7;0.5;5.1;19.1;3.3;72.4;27.6
458;Mannen;50 jaar;1965 tot 1970;76.5;58.3;12.9;2.9;2.3;23.5;17.4;6.1;65.4;66.9;76.2;;0.9;5.3;6.1;49.9;14.1;20.7;0.5;3.6;16.6;3.1;74.0;26.0
459;Mannen;50 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
460;Mannen;50 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
461;Mannen;50 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
462;Mannen;50 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
463;Mannen;50 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
464;Mannen;50 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
465;Mannen;51 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
466;Mannen;51 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
467;Mannen;51 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
468;Mannen;51 jaar;1940 tot 1945;84.9;38.1;34.7;4.3;7.8;15.1;10.9;4.3;77.7;65.7;44.9;;0.6;8.2;1.9;25.5;8.8;45.9;1.6;5.9;38.5;9.2;71.9;28.1
469;Mannen;51 jaar;1945 tot 1950;84.8;47.5;29.0;3.9;4.4;15.2;11.3;3.9;74.7;65.2;56.0;;1.0;9.7;2.9;32.1;10.3;38.8;0.8;4.6;33.4;5.2;74.2;25.8
470;Mannen;51 jaar;1950 tot 1955;82.7;53.5;20.8;4.4;4.0;17.3;12.6;4.7;70.3;63.7;64.7;;1.2;8.4;4.6;41.6;8.8;30.5;0.9;5.2;24.4;4.8;72.7;27.3
471;Mannen;51 jaar;1955 tot 1960;80.7;58.0;16.0;3.9;2.8;19.3;14.3;5.0;68.0;64.4;71.8;;0.9;7.8;5.4;48.0;9.6;24.7;0.5;5.0;19.2;3.5;74.0;26.0
472;Mannen;51 jaar;1960 tot 1965;76.5;54.6;14.9;4.0;3.0;23.5;16.9;6.6;66.4;65.7;71.4;0.1;0.9;5.5;6.1;46.9;11.9;24.7;0.8;4.9;19.0;4.0;72.0;28.0
473;Mannen;51 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
474;Mannen;51 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
475;Mannen;51 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
476;Mannen;51 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
477;Mannen;51 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
478;Mannen;51 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
479;Mannen;51 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
480;Mannen;52 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
481;Mannen;52 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
482;Mannen;52 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
483;Mannen;52 jaar;1940 tot 1945;85.4;34.6;37.5;4.6;8.7;14.6;10.0;4.6;79.0;64.7;40.5;;0.8;8.0;1.2;23.2;7.2;49.3;1.5;5.4;42.3;10.2;68.3;31.7
484;Mannen;52 jaar;1945 tot 1950;83.8;46.3;28.8;3.7;4.9;16.2;11.2;5.0;75.0;64.3;55.3;;1.2;10.0;3.4;31.5;9.2;38.8;1.4;5.2;32.2;5.9;69.1;30.9
485;Mannen;52 jaar;1950 tot 1955;82.7;51.8;21.8;5.2;3.9;17.3;12.2;5.1;70.2;63.3;62.6;;0.8;9.1;5.1;39.2;8.3;32.7;0.9;6.1;25.7;4.7;70.4;29.6
486;Mannen;52 jaar;1955 tot 1960;79.6;56.6;16.1;4.2;2.6;20.4;14.3;6.1;67.6;64.6;71.2;;1.1;7.3;5.7;46.8;10.2;25.5;0.7;5.2;19.6;3.3;70.2;29.8
487;Mannen;52 jaar;1960 tot 1965;77.8;55.3;15.1;4.4;3.1;22.2;15.2;6.9;66.2;65.9;71.1;;1.0;6.7;5.7;45.1;12.4;25.0;0.7;5.0;19.3;3.9;68.8;31.2
488;Mannen;52 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
489;Mannen;52 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
490;Mannen;52 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
491;Mannen;52 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
492;Mannen;52 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
493;Mannen;52 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
494;Mannen;52 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
495;Mannen;53 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
496;Mannen;53 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
497;Mannen;53 jaar;1935 tot 1940;86.3;31.8;39.8;3.5;11.3;13.7;;;82.0;65.3;36.8;;;8.3;1.6;20.7;6.1;50.1;;5.9;43.3;13.1;;
498;Mannen;53 jaar;1940 tot 1945;85.4;36.9;34.9;4.2;9.4;14.6;10.1;4.5;78.0;64.0;43.2;;1.1;9.1;2.2;23.4;7.3;45.8;1.3;5.9;38.6;10.9;69.2;30.8
499;Mannen;53 jaar;1945 tot 1950;83.9;45.5;29.3;4.0;5.2;16.1;11.1;4.9;75.1;64.0;54.2;;0.9;9.8;3.7;30.3;9.4;39.6;1.1;5.9;32.7;6.2;69.2;30.8
500;Mannen;53 jaar;1950 tot 1955;82.7;51.9;22.0;4.9;3.9;17.3;12.2;5.2;70.2;63.3;62.8;;1.1;8.5;5.0;39.4;8.8;32.5;0.9;6.2;25.4;4.7;70.3;29.7
501;Mannen;53 jaar;1955 tot 1960;79.4;56.3;16.2;4.3;2.6;20.6;14.3;6.3;67.3;64.3;71.0;;1.2;7.5;6.0;46.2;10.1;25.7;0.8;5.2;19.7;3.3;69.4;30.6
502;Mannen;53 jaar;1960 tot 1965;77.4;54.6;15.1;4.3;3.5;22.6;15.7;6.9;65.9;66.3;70.5;;1.2;6.5;5.8;44.6;12.4;25.0;0.6;5.2;19.2;4.5;69.3;30.7
503;Mannen;53 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
504;Mannen;53 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
505;Mannen;53 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
506;Mannen;53 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
507;Mannen;53 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
508;Mannen;53 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
509;Mannen;53 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
510;Mannen;54 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
511;Mannen;54 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
512;Mannen;54 jaar;1935 tot 1940;82.8;30.1;37.8;4.4;10.5;17.2;;;80.1;62.9;36.3;;1.4;7.8;1.9;19.1;5.9;51.0;2.7;6.9;41.4;12.7;;
513;Mannen;54 jaar;1940 tot 1945;84.3;35.4;34.3;4.8;9.7;15.7;9.5;6.2;77.2;64.6;42.0;;1.4;7.6;2.0;23.6;7.3;46.5;1.7;6.6;38.2;11.5;60.4;39.6
514;Mannen;54 jaar;1945 tot 1950;84.4;44.2;30.0;4.5;5.7;15.6;10.4;5.2;74.5;64.4;52.4;;1.1;8.7;4.1;29.3;9.1;40.9;1.4;5.9;33.5;6.7;66.6;33.4
515;Mannen;54 jaar;1950 tot 1955;80.5;50.8;21.1;5.1;3.4;19.5;13.4;6.1;69.3;63.9;63.1;0.1;1.3;8.2;5.3;38.5;9.7;32.6;1.1;6.3;25.3;4.3;69.0;31.0
516;Mannen;54 jaar;1955 tot 1960;78.9;55.0;16.0;5.0;2.9;21.1;14.1;7.1;66.5;63.9;69.7;0.2;1.6;6.9;6.2;45.1;9.7;26.7;0.9;5.8;20.1;3.7;66.6;33.4
517;Mannen;54 jaar;1960 tot 1965;77.6;54.8;15.0;4.4;3.5;22.4;15.4;7.1;65.5;66.1;70.6;0.1;1.0;5.9;6.5;44.6;12.6;24.9;0.5;5.3;19.1;4.5;68.5;31.5
518;Mannen;54 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
519;Mannen;54 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
520;Mannen;54 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
521;Mannen;54 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
522;Mannen;54 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
523;Mannen;54 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
524;Mannen;54 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
525;Mannen;55 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
526;Mannen;55 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
527;Mannen;55 jaar;1935 tot 1940;87.2;27.2;38.4;6.9;14.7;12.8;;;78.2;63.4;31.2;;0.9;7.4;1.8;15.7;5.2;52.0;2.6;8.7;40.6;16.9;;
528;Mannen;55 jaar;1940 tot 1945;85.3;34.1;32.8;5.8;12.7;14.7;8.7;6.0;75.9;64.5;39.9;;1.3;6.7;3.0;21.4;7.2;45.2;2.3;7.1;35.8;14.8;59.4;40.6
529;Mannen;55 jaar;1945 tot 1950;83.1;40.8;28.6;6.3;7.5;16.9;10.7;6.2;72.6;62.4;49.0;0.3;1.8;7.4;4.7;28.2;6.7;41.9;2.1;8.2;31.7;9.1;63.2;36.8
530;Mannen;55 jaar;1950 tot 1955;81.0;50.6;20.9;5.3;4.1;19.0;12.5;6.5;69.1;63.5;62.5;0.2;1.5;8.0;6.2;37.4;9.3;32.4;1.1;6.9;24.4;5.1;65.9;34.1
531;Mannen;55 jaar;1955 tot 1960;78.2;52.2;17.1;5.0;3.9;21.8;14.5;7.3;67.2;64.3;66.8;;1.2;6.7;6.7;42.7;9.3;28.2;0.9;6.2;21.1;5.0;66.5;33.5
532;Mannen;55 jaar;1960 tot 1965;76.3;53.2;15.3;4.2;3.6;23.7;16.4;7.3;65.9;66.5;69.7;;0.9;5.5;6.2;44.7;12.3;25.5;0.8;5.5;19.2;4.8;69.2;30.8
533;Mannen;55 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
534;Mannen;55 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
535;Mannen;55 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
536;Mannen;55 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
537;Mannen;55 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
538;Mannen;55 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
539;Mannen;55 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
540;Mannen;56 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
541;Mannen;56 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
542;Mannen;56 jaar;1935 tot 1940;85.0;24.0;35.9;6.7;18.4;15.0;7.9;7.1;78.3;61.7;28.2;;1.4;6.7;1.7;14.5;3.6;50.1;2.9;9.3;37.9;21.7;52.7;47.3
543;Mannen;56 jaar;1940 tot 1945;84.5;32.5;31.2;7.2;13.4;15.5;9.2;6.3;73.7;64.3;38.5;;1.4;6.6;2.5;21.2;6.7;45.6;3.3;9.1;33.2;15.9;59.2;40.8
544;Mannen;56 jaar;1945 tot 1950;82.0;38.8;27.6;6.9;8.7;18.0;10.6;7.5;71.7;61.9;47.3;0.2;2.2;7.6;5.6;25.3;6.5;42.1;2.1;10.4;29.6;10.6;58.6;41.4
545;Mannen;56 jaar;1950 tot 1955;82.3;49.8;21.1;5.9;5.4;17.7;11.9;5.8;68.4;63.4;60.6;;1.6;6.9;6.7;36.5;8.8;32.8;1.4;7.5;23.9;6.6;67.3;32.7
546;Mannen;56 jaar;1955 tot 1960;78.4;51.1;17.6;5.3;4.4;21.6;14.3;7.3;67.1;64.1;65.2;0.1;1.3;7.4;6.3;40.6;9.4;29.2;1.0;6.6;21.6;5.6;66.2;33.8
547;Mannen;56 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
548;Mannen;56 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
549;Mannen;56 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
550;Mannen;56 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
551;Mannen;56 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
552;Mannen;56 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
553;Mannen;56 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
554;Mannen;56 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
555;Mannen;57 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
556;Mannen;57 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
557;Mannen;57 jaar;1935 tot 1940;85.5;23.0;29.6;8.5;24.4;14.5;5.9;8.6;73.3;62.8;26.9;;1.2;5.6;2.1;13.1;4.6;44.6;3.6;10.9;30.1;28.5;40.8;59.2
558;Mannen;57 jaar;1940 tot 1945;86.9;29.1;33.3;7.7;16.9;13.1;7.3;5.7;74.7;63.3;33.5;;1.5;6.6;2.7;17.7;5.0;47.1;2.8;12.1;32.1;19.4;56.0;44.0
559;Mannen;57 jaar;1945 tot 1950;82.7;36.3;27.1;8.5;10.8;17.3;10.0;7.3;70.3;61.4;43.9;0.3;2.1;7.1;5.4;23.1;5.8;43.0;2.6;11.9;28.4;13.1;57.8;42.2
560;Mannen;57 jaar;1950 tot 1955;81.6;47.9;21.7;6.5;5.6;18.4;11.9;6.5;68.5;63.3;58.7;0.3;1.7;7.0;7.1;34.7;8.0;34.5;1.8;8.1;24.6;6.8;64.5;35.5
561;Mannen;57 jaar;1955 tot 1960;77.4;48.7;17.9;6.2;4.5;22.6;14.2;8.4;65.9;63.6;62.9;0.2;1.7;6.2;7.3;38.1;9.3;31.2;1.8;7.8;21.7;5.9;62.7;37.3
562;Mannen;57 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
563;Mannen;57 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
564;Mannen;57 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
565;Mannen;57 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
566;Mannen;57 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
567;Mannen;57 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
568;Mannen;57 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
569;Mannen;57 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
