ID;Geslacht;Leeftijd;LeefsituatieInHetOuderlijkGezin;Geboortegeneratie;HeeftOoitSamengewoond_1;HeeftOoitOngehuwdSamengewoond_2;IsOoitGehuwd_3;HeeftOoitKinderenGekregen_4;IsOoitUitElkaarGegaan_5
465;Vrouwen;Tot leeftijd 40 jaar;Gezin: eenouder;1950 tot 1960;88.0;36.0;82.0;75.0;24.0
466;Vrouwen;Tot leeftijd 40 jaar;Gezin: eenouder;1960 tot 1970;91.0;70.0;72.0;77.0;39.0
467;Vrouwen;Tot leeftijd 40 jaar;Gezin: eenouder;1970 tot 1980;;;;;
468;Vrouwen;Tot leeftijd 40 jaar;6;1950 tot 1960;96.0;36.0;89.0;84.0;20.0
469;Vrouwen;Tot leeftijd 40 jaar;6;1960 tot 1970;96.0;66.0;79.0;82.0;30.0
470;Vrouwen;Tot leeftijd 40 jaar;6;1970 tot 1980;;;;;
471;Vrouwen;Tot leeftijd 40 jaar;7;1950 tot 1960;94.0;38.0;87.0;78.0;26.0
472;Vrouwen;Tot leeftijd 40 jaar;7;1960 tot 1970;96.0;76.0;78.0;79.0;34.0
473;Vrouwen;Tot leeftijd 40 jaar;7;1970 tot 1980;;;;;
474;Vrouwen;Tot leeftijd 40 jaar;8;1950 tot 1960;95.0;39.0;90.0;84.0;19.0
475;Vrouwen;Tot leeftijd 40 jaar;8;1960 tot 1970;96.0;67.0;78.0;81.0;30.0
476;Vrouwen;Tot leeftijd 40 jaar;8;1970 tot 1980;;;;;
477;Vrouwen;Tot leeftijd 40 jaar;9;1950 tot 1960;96.0;33.0;90.0;89.0;18.0
478;Vrouwen;Tot leeftijd 40 jaar;9;1960 tot 1970;97.0;53.0;83.0;88.0;26.0
479;Vrouwen;Tot leeftijd 40 jaar;9;1970 tot 1980;;;;;
480;Vrouwen;Tot leeftijd 40 jaar;Contact tussen ouders: goed;1950 tot 1960;94.0;34.0;88.0;85.0;17.0
481;Vrouwen;Tot leeftijd 40 jaar;Contact tussen ouders: goed;1960 tot 1970;96.0;64.0;82.0;83.0;26.0
482;Vrouwen;Tot leeftijd 40 jaar;Contact tussen ouders: goed;1970 tot 1980;;;;;
483;Vrouwen;Tot leeftijd 40 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;98.0;42.0;91.0;84.0;28.0
484;Vrouwen;Tot leeftijd 40 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;96.0;73.0;72.0;81.0;40.0
485;Vrouwen;Tot leeftijd 40 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;;;;;
486;Vrouwen;Tot leeftijd 45 jaar;1;1950 tot 1960;97.0;35.0;92.0;87.0;22.0
487;Vrouwen;Tot leeftijd 45 jaar;1;1960 tot 1970;;;;;
488;Vrouwen;Tot leeftijd 45 jaar;1;1970 tot 1980;;;;;
489;Vrouwen;Tot leeftijd 45 jaar;2;1950 tot 1960;94.0;42.0;84.0;86.0;30.0
490;Vrouwen;Tot leeftijd 45 jaar;2;1960 tot 1970;;;;;
491;Vrouwen;Tot leeftijd 45 jaar;2;1970 tot 1980;;;;;
492;Vrouwen;Tot leeftijd 45 jaar;3;1950 tot 1960;92.0;40.0;87.0;75.0;31.0
493;Vrouwen;Tot leeftijd 45 jaar;3;1960 tot 1970;;;;;
494;Vrouwen;Tot leeftijd 45 jaar;3;1970 tot 1980;;;;;
495;Vrouwen;Tot leeftijd 45 jaar;5;1950 tot 1960;96.0;52.0;88.0;85.0;36.0
496;Vrouwen;Tot leeftijd 45 jaar;5;1960 tot 1970;;;;;
497;Vrouwen;Tot leeftijd 45 jaar;5;1970 tot 1980;;;;;
498;Vrouwen;Tot leeftijd 45 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;95.0;35.0;90.0;82.0;19.0
499;Vrouwen;Tot leeftijd 45 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;;;;;
500;Vrouwen;Tot leeftijd 45 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;;;;;
501;Vrouwen;Tot leeftijd 45 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;92.0;39.0;80.0;80.0;36.0
502;Vrouwen;Tot leeftijd 45 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;;;;;
503;Vrouwen;Tot leeftijd 45 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;;;;;
504;Vrouwen;Tot leeftijd 45 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;97.0;27.0;94.0;88.0;15.0
505;Vrouwen;Tot leeftijd 45 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;;;;;
506;Vrouwen;Tot leeftijd 45 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;;;;;
507;Vrouwen;Tot leeftijd 45 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;97.0;42.0;92.0;83.0;26.0
508;Vrouwen;Tot leeftijd 45 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;;;;;
509;Vrouwen;Tot leeftijd 45 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;;;;;
510;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;94.0;29.0;90.0;85.0;22.0
511;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;;;;;
512;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;;;;;
513;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;99.0;46.0;95.0;83.0;28.0
514;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;;;;;
515;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;;;;;
516;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;98.0;62.0;84.0;76.0;31.0
517;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;;;;;
518;Vrouwen;Tot leeftijd 45 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;;;;;
519;Vrouwen;Tot leeftijd 45 jaar;Gezin: eenouder;1950 tot 1960;90.0;38.0;86.0;77.0;28.0
520;Vrouwen;Tot leeftijd 45 jaar;Gezin: eenouder;1960 tot 1970;;;;;
521;Vrouwen;Tot leeftijd 45 jaar;Gezin: eenouder;1970 tot 1980;;;;;
522;Vrouwen;Tot leeftijd 45 jaar;6;1950 tot 1960;97.0;37.0;90.0;85.0;25.0
523;Vrouwen;Tot leeftijd 45 jaar;6;1960 tot 1970;;;;;
524;Vrouwen;Tot leeftijd 45 jaar;6;1970 tot 1980;;;;;
525;Vrouwen;Tot leeftijd 45 jaar;7;1950 tot 1960;96.0;38.0;89.0;78.0;30.0
526;Vrouwen;Tot leeftijd 45 jaar;7;1960 tot 1970;;;;;
527;Vrouwen;Tot leeftijd 45 jaar;7;1970 tot 1980;;;;;
528;Vrouwen;Tot leeftijd 45 jaar;8;1950 tot 1960;97.0;41.0;91.0;85.0;25.0
529;Vrouwen;Tot leeftijd 45 jaar;8;1960 tot 1970;;;;;
530;Vrouwen;Tot leeftijd 45 jaar;8;1970 tot 1980;;;;;
531;Vrouwen;Tot leeftijd 45 jaar;9;1950 tot 1960;97.0;33.0;91.0;89.0;21.0
532;Vrouwen;Tot leeftijd 45 jaar;9;1960 tot 1970;;;;;
533;Vrouwen;Tot leeftijd 45 jaar;9;1970 tot 1980;;;;;
534;Vrouwen;Tot leeftijd 45 jaar;Contact tussen ouders: goed;1950 tot 1960;95.0;35.0;90.0;85.0;22.0
535;Vrouwen;Tot leeftijd 45 jaar;Contact tussen ouders: goed;1960 tot 1970;;;;;
536;Vrouwen;Tot leeftijd 45 jaar;Contact tussen ouders: goed;1970 tot 1980;;;;;
537;Vrouwen;Tot leeftijd 45 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;99.0;42.0;92.0;84.0;32.0
538;Vrouwen;Tot leeftijd 45 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;;;;;
539;Vrouwen;Tot leeftijd 45 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;;;;;
