ID;SoortGezin;AantalKinderen;Regio;Gezinnen_1
5131;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Groningen, gem. 100001 en meer inw.;2
5132;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Groningen;2
5133;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Groningen, gem. 10001 - 20000 inw.;0
5134;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Groningen, gem. 5001 - 10000 inw.;1
5135;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Groningen, gem. 2001 - 5000 inw.;0
5136;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Groningen, gem. 1001 - 2000 inw.;0
5137;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Friesland, gem. 20001 - 50000 inw.;0
5138;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Leeuwarden;0
5139;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Friesland, gem. 10001 - 20000 inw.;1
5140;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Friesland, gem. 5001 - 10000 inw.;1
5141;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Friesland, gem. 2001 - 5000 inw.;0
5142;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Friesland, gem. 1001 - 2000 inw.;0
5143;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Friesland, gem. 501 - 1000 inw.;0
5144;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Drenthe, gem. 20001 - 50000 inw.;0
5145;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Emmen;0
5146;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Drenthe, gem. 10001 - 20000 inw.;1
5147;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Drenthe, gem. 5001 - 10000 inw.;0
5148;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
5149;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
5150;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 50001 - 100000 inw.;0
5151;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Enschede;0
5152;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 20001 - 50000 inw.;1
5153;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Almelo;0
5154;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Deventer;0
5155;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Hengelo (O.);0
5156;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Lonneker;0
5157;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zwolle;1
5158;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 10001 - 20000 inw.;0
5159;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
5160;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 2001 - 5000 inw.;0
5161;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
5162;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Overijssel, gem. 501 - 1000 inw.;0
5163;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 50001 - 100000 inw.;0
5164;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Apeldoorn;0
5165;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Arnhem;0
5166;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Nijmegen;0
5167;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 20001 - 50000 inw.;0
5168;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Ede;0
5169;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Rheden;0
5170;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 10001 - 20000 inw.;0
5171;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 5001 - 10000 inw.;0
5172;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 2001 - 5000 inw.;0
5173;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 1001 - 2000 inw.;0
5174;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 501 - 1000 inw.;0
5175;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 500 en minder inw.;0
5176;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 100001 en meer inw.;0
5177;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht;0
5178;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 20001 - 50000 inw.;1
5179;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Amersfoort;1
5180;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeist;0
5181;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
5182;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
5183;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 2001 - 5000 inw.;0
5184;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 1001 - 2000 inw.;0
5185;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 501 - 1000 inw.;0
5186;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 500 en minder inw.;0
5187;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 100001 en meer inw.;2
5188;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Amsterdam;2
5189;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Haarlem;0
5190;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;0
5191;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Hilversum;0
5192;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;0
5193;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Alkmaar;0
5194;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Bussum;0
5195;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Haarlemmermeer;0
5196;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Helder (Den);0
5197;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Velsen;0
5198;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zaandam;0
5199;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
5200;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;1
5201;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;0
5202;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
5203;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
5204;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 500 en minder inw.;0
5205;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 100001 en meer inw.;4
5206;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;'s-Gravenhage;2
5207;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Rotterdam;2
5208;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;0
5209;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Delft;0
5210;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Dordrecht;0
5211;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Leiden;0
5212;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Schiedam;0
5213;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;0
5214;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Gouda;0
5215;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Vlaardingen;0
5216;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;1
5217;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;0
5218;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;1
5219;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;0
5220;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;0
5221;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
5222;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
5223;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Vlissingen;0
5224;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 10001 - 20000 inw.;0
5225;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
5226;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 2001 - 5000 inw.;0
5227;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 1001 - 2000 inw.;0
5228;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 501 - 1000 inw.;0
5229;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 500 en minder inw.;0
5230;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;0
5231;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Eindhoven;0
5232;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Tilburg;0
5233;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;2
5234;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Bergen op Zoom;0
5235;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Breda;1
5236;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Helmond;0
5237;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;'s-Hertogenbosch;1
5238;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Roosendaal en Nispen;0
5239;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;0
5240;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;0
5241;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;0
5242;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;0
5243;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
5244;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 50001 - 100000 inw.;0
5245;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Maastricht;0
5246;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 20001 - 50000 inw.;0
5247;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Heerlen;0
5248;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Kerkrade;0
5249;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Venlo;0
5250;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 10001 - 20000 inw.;0
5251;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 5001 - 10000 inw.;0
5252;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 2001 - 5000 inw.;0
5253;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 1001 - 2000 inw.;0
5254;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 501 - 1000 inw.;0
5255;Totaal gezinnen zonder echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 500 en minder inw.;0
5256;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Nederland;18
5257;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen (provincie);2
5258;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland;2
5259;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Drenthe;1
5260;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel;2
5261;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland;2
5262;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht (provincie);0
5263;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland;2
5264;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland;3
5265;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland;1
5266;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant;2
5267;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Limburg;1
5268;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met meer dan 100000 inwoners;5
5269;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 50001 - 100000 inwoners;1
5270;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 20001 - 50000 inwoners;4
5271;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 10001 - 20000 inwoners;4
5272;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 5001 - 10000 inwoners;3
5273;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 2001 - 5000 inwoners;1
5274;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 1001 - 2000 inwoners;0
5275;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 501 - 1000 inwoners;0
5276;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gemeenten met 500 of minder inwoners;0
5277;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 100001 en meer inw.;0
5278;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen;0
5279;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 10001 - 20000 inw.;2
5280;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 5001 - 10000 inw.;0
5281;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 2001 - 5000 inw.;0
5282;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 1001 - 2000 inw.;0
5283;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 20001 - 50000 inw.;0
5284;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Leeuwarden;0
5285;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 10001 - 20000 inw.;1
5286;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 5001 - 10000 inw.;1
5287;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 2001 - 5000 inw.;0
5288;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 1001 - 2000 inw.;0
5289;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 501 - 1000 inw.;0
5290;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 20001 - 50000 inw.;1
5291;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Emmen;1
5292;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 10001 - 20000 inw.;0
5293;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 5001 - 10000 inw.;0
5294;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
5295;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
5296;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 50001 - 100000 inw.;0
5297;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Enschede;0
5298;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 20001 - 50000 inw.;2
5299;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Almelo;0
5300;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Deventer;1
5301;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Hengelo (O.);0
5302;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Lonneker;0
5303;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zwolle;1
5304;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 10001 - 20000 inw.;0
5305;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
5306;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 2001 - 5000 inw.;0
5307;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
5308;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 501 - 1000 inw.;0
5309;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 50001 - 100000 inw.;1
5310;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Apeldoorn;1
5311;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Arnhem;0
5312;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Nijmegen;0
5313;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 20001 - 50000 inw.;0
5314;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Ede;0
5315;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Rheden;0
5316;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 10001 - 20000 inw.;0
5317;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 5001 - 10000 inw.;1
5318;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 2001 - 5000 inw.;0
5319;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 1001 - 2000 inw.;0
5320;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 501 - 1000 inw.;0
5321;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 500 en minder inw.;0
5322;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 100001 en meer inw.;0
5323;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht;0
5324;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 20001 - 50000 inw.;0
5325;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Amersfoort;0
5326;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeist;0
5327;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
5328;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
5329;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 2001 - 5000 inw.;0
5330;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 1001 - 2000 inw.;0
5331;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 501 - 1000 inw.;0
5332;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 500 en minder inw.;0
5333;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 100001 en meer inw.;2
5334;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Amsterdam;2
5335;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Haarlem;0
5336;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;0
5337;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Hilversum;0
5338;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;0
5339;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Alkmaar;0
5340;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Bussum;0
5341;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Haarlemmermeer;0
5342;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Helder (Den);0
5343;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Velsen;0
5344;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zaandam;0
5345;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
5346;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;0
5347;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;0
5348;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
5349;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
5350;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 500 en minder inw.;0
5351;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 100001 en meer inw.;3
5352;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;'s-Gravenhage;0
5353;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Rotterdam;3
5354;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;0
5355;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Delft;0
5356;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Dordrecht;0
5357;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Leiden;0
5358;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Schiedam;0
5359;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;0
5360;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Gouda;0
5361;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Vlaardingen;0
5362;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;0
5363;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;0
5364;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;0
5365;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;0
5366;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;0
5367;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
5368;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
5369;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Vlissingen;0
5370;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 10001 - 20000 inw.;0
5371;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
5372;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 2001 - 5000 inw.;1
5373;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 1001 - 2000 inw.;0
5374;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 501 - 1000 inw.;0
5375;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 500 en minder inw.;0
5376;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;0
5377;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Eindhoven;0
5378;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Tilburg;0
5379;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;1
5380;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Bergen op Zoom;0
5381;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Breda;0
5382;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Helmond;0
5383;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;'s-Hertogenbosch;1
5384;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Roosendaal en Nispen;0
5385;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;0
5386;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;1
5387;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;0
5388;Totaal gezinnen zonder echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;0
