ID;BindingArbeidsmarkt;Geslacht;Persoonskenmerken;Perioden;AantalPersonen_1;GemiddeldPersoonlijkPrimairInkomen_2;GemiddeldPersoonlijkOverdrachtsinkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;AantalPersonenMetInkomen_6;GemiddeldPersoonlijkPrimairInkomen_7;GemiddeldPersoonlijkOverdrachtsinkomen_8;GemiddeldPersoonlijkInkomen_9;GemiddeldGestandaardiseerdInkomen_10
2465;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2006;260.0;2.5;1.4;3.8;17.7;123.0;5.2;2.9;7.7;17.7
2466;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2007;228.0;3.0;1.4;4.1;20.5;111.0;5.8;2.7;8.0;20.4
2467;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2008;205.0;2.9;1.3;4.0;20.4;89.0;6.0;2.7;8.2;21.2
2468;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2009;181.0;3.0;1.4;4.2;19.7;82.0;6.4;2.6;8.5;20.3
2469;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2010;165.0;3.0;1.7;4.4;19.8;83.0;5.7;3.3;8.5;19.6
2470;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2011;172.0;2.5;1.8;4.1;19.2;79.0;5.3;3.8;8.7;18.7
2471;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 25 tot 45 jaar;2012;155.0;3.0;1.8;4.5;18.5;76.0;6.0;3.6;9.1;18.7
2472;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2005;205.0;1.9;2.2;3.9;22.6;79.0;4.9;5.6;9.9;22.3
2473;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2006;169.0;1.9;2.2;4.0;23.1;66.0;4.8;5.6;10.1;23.0
2474;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2007;155.0;2.5;2.3;4.6;25.6;65.0;5.7;5.4;10.6;25.6
2475;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2008;154.0;2.4;2.1;4.3;25.6;61.0;5.7;5.1;10.3;24.9
2476;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2009;150.0;2.1;2.3;4.1;24.7;59.0;5.9;4.8;10.1;25.4
2477;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2010;151.0;2.4;1.9;4.1;24.8;62.0;5.7;4.5;9.8;24.5
2478;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2011;146.0;2.8;2.1;4.7;25.4;63.0;6.4;4.8;10.7;25.8
2479;Wil/kan niet werken: zorg gezin;1100;Leeftijd: 45 tot 65 jaar;2012;144.0;2.4;2.1;4.3;25.1;58.0;5.9;5.2;10.5;25.1
2480;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2005;391.0;2.4;1.5;3.6;19.8;169.0;5.4;3.4;8.3;19.5
2481;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2006;338.0;2.4;1.5;3.7;20.5;151.0;5.4;3.2;8.2;20.3
2482;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2007;297.0;3.0;1.5;4.3;23.2;140.0;6.2;3.2;8.9;23.1
2483;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2008;274.0;3.0;1.4;4.2;23.4;120.0;6.4;3.0;9.0;23.4
2484;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2009;250.0;2.7;1.7;4.2;22.9;110.0;6.3;3.2;9.0;23.0
2485;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2010;237.0;2.9;1.5;4.2;23.4;113.0;6.0;3.1;8.6;22.9
2486;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2011;235.0;2.8;1.7;4.3;23.2;107.0;6.1;3.6;9.3;23.0
2487;Wil/kan niet werken: zorg gezin;1100;Herkomst: Autochtonen;2012;214.0;3.1;1.6;4.4;22.8;98.0;6.6;3.5;9.5;22.9
2488;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2005;41.0;2.6;1.8;4.2;20.6;16.0;;;;
2489;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2006;35.0;2.2;2.0;3.9;20.9;14.0;;;;
2490;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2007;31.0;2.6;2.3;4.6;25.6;15.0;;;;
2491;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2008;33.0;1.9;1.7;3.5;24.5;12.0;;;;
2492;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2009;31.0;2.8;1.5;4.1;23.0;12.0;;;;
2493;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2010;31.0;2.6;2.3;4.7;22.7;13.0;;;;
2494;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2011;30.0;2.7;2.0;4.5;22.7;13.0;;;;
2495;Wil/kan niet werken: zorg gezin;1100;Herkomst: Westerse allochtonen;2012;30.0;2.1;2.1;4.0;22.1;12.0;;;;
2496;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2005;76.0;0.8;3.4;4.0;13.8;32.0;1.7;7.0;8.4;12.7
2497;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2006;67.0;1.3;3.5;4.6;14.6;30.0;2.6;7.1;9.5;13.7
2498;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2007;68.0;1.7;3.0;4.4;16.7;29.0;3.4;6.0;8.9;15.4
2499;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2008;62.0;1.3;3.2;4.3;16.5;22.0;2.8;6.9;9.4;16.9
2500;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2009;60.0;1.6;2.8;4.2;16.1;23.0;4.1;6.1;9.9;16.8
2501;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2010;56.0;1.7;3.0;4.5;15.6;25.0;3.6;6.4;9.7;14.6
2502;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2011;60.0;1.7;2.9;4.4;16.4;26.0;3.8;6.5;9.9;15.9
2503;Wil/kan niet werken: zorg gezin;1100;Herkomst: Niet-westerse allochtonen;2012;61.0;1.7;3.3;4.8;17.1;28.0;3.6;7.0;10.1;15.7
2504;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2005;;;;;;;;;;
2505;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2006;;;;;;;;;;
2506;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2007;;;;;;;;;;
2507;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2008;;;;;;;;;;
2508;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2009;;;;;;;;;;
2509;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2010;;;;;;;;;;
2510;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2011;;;;;;;;;;
2511;Wil/kan niet werken: zorg gezin;1100;Herkomst: onbekend;2012;;;;;;;;;;
2512;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2005;237.0;1.5;2.0;3.3;17.8;94.0;3.7;4.9;8.1;17.5
2513;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2006;202.0;1.6;1.9;3.4;18.4;84.0;3.8;4.4;7.9;18.2
2514;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2007;180.0;2.1;2.0;3.9;20.1;80.0;4.6;4.2;8.5;19.9
2515;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2008;169.0;1.9;1.9;3.7;20.3;67.0;4.4;4.4;8.6;20.2
2516;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2009;156.0;1.7;2.1;3.7;19.6;61.0;4.4;4.2;8.3;19.6
2517;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2010;146.0;1.9;2.0;3.8;19.6;64.0;4.2;4.6;8.5;19.0
2518;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2011;147.0;1.9;2.0;3.7;19.8;63.0;4.2;4.4;8.4;19.4
2519;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: laag;2012;143.0;2.0;2.3;4.1;19.8;62.0;4.5;5.2;9.3;19.4
2520;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2005;207.0;2.6;1.4;3.7;19.2;95.0;5.5;3.0;7.9;18.0
2521;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2006;182.0;2.7;1.5;4.0;19.7;85.0;5.7;3.1;8.4;18.9
2522;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2007;166.0;3.2;1.5;4.5;22.4;81.0;6.5;3.0;9.0;21.6
2523;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2008;150.0;3.2;1.3;4.3;23.1;67.0;6.7;2.7;8.9;23.1
2524;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2009;137.0;3.1;1.7;4.6;22.6;65.0;6.7;3.0;9.3;22.6
2525;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2010;132.0;3.1;1.5;4.4;22.6;66.0;6.0;3.0;8.7;21.7
2526;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2011;128.0;3.0;1.7;4.5;22.5;59.0;6.5;3.7;9.7;22.3
2527;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: middelbaar;2012;115.0;3.1;1.7;4.6;21.7;55.0;6.4;3.6;9.4;21.1
2528;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2005;57.0;3.8;2.0;5.4;24.5;25.0;8.3;4.5;12.0;23.9
2529;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2006;52.0;3.0;2.5;5.2;25.3;24.0;6.3;5.1;10.8;25.3
2530;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2007;46.0;3.4;2.2;5.2;31.3;21.0;6.9;4.6;10.8;31.7
2531;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2008;48.0;3.5;2.0;5.0;29.0;19.0;;;;
2532;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2009;46.0;3.8;1.6;4.7;27.2;18.0;;;;
2533;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2010;45.0;4.0;2.0;5.6;28.0;20.0;8.6;4.3;12.0;28.0
2534;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2011;48.0;3.8;2.4;5.8;26.8;23.0;8.0;5.0;12.1;26.4
2535;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: hoog;2012;46.0;3.8;1.7;5.1;27.2;20.0;8.6;3.9;11.4;27.9
2536;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2005;6.0;;;;;2.0;;;;
2537;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2006;4.0;;;;;2.0;;;;
2538;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2007;4.0;;;;;;;;;
2539;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2008;2.0;;;;;;;;;
2540;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2009;;;;;;;;;;
2541;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2010;2.0;;;;;;;;;
2542;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2011;2.0;;;;;;;;;
2543;Wil/kan niet werken: zorg gezin;1100;Onderwijsniveau: onbekend;2012;3.0;;;;;;;;;
2544;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2005;5.0;;;;;5.0;;;;
2545;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2006;4.0;;;;;4.0;;;;
2546;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2007;4.0;;;;;4.0;;;;
2547;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2008;2.0;;;;;2.0;;;;
2548;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2009;4.0;;;;;4.0;;;;
2549;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2010;4.0;;;;;3.0;;;;
2550;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2011;3.0;;;;;3.0;;;;
2551;Wil/kan niet werken: zorg gezin;1100;Eenpersoonshuishouden;2012;3.0;;;;;3.0;;;;
2552;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2005;18.0;;;;;17.0;;;;
2553;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2006;18.0;;;;;17.0;;;;
2554;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2007;15.0;;;;;15.0;;;;
2555;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2008;15.0;;;;;13.0;;;;
2556;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2009;14.0;;;;;11.0;;;;
2557;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2010;13.0;;;;;12.0;;;;
2558;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2011;12.0;;;;;11.0;;;;
2559;Wil/kan niet werken: zorg gezin;1100;Alleenstaande ouder;2012;13.0;;;;;12.0;;;;
2560;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2005;398.0;2.5;0.8;3.0;18.9;165.0;5.7;1.9;7.0;18.5
2561;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2006;350.0;2.5;0.8;3.1;19.6;150.0;5.5;1.8;6.9;19.6
2562;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2007;314.0;2.9;0.8;3.5;22.3;141.0;6.3;1.7;7.5;22.4
2563;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2008;286.0;2.9;0.8;3.4;22.6;117.0;6.4;1.7;7.6;23.2
2564;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2009;263.0;2.8;0.8;3.3;21.9;109.0;6.8;1.4;7.7;22.5
2565;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2010;246.0;3.0;0.9;3.7;22.0;114.0;6.4;1.9;7.8;21.8
2566;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2011;248.0;2.8;1.0;3.6;21.8;108.0;6.3;2.2;8.1;21.9
2567;Wil/kan niet werken: zorg gezin;1100;Lid van ouderpaar;2012;230.0;3.1;0.9;3.7;21.6;101.0;6.9;2.0;8.2;21.7
2568;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2005;83.0;1.3;1.6;2.7;21.3;28.0;4.0;4.7;8.1;21.4
2569;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2006;65.0;1.1;1.7;2.6;22.2;21.0;3.3;5.0;7.9;22.2
2570;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2007;59.0;1.7;1.9;3.4;25.0;22.0;4.4;5.0;8.7;25.0
2571;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2008;63.0;1.9;1.5;3.2;24.3;21.0;5.4;4.4;9.4;23.9
2572;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2009;56.0;1.9;2.1;3.6;23.9;20.0;5.6;5.3;9.9;26.3
2573;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2010;59.0;1.6;1.4;2.9;24.3;21.0;4.5;4.0;8.2;24.8
2574;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2011;59.0;1.9;1.6;3.3;24.3;22.0;5.0;4.3;8.9;25.2
2575;Wil/kan niet werken: zorg gezin;1100;Lid van paar (geen ouder);2012;57.0;1.5;1.7;3.0;23.6;20.0;4.0;4.5;8.2;24.3
2576;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2005;5.0;;;;;2.0;;;;
2577;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2006;3.0;;;;;2.0;;;;
2578;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2007;4.0;;;;;3.0;;;;
2579;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2008;3.0;;;;;;;;;
2580;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2009;4.0;;;;;2.0;;;;
2581;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2010;3.0;;;;;;;;;
2582;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2011;4.0;;;;;2.0;;;;
2583;Wil/kan niet werken: zorg gezin;1100;Overig lid huishouden;2012;3.0;;;;;;;;;
2584;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2005;8.0;;;;;5.0;;;;
2585;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2006;7.0;;;;;5.0;;;;
2586;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2007;8.0;;;;;5.0;;;;
2587;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2008;6.0;;;;;4.0;;;;
2588;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2009;7.0;;;;;4.0;;;;
2589;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2010;6.0;;;;;4.0;;;;
2590;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2011;7.0;;;;;4.0;;;;
2591;Wil/kan niet werken: zorg gezin;3000;Totaal persoonskenmerken;2012;7.0;;;;;4.0;;;;
2592;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2005;;;;;;;;;;
2593;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2006;;;;;;;;;;
2594;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2007;;;;;;;;;;
2595;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2008;;;;;;;;;;
2596;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2009;;;;;;;;;;
2597;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2010;;;;;;;;;;
2598;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2011;;;;;;;;;;
2599;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 15 tot 25 jaar;2012;;;;;;;;;;
2600;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2005;4.0;;;;;2.0;;;;
2601;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2006;2.0;;;;;2.0;;;;
2602;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2007;3.0;;;;;2.0;;;;
2603;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2008;2.0;;;;;;;;;
2604;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2009;2.0;;;;;;;;;
2605;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2010;;;;;;;;;;
2606;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2011;3.0;;;;;;;;;
2607;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 25 tot 45 jaar;2012;2.0;;;;;;;;;
2608;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2005;4.0;;;;;3.0;;;;
2609;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2006;5.0;;;;;3.0;;;;
2610;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2007;5.0;;;;;3.0;;;;
2611;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2008;4.0;;;;;3.0;;;;
2612;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2009;5.0;;;;;3.0;;;;
2613;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2010;5.0;;;;;3.0;;;;
2614;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2011;4.0;;;;;3.0;;;;
2615;Wil/kan niet werken: zorg gezin;3000;Leeftijd: 45 tot 65 jaar;2012;5.0;;;;;3.0;;;;
2616;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2005;6.0;;;;;3.0;;;;
2617;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2006;5.0;;;;;3.0;;;;
2618;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2007;5.0;;;;;3.0;;;;
2619;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2008;4.0;;;;;3.0;;;;
2620;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2009;6.0;;;;;4.0;;;;
2621;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2010;5.0;;;;;3.0;;;;
2622;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2011;5.0;;;;;3.0;;;;
2623;Wil/kan niet werken: zorg gezin;3000;Herkomst: Autochtonen;2012;5.0;;;;;3.0;;;;
2624;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2005;;;;;;;;;;
2625;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2006;;;;;;;;;;
2626;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2007;;;;;;;;;;
2627;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2008;;;;;;;;;;
2628;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2009;;;;;;;;;;
2629;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2010;;;;;;;;;;
2630;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2011;;;;;;;;;;
2631;Wil/kan niet werken: zorg gezin;3000;Herkomst: Westerse allochtonen;2012;;;;;;;;;;
2632;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2005;;;;;;;;;;
2633;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2006;;;;;;;;;;
2634;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2007;2.0;;;;;;;;;
2635;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2008;;;;;;;;;;
2636;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2009;;;;;;;;;;
2637;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2010;;;;;;;;;;
2638;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2011;;;;;;;;;;
2639;Wil/kan niet werken: zorg gezin;3000;Herkomst: Niet-westerse allochtonen;2012;;;;;;;;;;
2640;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2005;;;;;;;;;;
2641;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2006;;;;;;;;;;
2642;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2007;;;;;;;;;;
2643;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2008;;;;;;;;;;
2644;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2009;;;;;;;;;;
2645;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2010;;;;;;;;;;
2646;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2011;;;;;;;;;;
2647;Wil/kan niet werken: zorg gezin;3000;Herkomst: onbekend;2012;;;;;;;;;;
2648;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2005;2.0;;;;;;;;;
2649;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2006;2.0;;;;;2.0;;;;
2650;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2007;3.0;;;;;2.0;;;;
2651;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2008;2.0;;;;;;;;;
2652;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2009;3.0;;;;;2.0;;;;
2653;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2010;2.0;;;;;;;;;
2654;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2011;3.0;;;;;2.0;;;;
2655;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: laag;2012;3.0;;;;;2.0;;;;
2656;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2005;4.0;;;;;2.0;;;;
2657;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2006;3.0;;;;;2.0;;;;
2658;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2007;3.0;;;;;2.0;;;;
2659;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2008;2.0;;;;;2.0;;;;
2660;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2009;3.0;;;;;2.0;;;;
2661;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2010;3.0;;;;;;;;;
2662;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2011;2.0;;;;;;;;;
2663;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: middelbaar;2012;2.0;;;;;;;;;
2664;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2005;;;;;;;;;;
2665;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2006;2.0;;;;;;;;;
2666;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2007;;;;;;;;;;
2667;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2008;;;;;;;;;;
2668;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2009;;;;;;;;;;
2669;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2010;2.0;;;;;;;;;
2670;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2011;2.0;;;;;;;;;
2671;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: hoog;2012;2.0;;;;;;;;;
2672;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: onbekend;2005;;;;;;;;;;
2673;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: onbekend;2006;;;;;;;;;;
2674;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: onbekend;2007;;;;;;;;;;
2675;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: onbekend;2008;;;;;;;;;;
2676;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: onbekend;2009;;;;;;;;;;
2677;Wil/kan niet werken: zorg gezin;3000;Onderwijsniveau: onbekend;2010;;;;;;;;;;
