ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
657;D Energievoorziening;Bovengrens 95%-interval;2022;90.4;86.2;64.1;66.4;96.7;93.2;87.0;89.0
658;D Energievoorziening;Bovengrens 95%-interval;2023;87.6;87.1;63.8;66.2;96.5;94.1;79.7;86.9
659;D Energievoorziening;Bovengrens 95%-interval;2024;88.8;88.4;63.7;65.7;96.5;97.1;81.1;88.0
660;35 Energiebedrijven;Waarde;2014;80.0;76.7;64.1;;95.0;90.2;48.9;51.5
661;35 Energiebedrijven;Waarde;2015;80.6;74.8;64.1;64.2;93.3;91.9;57.7;60.3
662;35 Energiebedrijven;Waarde;2016;79.4;75.9;62.5;64.0;93.1;94.4;59.0;59.6
663;35 Energiebedrijven;Waarde;2017;83.5;76.3;63.2;62.9;93.2;86.3;61.9;70.5
664;35 Energiebedrijven;Waarde;2018;79.0;77.1;64.2;65.4;94.2;95.1;60.9;73.8
665;35 Energiebedrijven;Waarde;2019;85.1;85.9;62.6;64.8;94.6;94.2;64.4;74.4
666;35 Energiebedrijven;Waarde;2020;83.8;78.5;63.1;64.6;93.6;93.7;68.3;69.4
667;35 Energiebedrijven;Waarde;2021;82.7;84.5;62.0;64.9;94.7;92.7;75.2;85.4
668;35 Energiebedrijven;Waarde;2022;86.9;82.0;63.3;65.3;94.6;90.1;83.1;85.4
669;35 Energiebedrijven;Waarde;2023;83.5;82.9;63.0;64.9;94.1;91.1;74.8;82.7
670;35 Energiebedrijven;Waarde;2024;84.8;84.5;62.5;64.6;94.2;95.2;76.3;84.1
671;35 Energiebedrijven;Ondergrens 95%-interval;2014;72.7;68.9;63.4;;90.5;84.2;40.6;43.2
672;35 Energiebedrijven;Ondergrens 95%-interval;2015;74.6;68.7;63.2;63.1;89.2;87.4;51.2;54.0
673;35 Energiebedrijven;Ondergrens 95%-interval;2016;73.2;69.6;61.2;62.8;89.1;90.6;52.3;53.1
674;35 Energiebedrijven;Ondergrens 95%-interval;2017;78.0;70.1;62.2;61.5;88.9;80.9;55.4;64.3
675;35 Energiebedrijven;Ondergrens 95%-interval;2018;73.5;71.6;63.5;64.5;90.9;92.0;54.9;68.4
676;35 Energiebedrijven;Ondergrens 95%-interval;2019;79.7;80.4;61.7;63.9;90.7;90.2;57.9;68.5
677;35 Energiebedrijven;Ondergrens 95%-interval;2020;78.7;72.7;62.2;63.6;89.1;89.6;62.0;63.2
678;35 Energiebedrijven;Ondergrens 95%-interval;2021;76.8;78.9;60.6;63.5;90.8;88.4;69.2;80.4
679;35 Energiebedrijven;Ondergrens 95%-interval;2022;82.4;76.9;62.5;64.3;91.2;85.9;78.4;80.9
680;35 Energiebedrijven;Ondergrens 95%-interval;2023;78.3;77.7;62.2;63.6;90.4;86.8;69.2;77.5
681;35 Energiebedrijven;Ondergrens 95%-interval;2024;79.8;79.5;61.4;63.5;90.7;92.2;70.9;79.2
682;35 Energiebedrijven;Bovengrens 95%-interval;2014;85.7;83.0;64.7;;97.5;94.1;57.2;59.8
683;35 Energiebedrijven;Bovengrens 95%-interval;2015;85.5;80.1;65.0;65.3;95.9;94.9;63.9;66.4
684;35 Energiebedrijven;Bovengrens 95%-interval;2016;84.4;81.3;63.7;65.3;95.7;96.7;65.3;65.8
685;35 Energiebedrijven;Bovengrens 95%-interval;2017;87.9;81.6;64.2;64.4;95.9;90.3;68.1;76.0
686;35 Energiebedrijven;Bovengrens 95%-interval;2018;83.5;81.8;64.9;66.4;96.4;97.0;66.7;78.7
687;35 Energiebedrijven;Bovengrens 95%-interval;2019;89.2;90.0;63.4;65.7;96.9;96.7;70.3;79.5
688;35 Energiebedrijven;Bovengrens 95%-interval;2020;87.9;83.3;64.0;65.5;96.3;96.2;74.1;75.0
689;35 Energiebedrijven;Bovengrens 95%-interval;2021;87.3;88.9;63.5;66.2;97.0;95.5;80.5;89.2
690;35 Energiebedrijven;Bovengrens 95%-interval;2022;90.4;86.2;64.1;66.4;96.7;93.2;87.0;89.0
691;35 Energiebedrijven;Bovengrens 95%-interval;2023;87.6;87.1;63.8;66.2;96.5;94.1;79.7;86.9
692;35 Energiebedrijven;Bovengrens 95%-interval;2024;88.8;88.4;63.7;65.7;96.5;97.1;81.1;88.0
693;E Waterbedrijven en afvalbeheer;Waarde;2014;74.5;75.3;62.9;62.1;92.2;87.8;45.7;48.9
694;E Waterbedrijven en afvalbeheer;Waarde;2015;73.2;78.1;63.6;63.0;82.7;91.0;46.2;48.6
695;E Waterbedrijven en afvalbeheer;Waarde;2016;73.1;74.2;63.9;62.7;89.6;90.3;47.2;52.8
696;E Waterbedrijven en afvalbeheer;Waarde;2017;71.5;75.0;63.5;62.8;87.3;88.0;48.9;58.4
697;E Waterbedrijven en afvalbeheer;Waarde;2018;73.3;75.2;63.7;63.0;88.7;88.8;47.6;62.9
698;E Waterbedrijven en afvalbeheer;Waarde;2019;74.7;75.3;64.3;63.2;88.1;86.3;57.8;68.1
699;E Waterbedrijven en afvalbeheer;Waarde;2020;77.6;81.8;63.8;64.1;91.7;94.9;56.8;65.8
700;E Waterbedrijven en afvalbeheer;Waarde;2021;78.4;76.0;62.7;64.0;88.9;93.0;55.6;69.3
701;E Waterbedrijven en afvalbeheer;Waarde;2022;77.1;79.4;63.8;64.0;91.2;90.0;60.4;78.8
702;E Waterbedrijven en afvalbeheer;Waarde;2023;78.5;83.0;63.9;64.8;90.6;89.4;61.2;75.9
703;E Waterbedrijven en afvalbeheer;Waarde;2024;78.7;78.3;64.3;64.7;91.5;88.8;63.2;75.9
704;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2014;69.5;70.2;62.3;60.9;89.0;83.8;40.5;43.5
705;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2015;66.4;71.6;62.5;61.5;76.6;86.2;39.5;41.8
706;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2016;66.8;68.0;63.2;61.5;85.0;85.5;40.7;46.3
707;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2017;64.8;68.5;62.7;61.7;82.1;82.8;41.9;51.4
708;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2018;68.8;70.8;62.9;62.0;85.4;85.5;42.9;58.3
709;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2019;68.7;69.3;63.7;61.9;83.4;81.2;51.3;61.9
710;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2020;72.1;76.7;63.2;63.0;87.8;91.7;50.9;60.1
711;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2021;71.8;69.2;61.6;62.2;83.4;88.2;48.2;62.2
712;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2022;72.4;74.9;62.9;62.9;87.8;86.4;55.4;74.4
713;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2023;73.3;78.3;62.8;63.7;86.7;85.1;55.6;70.9
714;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2024;73.3;72.7;63.0;63.4;87.1;84.2;57.2;70.1
715;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2014;78.9;79.7;63.6;63.4;94.6;90.9;51.1;54.3
716;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2015;79.1;83.5;64.6;64.6;87.5;94.3;53.1;55.5
717;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2016;78.5;79.6;64.5;63.9;93.0;93.6;53.7;59.2
718;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2017;77.3;80.6;64.4;63.8;91.2;91.8;55.9;65.0
719;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2018;77.3;79.1;64.5;64.0;91.3;91.4;52.2;67.3
720;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2019;79.9;80.4;64.8;64.4;91.6;90.2;64.0;73.8
721;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2020;82.3;85.9;64.5;65.1;94.5;96.9;62.4;71.0
722;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2021;83.9;81.7;63.8;65.9;92.8;95.9;62.7;75.6
723;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2022;81.1;83.3;64.6;65.2;93.7;92.8;65.2;82.6
724;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2023;82.9;86.9;65.0;65.9;93.4;92.5;66.6;80.3
725;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2024;83.3;83.0;65.6;66.0;94.5;92.2;68.9;80.8
726;F Bouwnijverheid;Waarde;2014;73.0;77.2;63.0;62.0;88.3;91.1;48.0;55.2
727;F Bouwnijverheid;Waarde;2015;74.3;77.6;63.2;62.1;86.0;90.0;47.0;61.2
728;F Bouwnijverheid;Waarde;2016;75.5;78.3;62.8;62.3;87.6;91.0;49.8;66.6
729;F Bouwnijverheid;Waarde;2017;73.4;77.5;62.9;62.1;85.5;89.1;50.3;71.3
730;F Bouwnijverheid;Waarde;2018;75.0;79.7;62.9;62.4;87.1;90.3;53.3;75.1
731;F Bouwnijverheid;Waarde;2019;76.9;79.9;63.2;62.3;85.9;90.1;52.6;74.7
732;F Bouwnijverheid;Waarde;2020;77.9;82.1;63.6;63.4;90.5;92.5;56.1;75.4
733;F Bouwnijverheid;Waarde;2021;80.2;83.3;63.3;63.5;88.3;90.8;59.9;80.5
734;F Bouwnijverheid;Waarde;2022;79.4;81.6;63.4;63.2;89.5;91.6;59.0;84.6
735;F Bouwnijverheid;Waarde;2023;80.5;83.0;63.5;63.5;89.5;90.0;60.3;83.5
736;F Bouwnijverheid;Waarde;2024;80.1;82.3;63.5;63.4;89.6;91.3;62.9;85.3
737;F Bouwnijverheid;Ondergrens 95%-interval;2014;70.6;74.9;62.6;61.5;86.5;89.5;45.4;52.6
738;F Bouwnijverheid;Ondergrens 95%-interval;2015;72.1;75.5;62.9;61.7;84.3;88.5;44.6;58.9
739;F Bouwnijverheid;Ondergrens 95%-interval;2016;73.4;76.2;62.3;61.7;85.9;89.4;47.4;64.3
740;F Bouwnijverheid;Ondergrens 95%-interval;2017;71.2;75.4;62.6;61.7;83.8;87.5;47.9;69.1
741;F Bouwnijverheid;Ondergrens 95%-interval;2018;73.2;77.9;62.6;62.0;85.7;89.0;51.3;73.4
742;F Bouwnijverheid;Ondergrens 95%-interval;2019;75.1;78.2;62.9;61.9;84.4;88.7;50.5;72.9
743;F Bouwnijverheid;Ondergrens 95%-interval;2020;76.0;80.3;63.3;63.0;89.1;91.3;53.9;73.5
744;F Bouwnijverheid;Ondergrens 95%-interval;2021;78.2;81.5;63.0;63.1;86.8;89.4;57.6;78.6
745;F Bouwnijverheid;Ondergrens 95%-interval;2022;77.6;79.9;63.1;62.8;88.1;90.4;57.0;83.1
746;F Bouwnijverheid;Ondergrens 95%-interval;2023;78.8;81.4;63.2;63.1;88.2;88.6;58.2;82.0
747;F Bouwnijverheid;Ondergrens 95%-interval;2024;78.4;80.7;63.2;63.0;88.3;90.1;61.0;83.8
748;F Bouwnijverheid;Bovengrens 95%-interval;2014;75.3;79.3;63.4;62.5;89.8;92.5;50.7;57.8
749;F Bouwnijverheid;Bovengrens 95%-interval;2015;76.3;79.5;63.5;62.5;87.6;91.3;49.3;63.5
750;F Bouwnijverheid;Bovengrens 95%-interval;2016;77.5;80.2;63.2;62.8;89.1;92.3;52.2;68.8
751;F Bouwnijverheid;Bovengrens 95%-interval;2017;75.5;79.4;63.2;62.5;87.1;90.5;52.7;73.4
752;F Bouwnijverheid;Bovengrens 95%-interval;2018;76.8;81.3;63.2;62.7;88.4;91.4;55.4;76.9
753;F Bouwnijverheid;Bovengrens 95%-interval;2019;78.7;81.6;63.4;62.7;87.3;91.3;54.7;76.5
754;F Bouwnijverheid;Bovengrens 95%-interval;2020;79.7;83.7;63.9;63.8;91.7;93.6;58.3;77.3
755;F Bouwnijverheid;Bovengrens 95%-interval;2021;82.0;84.9;63.6;63.9;89.7;92.1;62.2;82.2
756;F Bouwnijverheid;Bovengrens 95%-interval;2022;81.0;83.1;63.7;63.6;90.6;92.7;61.0;86.0
757;F Bouwnijverheid;Bovengrens 95%-interval;2023;82.1;84.5;63.8;63.9;90.7;91.2;62.3;85.0
758;F Bouwnijverheid;Bovengrens 95%-interval;2024;81.7;83.8;63.8;63.8;90.7;92.3;64.8;86.6
759;G-I Handel, vervoer en horeca;Waarde;2014;71.5;74.4;61.2;61.0;90.4;91.9;48.7;60.0
760;G-I Handel, vervoer en horeca;Waarde;2015;71.9;74.0;60.9;61.0;89.3;92.0;49.2;60.6
761;G-I Handel, vervoer en horeca;Waarde;2016;71.9;74.0;60.9;60.8;90.2;92.6;50.1;63.7
762;G-I Handel, vervoer en horeca;Waarde;2017;70.4;73.0;60.1;60.5;88.6;90.7;52.3;67.7
763;G-I Handel, vervoer en horeca;Waarde;2018;70.5;73.7;60.6;60.7;89.3;91.6;51.4;72.3
764;G-I Handel, vervoer en horeca;Waarde;2019;72.6;75.3;60.6;60.8;89.0;90.8;53.2;73.5
765;G-I Handel, vervoer en horeca;Waarde;2020;74.3;76.3;59.8;61.3;91.4;92.9;54.6;71.2
766;G-I Handel, vervoer en horeca;Waarde;2021;73.1;74.6;59.7;60.6;89.5;90.9;55.7;76.1
767;G-I Handel, vervoer en horeca;Waarde;2022;72.9;74.9;61.2;59.8;89.7;90.2;56.2;81.0
768;G-I Handel, vervoer en horeca;Waarde;2023;74.5;75.8;60.6;60.1;90.2;90.8;57.3;80.7
769;G-I Handel, vervoer en horeca;Waarde;2024;74.0;75.2;60.7;60.2;90.1;91.1;56.5;80.2
770;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2014;70.5;73.4;60.8;60.6;89.7;91.2;47.6;59.0
771;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2015;71.1;73.2;60.6;60.7;88.7;91.4;48.3;59.7
772;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2016;71.0;73.1;60.6;60.4;89.6;92.1;49.1;62.8
773;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2017;69.4;72.1;59.7;60.2;88.0;90.1;51.3;66.7
774;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2018;69.7;72.9;60.3;60.4;88.8;91.2;50.5;71.5
775;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2019;71.8;74.6;60.3;60.5;88.4;90.3;52.3;72.7
776;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2020;73.5;75.5;59.5;61.0;90.8;92.4;53.7;70.4
777;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2021;72.2;73.7;59.4;60.2;88.9;90.2;54.7;75.2
778;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2022;72.1;74.2;61.0;59.5;89.1;89.7;55.3;80.3
779;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2023;73.7;75.0;60.3;59.8;89.7;90.3;56.5;80.1
780;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2024;73.2;74.4;60.4;59.9;89.6;90.6;55.7;79.5
781;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2014;72.5;75.3;61.6;61.4;91.1;92.5;49.9;61.1
782;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2015;72.8;74.9;61.2;61.3;89.9;92.5;50.2;61.6
783;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2016;72.8;74.8;61.2;61.1;90.8;93.1;51.1;64.6
784;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2017;71.3;73.8;60.5;60.9;89.2;91.3;53.3;68.6
785;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2018;71.2;74.4;60.9;61.0;89.8;92.1;52.2;73.0
786;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2019;73.4;76.1;60.9;61.1;89.5;91.3;54.1;74.2
787;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2020;75.1;77.0;60.2;61.6;91.8;93.3;55.5;72.0
788;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2021;74.0;75.5;60.1;60.9;90.1;91.4;56.7;76.9
789;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2022;73.7;75.7;61.5;60.2;90.2;90.8;57.0;81.6
790;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2023;75.2;76.5;60.9;60.4;90.7;91.3;58.2;81.4
791;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2024;74.7;75.9;61.0;60.5;90.6;91.5;57.3;80.9
792;G-N Commerciële dienstverlening;Waarde;2014;73.0;74.6;62.3;62.5;91.8;91.5;49.8;60.2
793;G-N Commerciële dienstverlening;Waarde;2015;73.1;74.5;62.1;62.4;90.9;91.8;50.2;61.1
794;G-N Commerciële dienstverlening;Waarde;2016;73.8;75.1;62.0;62.2;91.7;92.5;50.7;64.2
795;G-N Commerciële dienstverlening;Waarde;2017;72.3;74.2;61.5;62.0;90.2;90.6;53.0;68.5
796;G-N Commerciële dienstverlening;Waarde;2018;72.5;74.6;61.6;62.1;90.7;91.3;52.9;73.0
797;G-N Commerciële dienstverlening;Waarde;2019;74.4;76.2;61.7;62.3;90.7;91.0;54.7;73.8
798;G-N Commerciële dienstverlening;Waarde;2020;76.0;77.2;61.3;62.9;92.5;92.7;55.7;72.3
799;G-N Commerciële dienstverlening;Waarde;2021;76.2;76.7;60.9;62.3;91.1;91.0;57.8;77.5
800;G-N Commerciële dienstverlening;Waarde;2022;75.8;76.3;62.0;61.8;91.5;90.1;58.4;82.5
801;G-N Commerciële dienstverlening;Waarde;2023;77.1;77.0;61.6;61.9;92.0;90.6;59.1;81.5
802;G-N Commerciële dienstverlening;Waarde;2024;76.4;76.5;61.7;61.9;91.9;90.9;58.1;81.0
803;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2014;72.3;73.9;62.1;62.3;91.4;91.1;49.0;59.4
804;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2015;72.4;73.8;61.9;62.2;90.5;91.4;49.4;60.4
805;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2016;73.1;74.5;61.8;62.0;91.3;92.1;50.0;63.5
806;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2017;71.6;73.5;61.3;61.8;89.7;90.1;52.3;67.8
807;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2018;71.9;74.1;61.4;61.9;90.4;90.9;52.3;72.5
808;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2019;73.8;75.6;61.5;62.2;90.3;90.6;54.1;73.3
809;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2020;75.4;76.6;61.1;62.7;92.1;92.4;55.1;71.7
810;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2021;75.5;76.1;60.7;62.1;90.7;90.6;57.0;76.9
811;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2022;75.3;75.8;61.8;61.6;91.1;89.7;57.8;82.0
812;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2023;76.6;76.4;61.5;61.7;91.6;90.2;58.5;81.0
813;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2024;75.8;76.0;61.5;61.7;91.6;90.5;57.5;80.5
814;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2014;73.7;75.3;62.6;62.8;92.3;92.0;50.6;61.0
815;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2015;73.7;75.1;62.3;62.6;91.3;92.2;50.9;61.8
816;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2016;74.4;75.7;62.2;62.4;92.1;92.9;51.5;64.9
817;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2017;73.0;74.8;61.7;62.3;90.6;91.0;53.7;69.2
818;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2018;73.0;75.1;61.8;62.3;91.1;91.7;53.5;73.5
819;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2019;74.9;76.7;61.9;62.5;91.0;91.3;55.3;74.4
820;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2020;76.6;77.7;61.5;63.1;92.8;93.1;56.4;72.9
821;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2021;76.8;77.3;61.2;62.6;91.6;91.5;58.5;78.1
822;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2022;76.4;76.9;62.2;62.0;91.9;90.5;59.0;82.9
823;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2023;77.7;77.5;61.8;62.1;92.3;90.9;59.8;81.9
824;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2024;76.9;77.1;61.9;62.1;92.3;91.3;58.7;81.5
825;G Handel;Waarde;2014;72.3;74.6;60.7;61.2;90.8;92.0;50.5;61.5
826;G Handel;Waarde;2015;73.3;73.8;60.4;61.2;89.7;92.0;49.4;61.6
827;G Handel;Waarde;2016;72.8;74.1;60.3;61.0;90.5;92.5;50.8;64.4
828;G Handel;Waarde;2017;71.6;72.6;59.9;60.8;89.0;90.7;52.4;67.9
829;G Handel;Waarde;2018;72.0;73.8;60.2;61.1;90.1;91.9;51.8;72.6
830;G Handel;Waarde;2019;73.2;74.8;60.3;61.2;89.6;91.2;53.1;73.9
831;G Handel;Waarde;2020;75.2;76.2;59.1;61.2;91.5;92.7;55.3;72.5
832;G Handel;Waarde;2021;73.2;74.2;59.1;60.7;90.1;91.2;55.7;77.4
833;G Handel;Waarde;2022;73.5;74.2;61.1;60.3;89.9;90.4;55.8;81.2
834;G Handel;Waarde;2023;74.8;74.7;60.4;60.5;90.5;90.3;57.2;80.8
835;G Handel;Waarde;2024;74.3;74.9;60.6;60.8;90.1;90.7;55.3;80.1
836;G Handel;Ondergrens 95%-interval;2014;71.0;73.4;60.1;60.6;90.0;91.2;49.2;60.2
837;G Handel;Ondergrens 95%-interval;2015;72.2;72.7;60.0;60.8;88.9;91.3;48.2;60.5
838;G Handel;Ondergrens 95%-interval;2016;71.7;73.0;59.8;60.6;89.7;91.8;49.5;63.2
839;G Handel;Ondergrens 95%-interval;2017;70.4;71.5;59.4;60.4;88.2;90.0;51.1;66.7
840;G Handel;Ondergrens 95%-interval;2018;71.1;72.9;59.9;60.7;89.4;91.3;50.8;71.6
841;G Handel;Ondergrens 95%-interval;2019;72.2;73.8;59.9;60.9;88.9;90.5;52.0;73.0
842;G Handel;Ondergrens 95%-interval;2020;74.2;75.2;58.7;60.8;90.8;92.1;54.2;71.5
843;G Handel;Ondergrens 95%-interval;2021;72.0;73.1;58.6;60.3;89.3;90.5;54.5;76.4
844;G Handel;Ondergrens 95%-interval;2022;72.5;73.3;60.8;59.9;89.2;89.8;54.7;80.3
845;G Handel;Ondergrens 95%-interval;2023;73.8;73.7;60.0;60.1;89.8;89.6;56.1;79.9
846;G Handel;Ondergrens 95%-interval;2024;73.3;73.9;60.2;60.5;89.5;90.1;54.3;79.2
847;G Handel;Bovengrens 95%-interval;2014;73.5;75.8;61.3;61.7;91.6;92.7;51.9;62.8
848;G Handel;Bovengrens 95%-interval;2015;74.4;74.8;60.8;61.6;90.4;92.6;50.6;62.8
849;G Handel;Bovengrens 95%-interval;2016;73.9;75.2;60.7;61.4;91.2;93.2;52.0;65.6
850;G Handel;Bovengrens 95%-interval;2017;72.7;73.8;60.4;61.3;89.7;91.4;53.6;69.0
851;G Handel;Bovengrens 95%-interval;2018;73.0;74.7;60.6;61.4;90.7;92.5;52.9;73.5
852;G Handel;Bovengrens 95%-interval;2019;74.2;75.7;60.6;61.6;90.3;91.8;54.2;74.9
853;G Handel;Bovengrens 95%-interval;2020;76.2;77.1;59.6;61.6;92.1;93.3;56.4;73.4
854;G Handel;Bovengrens 95%-interval;2021;74.3;75.3;59.5;61.2;90.8;91.9;57.0;78.4
855;G Handel;Bovengrens 95%-interval;2022;74.4;75.2;61.5;60.7;90.6;91.1;56.9;82.0
856;G Handel;Bovengrens 95%-interval;2023;75.7;75.6;60.8;60.9;91.1;91.0;58.3;81.7
857;G Handel;Bovengrens 95%-interval;2024;75.2;75.8;61.0;61.2;90.8;91.4;56.4;80.9
858;H Vervoer en opslag;Waarde;2014;71.5;75.9;64.0;63.6;90.9;92.2;41.9;49.5
859;H Vervoer en opslag;Waarde;2015;69.3;74.8;63.9;63.3;89.1;91.8;43.2;49.4
860;H Vervoer en opslag;Waarde;2016;71.0;74.6;63.9;63.2;89.8;92.2;43.9;54.4
861;H Vervoer en opslag;Waarde;2017;68.3;74.1;63.6;63.6;88.3;90.9;47.0;60.7
862;H Vervoer en opslag;Waarde;2018;67.7;73.8;63.5;63.1;87.4;90.9;47.0;64.6
863;H Vervoer en opslag;Waarde;2019;72.5;77.7;63.6;63.3;87.6;90.1;49.3;66.3
864;H Vervoer en opslag;Waarde;2020;73.6;77.2;63.7;64.6;90.6;92.7;48.8;63.7
865;H Vervoer en opslag;Waarde;2021;72.3;75.5;63.3;63.5;87.1;89.6;51.9;68.6
866;H Vervoer en opslag;Waarde;2022;70.3;75.6;63.7;63.0;88.8;89.6;54.5;76.4
867;H Vervoer en opslag;Waarde;2023;73.7;77.6;63.7;63.6;89.6;92.3;57.3;76.8
868;H Vervoer en opslag;Waarde;2024;73.1;75.0;63.8;63.6;89.6;90.8;56.7;77.0
869;H Vervoer en opslag;Ondergrens 95%-interval;2014;69.1;73.7;63.6;63.0;89.3;90.7;39.4;47.0
870;H Vervoer en opslag;Ondergrens 95%-interval;2015;67.3;72.9;63.6;62.8;87.7;90.5;41.0;47.3
871;H Vervoer en opslag;Ondergrens 95%-interval;2016;68.9;72.7;63.5;62.7;88.4;91.0;41.8;52.2
872;H Vervoer en opslag;Ondergrens 95%-interval;2017;66.1;72.1;63.2;63.1;86.8;89.5;44.8;58.5
873;H Vervoer en opslag;Ondergrens 95%-interval;2018;66.0;72.2;63.2;62.6;86.2;89.8;45.1;62.8
874;H Vervoer en opslag;Ondergrens 95%-interval;2019;70.7;76.0;63.2;62.8;86.3;88.9;47.3;64.4
875;H Vervoer en opslag;Ondergrens 95%-interval;2020;71.7;75.5;63.3;64.1;89.4;91.5;46.8;61.8
876;H Vervoer en opslag;Ondergrens 95%-interval;2021;70.3;73.6;62.8;62.9;85.6;88.1;49.7;66.5
877;H Vervoer en opslag;Ondergrens 95%-interval;2022;68.5;73.9;63.3;62.5;87.4;88.3;52.6;74.7
878;H Vervoer en opslag;Ondergrens 95%-interval;2023;71.9;75.9;63.3;63.1;88.3;91.2;55.3;75.1
879;H Vervoer en opslag;Ondergrens 95%-interval;2024;71.4;73.2;63.4;63.1;88.3;89.6;54.8;75.3
880;H Vervoer en opslag;Bovengrens 95%-interval;2014;73.7;78.0;64.5;64.1;92.2;93.4;44.5;52.1
881;H Vervoer en opslag;Bovengrens 95%-interval;2015;71.3;76.6;64.3;63.7;90.4;92.9;45.4;51.6
882;H Vervoer en opslag;Bovengrens 95%-interval;2016;72.9;76.5;64.2;63.7;91.1;93.3;46.1;56.5
883;H Vervoer en opslag;Bovengrens 95%-interval;2017;70.3;76.1;63.9;64.1;89.7;92.1;49.3;62.9
884;H Vervoer en opslag;Bovengrens 95%-interval;2018;69.4;75.4;63.8;63.5;88.6;92.0;48.8;66.3
885;H Vervoer en opslag;Bovengrens 95%-interval;2019;74.2;79.4;63.9;63.7;88.9;91.3;51.3;68.1
886;H Vervoer en opslag;Bovengrens 95%-interval;2020;75.3;78.9;64.1;65.0;91.8;93.7;50.8;65.7
887;H Vervoer en opslag;Bovengrens 95%-interval;2021;74.3;77.4;63.7;64.0;88.5;90.9;54.1;70.5
