ID;Geslacht;Leeftijd;RegioS;Perioden;Verkeersdoden_1
3507;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Holland (PV);2023;21
3508;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Holland (PV);2024;10
3509;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);1996;24
3510;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);1997;17
3511;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);1998;19
3512;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);1999;23
3513;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2000;17
3514;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2001;18
3515;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2002;19
3516;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2003;18
3517;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2004;13
3518;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2005;17
3519;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2006;8
3520;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2007;15
3521;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2008;8
3522;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2009;14
3523;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2010;8
3524;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2011;12
3525;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2012;11
3526;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2013;16
3527;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2014;15
3528;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2015;11
3529;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2016;10
3530;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2017;17
3531;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2018;17
3532;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2019;14
3533;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2020;17
3534;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2021;23
3535;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2022;29
3536;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2023;18
3537;Totaal mannen en vrouwen;70 tot 80 jaar;Zuid-Holland (PV);2024;28
3538;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);1996;4
3539;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);1997;4
3540;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);1998;5
3541;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);1999;5
3542;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2000;5
3543;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2001;6
3544;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2002;2
3545;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2003;3
3546;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2004;2
3547;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2005;3
3548;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2006;5
3549;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2007;3
3550;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2008;0
3551;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2009;1
3552;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2010;6
3553;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2011;6
3554;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2012;5
3555;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2013;3
3556;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2014;4
3557;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2015;1
3558;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2016;1
3559;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2017;5
3560;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2018;2
3561;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2019;4
3562;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2020;2
3563;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2021;1
3564;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2022;4
3565;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2023;3
3566;Totaal mannen en vrouwen;70 tot 80 jaar;Zeeland (PV);2024;1
3567;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);1996;20
3568;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);1997;21
3569;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);1998;18
3570;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);1999;26
3571;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2000;27
3572;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2001;25
3573;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2002;21
3574;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2003;18
3575;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2004;17
3576;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2005;19
3577;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2006;9
3578;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2007;18
3579;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2008;23
3580;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2009;22
3581;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2010;17
3582;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2011;24
3583;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2012;21
3584;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2013;16
3585;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2014;20
3586;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2015;17
3587;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2016;14
3588;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2017;13
3589;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2018;25
3590;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2019;25
3591;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2020;17
3592;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2021;12
3593;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2022;20
3594;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2023;18
3595;Totaal mannen en vrouwen;70 tot 80 jaar;Noord-Brabant (PV);2024;22
3596;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);1996;10
3597;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);1997;12
3598;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);1998;9
3599;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);1999;8
3600;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2000;9
3601;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2001;5
3602;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2002;11
3603;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2003;3
3604;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2004;11
3605;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2005;12
3606;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2006;8
3607;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2007;12
3608;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2008;10
3609;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2009;5
3610;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2010;3
3611;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2011;8
3612;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2012;7
3613;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2013;9
3614;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2014;8
3615;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2015;7
3616;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2016;6
3617;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2017;7
3618;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2018;18
3619;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2019;8
3620;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2020;8
3621;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2021;8
3622;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2022;12
3623;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2023;17
3624;Totaal mannen en vrouwen;70 tot 80 jaar;Limburg (PV);2024;2
3625;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);1996;0
3626;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);1997;0
3627;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);1998;0
3628;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);1999;0
3629;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2000;1
3630;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2001;0
3631;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2002;0
3632;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2003;0
3633;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2004;0
3634;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2005;0
3635;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2006;0
3636;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2007;0
3637;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2008;0
3638;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2009;0
3639;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2010;0
3640;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2011;0
3641;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2012;0
3642;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2013;0
3643;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2014;0
3644;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2015;0
3645;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2016;0
3646;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2017;0
3647;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2018;0
3648;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2019;0
3649;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2020;0
3650;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2021;0
3651;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2022;0
3652;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2023;0
3653;Totaal mannen en vrouwen;70 tot 80 jaar;Niet in te delen (PV);2024;0
3654;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;1996;100
3655;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;1997;106
3656;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;1998;72
3657;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;1999;93
3658;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2000;78
3659;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2001;88
3660;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2002;111
3661;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2003;100
3662;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2004;101
3663;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2005;83
3664;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2006;98
3665;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2007;89
3666;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2008;81
3667;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2009;107
3668;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2010;94
3669;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2011;126
3670;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2012;95
3671;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2013;101
3672;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2014;103
3673;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2015;119
3674;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2016;135
3675;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2017;122
3676;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2018;143
3677;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2019;126
3678;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2020;108
3679;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2021;117
3680;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2022;179
3681;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2023;155
3682;Totaal mannen en vrouwen;80 jaar of ouder;Nederland;2024;159
3683;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);1996;4
3684;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);1997;3
3685;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);1998;2
3686;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);1999;7
3687;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2000;4
3688;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2001;0
3689;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2002;6
3690;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2003;3
3691;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2004;2
3692;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2005;3
3693;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2006;5
3694;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2007;0
3695;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2008;7
3696;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2009;8
3697;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2010;1
3698;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2011;5
3699;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2012;1
3700;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2013;4
3701;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2014;3
3702;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2015;3
3703;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2016;0
3704;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2017;2
3705;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2018;1
3706;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2019;2
3707;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2020;3
3708;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2021;4
3709;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2022;9
3710;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2023;3
3711;Totaal mannen en vrouwen;80 jaar of ouder;Groningen (PV);2024;6
3712;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);1996;9
3713;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);1997;5
3714;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);1998;2
3715;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);1999;4
3716;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2000;4
3717;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2001;5
3718;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2002;6
3719;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2003;2
3720;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2004;8
3721;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2005;5
3722;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2006;3
3723;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2007;5
3724;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2008;3
3725;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2009;3
3726;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2010;1
3727;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2011;6
3728;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2012;3
3729;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2013;5
3730;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2014;3
3731;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2015;5
3732;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2016;9
3733;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2017;6
3734;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2018;10
3735;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2019;5
3736;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2020;7
3737;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2021;6
3738;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2022;14
3739;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2023;8
3740;Totaal mannen en vrouwen;80 jaar of ouder;Fryslân (PV);2024;12
3741;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);1996;5
3742;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);1997;1
3743;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);1998;6
3744;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);1999;6
3745;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2000;2
3746;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2001;6
3747;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2002;4
3748;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2003;6
3749;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2004;2
3750;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2005;4
3751;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2006;3
3752;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2007;7
3753;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2008;5
3754;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2009;3
3755;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2010;4
3756;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2011;3
3757;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2012;9
3758;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2013;8
3759;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2014;4
3760;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2015;5
3761;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2016;2
3762;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2017;4
3763;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2018;6
3764;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2019;4
3765;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2020;6
3766;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2021;2
3767;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2022;7
3768;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2023;9
3769;Totaal mannen en vrouwen;80 jaar of ouder;Drenthe (PV);2024;10
3770;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);1996;12
3771;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);1997;10
3772;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);1998;2
3773;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);1999;6
3774;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2000;6
3775;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2001;7
3776;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2002;8
3777;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2003;11
3778;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2004;11
3779;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2005;12
3780;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2006;11
3781;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2007;5
3782;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2008;8
3783;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2009;2
3784;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2010;13
3785;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2011;11
3786;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2012;7
3787;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2013;7
3788;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2014;13
3789;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2015;10
3790;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2016;16
3791;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2017;14
3792;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2018;11
3793;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2019;10
3794;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2020;7
3795;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2021;6
3796;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2022;16
3797;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2023;11
3798;Totaal mannen en vrouwen;80 jaar of ouder;Overijssel (PV);2024;14
3799;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);1996;2
3800;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);1997;3
3801;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);1998;1
3802;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);1999;1
3803;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2000;4
3804;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2001;1
3805;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2002;0
3806;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2003;2
3807;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2004;1
3808;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2005;1
3809;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2006;1
3810;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2007;0
3811;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2008;2
3812;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2009;1
3813;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2010;3
3814;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2011;4
3815;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2012;1
3816;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2013;4
3817;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2014;1
3818;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2015;1
3819;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2016;1
3820;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2017;0
3821;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2018;1
3822;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2019;3
3823;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2020;2
3824;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2021;2
3825;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2022;3
3826;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2023;1
3827;Totaal mannen en vrouwen;80 jaar of ouder;Flevoland (PV);2024;1
3828;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);1996;11
3829;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);1997;14
3830;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);1998;6
3831;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);1999;10
3832;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2000;9
3833;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2001;13
3834;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2002;12
3835;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2003;13
3836;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2004;17
3837;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2005;12
3838;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2006;13
3839;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2007;15
3840;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2008;13
3841;Totaal mannen en vrouwen;80 jaar of ouder;Gelderland (PV);2009;18
