ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
8438;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 juni;177.2;5.4
8439;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 2e kwartaal;158.1;2.2
8440;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 juli;148.3;-0.7
8441;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 augustus;108.1;9.6
8442;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 september;165.3;3.7
8443;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 3e kwartaal;140.6;3.5
8444;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 oktober;180.9;4.7
8445;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 november;192.1;6.4
8446;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 december;176.3;1.8
8447;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007 4e kwartaal;183.1;4.3
8448;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2007;150.4;3.3
8449;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 januari;92.6;12.9
8450;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 februari;135.4;7.7
8451;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 maart;141.8;-6.1
8452;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 1e kwartaal;123.3;3.1
8453;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 april;154.4;8.4
8454;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 mei;155.8;0.8
8455;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 juni;166.3;-6.2
8456;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 2e kwartaal;158.8;0.4
8457;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 juli;143.8;-3.0
8458;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 augustus;102.1;-5.6
8459;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 september;172.8;4.5
8460;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 3e kwartaal;139.6;-0.7
8461;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 oktober;176.4;-2.5
8462;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 november;157.7;-17.9
8463;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 december;160.8;-8.8
8464;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008 4e kwartaal;165.0;-9.9
8465;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2008;146.7;-2.5
8466;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 januari;90.4;-2.4
8467;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 februari;116.2;-14.2
8468;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 maart;145.7;2.7
8469;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 1e kwartaal;117.4;-4.8
8470;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 april;147.4;-4.5
8471;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 mei;137.7;-11.6
8472;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 juni;154.5;-7.1
8473;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 2e kwartaal;146.5;-7.7
8474;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 juli;155.7;8.3
8475;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 augustus;92.5;-9.4
8476;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 september;155.2;-10.2
8477;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 3e kwartaal;134.5;-3.6
8478;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 oktober;165.3;-6.3
8479;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 november;152.2;-3.5
8480;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 december;155.3;-3.5
8481;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009 4e kwartaal;157.6;-4.5
8482;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2009;139.0;-5.2
8483;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 januari;62.9;-30.4
8484;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 februari;94.5;-18.6
8485;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 maart;123.4;-15.3
8486;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 1e kwartaal;93.6;-20.3
8487;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 april;131.6;-10.7
8488;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 mei;120.7;-12.4
8489;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 juni;151.6;-1.9
8490;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 2e kwartaal;134.6;-8.1
8491;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 juli;145.0;-6.9
8492;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 augustus;87.8;-5.1
8493;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 september;149.0;-4.0
8494;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 3e kwartaal;127.3;-5.4
8495;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 oktober;142.1;-14.0
8496;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 november;146.3;-3.9
8497;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 december;129.2;-16.8
8498;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010 4e kwartaal;139.2;-11.7
8499;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2010;123.7;-11.0
8500;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 januari;66.5;5.8
8501;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 februari;92.8;-1.8
8502;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 maart;119.6;-3.1
8503;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 1e kwartaal;93.0;-0.7
8504;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 april;110.4;-16.1
8505;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 mei;129.1;6.9
8506;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 juni;124.8;-17.7
8507;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 2e kwartaal;121.4;-9.8
8508;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 juli;123.4;-14.9
8509;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 augustus;78.5;-10.5
8510;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 september;129.1;-13.3
8511;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 3e kwartaal;110.3;-13.3
8512;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 oktober;122.3;-14.0
8513;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 november;136.6;-6.6
8514;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 december;126.9;-1.8
8515;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011 4e kwartaal;128.6;-7.6
8516;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2011;113.3;-8.4
8517;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 januari;55.7;-16.3
8518;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 februari;79.5;-14.3
8519;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 maart;101.4;-15.3
8520;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 1e kwartaal;78.9;-15.2
8521;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 april;99.0;-10.3
8522;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 mei;107.2;-16.9
8523;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 juni;116.7;-6.5
8524;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 2e kwartaal;107.6;-11.3
8525;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 juli;102.7;-16.8
8526;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 augustus;75.3;-4.1
8527;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 september;113.6;-12.0
8528;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 3e kwartaal;97.2;-11.9
8529;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 oktober;115.1;-5.9
8530;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 november;120.6;-11.7
8531;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 december;109.7;-13.6
8532;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012 4e kwartaal;115.1;-10.5
8533;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2012;99.7;-12.0
8534;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 januari;52.9;-5.1
8535;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 februari;75.2;-5.4
8536;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 maart;88.8;-12.4
8537;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 1e kwartaal;72.3;-8.3
8538;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 april;88.8;-10.4
8539;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 mei;101.8;-5.1
8540;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 juni;113.5;-2.7
8541;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 2e kwartaal;101.4;-5.8
8542;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 juli;108.1;5.3
8543;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 augustus;82.9;10.1
8544;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 september;113.1;-0.4
8545;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 3e kwartaal;101.4;4.3
8546;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 oktober;127.7;11.0
8547;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 november;123.0;2.0
8548;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 december;117.5;7.1
8549;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013 4e kwartaal;122.7;6.6
8550;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2013;99.4;-0.3
8551;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 januari;59.8;13.1
8552;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 februari;81.4;8.2
8553;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 maart;90.1;1.5
8554;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 1e kwartaal;77.1;6.7
8555;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 april;94.6;6.6
8556;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 mei;98.1;-3.6
8557;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 juni;100.7;-11.3
8558;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 2e kwartaal;97.8;-3.5
8559;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 juli;105.2;-2.7
8560;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 augustus;62.8;-24.2
8561;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 september;122.3;8.1
8562;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 3e kwartaal;96.8;-4.5
8563;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 oktober;138.8;8.7
8564;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 november;120.1;-2.4
8565;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 december;129.2;10.0
8566;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014 4e kwartaal;129.4;5.4
8567;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2014;100.3;0.8
8568;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 januari;55.0;-8.0
8569;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 februari;68.4;-15.9
8570;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 maart;96.7;7.3
8571;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 1e kwartaal;73.4;-4.8
8572;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 april;97.1;2.6
8573;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 mei;97.2;-0.9
8574;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 juni;128.0;27.1
8575;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 2e kwartaal;107.4;9.8
8576;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 juli;103.7;-1.4
8577;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 augustus;66.9;6.6
8578;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 september;114.1;-6.7
8579;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 3e kwartaal;94.9;-1.9
8580;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 oktober;121.3;-12.6
8581;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 november;123.4;2.7
8582;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 december;128.2;-0.8
8583;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015 4e kwartaal;124.3;-3.9
8584;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2015;100.0;-0.3
8585;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 januari;60.9;10.7
8586;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 februari;86.8;26.9
8587;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 maart;102.7;6.2
8588;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 1e kwartaal;83.5;13.8
8589;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 april;105.0;8.2
8590;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 mei;104.0;7.0
8591;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 juni;124.0;-3.2
8592;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 2e kwartaal;111.0;3.3
8593;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 juli;127.1;22.6
8594;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 augustus;68.6;2.6
8595;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 september;134.7;18.1
8596;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 3e kwartaal;110.1;16.1
8597;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 oktober;139.6;15.1
8598;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 november;151.9;23.1
8599;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 december;150.0;17.0
8600;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016 4e kwartaal;147.2;18.4
8601;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2016;112.9;12.9
8602;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 januari;62.1;2.0
8603;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 februari;97.0;11.8
8604;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 maart;126.9;23.6
8605;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 1e kwartaal;95.3;14.2
8606;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 april;110.5;5.3
8607;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 mei;129.3;24.3
8608;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 juni;138.1;11.4
8609;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 2e kwartaal;126.0;13.5
8610;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 juli;136.6;7.5
8611;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 augustus;81.7;19.0
8612;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 september;135.8;0.8
8613;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 3e kwartaal;118.0;7.2
8614;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 oktober;155.2;11.1
8615;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 november;169.9;11.9
8616;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 december;160.6;7.1
8617;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 4e kwartaal;161.9;10.0
8618;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017;125.3;11.0
8619;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 januari;82.2;32.4
8620;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 februari;109.1;12.4
8621;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 maart;131.2;3.3
8622;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 1e kwartaal;107.5;12.7
8623;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 april;131.5;19.0
8624;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 mei;144.6;11.8
8625;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 juni;147.9;7.1
8626;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 2e kwartaal;141.3;12.2
8627;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 juli;147.0;7.6
8628;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 augustus;96.3;17.9
8629;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 september;147.7;8.8
8630;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 3e kwartaal;130.3;10.4
8631;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 oktober;172.8;11.4
8632;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 november;175.4;3.2
8633;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 december;158.4;-1.4
8634;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 4e kwartaal;168.9;4.3
8635;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018;137.0;9.3
8636;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 januari;84.3;2.5
8637;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 februari;114.4;4.8
8638;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 maart;130.9;-0.2
8639;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 1e kwartaal;109.8;2.2
8640;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 april;144.9;10.2
8641;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 mei;157.8;9.2
8642;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 juni;145.2;-1.8
8643;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 2e kwartaal;149.3;5.7
8644;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 juli ;157.6;7.2
8645;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 augustus;95.0;-1.3
8646;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 september;143.7;-2.7
8647;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 3e kwartaal;132.1;1.4
8648;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 oktober;170.2;-1.5
8649;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 november;175.5;0.0
8650;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 december;170.4;7.6
8651;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 4e kwartaal;172.0;1.9
8652;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019;140.8;2.8
8653;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 januari;109.6;30.0
8654;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 februari;129.7;13.4
8655;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 maart;158.0;20.7
8656;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 1e kwartaal ;132.4;20.5
8657;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 april;137.0;-5.5
8658;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 mei;137.3;-13.0
8659;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 juni;157.3;8.3
8660;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 2e kwartaal ;143.8;-3.7
8661;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 juli;144.4;-8.4
8662;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 augustus;104.5;10.0
8663;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 september;162.0;12.7
8664;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 3e kwartaal ;137.0;3.7
8665;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 oktober;171.4;0.7
8666;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 november;181.9;3.7
8667;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 december;175.5;3.0
8668;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 4e kwartaal ;176.3;2.5
8669;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 ;147.4;4.7
8670;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 januari;110.6;0.9
8671;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 februari;131.0;1.0
8672;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 maart;172.1;8.9
8673;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 1e kwartaal;137.9;4.1
8674;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 april;169.5;23.7
8675;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 mei;155.1;13.0
8676;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 juni;188.4;19.8
8677;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 2e kwartaal;171.0;18.9
8678;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 juli;186.7;29.3
8679;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 augustus;109.6;4.8
8680;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 september;186.1;14.9
8681;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 3e kwartaal;160.8;17.4
8682;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 oktober;190.0;10.8
8683;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 november;200.1;10.0
8684;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 december;209.1;19.1
8685;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 4e kwartaal;199.7;13.3
8686;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021;167.4;13.5
8687;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 januari;109.8;-0.7
8688;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 februari;159.2;21.5
8689;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 maart;196.4;14.2
8690;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 1e kwartaal;155.1;12.5
8691;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 april;180.7;6.6
8692;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 mei;188.1;21.3
8693;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 juni;212.0;12.5
8694;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 2e kwartaal;193.6;13.2
8695;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 juli;207.1;10.9
8696;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 augustus;120.1;9.6
8697;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 september;194.6;4.6
8698;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 3e kwartaal;174.0;8.2
8699;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 oktober;212.7;11.9
8700;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 november;238.9;19.4
8701;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 december;234.3;12.1
8702;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 4e kwartaal;228.6;14.5
8703;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022;187.8;12.2
8704;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 januari;119.7;9.1
8705;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 februari;165.0;3.7
8706;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 maart;216.0;10.0
8707;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 1e kwartaal;166.9;7.6
8708;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 april;181.9;0.6
8709;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 mei;206.4;9.7
8710;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 juni;234.1;10.4
8711;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 2e kwartaal;207.5;7.2
8712;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 juli;227.3;9.7
8713;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 augustus;127.1;5.8
8714;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 september;221.7;13.9
8715;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 3e kwartaal;192.0;10.4
8716;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 oktober;234.6;10.3
8717;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 november;259.2;8.5
8718;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 december;247.0;5.4
8719;10 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 4e kwartaal;246.9;8.0
