ID;Geslacht;TypeZelfstandige;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
4659;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;3 jaar na startjaar;2011;0.1
4660;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;3 jaar na startjaar;2012;0.1
4661;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;3 jaar na startjaar;2013;0.1
4662;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;3 jaar na startjaar;2014;
4663;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;3 jaar na startjaar;2015;
4664;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2008;0.0
4665;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2009;0.1
4666;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2010;0.1
4667;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2011;0.1
4668;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2012;0.1
4669;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2013;
4670;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2014;
4671;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;4 jaar na startjaar;2015;
4672;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2008;0.0
4673;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2009;0.1
4674;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2010;0.1
4675;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2011;0.1
4676;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2012;
4677;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2013;
4678;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2014;
4679;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;A Landbouw, bosbouw en visserij;5 jaar na startjaar;2015;
4680;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2008;0.0
4681;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2009;0.0
4682;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2010;0.0
4683;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2011;0.0
4684;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2012;0.0
4685;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2013;0.0
4686;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2014;0.0
4687;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;1 jaar na startjaar;2015;0.0
4688;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2008;0.0
4689;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2009;0.0
4690;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2010;0.0
4691;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2011;0.0
4692;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2012;0.0
4693;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2013;0.0
4694;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2014;0.0
4695;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;2 jaar na startjaar;2015;
4696;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2008;0.0
4697;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2009;0.0
4698;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2010;0.0
4699;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2011;0.0
4700;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2012;0.0
4701;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2013;0.0
4702;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2014;
4703;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;3 jaar na startjaar;2015;
4704;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2008;0.0
4705;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2009;0.0
4706;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2010;0.0
4707;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2011;0.0
4708;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2012;0.0
4709;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2013;
4710;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2014;
4711;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;4 jaar na startjaar;2015;
4712;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2008;0.0
4713;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2009;0.0
4714;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2010;0.0
4715;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2011;0.0
4716;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2012;
4717;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2013;
4718;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2014;
4719;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;B Delfstoffenwinning;5 jaar na startjaar;2015;
4720;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2008;0.0
4721;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2009;0.0
4722;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2010;0.0
4723;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2011;0.0
4724;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2012;0.0
4725;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2013;0.0
4726;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2014;0.0
4727;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;1 jaar na startjaar;2015;0.0
4728;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2008;0.0
4729;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2009;0.0
4730;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2010;0.0
4731;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2011;0.0
4732;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2012;0.0
4733;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2013;0.0
4734;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2014;0.0
4735;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;2 jaar na startjaar;2015;
4736;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2008;0.0
4737;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2009;0.0
4738;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2010;0.0
4739;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2011;0.0
4740;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2012;0.0
4741;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2013;0.0
4742;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2014;
4743;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;3 jaar na startjaar;2015;
4744;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2008;0.0
4745;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2009;0.0
4746;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2010;0.0
4747;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2011;0.0
4748;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2012;0.0
4749;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2013;
4750;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2014;
4751;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;4 jaar na startjaar;2015;
4752;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2008;0.0
4753;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2009;0.0
4754;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2010;0.0
4755;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2011;0.0
4756;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2012;
4757;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2013;
4758;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2014;
4759;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;C Industrie;5 jaar na startjaar;2015;
4760;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2008;0.0
4761;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2009;0.0
4762;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2010;0.0
4763;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2011;0.0
4764;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2012;0.0
4765;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2013;0.0
4766;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2014;0.0
4767;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;1 jaar na startjaar;2015;0.0
4768;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2008;0.0
4769;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2009;0.0
4770;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2010;0.0
4771;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2011;0.0
4772;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2012;0.0
4773;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2013;0.0
4774;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2014;0.0
4775;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;2 jaar na startjaar;2015;
4776;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2008;0.0
4777;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2009;0.0
4778;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2010;0.0
4779;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2011;0.0
4780;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2012;0.0
4781;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2013;0.0
4782;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2014;
4783;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;3 jaar na startjaar;2015;
4784;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2008;0.0
4785;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2009;0.0
4786;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2010;0.0
4787;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2011;0.0
4788;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2012;0.0
4789;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2013;
4790;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2014;
4791;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;4 jaar na startjaar;2015;
4792;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2008;0.0
4793;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2009;0.0
4794;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2010;0.0
4795;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2011;0.0
4796;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2012;
4797;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2013;
4798;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2014;
4799;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;D Energievoorziening;5 jaar na startjaar;2015;
4800;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2008;0.0
4801;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2009;0.0
4802;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2010;0.0
4803;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2011;0.0
4804;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2012;0.0
4805;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2013;0.0
4806;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2014;0.0
4807;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2015;0.0
4808;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2008;0.0
4809;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2009;0.0
4810;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2010;0.0
4811;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2011;0.0
4812;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2012;0.0
4813;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2013;0.0
4814;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2014;0.0
4815;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2015;
4816;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2008;0.0
4817;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2009;0.0
4818;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2010;0.0
4819;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2011;0.0
4820;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2012;0.0
4821;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2013;0.0
4822;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2014;
4823;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2015;
4824;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2008;0.0
4825;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2009;0.0
4826;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2010;0.0
4827;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2011;0.0
4828;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2012;0.0
4829;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2013;
4830;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2014;
4831;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2015;
4832;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2008;0.0
4833;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2009;0.0
4834;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2010;0.0
4835;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2011;0.0
4836;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2012;
4837;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2013;
4838;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2014;
4839;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2015;
4840;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;F Bouwnijverheid;1 jaar na startjaar;2008;0.0
4841;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;F Bouwnijverheid;1 jaar na startjaar;2009;0.0
4842;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;F Bouwnijverheid;1 jaar na startjaar;2010;0.0
4843;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;F Bouwnijverheid;1 jaar na startjaar;2011;0.0
4844;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;F Bouwnijverheid;1 jaar na startjaar;2012;0.0
4845;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 75 jaar of ouder;F Bouwnijverheid;1 jaar na startjaar;2013;0.0
