ID;Geslacht;Opleidingsclusters;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
132;Mannen;2;Cohort 1995;150.0;14.0;17.0;20.0;26.0;34.0;36.0;38.0;10.0;13.0;17.0;23.0;31.0;33.0;34.0;10.0;12.0;16.0;22.0;30.0;31.0;32.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;24.0;39.0;46.0;46.0;51.0;52.0;53.0;51.0;72.0;51.0;40.0;37.0;30.0;22.0;12.0;12.0;71.0;51.0;39.0;35.0;28.0;22.0;12.0;10.0;70.0;49.0;36.0;33.0;27.0;21.0;11.0;10.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0
133;Mannen;2;Cohort 1996;130.0;11.0;13.0;18.0;26.0;32.0;36.0;37.0;8.0;10.0;13.0;20.0;26.0;29.0;30.0;7.0;9.0;13.0;19.0;25.0;28.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;4.0;6.0;6.0;7.0;7.0;26.0;40.0;45.0;48.0;54.0;55.0;57.0;59.0;73.0;52.0;44.0;39.0;28.0;19.0;10.0;5.0;70.0;49.0;43.0;37.0;26.0;17.0;10.0;4.0;69.0;49.0;43.0;37.0;26.0;17.0;10.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;2.0;1.0;1.0;1.0
134;Mannen;2;Cohort 1997;160.0;9.0;16.0;20.0;29.0;35.0;38.0;42.0;7.0;14.0;17.0;25.0;31.0;35.0;38.0;4.0;11.0;14.0;22.0;28.0;31.0;35.0;2.0;2.0;3.0;3.0;3.0;3.0;4.0;2.0;2.0;3.0;4.0;4.0;4.0;4.0;36.0;40.0;43.0;45.0;50.0;48.0;49.0;52.0;64.0;56.0;48.0;39.0;30.0;23.0;16.0;10.0;61.0;53.0;46.0;38.0;29.0;23.0;15.0;9.0;60.0;51.0;44.0;36.0;28.0;22.0;13.0;8.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0
135;Mannen;2;Cohort 1998;140.0;12.0;19.0;24.0;30.0;36.0;37.0;;9.0;13.0;19.0;25.0;30.0;31.0;;7.0;11.0;17.0;22.0;27.0;28.0;;2.0;2.0;2.0;3.0;3.0;3.0;;3.0;5.0;5.0;5.0;6.0;6.0;;26.0;36.0;43.0;47.0;47.0;50.0;50.0;50.0;74.0;61.0;45.0;34.0;28.0;19.0;15.0;13.0;70.0;58.0;44.0;34.0;27.0;16.0;13.0;12.0;70.0;55.0;44.0;33.0;26.0;16.0;13.0;12.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;1.0;3.0;1.0;1.0
136;Mannen;2;Cohort 1999;160.0;7.0;9.0;12.0;17.0;21.0;;;5.0;7.0;9.0;12.0;17.0;;;4.0;6.0;8.0;12.0;16.0;;;1.0;1.0;1.0;1.0;1.0;;;2.0;2.0;4.0;4.0;4.0;;;37.0;47.0;52.0;56.0;61.0;62.0;65.0;;61.0;51.0;41.0;34.0;27.0;21.0;13.0;;58.0;45.0;37.0;30.0;25.0;20.0;12.0;;56.0;44.0;37.0;30.0;24.0;19.0;11.0;;1.0;1.0;1.0;0.0;1.0;1.0;1.0;;4.0;6.0;4.0;4.0;2.0;1.0;1.0;
137;Mannen;2;Cohort 2000;180.0;7.0;12.0;17.0;25.0;;;;3.0;6.0;12.0;19.0;;;;3.0;6.0;12.0;19.0;;;;0.0;0.0;0.0;0.0;;;;4.0;6.0;5.0;6.0;;;;29.0;37.0;40.0;44.0;45.0;49.0;;;70.0;60.0;53.0;44.0;38.0;26.0;;;66.0;55.0;50.0;41.0;35.0;25.0;;;65.0;54.0;49.0;41.0;34.0;24.0;;;1.0;1.0;1.0;1.0;1.0;1.0;;;4.0;5.0;3.0;3.0;3.0;2.0;;
138;Mannen;2;Cohort 2001;180.0;7.0;11.0;18.0;;;;;5.0;9.0;15.0;;;;;5.0;9.0;15.0;;;;;0.0;0.0;0.0;;;;;2.0;2.0;3.0;;;;;36.0;46.0;49.0;56.0;58.0;;;;60.0;48.0;44.0;32.0;24.0;;;;60.0;47.0;41.0;29.0;23.0;;;;60.0;46.0;39.0;27.0;21.0;;;;0.0;2.0;2.0;2.0;2.0;;;;1.0;1.0;3.0;3.0;1.0;;;
139;Mannen;2;Cohort 2002;220.0;13.0;24.0;;;;;;8.0;17.0;;;;;;8.0;17.0;;;;;;0.0;0.0;;;;;;5.0;7.0;;;;;;32.0;41.0;48.0;50.0;;;;;63.0;50.0;38.0;26.0;;;;;58.0;46.0;36.0;24.0;;;;;58.0;44.0;36.0;24.0;;;;;0.0;1.0;0.0;0.0;;;;;5.0;4.0;2.0;3.0;;;;
140;Mannen;2;Cohort 2003;180.0;11.0;;;;;;;5.0;;;;;;;5.0;;;;;;;0.0;;;;;;;6.0;;;;;;;34.0;44.0;50.0;;;;;;62.0;50.0;38.0;;;;;;56.0;44.0;35.0;;;;;;56.0;44.0;34.0;;;;;;0.0;0.0;1.0;;;;;;6.0;6.0;3.0;;;;;
141;Mannen;2;Cohort 2004;170.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;44.0;;;;;;;64.0;51.0;;;;;;;62.0;48.0;;;;;;;61.0;47.0;;;;;;;1.0;1.0;;;;;;;2.0;4.0;;;;;;
142;Mannen;2;Cohort 2005;180.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;;;;;;;;68.0;;;;;;;;63.0;;;;;;;;63.0;;;;;;;;0.0;;;;;;;;5.0;;;;;;;
143;Mannen;3;Cohort 1995;540.0;12.0;18.0;23.0;29.0;33.0;35.0;38.0;8.0;14.0;19.0;24.0;28.0;30.0;33.0;8.0;14.0;19.0;24.0;28.0;30.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;31.0;43.0;48.0;51.0;53.0;56.0;56.0;56.0;62.0;47.0;40.0;31.0;24.0;16.0;12.0;9.0;59.0;46.0;38.0;30.0;23.0;15.0;11.0;8.0;59.0;46.0;38.0;29.0;23.0;15.0;11.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0
144;Mannen;3;Cohort 1996;540.0;8.0;14.0;21.0;28.0;32.0;34.0;35.0;5.0;10.0;18.0;24.0;28.0;31.0;32.0;5.0;10.0;18.0;24.0;28.0;30.0;32.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;29.0;43.0;49.0;51.0;51.0;54.0;56.0;56.0;67.0;52.0;43.0;35.0;27.0;19.0;13.0;10.0;64.0;51.0;41.0;34.0;26.0;18.0;12.0;10.0;64.0;50.0;41.0;34.0;26.0;18.0;12.0;10.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
145;Mannen;3;Cohort 1997;450.0;7.0;12.0;17.0;21.0;25.0;27.0;29.0;4.0;8.0;12.0;17.0;20.0;22.0;24.0;4.0;8.0;12.0;16.0;20.0;22.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;34.0;48.0;53.0;57.0;58.0;59.0;59.0;63.0;63.0;48.0;40.0;31.0;25.0;20.0;16.0;10.0;62.0;47.0;38.0;30.0;24.0;19.0;15.0;10.0;61.0;47.0;38.0;30.0;24.0;19.0;15.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0
146;Mannen;3;Cohort 1998;540.0;9.0;16.0;24.0;30.0;36.0;37.0;;6.0;13.0;20.0;27.0;32.0;34.0;;6.0;13.0;20.0;27.0;32.0;34.0;;0.0;0.0;0.0;0.0;0.0;0.0;;3.0;3.0;3.0;4.0;4.0;3.0;;29.0;42.0;46.0;49.0;52.0;52.0;54.0;55.0;69.0;54.0;45.0;35.0;24.0;17.0;10.0;7.0;67.0;52.0;43.0;34.0;23.0;16.0;10.0;7.0;66.0;52.0;42.0;33.0;22.0;16.0;10.0;7.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
147;Mannen;3;Cohort 1999;580.0;8.0;13.0;20.0;25.0;30.0;;;4.0;9.0;16.0;21.0;26.0;;;4.0;9.0;16.0;21.0;25.0;;;0.0;0.0;0.0;0.0;0.0;;;4.0;4.0;4.0;4.0;4.0;;;33.0;42.0;50.0;54.0;55.0;56.0;58.0;;64.0;54.0;42.0;32.0;25.0;19.0;12.0;;63.0;52.0;40.0;31.0;24.0;18.0;11.0;;62.0;52.0;40.0;31.0;24.0;17.0;11.0;;0.0;1.0;1.0;1.0;1.0;1.0;0.0;;1.0;2.0;2.0;1.0;1.0;1.0;1.0;
148;Mannen;3;Cohort 2000;550.0;7.0;16.0;20.0;27.0;;;;4.0;12.0;16.0;24.0;;;;4.0;12.0;16.0;24.0;;;;0.0;0.0;0.0;0.0;;;;3.0;4.0;4.0;3.0;;;;31.0;44.0;47.0;51.0;53.0;55.0;;;66.0;52.0;45.0;33.0;28.0;18.0;;;65.0;50.0;43.0;31.0;26.0;16.0;;;64.0;50.0;43.0;31.0;26.0;16.0;;;0.0;1.0;0.0;0.0;0.0;0.0;;;2.0;1.0;2.0;2.0;2.0;2.0;;
149;Mannen;3;Cohort 2001;510.0;6.0;10.0;19.0;;;;;3.0;8.0;16.0;;;;;3.0;7.0;16.0;;;;;0.0;0.0;0.0;;;;;2.0;3.0;4.0;;;;;35.0;48.0;52.0;54.0;56.0;;;;64.0;50.0;42.0;36.0;25.0;;;;61.0;47.0;40.0;33.0;23.0;;;;61.0;47.0;39.0;33.0;23.0;;;;1.0;1.0;0.0;0.0;0.0;;;;3.0;3.0;2.0;2.0;2.0;;;
150;Mannen;3;Cohort 2002;440.0;9.0;17.0;;;;;;4.0;12.0;;;;;;4.0;12.0;;;;;;0.0;0.0;;;;;;5.0;5.0;;;;;;30.0;40.0;48.0;54.0;;;;;66.0;55.0;43.0;29.0;;;;;64.0;54.0;42.0;27.0;;;;;63.0;53.0;41.0;26.0;;;;;1.0;1.0;1.0;1.0;;;;;2.0;1.0;1.0;1.0;;;;
151;Mannen;3;Cohort 2003;410.0;12.0;;;;;;;7.0;;;;;;;7.0;;;;;;;0.0;;;;;;;5.0;;;;;;;27.0;39.0;46.0;;;;;;70.0;55.0;42.0;;;;;;67.0;52.0;39.0;;;;;;67.0;51.0;39.0;;;;;;0.0;0.0;0.0;;;;;;3.0;3.0;3.0;;;;;
152;Mannen;3;Cohort 2004;290.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;45.0;;;;;;;66.0;49.0;;;;;;;63.0;45.0;;;;;;;61.0;44.0;;;;;;;1.0;1.0;;;;;;;3.0;3.0;;;;;;
153;Mannen;3;Cohort 2005;220.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;;;;;;;;65.0;;;;;;;;64.0;;;;;;;;64.0;;;;;;;;0.0;;;;;;;;2.0;;;;;;;
154;Mannen;4;Cohort 1995;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Mannen;4;Cohort 1996;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Mannen;4;Cohort 1997;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Mannen;4;Cohort 1998;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Mannen;4;Cohort 1999;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Mannen;4;Cohort 2000;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Mannen;4;Cohort 2001;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Mannen;4;Cohort 2002;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Mannen;4;Cohort 2003;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Mannen;4;Cohort 2004;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Mannen;4;Cohort 2005;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Mannen;5;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Mannen;5;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;Mannen;5;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Mannen;5;Cohort 1998;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;Mannen;5;Cohort 1999;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;Mannen;5;Cohort 2000;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Mannen;5;Cohort 2001;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Mannen;5;Cohort 2002;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;Mannen;5;Cohort 2003;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;Mannen;5;Cohort 2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Mannen;5;Cohort 2005;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Mannen;6;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Mannen;6;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Mannen;6;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Mannen;6;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Mannen;6;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Mannen;6;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Mannen;6;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Mannen;6;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Mannen;6;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Mannen;6;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Mannen;6;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Mannen;7;Cohort 1995;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Mannen;7;Cohort 1996;70.0;8.0;18.0;37.0;48.0;52.0;54.0;63.0;6.0;17.0;35.0;46.0;51.0;52.0;62.0;6.0;17.0;35.0;46.0;51.0;52.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;15.0;22.0;26.0;26.0;28.0;29.0;28.0;29.0;85.0;78.0;66.0;55.0;35.0;23.0;20.0;17.0;83.0;77.0;66.0;55.0;35.0;23.0;18.0;15.0;83.0;77.0;66.0;55.0;34.0;22.0;17.0;14.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0
189;Mannen;7;Cohort 1997;60.0;11.0;25.0;39.0;46.0;49.0;53.0;56.0;9.0;23.0;35.0;42.0;46.0;51.0;54.0;9.0;23.0;35.0;42.0;46.0;51.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;4.0;4.0;2.0;2.0;25.0;33.0;33.0;35.0;37.0;42.0;42.0;42.0;75.0;67.0;56.0;40.0;25.0;12.0;9.0;5.0;74.0;67.0;54.0;39.0;25.0;12.0;9.0;5.0;74.0;67.0;54.0;39.0;25.0;12.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
190;Mannen;7;Cohort 1998;60.0;8.0;27.0;32.0;42.0;47.0;53.0;;5.0;24.0;27.0;37.0;42.0;47.0;;5.0;24.0;27.0;37.0;42.0;47.0;;0.0;0.0;0.0;0.0;0.0;0.0;;3.0;3.0;5.0;5.0;5.0;5.0;;19.0;29.0;29.0;27.0;32.0;32.0;34.0;32.0;80.0;69.0;63.0;46.0;36.0;25.0;19.0;15.0;78.0;68.0;61.0;44.0;34.0;22.0;15.0;12.0;78.0;68.0;61.0;44.0;34.0;22.0;15.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0
191;Mannen;7;Cohort 1999;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Mannen;7;Cohort 2000;60.0;5.0;21.0;34.0;43.0;;;;3.0;20.0;33.0;41.0;;;;3.0;20.0;33.0;41.0;;;;0.0;0.0;0.0;0.0;;;;2.0;2.0;2.0;2.0;;;;20.0;28.0;31.0;33.0;30.0;34.0;;;80.0;70.0;64.0;46.0;36.0;23.0;;;77.0;70.0;64.0;46.0;34.0;21.0;;;77.0;70.0;64.0;46.0;34.0;21.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;0.0;0.0;0.0;2.0;2.0;;
193;Mannen;7;Cohort 2001;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Mannen;7;Cohort 2002;60.0;0.0;27.0;;;;;;0.0;25.0;;;;;;0.0;25.0;;;;;;0.0;0.0;;;;;;0.0;2.0;;;;;;24.0;24.0;24.0;32.0;;;;;76.0;76.0;76.0;41.0;;;;;76.0;75.0;75.0;41.0;;;;;76.0;73.0;73.0;39.0;;;;;0.0;2.0;2.0;2.0;;;;;0.0;2.0;2.0;0.0;;;;
195;Mannen;7;Cohort 2003;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Mannen;7;Cohort 2004;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;Mannen;7;Cohort 2005;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Mannen;8;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Mannen;8;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Mannen;8;Cohort 1997;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Mannen;8;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Mannen;8;Cohort 1999;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Mannen;8;Cohort 2000;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Mannen;8;Cohort 2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Mannen;8;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Mannen;8;Cohort 2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Mannen;8;Cohort 2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;Mannen;8;Cohort 2005;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;Mannen;9;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Mannen;9;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Mannen;9;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;Mannen;9;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;Mannen;9;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;Mannen;9;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;Mannen;9;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Mannen;9;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
