ID;Geslacht;Leeftijd;Herkomstgroepering;SoortHuishouden;Perioden;TotaalBevolking_1;AlleenArbeidTotaal_2;ArbeidAlsWerknemer_3;ArbeidAlsZelfstandige_4;ArbeidAlsWerknemerEnAlsZelfstandige_5;AlleenUitkeringTotaal_6;AOUitkering_7;WWUitkering_8;WWEnAOUitkering_9;Bijstandsuitkering_10;BijstandsEnAOUitkering_11;AndereUitkeringen_12;AlleenArbeidEnUitkeringTotaal_13;ArbeidAlsWerknemerEnUitkeringTotaal_14;ArbeidAlsWerknemerEnAOUitkering_15;ArbeidAlsWerknemerEnWWUitkering_16;ArbeidAlsWerknemerEnBijstandsuitk_17;ArbeidAlsWerknemerEnAndereUitkering_18;ArbeidAlsZelfstandigeEnUitkering_19;ArbeidAlsWerknEnAlsZelfsEnUitk_20;AlleenPensioen_21;AlleenArbeidEnPensioenTotaal_22;ArbeidAlsWerknemerEnPensioen_23;ArbeidAlsZelfstandigeEnPensioen_24;ArbeidAlsWerknEnAlsZelfsEnPens_25;AlleenUitkeringEnPensioenTotaal_26;PensioenEnAOUitkering_27;PensioenEnWWUitkering_28;PensioenEnBijstandsuitkering_29;PensioenEnAndereUitkeringen_30;ArbeidUitkeringEnPensioen_31;GeenArbeidUitkeringPensioenTotaal_32;NietSchoolgaandeKinderen_33;ScholierStudent_34;OverigePersonen_35
4939;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2005, vrijdag 30 september;0.3;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4940;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2006, vrijdag 29 september;0.3;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4941;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2007, vrijdag 28 september;0.3;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4942;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2008, vrijdag 26 september;0.4;0.1;0.1;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4943;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2009, vrijdag 25 september;0.4;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4944;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2010, vrijdag 24 september;0.4;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4945;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2011, vrijdag 30 september;0.4;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4946;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2012, vrijdag 28 september;0.3;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4947;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2013. vrijdag 27 september;0.4;0.0;0.0;0.0;0.0;0.3;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4948;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2014, vrijdag 26 september;0.4;0.0;0.0;0.0;0.0;0.3;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4949;Totaal mannen en vrouwen;35 tot 40 jaar;Suriname;Totaal institutionele huishoudens;2015, vrijdag 25 september;0.4;0.0;0.0;0.0;0.0;0.3;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4950;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2001, vrijdag 28 september;9.8;6.2;5.8;0.2;0.2;1.9;0.2;0.1;0.0;1.5;0.0;0.1;0.6;0.6;0.1;0.0;0.3;0.2;0.0;0.0;;;;;;;;;;;;1.0;;0.0;1.0
4951;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2002, vrijdag 27 september;10.0;6.3;5.9;0.3;0.1;2.0;0.2;0.1;0.0;1.6;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;1.1;;0.0;1.1
4952;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2003, vrijdag 26 september;10.0;6.2;5.8;0.3;0.2;2.3;0.2;0.2;0.0;1.7;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;1.0;;0.0;1.0
4953;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2004, vrijdag 24 september;9.9;6.1;5.7;0.3;0.2;2.3;0.2;0.3;0.0;1.7;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;1.0;;0.0;0.9
4954;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2005, vrijdag 30 september;10.0;6.3;5.8;0.3;0.2;2.2;0.2;0.3;0.0;1.6;0.0;0.2;0.5;0.4;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;1.0;;0.0;0.9
4955;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2006, vrijdag 29 september;10.2;6.9;6.3;0.4;0.2;1.9;0.2;0.2;0.0;1.4;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4956;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2007, vrijdag 28 september;10.5;7.3;6.7;0.4;0.2;1.7;0.2;0.1;0.0;1.2;0.0;0.2;0.5;0.5;0.1;0.1;0.3;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4957;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2008, vrijdag 26 september;10.7;7.6;6.9;0.5;0.3;1.6;0.3;0.1;0.0;1.1;0.0;0.2;0.4;0.4;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;1.0;;0.0;1.0
4958;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2009, vrijdag 25 september;10.7;7.3;6.5;0.5;0.3;1.9;0.3;0.3;0.0;1.1;0.0;0.2;0.5;0.5;0.1;0.1;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4959;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2010, vrijdag 24 september;10.5;7.1;6.3;0.5;0.3;2.0;0.3;0.3;0.0;1.3;0.0;0.2;0.5;0.4;0.1;0.2;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.8
4960;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2011, vrijdag 30 september;10.3;6.9;6.1;0.6;0.3;2.1;0.3;0.3;0.0;1.4;0.0;0.2;0.5;0.4;0.1;0.1;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.8
4961;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2012, vrijdag 28 september;10.1;6.6;5.7;0.6;0.3;2.2;0.3;0.4;0.0;1.4;0.0;0.2;0.5;0.4;0.1;0.2;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.7
4962;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2013. vrijdag 27 september;10.2;6.4;5.6;0.6;0.2;2.4;0.3;0.4;0.0;1.5;0.0;0.2;0.6;0.5;0.1;0.2;0.2;0.0;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.7
4963;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2014, vrijdag 26 september;10.5;6.5;5.6;0.6;0.2;2.6;0.4;0.4;0.0;1.7;0.0;0.1;0.6;0.5;0.1;0.2;0.2;0.0;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.8
4964;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal huishoudens;2015, vrijdag 25 september;10.8;6.9;5.9;0.6;0.3;2.6;0.4;0.3;0.0;1.8;0.0;0.1;0.6;0.5;0.1;0.2;0.2;0.0;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.8
4965;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2001, vrijdag 28 september;9.6;6.2;5.8;0.2;0.2;1.9;0.2;0.1;0.0;1.5;0.0;0.1;0.6;0.5;0.1;0.0;0.3;0.1;0.0;0.0;;;;;;;;;;;;1.0;;0.0;1.0
4966;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2002, vrijdag 27 september;9.8;6.3;5.9;0.3;0.1;2.0;0.2;0.1;0.0;1.5;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;1.0;;0.0;1.0
4967;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2003, vrijdag 26 september;9.8;6.2;5.7;0.3;0.2;2.2;0.2;0.2;0.0;1.6;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4968;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2004, vrijdag 24 september;9.7;6.1;5.6;0.3;0.2;2.2;0.2;0.3;0.0;1.6;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4969;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2005, vrijdag 30 september;9.8;6.3;5.8;0.3;0.2;2.1;0.2;0.3;0.0;1.5;0.0;0.1;0.5;0.4;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4970;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2006, vrijdag 29 september;10.0;6.9;6.3;0.4;0.2;1.8;0.2;0.2;0.0;1.3;0.0;0.1;0.5;0.5;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4971;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2007, vrijdag 28 september;10.3;7.3;6.7;0.4;0.2;1.6;0.2;0.1;0.0;1.1;0.0;0.1;0.5;0.5;0.1;0.1;0.3;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.8
4972;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2008, vrijdag 26 september;10.4;7.6;6.9;0.5;0.3;1.5;0.2;0.1;0.0;1.0;0.0;0.1;0.4;0.4;0.1;0.1;0.2;0.1;0.0;0.0;;;;;;;;;;;;0.9;;0.0;0.9
4973;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2009, vrijdag 25 september;10.4;7.2;6.4;0.5;0.3;1.8;0.2;0.3;0.0;1.1;0.0;0.2;0.5;0.4;0.1;0.1;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.9;;0.0;0.8
4974;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2010, vrijdag 24 september;10.3;7.1;6.3;0.5;0.3;1.9;0.2;0.3;0.0;1.2;0.0;0.2;0.5;0.4;0.1;0.2;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.7
4975;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2011, vrijdag 30 september;10.1;6.9;6.1;0.6;0.3;2.0;0.3;0.3;0.0;1.3;0.0;0.2;0.5;0.4;0.1;0.1;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.7;;0.0;0.7
4976;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2012, vrijdag 28 september;9.9;6.6;5.7;0.6;0.3;2.1;0.3;0.4;0.0;1.3;0.0;0.2;0.5;0.4;0.1;0.2;0.2;0.1;0.1;0.0;;;;;;;;;;;;0.7;;0.0;0.7
4977;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2013. vrijdag 27 september;10.0;6.4;5.6;0.6;0.2;2.3;0.3;0.4;0.0;1.5;0.0;0.2;0.6;0.5;0.1;0.2;0.2;0.0;0.1;0.0;;;;;;;;;;;;0.7;;0.0;0.7
4978;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2014, vrijdag 26 september;10.2;6.5;5.6;0.6;0.2;2.4;0.3;0.4;0.0;1.6;0.0;0.1;0.6;0.5;0.1;0.2;0.2;0.0;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.7
4979;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal particuliere huishoudens;2015, vrijdag 25 september;10.6;6.9;5.9;0.6;0.3;2.4;0.3;0.3;0.0;1.7;0.0;0.1;0.6;0.5;0.1;0.2;0.2;0.0;0.1;0.0;;;;;;;;;;;;0.8;;0.0;0.7
4980;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2001, vrijdag 28 september;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.0;;0.0;0.0
4981;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2002, vrijdag 27 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4982;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2003, vrijdag 26 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4983;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2004, vrijdag 24 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4984;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2005, vrijdag 30 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4985;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2006, vrijdag 29 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4986;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2007, vrijdag 28 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4987;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2008, vrijdag 26 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4988;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2009, vrijdag 25 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4989;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2010, vrijdag 24 september;0.2;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4990;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2011, vrijdag 30 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4991;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2012, vrijdag 28 september;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4992;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2013. vrijdag 27 september;0.2;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4993;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2014, vrijdag 26 september;0.2;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4994;Totaal mannen en vrouwen;35 tot 40 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal institutionele huishoudens;2015, vrijdag 25 september;0.2;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.1;;0.0;0.1
4995;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2001, vrijdag 28 september;50.0;24.6;20.8;3.1;0.8;9.5;0.6;0.4;0.0;7.7;0.1;0.7;2.3;2.0;0.3;0.2;1.0;0.6;0.2;0.0;;;;;;;;;;;;13.7;;0.1;13.5
4996;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2002, vrijdag 27 september;52.1;25.4;21.5;3.1;0.8;10.0;0.6;0.6;0.1;8.0;0.1;0.7;2.1;1.9;0.3;0.3;1.0;0.4;0.2;0.0;;;;;;;;;;;;14.5;;0.2;14.3
4997;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2003, vrijdag 26 september;53.7;25.2;21.2;3.2;0.8;11.7;0.7;1.1;0.1;9.1;0.1;0.7;2.1;1.8;0.2;0.3;0.9;0.4;0.3;0.0;;;;;;;;;;;;14.7;;0.3;14.4
4998;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2004, vrijdag 24 september;53.9;24.4;20.5;3.2;0.8;12.4;0.7;1.4;0.1;9.5;0.1;0.6;2.1;1.8;0.2;0.4;0.8;0.3;0.3;0.0;;;;;;;;;;;;15.0;;0.4;14.6
4999;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2005, vrijdag 30 september;54.2;24.9;20.7;3.3;0.9;12.2;0.6;1.2;0.0;9.6;0.1;0.7;2.1;1.7;0.2;0.4;0.9;0.3;0.3;0.1;;;;;;;;;;;;15.0;;0.4;14.6
5000;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2006, vrijdag 29 september;53.5;26.1;21.6;3.5;1.0;10.7;0.6;0.7;0.0;8.7;0.0;0.7;2.1;1.8;0.1;0.3;1.1;0.3;0.3;0.0;;;;;;;;;;;;14.6;;0.4;14.2
5001;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2007, vrijdag 28 september;53.5;27.8;23.2;3.6;1.0;9.6;0.6;0.5;0.0;7.8;0.0;0.6;2.1;1.9;0.1;0.3;1.2;0.3;0.2;0.0;;;;;;;;;;;;14.0;;0.3;13.7
5002;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2008, vrijdag 26 september;53.8;29.7;24.8;3.9;1.0;9.3;0.6;0.5;0.0;7.6;0.0;0.6;1.9;1.6;0.1;0.3;1.0;0.2;0.3;0.0;;;;;;;;;;;;12.8;;0.3;12.6
5003;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2009, vrijdag 25 september;55.1;29.5;24.2;4.3;1.0;10.3;0.6;1.1;0.0;7.8;0.0;0.7;2.1;1.7;0.1;0.5;0.9;0.2;0.3;0.0;;;;;;;;;;;;13.2;;0.3;12.9
5004;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2010, vrijdag 24 september;55.0;29.3;24.0;4.3;1.0;10.5;0.7;1.0;0.0;8.1;0.0;0.7;2.1;1.7;0.1;0.4;1.0;0.2;0.3;0.0;;;;;;;;;;;;13.2;;0.3;12.9
5005;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2011, vrijdag 30 september;55.8;30.0;24.5;4.4;1.1;10.8;0.7;0.9;0.0;8.5;0.0;0.6;2.1;1.7;0.1;0.4;1.0;0.2;0.4;0.0;;;;;;;;;;;;13.0;;0.3;12.7
5006;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2012, vrijdag 28 september;55.9;30.0;24.3;4.6;1.1;10.9;0.8;1.0;0.0;8.5;0.0;0.6;2.2;1.8;0.1;0.5;1.0;0.2;0.3;0.0;;;;;;;;;;;;12.8;;0.3;12.5
5007;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2013. vrijdag 27 september;57.0;29.9;24.2;4.7;1.0;11.7;0.8;1.1;0.0;8.9;0.0;0.7;2.3;1.9;0.1;0.6;1.0;0.2;0.4;0.0;;;;;;;;;;;;13.1;;0.3;12.8
5008;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2014, vrijdag 26 september;59.0;31.0;24.9;5.0;1.1;12.4;0.9;1.0;0.0;9.8;0.1;0.6;2.4;2.0;0.1;0.6;1.1;0.2;0.4;0.0;;;;;;;;;;;;13.2;;0.3;12.9
5009;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal huishoudens;2015, vrijdag 25 september;63.5;33.1;26.5;5.2;1.3;14.0;1.0;0.9;0.0;11.4;0.0;0.6;2.4;2.0;0.2;0.5;1.1;0.1;0.4;0.1;;;;;;;;;;;;14.0;;0.2;13.8
5010;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal particuliere huishoudens;2001, vrijdag 28 september;49.7;24.6;20.8;3.0;0.8;9.4;0.6;0.4;0.0;7.7;0.1;0.7;2.3;2.0;0.3;0.2;1.0;0.6;0.2;0.0;;;;;;;;;;;;13.4;;0.1;13.3
5011;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal particuliere huishoudens;2002, vrijdag 27 september;51.6;25.4;21.4;3.1;0.8;9.9;0.6;0.6;0.1;8.0;0.1;0.7;2.1;1.9;0.3;0.3;0.9;0.4;0.2;0.0;;;;;;;;;;;;14.2;;0.2;14.0
5012;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal particuliere huishoudens;2003, vrijdag 26 september;53.2;25.1;21.1;3.2;0.8;11.6;0.7;1.1;0.1;9.0;0.1;0.7;2.1;1.8;0.2;0.3;0.9;0.4;0.3;0.0;;;;;;;;;;;;14.4;;0.3;14.1
5013;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal particuliere huishoudens;2004, vrijdag 24 september;53.4;24.4;20.4;3.2;0.7;12.3;0.7;1.4;0.1;9.4;0.1;0.6;2.1;1.8;0.2;0.4;0.8;0.3;0.3;0.0;;;;;;;;;;;;14.7;;0.4;14.3
5014;Totaal mannen en vrouwen;35 tot 40 jaar;Overig niet-westers;Totaal particuliere huishoudens;2005, vrijdag 30 september;53.7;24.8;20.6;3.3;0.9;12.1;0.6;1.2;0.0;9.5;0.1;0.7;2.1;1.7;0.2;0.4;0.9;0.3;0.3;0.1;;;;;;;;;;;;14.7;;0.4;14.3
