ID;Geslacht;Kenmerken;Perioden;EenOfMeerDelictenTotaal_1;MeerDanEenDelictsoort_2;GeweldsdelictenTotaal_3;VechtpartijInOpenbaar_4;VerwondingMetMesOfAnderWapen_5;MishandelingMetLetsel_6;Bedreiging_7;VermogensdelictenTotaal_8;DiefstaldelictenTotaal_9;Fietsdiefstal_10;DiefstalOpSchoolOfWerkTotaal_11;DiefstalOpSchool_12;DiefstalOpWerk_13;Winkeldiefstal_14;PrijsjesVerwisselen_15;Heling_16;VandalismedelictenTotaal_17;OpzettelijkeVernieling_18;Graffiti_19;Brandstichting_20;Zwartrijden_21;RijdenOnderInvloed_22;Wapenbezit_23
306;Vrouwen;Hh.-samenstelling: lid van éénoudergezin;1997;;;;;;;;;;;;;;;;;;;;;;;
307;Vrouwen;Hh.-samenstelling: lid van éénoudergezin;2001;;;;;;;;;;;;;;;;;;;;;;;
308;Vrouwen;Hh.-samenstelling: lid van éénoudergezin;2003;;;;;;;;;;;;;;;;;;;;;;;
309;Vrouwen;Hh.-samenstelling: lid paar z. kinderen;1997;;;;;;;;;;;;;;;;;;;;;;;
310;Vrouwen;Hh.-samenstelling: lid paar z. kinderen;2001;;;;;;;;;;;;;;;;;;;;;;;
311;Vrouwen;Hh.-samenstelling: lid paar z. kinderen;2003;;;;;;;;;;;;;;;;;;;;;;;
312;Vrouwen;Hh.-samenstelling: lid paar met kinderen;1997;;;;;;;;;;;;;;;;;;;;;;;
313;Vrouwen;Hh.-samenstelling: lid paar met kinderen;2001;;;;;;;;;;;;;;;;;;;;;;;
314;Vrouwen;Hh.-samenstelling: lid paar met kinderen;2003;;;;;;;;;;;;;;;;;;;;;;;
315;Vrouwen;Zeer sterk stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
316;Vrouwen;Zeer sterk stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
317;Vrouwen;Zeer sterk stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
318;Vrouwen;Sterk stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
319;Vrouwen;Sterk stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
320;Vrouwen;Sterk stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
321;Vrouwen;Matig stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
322;Vrouwen;Matig stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
323;Vrouwen;Matig stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
324;Vrouwen;Weinig stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
325;Vrouwen;Weinig stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
326;Vrouwen;Weinig stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
327;Vrouwen;Niet stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
328;Vrouwen;Niet stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
329;Vrouwen;Niet stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
330;Vrouwen;Eigen woning;1997;;;;;;;;;;;;;;;;;;;;;;;
331;Vrouwen;Eigen woning;2001;;;;;;;;;;;;;;;;;;;;;;;
332;Vrouwen;Eigen woning;2003;;;;;;;;;;;;;;;;;;;;;;;
333;Vrouwen;Geen eigen woning;1997;;;;;;;;;;;;;;;;;;;;;;;
334;Vrouwen;Geen eigen woning;2001;;;;;;;;;;;;;;;;;;;;;;;
335;Vrouwen;Geen eigen woning;2003;;;;;;;;;;;;;;;;;;;;;;;
336;Vrouwen;Eengezinswoning, vrijstaande woning;1997;;;;;;;;;;;;;;;;;;;;;;;
337;Vrouwen;Eengezinswoning, vrijstaande woning;2001;;;;;;;;;;;;;;;;;;;;;;;
338;Vrouwen;Eengezinswoning, vrijstaande woning;2003;;;;;;;;;;;;;;;;;;;;;;;
339;Vrouwen;Flat, etage-, portiekwoning;1997;;;;;;;;;;;;;;;;;;;;;;;
340;Vrouwen;Flat, etage-, portiekwoning;2001;;;;;;;;;;;;;;;;;;;;;;;
341;Vrouwen;Flat, etage-, portiekwoning;2003;;;;;;;;;;;;;;;;;;;;;;;
342;Vrouwen;Ander woningtype;1997;;;;;;;;;;;;;;;;;;;;;;;
343;Vrouwen;Ander woningtype;2001;;;;;;;;;;;;;;;;;;;;;;;
344;Vrouwen;Ander woningtype;2003;;;;;;;;;;;;;;;;;;;;;;;
345;Vrouwen;Lft. cat. 2: 0-14 jaar;1997;33.9;19.8;11.5;7.4;0.7;5.1;3.9;19.5;11.7;0.9;5.2;5.2;0.3;8.4;11.3;2.0;16.7;12.8;7.5;1.7;12.6;;4.8
346;Vrouwen;Lft. cat. 2: 0-14 jaar;2001;36.9;18.4;7.6;4.0;0.0;3.3;3.7;17.6;10.0;0.2;5.5;5.6;0.0;4.6;8.9;3.2;17.5;11.5;9.1;1.1;16.7;;4.5
347;Vrouwen;Lft. cat. 2: 0-14 jaar;2003;30.2;14.3;7.8;4.8;1.0;1.3;3.7;13.1;10.4;1.2;4.5;4.6;0.0;8.1;6.6;0.9;15.7;9.8;6.5;1.2;12.7;;2.2
348;Vrouwen;Lft. cat. 2: 15-24 jaar;1997;44.2;18.2;6.8;4.4;0.2;1.9;2.9;22.6;12.9;1.8;5.9;5.0;1.3;8.1;10.9;7.3;8.8;7.1;3.4;0.2;25.9;4.1;8.2
349;Vrouwen;Lft. cat. 2: 15-24 jaar;2001;49.3;19.0;8.0;5.3;0.3;2.4;3.4;21.7;13.1;2.3;6.8;6.0;1.3;6.7;9.7;5.2;8.1;6.0;2.9;0.3;31.6;6.2;7.4
350;Vrouwen;Lft. cat. 2: 15-24 jaar;2003;46.9;19.7;8.8;5.6;0.1;1.3;4.5;20.9;13.1;3.6;6.2;4.9;1.4;6.0;4.9;6.8;9.2;7.2;2.8;1.0;31.4;5.8;6.6
351;Vrouwen;Lft. cat. 2: 15-19 jaar;1997;51.6;24.5;10.6;7.0;0.3;2.7;5.2;28.6;18.7;2.2;8.2;8.2;0.9;13.1;15.1;7.0;15.4;11.8;6.8;0.2;29.4;0.6;10.9
352;Vrouwen;Lft. cat. 2: 15-19 jaar;2001;55.7;23.7;13.6;9.2;0.3;3.8;5.7;24.7;17.8;3.5;8.7;7.7;1.4;10.3;9.4;4.9;13.0;9.5;5.2;0.7;36.7;3.2;8.2
353;Vrouwen;Lft. cat. 2: 15-19 jaar;2003;54.0;26.0;14.7;9.6;0.3;2.3;7.8;26.6;18.1;4.7;8.9;7.4;1.8;8.7;7.1;6.1;14.5;10.8;5.1;1.8;35.8;3.1;7.8
354;Vrouwen;Lft. cat. 2: 20-24 jaar;1997;37.1;12.1;3.1;1.9;0.0;1.1;0.6;16.7;7.3;1.4;3.6;2.0;1.6;3.3;6.8;7.6;2.5;2.5;0.0;0.2;22.6;5.4;5.6
355;Vrouwen;Lft. cat. 2: 20-24 jaar;2001;43.2;14.5;2.8;1.6;0.4;1.0;1.2;18.8;8.6;1.2;5.1;4.4;1.2;3.4;9.9;5.4;3.5;2.7;0.8;0.0;26.7;7.3;6.7
356;Vrouwen;Lft. cat. 2: 20-24 jaar;2003;40.1;13.5;3.0;1.7;0.0;0.4;1.3;15.4;8.3;2.6;3.5;2.5;1.0;3.4;2.8;7.5;4.2;3.7;0.6;0.3;27.1;6.8;5.5
357;Vrouwen;Lft. cat. 2: 25-34 jaar;1997;27.8;6.3;0.7;0.4;0.2;0.0;0.5;13.6;2.1;0.8;0.2;0.2;0.0;1.1;5.1;7.3;1.4;1.0;0.0;0.4;12.4;8.1;4.2
358;Vrouwen;Lft. cat. 2: 25-34 jaar;2001;30.3;7.3;3.1;1.4;0.0;1.1;1.3;9.7;2.9;0.6;0.8;0.2;0.8;1.9;4.9;3.3;1.5;1.1;0.4;0.5;18.2;5.8;4.1
359;Vrouwen;Lft. cat. 2: 25-34 jaar;2003;29.0;6.2;2.0;0.6;0.2;0.2;1.2;11.9;5.0;0.4;2.8;1.3;1.8;2.2;5.4;4.9;1.9;1.9;0.0;0.0;13.9;6.7;4.2
