ID;Geslacht;Leeftijd;Afstudeerrichting;Herkomstgroepering;Peilmoment;BedrijfstakkenBranchesSBI93;Perioden;LoonVanWerknemersTotaal_1;LoonVanWerknemersVoltijd_2;LoonVanWerknemersTotaal_3;LoonVanWerknemersVoltijd_4;LoonVanWerknemersTotaal_5;LoonVanWerknemersVoltijd_6;LoonVanWerknemersTotaal_7;LoonVanWerknemersVoltijd_8;LoonVanWerknemersTotaal_9;LoonVanWerknemersVoltijd_10;LoonVanWerknemersTotaal_11;LoonVanWerknemersVoltijd_12;LoonVanWerknemersTotaal_13;LoonVanWerknemersVoltijd_14;LoonVanWerknemersTotaal_15;LoonVanWerknemersVoltijd_16
4095;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
4096;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;2;Cohort 2004/'05;;;;;;;;;;;;;;;;
4097;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;2;Cohort 2005/'06;;;;;;;;;;;;;;;;
4098;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;2;Cohort 2006/'07;;;;;;;;;;;;;;;;
4099;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;;;;;;;;;
4100;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;3;Cohort 2004/'05;1.0;1.7;1.0;1.7;1.4;1.7;0.3;;;;;;;;;
4101;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;3;Cohort 2005/'06;0.9;;0.9;;0.9;;;;;;;;;;;
4102;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;3;Cohort 2006/'07;;;;;;;;;;;;;;;;
4103;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;;;;;;;;;
4104;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;4;Cohort 2004/'05;;;;;;;;;;;;;;;;
4105;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;4;Cohort 2005/'06;0.6;;0.6;;0.6;;;;;;;;;;;
4106;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;4;Cohort 2006/'07;;;;;;;;;;;;;;;;
4107;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
4108;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;5;Cohort 2004/'05;;;;;;;;;;;;;;;;
4109;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;5;Cohort 2005/'06;;;;;;;;;;;;;;;;
4110;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;5;Cohort 2006/'07;3.2;3.2;3.2;3.2;3.2;3.2;;;;;;;;;;
4111;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
4112;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;6;Cohort 2004/'05;;;;;;;;;;;;;;;;
4113;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;6;Cohort 2005/'06;2.4;2.4;;;;;;;2.4;2.4;;;2.4;2.4;;
4114;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;6;Cohort 2006/'07;2.3;2.3;2.3;2.3;2.3;2.3;;;;;;;;;;
4115;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
4116;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;7;Cohort 2004/'05;;;;;;;;;;;;;;;;
4117;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;7;Cohort 2005/'06;;;;;;;;;;;;;;;;
4118;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;7;Cohort 2006/'07;3.2;3.2;3.4;3.4;3.4;3.4;;;2.2;2.2;;;2.2;2.2;;
4119;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
4120;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;8;Cohort 2004/'05;1.7;2.4;1.7;2.4;1.7;2.4;;;;;;;;;;
4121;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;8;Cohort 2005/'06;2.0;3.3;2.0;3.3;2.0;3.3;;;;;;;;;;
4122;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;8;Cohort 2006/'07;1.6;;1.5;;1.5;;;;2.2;;;;2.2;;;
4123;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
4124;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9;Cohort 2004/'05;1.6;;1.6;;1.6;;;;;;;;;;;
4125;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9;Cohort 2005/'06;;;;;;;;;;;;;;;;
4126;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9;Cohort 2006/'07;1.5;2.2;1.5;2.2;1.5;2.2;;;;;;;;;;
4127;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
4128;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.0;2.4;2.0;2.4;1.9;2.4;2.6;2.6;1.4;;;;1.4;;;
4129;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;M Onderwijs;Cohort 2005/'06;2.1;2.6;2.1;2.6;2.1;2.6;2.0;;2.3;2.8;;;2.3;2.8;;
4130;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;M Onderwijs;Cohort 2006/'07;2.3;2.7;2.3;2.7;2.3;2.7;;;2.3;2.6;;;2.3;2.6;;
4131;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
4132;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;;;;;;;;;;;;;;;;
4133;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;0.9;;0.9;;0.9;;;;;;;;;;;
4134;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;1.7;2.2;2.2;2.2;2.2;2.2;;;1.1;;;;1.1;;;
4135;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
4136;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;2.2;2.9;2.2;2.9;2.2;2.9;;;;;;;;;;
4137;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;1.2;;1.2;;1.2;;;;;;;;;;;
4138;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;1.7;2.3;1.7;2.3;1.7;2.3;;;;;;;;;;
4139;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
4140;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;Onbekend;Cohort 2004/'05;;;;;;;;;;;;;;;;
4141;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
4142;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
4143;Totaal mannen en vrouwen;0;2;8;Één jaar na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
4144;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;0;Cohort 2004/'05;2.2;2.4;2.1;2.4;2.1;2.4;2.3;;2.5;2.5;;;2.5;2.5;;
4145;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;0;Cohort 2005/'06;2.4;2.8;2.3;2.7;2.3;2.7;2.5;;2.7;3.0;;;2.7;3.0;;
4146;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;0;Cohort 2006/'07;;;;;;;;;;;;;;;;
4147;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;;;;;;;;;
4148;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;1;Cohort 2004/'05;;;;;;;;;;;;;;;;
4149;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;1;Cohort 2005/'06;;;;;;;;;;;;;;;;
4150;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;1;Cohort 2006/'07;;;;;;;;;;;;;;;;
4151;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
4152;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;2;Cohort 2004/'05;;;;;;;;;;;;;;;;
4153;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;2;Cohort 2005/'06;;;;;;;;;;;;;;;;
4154;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;2;Cohort 2006/'07;;;;;;;;;;;;;;;;
4155;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;;;;;;;;;
4156;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;3;Cohort 2004/'05;;;;;;;;;;;;;;;;
4157;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;3;Cohort 2005/'06;0.4;;0.4;;0.4;;;;;;;;;;;
4158;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;3;Cohort 2006/'07;;;;;;;;;;;;;;;;
4159;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;;;;;;;;;
4160;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;4;Cohort 2004/'05;1.1;1.8;1.1;1.8;1.1;1.8;;;;;;;;;;
4161;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;4;Cohort 2005/'06;;;;;;;;;;;;;;;;
4162;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;4;Cohort 2006/'07;;;;;;;;;;;;;;;;
4163;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
4164;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;5;Cohort 2004/'05;;;;;;;;;;;;;;;;
4165;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;5;Cohort 2005/'06;;;;;;;;;;;;;;;;
4166;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;5;Cohort 2006/'07;;;;;;;;;;;;;;;;
4167;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
4168;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;6;Cohort 2004/'05;;;;;;;;;;;;;;;;
4169;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;6;Cohort 2005/'06;2.8;2.8;;;;;;;2.8;2.8;;;2.8;2.8;;
4170;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;6;Cohort 2006/'07;;;;;;;;;;;;;;;;
4171;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
4172;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;7;Cohort 2004/'05;;;;;;;;;;;;;;;;
4173;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;7;Cohort 2005/'06;2.0;;2.0;;2.0;;;;;;;;;;;
4174;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;7;Cohort 2006/'07;;;;;;;;;;;;;;;;
4175;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
4176;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;8;Cohort 2004/'05;2.4;2.6;2.4;2.6;2.4;2.6;;;;;;;;;;
4177;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;8;Cohort 2005/'06;2.4;;2.4;;2.4;;;;;;;;;;;
4178;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;8;Cohort 2006/'07;;;;;;;;;;;;;;;;
4179;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
4180;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9;Cohort 2004/'05;;;;;;;;;;;;;;;;
4181;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9;Cohort 2005/'06;;;;;;;;;;;;;;;;
4182;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9;Cohort 2006/'07;;;;;;;;;;;;;;;;
4183;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
4184;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.2;2.5;2.2;2.5;2.2;2.5;2.3;;2.5;2.5;;;2.5;2.5;;
4185;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;M Onderwijs;Cohort 2005/'06;2.5;2.8;2.4;2.7;2.4;2.7;2.5;;2.7;3.0;;;2.7;3.0;;
4186;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;M Onderwijs;Cohort 2006/'07;;;;;;;;;;;;;;;;
4187;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
4188;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;;;;;;;;;;;;;;;;
4189;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;2.6;2.6;2.6;2.6;2.6;2.6;;;;;;;;;;
4190;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;;;;;;;;;;;;;;;;
4191;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
4192;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;1.7;2.1;1.7;2.1;1.7;2.1;;;;;;;;;;
4193;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;;;;;;;;;;;;;;;;
4194;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;;;;;;;;;;;;;;;;
4195;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
4196;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;Onbekend;Cohort 2004/'05;;;;;;;;;;;;;;;;
4197;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
4198;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
4199;Totaal mannen en vrouwen;0;2;8;Twee jaar na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
4200;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;0;Cohort 2004/'05;2.4;2.7;2.4;2.7;2.3;2.7;2.5;;3.2;2.8;;;3.2;2.8;;
4201;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;0;Cohort 2005/'06;;;;;;;;;;;;;;;;
4202;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;0;Cohort 2006/'07;;;;;;;;;;;;;;;;
4203;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;;;;;;;;;
4204;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;1;Cohort 2004/'05;;;;;;;;;;;;;;;;
4205;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;1;Cohort 2005/'06;;;;;;;;;;;;;;;;
4206;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;1;Cohort 2006/'07;;;;;;;;;;;;;;;;
4207;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
4208;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;2;Cohort 2004/'05;;;;;;;;;;;;;;;;
4209;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;2;Cohort 2005/'06;;;;;;;;;;;;;;;;
4210;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;2;Cohort 2006/'07;;;;;;;;;;;;;;;;
4211;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;;;;;;;;;
4212;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;3;Cohort 2004/'05;;;;;;;;;;;;;;;;
4213;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;3;Cohort 2005/'06;;;;;;;;;;;;;;;;
4214;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;3;Cohort 2006/'07;;;;;;;;;;;;;;;;
4215;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;;;;;;;;;
4216;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;4;Cohort 2004/'05;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;
4217;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;4;Cohort 2005/'06;;;;;;;;;;;;;;;;
4218;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;4;Cohort 2006/'07;;;;;;;;;;;;;;;;
4219;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
4220;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;5;Cohort 2004/'05;;;;;;;;;;;;;;;;
4221;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;5;Cohort 2005/'06;;;;;;;;;;;;;;;;
4222;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;5;Cohort 2006/'07;;;;;;;;;;;;;;;;
4223;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
4224;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;6;Cohort 2004/'05;;;;;;;;;;;;;;;;
4225;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;6;Cohort 2005/'06;;;;;;;;;;;;;;;;
4226;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;6;Cohort 2006/'07;;;;;;;;;;;;;;;;
4227;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
4228;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;7;Cohort 2004/'05;2.2;;2.2;;2.2;;;;;;;;;;;
4229;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;7;Cohort 2005/'06;;;;;;;;;;;;;;;;
4230;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;7;Cohort 2006/'07;;;;;;;;;;;;;;;;
4231;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
4232;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;8;Cohort 2004/'05;2.0;;2.0;;2.0;;;;;;;;;;;
4233;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;8;Cohort 2005/'06;;;;;;;;;;;;;;;;
4234;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;8;Cohort 2006/'07;;;;;;;;;;;;;;;;
4235;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
4236;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9;Cohort 2004/'05;;;;;;;;;;;;;;;;
4237;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9;Cohort 2005/'06;;;;;;;;;;;;;;;;
4238;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9;Cohort 2006/'07;;;;;;;;;;;;;;;;
4239;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
4240;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.5;2.7;2.4;2.7;2.4;2.7;2.5;;3.2;2.8;;;3.2;2.8;;
4241;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;M Onderwijs;Cohort 2005/'06;;;;;;;;;;;;;;;;
4242;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;M Onderwijs;Cohort 2006/'07;;;;;;;;;;;;;;;;
4243;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
4244;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;1.8;;1.8;;1.8;;;;;;;;;;;
4245;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;;;;;;;;;;;;;;;;
4246;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;;;;;;;;;;;;;;;;
4247;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
4248;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;2.1;;2.1;;2.1;;;;;;;;;;;
4249;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;;;;;;;;;;;;;;;;
4250;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;;;;;;;;;;;;;;;;
4251;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
4252;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;Onbekend;Cohort 2004/'05;;;;;;;;;;;;;;;;
4253;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
4254;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
4255;Totaal mannen en vrouwen;0;2;8;Drie jaar na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
4256;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;0;Cohort 2004/'05;1.4;1.9;1.4;1.9;1.4;1.9;1.5;2.0;1.6;2.2;;;1.6;2.2;;
4257;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;0;Cohort 2005/'06;1.5;2.3;1.5;2.3;1.5;2.3;1.7;2.0;1.7;2.6;;;1.7;2.6;;
4258;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;0;Cohort 2006/'07;1.7;2.3;1.6;2.3;1.6;2.3;1.5;1.8;1.8;2.2;;;1.8;2.2;;
4259;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;0;Cohort 2007/'08;1.7;2.6;1.7;2.5;1.7;2.5;1.7;2.4;2.1;3.8;;;2.1;3.8;;
4260;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;1;Cohort 2004/'05;;;;;;;;;;;;;;;;
4261;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;1;Cohort 2005/'06;;;;;;;;;;;;;;;;
4262;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;1;Cohort 2006/'07;;;;;;;;;;;;;;;;
4263;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
4264;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;2;Cohort 2004/'05;2.1;2.1;2.1;2.1;2.1;2.1;;;;;;;;;;
4265;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;2;Cohort 2005/'06;0.3;;0.3;;0.3;;;;;;;;;;;
4266;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;2;Cohort 2006/'07;0.2;;0.2;;0.2;;;;;;;;;;;
4267;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;2;Cohort 2007/'08;1.2;1.8;1.2;1.8;1.2;1.8;;;;;;;;;;
4268;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;3;Cohort 2004/'05;0.9;;0.8;;0.8;;;;1.3;;;;1.3;;;
4269;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;3;Cohort 2005/'06;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;
4270;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;3;Cohort 2006/'07;1.2;2.5;1.2;2.5;1.2;2.5;;;;;;;;;;
4271;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;3;Cohort 2007/'08;0.8;;0.8;;0.8;;;;0.4;;;;0.4;;;
4272;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;4;Cohort 2004/'05;0.6;0.5;0.6;0.5;0.6;0.5;;;;;;;;;;
4273;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;4;Cohort 2005/'06;1.3;;1.3;;1.3;;;;;;;;;;;
4274;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;4;Cohort 2006/'07;1.1;;1.1;;1.1;;;;;;;;;;;
4275;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;4;Cohort 2007/'08;1.0;;1.0;;1.0;;;;;;;;;;;
4276;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;5;Cohort 2004/'05;0.4;;0.4;;0.4;;;;;;;;;;;
4277;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;5;Cohort 2005/'06;1.4;;1.4;;1.4;;;;;;;;;;;
4278;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;5;Cohort 2006/'07;2.0;;2.0;;2.0;;;;;;;;;;;
4279;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;5;Cohort 2007/'08;1.4;2.3;1.4;2.3;1.4;2.3;;;;;;;;;;
4280;Totaal mannen en vrouwen;0;2;9;Direct na afstuderen;6;Cohort 2004/'05;;;;;;;;;;;;;;;;
