ID;LeeftijdVanDeMoederOp31December;HerkomstlandMoeder;GeboortelandMoeder;Perioden;LevendGeborenKinderen_1
4947;37 jaar;Polen;Moeder geboren buiten Nederland;2021;129.0
4948;37 jaar;Polen;Moeder geboren buiten Nederland;2022;140.0
4949;37 jaar;Polen;Moeder geboren buiten Nederland;2023;118.0
4950;37 jaar;Overig Europa;Totaal moeders;2021;484.0
4951;37 jaar;Overig Europa;Totaal moeders;2022;508.0
4952;37 jaar;Overig Europa;Totaal moeders;2023;535.0
4953;37 jaar;Overig Europa;Moeder geboren in Nederland;2021;90.0
4954;37 jaar;Overig Europa;Moeder geboren in Nederland;2022;84.0
4955;37 jaar;Overig Europa;Moeder geboren in Nederland;2023;88.0
4956;37 jaar;Overig Europa;Moeder geboren buiten Nederland;2021;394.0
4957;37 jaar;Overig Europa;Moeder geboren buiten Nederland;2022;424.0
4958;37 jaar;Overig Europa;Moeder geboren buiten Nederland;2023;447.0
4959;37 jaar;Onbekend herkomstland;Totaal moeders;2021;0.0
4960;37 jaar;Onbekend herkomstland;Totaal moeders;2022;0.0
4961;37 jaar;Onbekend herkomstland;Totaal moeders;2023;0.0
4962;37 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2021;0.0
4963;37 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2022;0.0
4964;37 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2023;0.0
4965;37 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2021;0.0
4966;37 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2022;0.0
4967;37 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2023;0.0
4968;38 jaar;Totaal;Totaal moeders;2021;5692.0
4969;38 jaar;Totaal;Totaal moeders;2022;5439.0
4970;38 jaar;Totaal;Totaal moeders;2023;5580.0
4971;38 jaar;Totaal;Moeder geboren in Nederland;2021;4116.0
4972;38 jaar;Totaal;Moeder geboren in Nederland;2022;3840.0
4973;38 jaar;Totaal;Moeder geboren in Nederland;2023;3932.0
4974;38 jaar;Totaal;Moeder geboren buiten Nederland;2021;1576.0
4975;38 jaar;Totaal;Moeder geboren buiten Nederland;2022;1599.0
4976;38 jaar;Totaal;Moeder geboren buiten Nederland;2023;1648.0
4977;38 jaar;Nederland;Totaal moeders;2021;3425.0
4978;38 jaar;Nederland;Totaal moeders;2022;3137.0
4979;38 jaar;Nederland;Totaal moeders;2023;3212.0
4980;38 jaar;Nederland;Moeder geboren in Nederland;2021;3425.0
4981;38 jaar;Nederland;Moeder geboren in Nederland;2022;3137.0
4982;38 jaar;Nederland;Moeder geboren in Nederland;2023;3212.0
4983;38 jaar;Nederland;Moeder geboren buiten Nederland;2021;
4984;38 jaar;Nederland;Moeder geboren buiten Nederland;2022;
4985;38 jaar;Nederland;Moeder geboren buiten Nederland;2023;
4986;38 jaar;Buiten Nederland;Totaal moeders;2021;2267.0
4987;38 jaar;Buiten Nederland;Totaal moeders;2022;2302.0
4988;38 jaar;Buiten Nederland;Totaal moeders;2023;2368.0
4989;38 jaar;Buiten Nederland;Moeder geboren in Nederland;2021;691.0
4990;38 jaar;Buiten Nederland;Moeder geboren in Nederland;2022;703.0
4991;38 jaar;Buiten Nederland;Moeder geboren in Nederland;2023;720.0
4992;38 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2021;1576.0
4993;38 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2022;1599.0
4994;38 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2023;1648.0
4995;38 jaar;Europa (exclusief Nederland);Totaal moeders;2021;683.0
4996;38 jaar;Europa (exclusief Nederland);Totaal moeders;2022;622.0
4997;38 jaar;Europa (exclusief Nederland);Totaal moeders;2023;698.0
4998;38 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2021;121.0
4999;38 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2022;113.0
5000;38 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2023;118.0
5001;38 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2021;562.0
5002;38 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2022;509.0
5003;38 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2023;580.0
5004;38 jaar;Buiten Europa;Totaal moeders;2021;1584.0
5005;38 jaar;Buiten Europa;Totaal moeders;2022;1680.0
5006;38 jaar;Buiten Europa;Totaal moeders;2023;1670.0
5007;38 jaar;Buiten Europa;Moeder geboren in Nederland;2021;570.0
5008;38 jaar;Buiten Europa;Moeder geboren in Nederland;2022;590.0
5009;38 jaar;Buiten Europa;Moeder geboren in Nederland;2023;602.0
5010;38 jaar;Buiten Europa;Moeder geboren buiten Nederland;2021;1014.0
5011;38 jaar;Buiten Europa;Moeder geboren buiten Nederland;2022;1090.0
5012;38 jaar;Buiten Europa;Moeder geboren buiten Nederland;2023;1068.0
5013;38 jaar;Indonesië;Totaal moeders;2021;127.0
5014;38 jaar;Indonesië;Totaal moeders;2022;130.0
5015;38 jaar;Indonesië;Totaal moeders;2023;117.0
5016;38 jaar;Indonesië;Moeder geboren in Nederland;2021;109.0
5017;38 jaar;Indonesië;Moeder geboren in Nederland;2022;112.0
5018;38 jaar;Indonesië;Moeder geboren in Nederland;2023;98.0
5019;38 jaar;Indonesië;Moeder geboren buiten Nederland;2021;18.0
5020;38 jaar;Indonesië;Moeder geboren buiten Nederland;2022;18.0
5021;38 jaar;Indonesië;Moeder geboren buiten Nederland;2023;19.0
5022;38 jaar;Marokko;Totaal moeders;2021;298.0
5023;38 jaar;Marokko;Totaal moeders;2022;285.0
5024;38 jaar;Marokko;Totaal moeders;2023;261.0
5025;38 jaar;Marokko;Moeder geboren in Nederland;2021;143.0
5026;38 jaar;Marokko;Moeder geboren in Nederland;2022;125.0
5027;38 jaar;Marokko;Moeder geboren in Nederland;2023;137.0
5028;38 jaar;Marokko;Moeder geboren buiten Nederland;2021;155.0
5029;38 jaar;Marokko;Moeder geboren buiten Nederland;2022;160.0
5030;38 jaar;Marokko;Moeder geboren buiten Nederland;2023;124.0
5031;38 jaar;Nederlandse Cariben;Totaal moeders;2021;84.0
5032;38 jaar;Nederlandse Cariben;Totaal moeders;2022;85.0
5033;38 jaar;Nederlandse Cariben;Totaal moeders;2023;85.0
5034;38 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2021;37.0
5035;38 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2022;32.0
5036;38 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2023;33.0
5037;38 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2021;47.0
5038;38 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2022;53.0
5039;38 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2023;52.0
5040;38 jaar;Suriname;Totaal moeders;2021;179.0
5041;38 jaar;Suriname;Totaal moeders;2022;184.0
5042;38 jaar;Suriname;Totaal moeders;2023;184.0
5043;38 jaar;Suriname;Moeder geboren in Nederland;2021;105.0
5044;38 jaar;Suriname;Moeder geboren in Nederland;2022;121.0
5045;38 jaar;Suriname;Moeder geboren in Nederland;2023;121.0
5046;38 jaar;Suriname;Moeder geboren buiten Nederland;2021;74.0
5047;38 jaar;Suriname;Moeder geboren buiten Nederland;2022;63.0
5048;38 jaar;Suriname;Moeder geboren buiten Nederland;2023;63.0
5049;38 jaar;Turkije;Totaal moeders;2021;170.0
5050;38 jaar;Turkije;Totaal moeders;2022;191.0
5051;38 jaar;Turkije;Totaal moeders;2023;183.0
5052;38 jaar;Turkije;Moeder geboren in Nederland;2021;78.0
5053;38 jaar;Turkije;Moeder geboren in Nederland;2022;85.0
5054;38 jaar;Turkije;Moeder geboren in Nederland;2023;89.0
5055;38 jaar;Turkije;Moeder geboren buiten Nederland;2021;92.0
5056;38 jaar;Turkije;Moeder geboren buiten Nederland;2022;106.0
5057;38 jaar;Turkije;Moeder geboren buiten Nederland;2023;94.0
5058;38 jaar;Afrika (exclusief Marokko);Totaal moeders;2021;150.0
5059;38 jaar;Afrika (exclusief Marokko);Totaal moeders;2022;183.0
5060;38 jaar;Afrika (exclusief Marokko);Totaal moeders;2023;193.0
5061;38 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2021;25.0
5062;38 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2022;18.0
5063;38 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2023;36.0
5064;38 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2021;125.0
5065;38 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2022;165.0
5066;38 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2023;157.0
5067;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2021;158.0
5068;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2022;182.0
5069;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2023;206.0
5070;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2021;20.0
5071;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2022;51.0
5072;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2023;39.0
5073;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2021;138.0
5074;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2022;131.0
5075;38 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2023;167.0
5076;38 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2021;418.0
5077;38 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2022;440.0
5078;38 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2023;441.0
5079;38 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2021;53.0
5080;38 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2022;46.0
5081;38 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2023;49.0
5082;38 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2021;365.0
5083;38 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2022;394.0
5084;38 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2023;392.0
5085;38 jaar;Afrika;Totaal moeders;2021;448.0
5086;38 jaar;Afrika;Totaal moeders;2022;468.0
5087;38 jaar;Afrika;Totaal moeders;2023;454.0
5088;38 jaar;Afrika;Moeder geboren in Nederland;2021;168.0
5089;38 jaar;Afrika;Moeder geboren in Nederland;2022;143.0
5090;38 jaar;Afrika;Moeder geboren in Nederland;2023;173.0
5091;38 jaar;Afrika;Moeder geboren buiten Nederland;2021;280.0
5092;38 jaar;Afrika;Moeder geboren buiten Nederland;2022;325.0
5093;38 jaar;Afrika;Moeder geboren buiten Nederland;2023;281.0
5094;38 jaar;Amerika;Totaal moeders;2021;409.0
5095;38 jaar;Amerika;Totaal moeders;2022;426.0
5096;38 jaar;Amerika;Totaal moeders;2023;452.0
5097;38 jaar;Amerika;Moeder geboren in Nederland;2021;158.0
5098;38 jaar;Amerika;Moeder geboren in Nederland;2022;187.0
5099;38 jaar;Amerika;Moeder geboren in Nederland;2023;182.0
5100;38 jaar;Amerika;Moeder geboren buiten Nederland;2021;251.0
5101;38 jaar;Amerika;Moeder geboren buiten Nederland;2022;239.0
5102;38 jaar;Amerika;Moeder geboren buiten Nederland;2023;270.0
5103;38 jaar;Azië;Totaal moeders;2021;715.0
5104;38 jaar;Azië;Totaal moeders;2022;761.0
5105;38 jaar;Azië;Totaal moeders;2023;741.0
5106;38 jaar;Azië;Moeder geboren in Nederland;2021;240.0
5107;38 jaar;Azië;Moeder geboren in Nederland;2022;243.0
5108;38 jaar;Azië;Moeder geboren in Nederland;2023;236.0
5109;38 jaar;Azië;Moeder geboren buiten Nederland;2021;475.0
5110;38 jaar;Azië;Moeder geboren buiten Nederland;2022;518.0
5111;38 jaar;Azië;Moeder geboren buiten Nederland;2023;505.0
5112;38 jaar;Oceanië;Totaal moeders;2021;12.0
5113;38 jaar;Oceanië;Totaal moeders;2022;25.0
5114;38 jaar;Oceanië;Totaal moeders;2023;23.0
5115;38 jaar;Oceanië;Moeder geboren in Nederland;2021;4.0
5116;38 jaar;Oceanië;Moeder geboren in Nederland;2022;17.0
5117;38 jaar;Oceanië;Moeder geboren in Nederland;2023;11.0
5118;38 jaar;Oceanië;Moeder geboren buiten Nederland;2021;8.0
5119;38 jaar;Oceanië;Moeder geboren buiten Nederland;2022;8.0
5120;38 jaar;Oceanië;Moeder geboren buiten Nederland;2023;12.0
5121;38 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2021;537.0
5122;38 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2022;475.0
5123;38 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2023;513.0
5124;38 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2021;94.0
5125;38 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2022;90.0
5126;38 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2023;86.0
5127;38 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2021;443.0
5128;38 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2022;385.0
5129;38 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2023;427.0
5130;38 jaar;België;Totaal moeders;2021;36.0
5131;38 jaar;België;Totaal moeders;2022;35.0
5132;38 jaar;België;Totaal moeders;2023;33.0
5133;38 jaar;België;Moeder geboren in Nederland;2021;11.0
5134;38 jaar;België;Moeder geboren in Nederland;2022;16.0
5135;38 jaar;België;Moeder geboren in Nederland;2023;16.0
5136;38 jaar;België;Moeder geboren buiten Nederland;2021;25.0
5137;38 jaar;België;Moeder geboren buiten Nederland;2022;19.0
5138;38 jaar;België;Moeder geboren buiten Nederland;2023;17.0
5139;38 jaar;Duitsland;Totaal moeders;2021;97.0
5140;38 jaar;Duitsland;Totaal moeders;2022;92.0
5141;38 jaar;Duitsland;Totaal moeders;2023;93.0
5142;38 jaar;Duitsland;Moeder geboren in Nederland;2021;41.0
5143;38 jaar;Duitsland;Moeder geboren in Nederland;2022;34.0
5144;38 jaar;Duitsland;Moeder geboren in Nederland;2023;24.0
5145;38 jaar;Duitsland;Moeder geboren buiten Nederland;2021;56.0
5146;38 jaar;Duitsland;Moeder geboren buiten Nederland;2022;58.0
5147;38 jaar;Duitsland;Moeder geboren buiten Nederland;2023;69.0
5148;38 jaar;Polen;Totaal moeders;2021;139.0
5149;38 jaar;Polen;Totaal moeders;2022;113.0
5150;38 jaar;Polen;Totaal moeders;2023;124.0
5151;38 jaar;Polen;Moeder geboren in Nederland;2021;5.0
5152;38 jaar;Polen;Moeder geboren in Nederland;2022;4.0
5153;38 jaar;Polen;Moeder geboren in Nederland;2023;6.0
5154;38 jaar;Polen;Moeder geboren buiten Nederland;2021;134.0
5155;38 jaar;Polen;Moeder geboren buiten Nederland;2022;109.0
5156;38 jaar;Polen;Moeder geboren buiten Nederland;2023;118.0
5157;38 jaar;Overig Europa;Totaal moeders;2021;411.0
5158;38 jaar;Overig Europa;Totaal moeders;2022;382.0
5159;38 jaar;Overig Europa;Totaal moeders;2023;448.0
5160;38 jaar;Overig Europa;Moeder geboren in Nederland;2021;64.0
5161;38 jaar;Overig Europa;Moeder geboren in Nederland;2022;59.0
5162;38 jaar;Overig Europa;Moeder geboren in Nederland;2023;72.0
5163;38 jaar;Overig Europa;Moeder geboren buiten Nederland;2021;347.0
5164;38 jaar;Overig Europa;Moeder geboren buiten Nederland;2022;323.0
5165;38 jaar;Overig Europa;Moeder geboren buiten Nederland;2023;376.0
5166;38 jaar;Onbekend herkomstland;Totaal moeders;2021;0.0
5167;38 jaar;Onbekend herkomstland;Totaal moeders;2022;0.0
5168;38 jaar;Onbekend herkomstland;Totaal moeders;2023;0.0
5169;38 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2021;0.0
5170;38 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2022;0.0
5171;38 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2023;0.0
5172;38 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2021;0.0
5173;38 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2022;0.0
5174;38 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2023;0.0
5175;39 jaar;Totaal;Totaal moeders;2021;4354.0
5176;39 jaar;Totaal;Totaal moeders;2022;4106.0
5177;39 jaar;Totaal;Totaal moeders;2023;4086.0
5178;39 jaar;Totaal;Moeder geboren in Nederland;2021;3026.0
5179;39 jaar;Totaal;Moeder geboren in Nederland;2022;2863.0
5180;39 jaar;Totaal;Moeder geboren in Nederland;2023;2746.0
5181;39 jaar;Totaal;Moeder geboren buiten Nederland;2021;1328.0
5182;39 jaar;Totaal;Moeder geboren buiten Nederland;2022;1243.0
5183;39 jaar;Totaal;Moeder geboren buiten Nederland;2023;1340.0
5184;39 jaar;Nederland;Totaal moeders;2021;2443.0
5185;39 jaar;Nederland;Totaal moeders;2022;2331.0
5186;39 jaar;Nederland;Totaal moeders;2023;2239.0
5187;39 jaar;Nederland;Moeder geboren in Nederland;2021;2443.0
5188;39 jaar;Nederland;Moeder geboren in Nederland;2022;2331.0
5189;39 jaar;Nederland;Moeder geboren in Nederland;2023;2239.0
5190;39 jaar;Nederland;Moeder geboren buiten Nederland;2021;
5191;39 jaar;Nederland;Moeder geboren buiten Nederland;2022;
5192;39 jaar;Nederland;Moeder geboren buiten Nederland;2023;
5193;39 jaar;Buiten Nederland;Totaal moeders;2021;1911.0
5194;39 jaar;Buiten Nederland;Totaal moeders;2022;1775.0
5195;39 jaar;Buiten Nederland;Totaal moeders;2023;1847.0
5196;39 jaar;Buiten Nederland;Moeder geboren in Nederland;2021;583.0
5197;39 jaar;Buiten Nederland;Moeder geboren in Nederland;2022;532.0
5198;39 jaar;Buiten Nederland;Moeder geboren in Nederland;2023;507.0
5199;39 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2021;1328.0
5200;39 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2022;1243.0
5201;39 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2023;1340.0
5202;39 jaar;Europa (exclusief Nederland);Totaal moeders;2021;516.0
5203;39 jaar;Europa (exclusief Nederland);Totaal moeders;2022;489.0
5204;39 jaar;Europa (exclusief Nederland);Totaal moeders;2023;506.0
5205;39 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2021;102.0
5206;39 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2022;90.0
5207;39 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2023;74.0
5208;39 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2021;414.0
5209;39 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2022;399.0
5210;39 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2023;432.0
5211;39 jaar;Buiten Europa;Totaal moeders;2021;1395.0
5212;39 jaar;Buiten Europa;Totaal moeders;2022;1286.0
5213;39 jaar;Buiten Europa;Totaal moeders;2023;1341.0
5214;39 jaar;Buiten Europa;Moeder geboren in Nederland;2021;481.0
5215;39 jaar;Buiten Europa;Moeder geboren in Nederland;2022;442.0
5216;39 jaar;Buiten Europa;Moeder geboren in Nederland;2023;433.0
5217;39 jaar;Buiten Europa;Moeder geboren buiten Nederland;2021;914.0
5218;39 jaar;Buiten Europa;Moeder geboren buiten Nederland;2022;844.0
5219;39 jaar;Buiten Europa;Moeder geboren buiten Nederland;2023;908.0
5220;39 jaar;Indonesië;Totaal moeders;2021;111.0
5221;39 jaar;Indonesië;Totaal moeders;2022;128.0
5222;39 jaar;Indonesië;Totaal moeders;2023;102.0
5223;39 jaar;Indonesië;Moeder geboren in Nederland;2021;91.0
5224;39 jaar;Indonesië;Moeder geboren in Nederland;2022;105.0
5225;39 jaar;Indonesië;Moeder geboren in Nederland;2023;85.0
5226;39 jaar;Indonesië;Moeder geboren buiten Nederland;2021;20.0
5227;39 jaar;Indonesië;Moeder geboren buiten Nederland;2022;23.0
5228;39 jaar;Indonesië;Moeder geboren buiten Nederland;2023;17.0
5229;39 jaar;Marokko;Totaal moeders;2021;227.0
5230;39 jaar;Marokko;Totaal moeders;2022;232.0
5231;39 jaar;Marokko;Totaal moeders;2023;221.0
5232;39 jaar;Marokko;Moeder geboren in Nederland;2021;95.0
5233;39 jaar;Marokko;Moeder geboren in Nederland;2022;93.0
5234;39 jaar;Marokko;Moeder geboren in Nederland;2023;86.0
5235;39 jaar;Marokko;Moeder geboren buiten Nederland;2021;132.0
5236;39 jaar;Marokko;Moeder geboren buiten Nederland;2022;139.0
5237;39 jaar;Marokko;Moeder geboren buiten Nederland;2023;135.0
5238;39 jaar;Nederlandse Cariben;Totaal moeders;2021;63.0
5239;39 jaar;Nederlandse Cariben;Totaal moeders;2022;60.0
5240;39 jaar;Nederlandse Cariben;Totaal moeders;2023;56.0
5241;39 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2021;26.0
5242;39 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2022;19.0
5243;39 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2023;16.0
5244;39 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2021;37.0
5245;39 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2022;41.0
5246;39 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2023;40.0
5247;39 jaar;Suriname;Totaal moeders;2021;145.0
5248;39 jaar;Suriname;Totaal moeders;2022;128.0
5249;39 jaar;Suriname;Totaal moeders;2023;123.0
5250;39 jaar;Suriname;Moeder geboren in Nederland;2021;91.0
5251;39 jaar;Suriname;Moeder geboren in Nederland;2022;86.0
5252;39 jaar;Suriname;Moeder geboren in Nederland;2023;88.0
5253;39 jaar;Suriname;Moeder geboren buiten Nederland;2021;54.0
5254;39 jaar;Suriname;Moeder geboren buiten Nederland;2022;42.0
5255;39 jaar;Suriname;Moeder geboren buiten Nederland;2023;35.0
5256;39 jaar;Turkije;Totaal moeders;2021;170.0
5257;39 jaar;Turkije;Totaal moeders;2022;122.0
5258;39 jaar;Turkije;Totaal moeders;2023;131.0
5259;39 jaar;Turkije;Moeder geboren in Nederland;2021;89.0
5260;39 jaar;Turkije;Moeder geboren in Nederland;2022;59.0
5261;39 jaar;Turkije;Moeder geboren in Nederland;2023;59.0
5262;39 jaar;Turkije;Moeder geboren buiten Nederland;2021;81.0
5263;39 jaar;Turkije;Moeder geboren buiten Nederland;2022;63.0
5264;39 jaar;Turkije;Moeder geboren buiten Nederland;2023;72.0
5265;39 jaar;Afrika (exclusief Marokko);Totaal moeders;2021;162.0
5266;39 jaar;Afrika (exclusief Marokko);Totaal moeders;2022;117.0
5267;39 jaar;Afrika (exclusief Marokko);Totaal moeders;2023;173.0
5268;39 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2021;22.0
5269;39 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2022;18.0
5270;39 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2023;26.0
5271;39 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2021;140.0
5272;39 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2022;99.0
5273;39 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2023;147.0
5274;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2021;171.0
5275;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2022;160.0
5276;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2023;182.0
5277;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2021;26.0
5278;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2022;24.0
5279;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2023;26.0
5280;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2021;145.0
5281;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2022;136.0
5282;39 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2023;156.0
5283;39 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2021;346.0
5284;39 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2022;339.0
5285;39 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2023;353.0
5286;39 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2021;41.0
5287;39 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2022;38.0
5288;39 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2023;47.0
5289;39 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2021;305.0
5290;39 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2022;301.0
5291;39 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2023;306.0
5292;39 jaar;Afrika;Totaal moeders;2021;389.0
5293;39 jaar;Afrika;Totaal moeders;2022;349.0
5294;39 jaar;Afrika;Totaal moeders;2023;394.0
5295;39 jaar;Afrika;Moeder geboren in Nederland;2021;117.0
5296;39 jaar;Afrika;Moeder geboren in Nederland;2022;111.0
5297;39 jaar;Afrika;Moeder geboren in Nederland;2023;112.0
5298;39 jaar;Afrika;Moeder geboren buiten Nederland;2021;272.0
5299;39 jaar;Afrika;Moeder geboren buiten Nederland;2022;238.0
5300;39 jaar;Afrika;Moeder geboren buiten Nederland;2023;282.0
5301;39 jaar;Amerika;Totaal moeders;2021;362.0
5302;39 jaar;Amerika;Totaal moeders;2022;336.0
5303;39 jaar;Amerika;Totaal moeders;2023;345.0
5304;39 jaar;Amerika;Moeder geboren in Nederland;2021;134.0
5305;39 jaar;Amerika;Moeder geboren in Nederland;2022;126.0
5306;39 jaar;Amerika;Moeder geboren in Nederland;2023;124.0
5307;39 jaar;Amerika;Moeder geboren buiten Nederland;2021;228.0
5308;39 jaar;Amerika;Moeder geboren buiten Nederland;2022;210.0
5309;39 jaar;Amerika;Moeder geboren buiten Nederland;2023;221.0
5310;39 jaar;Azië;Totaal moeders;2021;627.0
5311;39 jaar;Azië;Totaal moeders;2022;589.0
5312;39 jaar;Azië;Totaal moeders;2023;586.0
5313;39 jaar;Azië;Moeder geboren in Nederland;2021;221.0
5314;39 jaar;Azië;Moeder geboren in Nederland;2022;202.0
5315;39 jaar;Azië;Moeder geboren in Nederland;2023;191.0
5316;39 jaar;Azië;Moeder geboren buiten Nederland;2021;406.0
5317;39 jaar;Azië;Moeder geboren buiten Nederland;2022;387.0
5318;39 jaar;Azië;Moeder geboren buiten Nederland;2023;395.0
5319;39 jaar;Oceanië;Totaal moeders;2021;17.0
5320;39 jaar;Oceanië;Totaal moeders;2022;12.0
5321;39 jaar;Oceanië;Totaal moeders;2023;16.0
5322;39 jaar;Oceanië;Moeder geboren in Nederland;2021;9.0
5323;39 jaar;Oceanië;Moeder geboren in Nederland;2022;3.0
5324;39 jaar;Oceanië;Moeder geboren in Nederland;2023;6.0
5325;39 jaar;Oceanië;Moeder geboren buiten Nederland;2021;8.0
5326;39 jaar;Oceanië;Moeder geboren buiten Nederland;2022;9.0
