ID;Zorgfinanciering;BatenVanFinancieringsvormenZorg;Zorgfuncties;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
4858;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2006;0
4859;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2007;0
4860;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2008;0
4861;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2009;0
4862;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2010;0
4863;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2011;0
4864;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2012;0
4865;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2013;0
4866;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2014;0
4867;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2015;0
4868;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2016;0
4869;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2017;0
4870;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2018;0
4871;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2019;0
4872;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2020;0
4873;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2021;0
4874;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Totaal gezondheidsverwante uitgaven;2022;0
4875;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;1998;52
4876;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;1999;59
4877;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2000;61
4878;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2001;71
4879;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2002;84
4880;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2003;92
4881;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2004;107
4882;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2005;112
4883;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2006;7
4884;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2007;8
4885;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2008;0
4886;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2009;0
4887;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2010;0
4888;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2011;0
4889;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2012;0
4890;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2013;0
4891;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2014;0
4892;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2015;0
4893;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2016;0
4894;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2017;0
4895;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2018;0
4896;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2019;0
4897;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2020;0
4898;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2021;0
4899;Totaal financiering van ingezetenen;FS.5.1 Vrijwillige premies van person...;Overige zorg en welzijn;2022;0
4900;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;1998;1685
4901;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;1999;1808
4902;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2000;1881
4903;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2001;2075
4904;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2002;2383
4905;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2003;2668
4906;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2004;2892
4907;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2005;3060
4908;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2006;0
4909;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2007;0
4910;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2008;0
4911;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2009;0
4912;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2010;0
4913;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2011;0
4914;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2012;0
4915;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2013;0
4916;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2014;0
4917;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2015;0
4918;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2016;0
4919;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2017;0
4920;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2018;0
4921;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2019;0
4922;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2020;0
4923;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2021;0
4924;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven zorg en welzijn;2022;0
4925;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;1998;1659
4926;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;1999;1779
4927;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2000;1852
4928;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2001;2042
4929;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2002;2344
4930;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2003;2624
4931;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2004;2845
4932;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2005;3010
4933;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2006;0
4934;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2007;0
4935;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2008;0
4936;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2009;0
4937;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2010;0
4938;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2011;0
4939;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2012;0
4940;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2013;0
4941;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2014;0
4942;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2015;0
4943;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2016;0
4944;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2017;0
4945;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2018;0
4946;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2019;0
4947;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2020;0
4948;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2021;0
4949;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal uitgaven gezondheidszorg;2022;0
4950;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;1998;0
4951;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;1999;0
4952;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2000;0
4953;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2001;0
4954;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2002;0
4955;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2003;0
4956;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2004;0
4957;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2005;0
4958;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2006;0
4959;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2007;0
4960;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2008;0
4961;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2009;0
4962;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2010;0
4963;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2011;0
4964;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2012;0
4965;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2013;0
4966;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2014;0
4967;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2015;0
4968;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2016;0
4969;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2017;0
4970;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2018;0
4971;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2019;0
4972;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2020;0
4973;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2021;0
4974;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Totaal gezondheidsverwante uitgaven;2022;0
4975;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;1998;26
4976;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;1999;29
4977;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2000;29
4978;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2001;33
4979;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2002;39
4980;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2003;44
4981;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2004;47
4982;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2005;50
4983;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2006;0
4984;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2007;0
4985;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2008;0
4986;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2009;0
4987;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2010;0
4988;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2011;0
4989;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2012;0
4990;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2013;0
4991;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2014;0
4992;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2015;0
4993;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2016;0
4994;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2017;0
4995;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2018;0
4996;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2019;0
4997;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2020;0
4998;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2021;0
4999;Totaal financiering van ingezetenen;FS.5.2 Vrijwillige premies van werkge...;Overige zorg en welzijn;2022;0
5000;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;1998;0
5001;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;1999;0
5002;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2000;0
5003;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2001;0
5004;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2002;0
5005;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2003;0
5006;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2004;0
5007;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2005;0
5008;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2006;0
5009;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2007;0
5010;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2008;0
5011;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2009;0
5012;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2010;0
5013;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2011;0
5014;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2012;0
5015;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2013;0
5016;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2014;0
5017;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2015;0
5018;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2016;0
5019;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2017;0
5020;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2018;0
5021;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2019;0
5022;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2020;0
5023;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2021;0
5024;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven zorg en welzijn;2022;0
5025;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;1998;0
5026;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;1999;0
5027;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2000;0
5028;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2001;0
5029;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2002;0
5030;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2003;0
5031;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2004;0
5032;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2005;0
5033;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2006;0
5034;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2007;0
5035;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2008;0
5036;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2009;0
5037;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2010;0
5038;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2011;0
5039;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2012;0
5040;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2013;0
5041;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2014;0
5042;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2015;0
5043;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2016;0
5044;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2017;0
5045;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2018;0
5046;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2019;0
5047;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2020;0
5048;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2021;0
5049;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal uitgaven gezondheidszorg;2022;0
5050;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;1998;0
5051;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;1999;0
5052;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2000;0
5053;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2001;0
5054;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2002;0
5055;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2003;0
5056;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2004;0
5057;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2005;0
5058;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2006;0
5059;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2007;0
5060;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2008;0
5061;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2009;0
5062;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2010;0
5063;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2011;0
5064;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2012;0
5065;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2013;0
5066;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2014;0
5067;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2015;0
5068;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2016;0
5069;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2017;0
5070;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2018;0
5071;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2019;0
5072;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2020;0
5073;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2021;0
5074;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Totaal gezondheidsverwante uitgaven;2022;0
5075;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;1998;0
5076;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;1999;0
5077;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2000;0
5078;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2001;0
5079;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2002;0
5080;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2003;0
5081;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2004;0
5082;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2005;0
5083;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2006;0
5084;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2007;0
5085;Totaal financiering van ingezetenen;FS.5.3 Vrijwillige premies van overigen;Overige zorg en welzijn;2008;0
