ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;BedrijvenMetOmzetstijging_1;BedrijvenMetOmzetdaling_2;BedrijvenMetOmzetStabiel_3;BedrijvenMetSnelleOmzetstijging_4;BedrijvenMetSnelleOmzetdaling_5
5448;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2007 1e kwartaal;67.0;32.0;1.0;46.0;17.0
5449;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2007 2e kwartaal;63.0;36.0;1.0;43.0;18.0
5450;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2007 3e kwartaal;60.0;38.0;2.0;41.0;21.0
5451;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2007 4e kwartaal;59.0;39.0;1.0;38.0;20.0
5452;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2008 1e kwartaal;58.0;41.0;2.0;37.0;21.0
5453;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2008 2e kwartaal;57.0;41.0;2.0;36.0;20.0
5454;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2008 3e kwartaal;57.0;42.0;1.0;37.0;22.0
5455;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2008 4e kwartaal;47.0;52.0;2.0;27.0;28.0
5456;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2009 1e kwartaal;36.0;63.0;2.0;20.0;40.0
5457;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2009 2e kwartaal;28.0;71.0;1.0;15.0;51.0
5458;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2009 3e kwartaal;26.0;73.0;1.0;16.0;52.0
5459;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2009 4e kwartaal;30.0;70.0;1.0;17.0;47.0
5460;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2010 1e kwartaal;38.0;61.0;1.0;23.0;39.0
5461;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2010 2e kwartaal;50.0;49.0;1.0;34.0;28.0
5462;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2010 3e kwartaal;54.0;45.0;1.0;36.0;26.0
5463;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2010 4e kwartaal;57.0;42.0;1.0;39.0;25.0
5464;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2011 1e kwartaal;62.0;37.0;1.0;43.0;20.0
5465;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2011 2e kwartaal;61.0;37.0;1.0;41.0;21.0
5466;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2011 3e kwartaal;58.0;41.0;1.0;37.0;23.0
5467;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2011 4e kwartaal;56.0;43.0;1.0;34.0;22.0
5468;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2012 1e kwartaal;50.0;49.0;1.0;30.0;27.0
5469;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2012 2e kwartaal;45.0;53.0;1.0;25.0;30.0
5470;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2012 3e kwartaal;47.0;52.0;1.0;30.0;28.0
5471;24-25 Basismetaal, metaalprod.-industrie;2 tot 10 werkzame personen;2012 4e kwartaal;41.0;58.0;1.0;22.0;33.0
5472;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2004 1e kwartaal;;;;;
5473;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2004 2e kwartaal;;;;;
5474;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2004 3e kwartaal;;;;;
5475;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2004 4e kwartaal;;;;;
5476;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2005 1e kwartaal;;;;;
5477;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2005 2e kwartaal;;;;;
5478;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2005 3e kwartaal;;;;;
5479;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2005 4e kwartaal;;;;;
5480;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2006 1e kwartaal;;;;;
5481;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2006 2e kwartaal;;;;;
5482;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2006 3e kwartaal;;;;;
5483;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2006 4e kwartaal;;;;;
5484;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2007 1e kwartaal;73.0;26.0;1.0;45.0;8.0
5485;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2007 2e kwartaal;72.0;27.0;1.0;41.0;11.0
5486;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2007 3e kwartaal;69.0;30.0;1.0;40.0;10.0
5487;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2007 4e kwartaal;63.0;36.0;1.0;32.0;12.0
5488;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2008 1e kwartaal;57.0;42.0;2.0;29.0;16.0
5489;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2008 2e kwartaal;59.0;40.0;2.0;32.0;15.0
5490;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2008 3e kwartaal;60.0;39.0;1.0;32.0;14.0
5491;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2008 4e kwartaal;48.0;51.0;2.0;24.0;24.0
5492;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2009 1e kwartaal;30.0;69.0;1.0;14.0;41.0
5493;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2009 2e kwartaal;20.0;79.0;1.0;9.0;56.0
5494;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2009 3e kwartaal;22.0;78.0;1.0;9.0;56.0
5495;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2009 4e kwartaal;22.0;77.0;1.0;8.0;52.0
5496;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2010 1e kwartaal;32.0;66.0;1.0;15.0;39.0
5497;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2010 2e kwartaal;52.0;46.0;2.0;31.0;23.0
5498;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2010 3e kwartaal;60.0;38.0;1.0;34.0;20.0
5499;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2010 4e kwartaal;64.0;35.0;1.0;41.0;15.0
5500;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2011 1e kwartaal;69.0;30.0;1.0;45.0;14.0
5501;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2011 2e kwartaal;67.0;32.0;1.0;41.0;14.0
5502;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2011 3e kwartaal;64.0;34.0;2.0;34.0;15.0
5503;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2011 4e kwartaal;58.0;41.0;1.0;30.0;16.0
5504;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2012 1e kwartaal;52.0;47.0;1.0;26.0;19.0
5505;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2012 2e kwartaal;45.0;53.0;2.0;19.0;23.0
5506;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2012 3e kwartaal;48.0;49.0;2.0;23.0;20.0
5507;24-25 Basismetaal, metaalprod.-industrie;10 tot 50 werkzame personen;2012 4e kwartaal;43.0;56.0;1.0;19.0;24.0
5508;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2004 1e kwartaal;58.0;41.0;1.0;26.0;14.0
5509;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2004 2e kwartaal;60.0;40.0;1.0;31.0;13.0
5510;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2004 3e kwartaal;66.0;32.0;2.0;33.0;13.0
5511;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2004 4e kwartaal;69.0;31.0;1.0;37.0;12.0
5512;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2005 1e kwartaal;61.0;38.0;1.0;30.0;13.0
5513;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2005 2e kwartaal;62.0;35.0;3.0;32.0;9.0
5514;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2005 3e kwartaal;59.0;39.0;2.0;32.0;13.0
5515;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2005 4e kwartaal;60.0;40.0;0.0;28.0;15.0
5516;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2006 1e kwartaal;68.0;30.0;2.0;36.0;11.0
5517;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2006 2e kwartaal;68.0;32.0;1.0;36.0;12.0
5518;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2006 3e kwartaal;67.0;31.0;2.0;38.0;14.0
5519;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2006 4e kwartaal;74.0;25.0;1.0;45.0;9.0
5520;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2007 1e kwartaal;72.0;27.0;1.0;44.0;8.0
5521;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2007 2e kwartaal;73.0;25.0;2.0;40.0;7.0
5522;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2007 3e kwartaal;70.0;30.0;0.0;37.0;9.0
5523;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2007 4e kwartaal;56.0;42.0;2.0;23.0;16.0
5524;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2008 1e kwartaal;62.0;36.0;2.0;28.0;13.0
5525;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2008 2e kwartaal;57.0;40.0;3.0;27.0;9.0
5526;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2008 3e kwartaal;52.0;46.0;2.0;22.0;12.0
5527;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2008 4e kwartaal;43.0;56.0;1.0;16.0;25.0
5528;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2009 1e kwartaal;23.0;76.0;1.0;9.0;53.0
5529;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2009 2e kwartaal;16.0;83.0;2.0;6.0;64.0
5530;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2009 3e kwartaal;23.0;76.0;2.0;11.0;55.0
5531;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2009 4e kwartaal;19.0;80.0;1.0;9.0;50.0
5532;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2010 1e kwartaal;32.0;66.0;2.0;20.0;42.0
5533;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2010 2e kwartaal;49.0;49.0;2.0;28.0;24.0
5534;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2010 3e kwartaal;63.0;36.0;2.0;44.0;15.0
5535;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2010 4e kwartaal;65.0;33.0;3.0;42.0;16.0
5536;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2011 1e kwartaal;71.0;26.0;2.0;51.0;13.0
5537;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2011 2e kwartaal;66.0;33.0;1.0;45.0;7.0
5538;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2011 3e kwartaal;61.0;37.0;2.0;36.0;11.0
5539;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2011 4e kwartaal;63.0;37.0;0.0;27.0;10.0
5540;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2012 1e kwartaal;53.0;46.0;1.0;23.0;14.0
5541;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2012 2e kwartaal;41.0;57.0;2.0;17.0;22.0
5542;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2012 3e kwartaal;44.0;54.0;2.0;16.0;20.0
5543;24-25 Basismetaal, metaalprod.-industrie;50 tot 100 werkzame personen;2012 4e kwartaal;35.0;62.0;3.0;12.0;21.0
5544;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2004 1e kwartaal;54.0;37.0;8.0;29.0;11.0
5545;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2004 2e kwartaal;61.0;34.0;5.0;30.0;12.0
5546;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2004 3e kwartaal;61.0;37.0;2.0;24.0;15.0
5547;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2004 4e kwartaal;59.0;38.0;3.0;25.0;12.0
5548;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2005 1e kwartaal;52.0;46.0;2.0;21.0;10.0
5549;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2005 2e kwartaal;57.0;40.0;3.0;24.0;14.0
5550;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2005 3e kwartaal;57.0;42.0;1.0;17.0;14.0
5551;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2005 4e kwartaal;57.0;36.0;6.0;24.0;12.0
5552;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2006 1e kwartaal;65.0;34.0;1.0;31.0;8.0
5553;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2006 2e kwartaal;71.0;26.0;3.0;32.0;7.0
5554;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2006 3e kwartaal;66.0;34.0;1.0;35.0;7.0
5555;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2006 4e kwartaal;76.0;21.0;3.0;45.0;7.0
5556;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2007 1e kwartaal;76.0;21.0;3.0;43.0;6.0
5557;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2007 2e kwartaal;66.0;32.0;2.0;39.0;10.0
5558;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2007 3e kwartaal;65.0;33.0;2.0;26.0;6.0
5559;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2007 4e kwartaal;58.0;41.0;1.0;20.0;13.0
5560;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2008 1e kwartaal;53.0;45.0;2.0;16.0;13.0
5561;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2008 2e kwartaal;58.0;40.0;2.0;21.0;10.0
5562;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2008 3e kwartaal;51.0;47.0;3.0;28.0;10.0
5563;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2008 4e kwartaal;44.0;53.0;3.0;14.0;18.0
5564;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2009 1e kwartaal;17.0;81.0;2.0;8.0;44.0
5565;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2009 2e kwartaal;9.0;89.0;2.0;3.0;61.0
5566;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2009 3e kwartaal;12.0;86.0;2.0;2.0;54.0
5567;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2009 4e kwartaal;23.0;75.0;2.0;7.0;46.0
5568;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2010 1e kwartaal;47.0;49.0;4.0;24.0;21.0
5569;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2010 2e kwartaal;63.0;35.0;2.0;38.0;14.0
5570;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2010 3e kwartaal;64.0;35.0;1.0;33.0;12.0
5571;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2010 4e kwartaal;69.0;31.0;0.0;38.0;9.0
5572;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2011 1e kwartaal;81.0;19.0;0.0;39.0;7.0
5573;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2011 2e kwartaal;80.0;17.0;3.0;35.0;5.0
5574;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2011 3e kwartaal;66.0;33.0;1.0;24.0;4.0
5575;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2011 4e kwartaal;59.0;37.0;4.0;25.0;10.0
5576;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2012 1e kwartaal;41.0;58.0;1.0;10.0;17.0
5577;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2012 2e kwartaal;43.0;56.0;1.0;13.0;14.0
5578;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2012 3e kwartaal;42.0;53.0;5.0;12.0;11.0
5579;24-25 Basismetaal, metaalprod.-industrie;100 tot 250 werkzame personen;2012 4e kwartaal;37.0;61.0;2.0;9.0;19.0
5580;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2004 1e kwartaal;72.0;24.0;5.0;35.0;0.0
5581;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2004 2e kwartaal;78.0;18.0;4.0;33.0;5.0
5582;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2004 3e kwartaal;80.0;15.0;5.0;47.0;3.0
5583;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2004 4e kwartaal;83.0;12.0;5.0;37.0;1.0
5584;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2005 1e kwartaal;79.0;19.0;2.0;25.0;2.0
5585;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2005 2e kwartaal;64.0;34.0;3.0;15.0;5.0
5586;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2005 3e kwartaal;59.0;35.0;5.0;24.0;8.0
5587;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2005 4e kwartaal;47.0;50.0;3.0;17.0;11.0
5588;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2006 1e kwartaal;64.0;36.0;0.0;19.0;
5589;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2006 2e kwartaal;59.0;38.0;3.0;29.0;
5590;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2006 3e kwartaal;;;;38.0;
5591;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2006 4e kwartaal;72.0;23.0;5.0;31.0;
5592;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2007 1e kwartaal;62.0;38.0;0.0;31.0;8.0
5593;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2007 2e kwartaal;63.0;32.0;5.0;8.0;8.0
5594;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2007 3e kwartaal;61.0;37.0;3.0;16.0;11.0
5595;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2007 4e kwartaal;55.0;42.0;3.0;21.0;15.0
5596;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2008 1e kwartaal;46.0;54.0;0.0;16.0;15.0
5597;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2008 2e kwartaal;57.0;43.0;0.0;26.0;12.0
5598;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2008 3e kwartaal;57.0;40.0;3.0;22.0;15.0
5599;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2008 4e kwartaal;38.0;62.0;0.0;23.0;24.0
5600;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2009 1e kwartaal;22.0;78.0;0.0;11.0;60.0
5601;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2009 2e kwartaal;20.0;78.0;3.0;7.0;72.0
5602;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2009 3e kwartaal;15.0;85.0;0.0;7.0;65.0
5603;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2009 4e kwartaal;17.0;83.0;0.0;4.0;48.0
5604;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2010 1e kwartaal;60.0;40.0;0.0;23.0;25.0
5605;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2010 2e kwartaal;76.0;20.0;4.0;45.0;6.0
5606;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2010 3e kwartaal;64.0;36.0;0.0;42.0;3.0
5607;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2010 4e kwartaal;79.0;21.0;0.0;44.0;6.0
5608;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2011 1e kwartaal;91.0;9.0;0.0;69.0;3.0
5609;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2011 2e kwartaal;93.0;7.0;0.0;43.0;3.0
5610;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2011 3e kwartaal;82.0;15.0;3.0;33.0;0.0
5611;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2011 4e kwartaal;57.0;43.0;0.0;22.0;6.0
5612;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2012 1e kwartaal;44.0;52.0;4.0;14.0;14.0
5613;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2012 2e kwartaal;39.0;49.0;11.0;4.0;16.0
5614;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2012 3e kwartaal;26.0;74.0;0.0;9.0;
5615;24-25 Basismetaal, metaalprod.-industrie;250 of meer werkzame personen;2012 4e kwartaal;30.0;67.0;3.0;3.0;23.0
5616;25 Metaalproductenindustrie;1 werkzame persoon;2004 1e kwartaal;56.0;43.0;1.0;40.0;28.0
5617;25 Metaalproductenindustrie;1 werkzame persoon;2004 2e kwartaal;55.0;44.0;1.0;39.0;26.0
5618;25 Metaalproductenindustrie;1 werkzame persoon;2004 3e kwartaal;54.0;44.0;1.0;39.0;28.0
5619;25 Metaalproductenindustrie;1 werkzame persoon;2004 4e kwartaal;56.0;43.0;1.0;41.0;27.0
5620;25 Metaalproductenindustrie;1 werkzame persoon;2005 1e kwartaal;52.0;47.0;1.0;38.0;30.0
5621;25 Metaalproductenindustrie;1 werkzame persoon;2005 2e kwartaal;55.0;44.0;1.0;40.0;27.0
5622;25 Metaalproductenindustrie;1 werkzame persoon;2005 3e kwartaal;57.0;42.0;1.0;42.0;26.0
5623;25 Metaalproductenindustrie;1 werkzame persoon;2005 4e kwartaal;57.0;42.0;1.0;43.0;27.0
5624;25 Metaalproductenindustrie;1 werkzame persoon;2006 1e kwartaal;60.0;39.0;1.0;45.0;24.0
5625;25 Metaalproductenindustrie;1 werkzame persoon;2006 2e kwartaal;58.0;41.0;1.0;43.0;24.0
5626;25 Metaalproductenindustrie;1 werkzame persoon;2006 3e kwartaal;59.0;40.0;1.0;43.0;25.0
5627;25 Metaalproductenindustrie;1 werkzame persoon;2006 4e kwartaal;57.0;41.0;1.0;44.0;26.0
5628;25 Metaalproductenindustrie;1 werkzame persoon;2007 1e kwartaal;61.0;37.0;1.0;45.0;22.0
5629;25 Metaalproductenindustrie;1 werkzame persoon;2007 2e kwartaal;61.0;38.0;1.0;44.0;21.0
5630;25 Metaalproductenindustrie;1 werkzame persoon;2007 3e kwartaal;58.0;41.0;1.0;42.0;23.0
5631;25 Metaalproductenindustrie;1 werkzame persoon;2007 4e kwartaal;56.0;42.0;1.0;41.0;24.0
5632;25 Metaalproductenindustrie;1 werkzame persoon;2008 1e kwartaal;56.0;43.0;1.0;40.0;26.0
5633;25 Metaalproductenindustrie;1 werkzame persoon;2008 2e kwartaal;56.0;42.0;2.0;40.0;26.0
5634;25 Metaalproductenindustrie;1 werkzame persoon;2008 3e kwartaal;57.0;42.0;1.0;41.0;26.0
5635;25 Metaalproductenindustrie;1 werkzame persoon;2008 4e kwartaal;53.0;46.0;1.0;36.0;29.0
5636;25 Metaalproductenindustrie;1 werkzame persoon;2009 1e kwartaal;45.0;54.0;1.0;29.0;35.0
5637;25 Metaalproductenindustrie;1 werkzame persoon;2009 2e kwartaal;40.0;59.0;1.0;26.0;40.0
5638;25 Metaalproductenindustrie;1 werkzame persoon;2009 3e kwartaal;42.0;57.0;1.0;28.0;39.0
5639;25 Metaalproductenindustrie;1 werkzame persoon;2009 4e kwartaal;42.0;57.0;1.0;27.0;38.0
5640;25 Metaalproductenindustrie;1 werkzame persoon;2010 1e kwartaal;44.0;55.0;1.0;30.0;37.0
5641;25 Metaalproductenindustrie;1 werkzame persoon;2010 2e kwartaal;50.0;49.0;1.0;33.0;30.0
5642;25 Metaalproductenindustrie;1 werkzame persoon;2010 3e kwartaal;52.0;47.0;1.0;36.0;30.0
5643;25 Metaalproductenindustrie;1 werkzame persoon;2010 4e kwartaal;53.0;46.0;1.0;37.0;29.0
5644;25 Metaalproductenindustrie;1 werkzame persoon;2011 1e kwartaal;57.0;42.0;1.0;40.0;25.0
5645;25 Metaalproductenindustrie;1 werkzame persoon;2011 2e kwartaal;56.0;42.0;1.0;40.0;25.0
5646;25 Metaalproductenindustrie;1 werkzame persoon;2011 3e kwartaal;55.0;43.0;1.0;39.0;26.0
5647;25 Metaalproductenindustrie;1 werkzame persoon;2011 4e kwartaal;54.0;45.0;1.0;37.0;27.0
5648;25 Metaalproductenindustrie;1 werkzame persoon;2012 1e kwartaal;51.0;48.0;2.0;34.0;29.0
5649;25 Metaalproductenindustrie;1 werkzame persoon;2012 2e kwartaal;47.0;52.0;1.0;31.0;32.0
5650;25 Metaalproductenindustrie;1 werkzame persoon;2012 3e kwartaal;48.0;50.0;1.0;32.0;31.0
5651;25 Metaalproductenindustrie;1 werkzame persoon;2012 4e kwartaal;42.0;56.0;2.0;28.0;36.0
5652;25 Metaalproductenindustrie;2 tot 10 werkzame personen;2004 1e kwartaal;51.0;48.0;1.0;31.0;27.0
5653;25 Metaalproductenindustrie;2 tot 10 werkzame personen;2004 2e kwartaal;54.0;45.0;1.0;34.0;24.0
5654;25 Metaalproductenindustrie;2 tot 10 werkzame personen;2004 3e kwartaal;56.0;43.0;1.0;38.0;25.0
5655;25 Metaalproductenindustrie;2 tot 10 werkzame personen;2004 4e kwartaal;50.0;48.0;1.0;36.0;29.0
