ID;Geslacht;Herkomstgroepering;Immigratiemotief;Immigrantencohort;Woongemeente;Perioden;AantalAllochtoneImmigrantenTotaal_1;PersonenMetWerkOfUitkeringTotaal_2;WerkzamePersonen_3;PersonenMetEenUitkering_4
4278;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amstelveen;2005, vrijdag 30 september;0.2;86.6;86.6;
4279;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amstelveen;2006, vrijdag 29 september;0.1;85.9;85.2;
4280;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;1999, vrijdag 24 september;;;;
4281;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2000, vrijdag 29 september;;;;
4282;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2001, vrijdag 28 september;3.2;74.8;74.1;1.1
4283;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2002, vrijdag 27 september;2.7;71.2;69.9;1.5
4284;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2003, vrijdag 26 september;2.3;71.0;69.0;3.0
4285;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2004, vrijdag 24 september;1.9;66.4;63.8;3.2
4286;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2005, vrijdag 30 september;1.7;67.5;64.4;4.3
4287;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Amsterdam;2006, vrijdag 29 september;1.3;71.8;68.7;4.9
4288;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;1999, vrijdag 24 september;;;;
4289;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2000, vrijdag 29 september;;;;
4290;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2001, vrijdag 28 september;0.1;69.6;69.6;
4291;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2002, vrijdag 27 september;0.0;;;
4292;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2003, vrijdag 26 september;0.0;;;
4293;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2004, vrijdag 24 september;0.0;;;
4294;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2005, vrijdag 30 september;0.0;;;
4295;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Apeldoorn;2006, vrijdag 29 september;0.0;;;
4296;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;1999, vrijdag 24 september;;;;
4297;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2000, vrijdag 29 september;;;;
4298;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2001, vrijdag 28 september;0.1;64.5;59.5;
4299;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2002, vrijdag 27 september;0.1;62.2;55.5;
4300;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2003, vrijdag 26 september;0.1;57.4;51.5;
4301;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2004, vrijdag 24 september;0.1;56.0;51.2;
4302;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2005, vrijdag 30 september;0.1;56.9;50.8;
4303;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Arnhem;2006, vrijdag 29 september;0.1;64.7;58.8;
4304;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;1999, vrijdag 24 september;;;;
4305;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2000, vrijdag 29 september;;;;
4306;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2001, vrijdag 28 september;0.0;;;
4307;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2002, vrijdag 27 september;0.0;;;
4308;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2003, vrijdag 26 september;0.0;;;
4309;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2004, vrijdag 24 september;0.0;;;
4310;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2005, vrijdag 30 september;0.0;;;
4311;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Assen;2006, vrijdag 29 september;0.0;;;
4312;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;1999, vrijdag 24 september;;;;
4313;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2000, vrijdag 29 september;;;;
4314;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2001, vrijdag 28 september;0.0;;;
4315;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2002, vrijdag 27 september;0.0;;;
4316;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2003, vrijdag 26 september;0.0;;;
4317;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2004, vrijdag 24 september;0.0;;;
4318;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2005, vrijdag 30 september;0.0;;;
4319;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Barneveld;2006, vrijdag 29 september;0.0;;;
4320;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;1999, vrijdag 24 september;;;;
4321;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2000, vrijdag 29 september;;;;
4322;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2001, vrijdag 28 september;0.1;65.9;64.8;
4323;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2002, vrijdag 27 september;0.1;62.5;61.1;
4324;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2003, vrijdag 26 september;0.1;70.5;68.9;
4325;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2004, vrijdag 24 september;0.0;;;
4326;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2005, vrijdag 30 september;0.0;;;
4327;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Bergen op Zoom;2006, vrijdag 29 september;0.0;;;
4328;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;1999, vrijdag 24 september;;;;
4329;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2000, vrijdag 29 september;;;;
4330;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2001, vrijdag 28 september;0.2;66.2;64.9;
4331;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2002, vrijdag 27 september;0.1;66.7;65.8;
4332;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2003, vrijdag 26 september;0.1;68.4;65.3;
4333;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2004, vrijdag 24 september;0.1;75.8;71.2;
4334;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2005, vrijdag 30 september;0.1;82.8;74.1;
4335;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Breda;2006, vrijdag 29 september;0.1;88.7;79.2;
4336;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;1999, vrijdag 24 september;;;;
4337;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2000, vrijdag 29 september;;;;
4338;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2001, vrijdag 28 september;0.1;77.4;77.4;
4339;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2002, vrijdag 27 september;0.1;74.5;72.5;
4340;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2003, vrijdag 26 september;0.0;;;
4341;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2004, vrijdag 24 september;0.0;;;
4342;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2005, vrijdag 30 september;0.0;;;
4343;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2006, vrijdag 29 september;0.0;;;
4344;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;1999, vrijdag 24 september;;;;
4345;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2000, vrijdag 29 september;;;;
4346;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2001, vrijdag 28 september;0.4;61.2;61.2;
4347;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2002, vrijdag 27 september;0.4;54.5;53.2;
4348;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2003, vrijdag 26 september;0.3;57.8;56.8;
4349;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2004, vrijdag 24 september;0.2;55.3;52.7;
4350;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2005, vrijdag 30 september;0.2;59.2;56.0;
4351;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Delft;2006, vrijdag 29 september;0.1;51.1;48.9;
4352;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;1999, vrijdag 24 september;;;;
4353;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2000, vrijdag 29 september;;;;
4354;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2001, vrijdag 28 september;0.1;40.7;40.7;
4355;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2002, vrijdag 27 september;0.1;58.5;52.8;
4356;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2003, vrijdag 26 september;0.1;56.1;52.6;
4357;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2004, vrijdag 24 september;0.0;;;
4358;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2005, vrijdag 30 september;0.0;;;
4359;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Deventer;2006, vrijdag 29 september;0.0;;;
4360;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;1999, vrijdag 24 september;;;;
4361;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2000, vrijdag 29 september;;;;
4362;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2001, vrijdag 28 september;0.0;;;
4363;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2002, vrijdag 27 september;0.0;;;
4364;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2003, vrijdag 26 september;0.0;;;
4365;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2004, vrijdag 24 september;0.0;;;
4366;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2005, vrijdag 30 september;0.0;;;
4367;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Doetinchem;2006, vrijdag 29 september;0.0;;;
4368;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;1999, vrijdag 24 september;;;;
4369;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2000, vrijdag 29 september;;;;
4370;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2001, vrijdag 28 september;0.1;62.2;61.1;
4371;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2002, vrijdag 27 september;0.1;63.3;59.5;
4372;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2003, vrijdag 26 september;0.1;68.5;63.0;
4373;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2004, vrijdag 24 september;0.1;61.0;57.6;
4374;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2005, vrijdag 30 september;0.1;74.5;64.7;
4375;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Dordrecht;2006, vrijdag 29 september;0.1;76.0;64.0;
4376;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;1999, vrijdag 24 september;;;;
4377;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2000, vrijdag 29 september;;;;
4378;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2001, vrijdag 28 september;0.1;49.1;49.1;
4379;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2002, vrijdag 27 september;0.0;;;
4380;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2003, vrijdag 26 september;0.0;;;
4381;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2004, vrijdag 24 september;0.0;;;
4382;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2005, vrijdag 30 september;0.0;;;
4383;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Ede;2006, vrijdag 29 september;0.0;;;
4384;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;1999, vrijdag 24 september;;;;
4385;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2000, vrijdag 29 september;;;;
4386;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2001, vrijdag 28 september;0.8;79.0;78.8;
4387;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2002, vrijdag 27 september;0.6;78.9;78.4;
4388;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2003, vrijdag 26 september;0.5;78.7;77.8;1.9
4389;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2004, vrijdag 24 september;0.4;84.5;83.5;
4390;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2005, vrijdag 30 september;0.3;86.3;84.1;3.5
4391;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Eindhoven;2006, vrijdag 29 september;0.3;86.9;83.6;5.2
4392;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;1999, vrijdag 24 september;;;;
4393;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2000, vrijdag 29 september;;;;
4394;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2001, vrijdag 28 september;0.0;;;
4395;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2002, vrijdag 27 september;0.0;;;
4396;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2003, vrijdag 26 september;0.0;;;
4397;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2004, vrijdag 24 september;0.0;;;
4398;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2005, vrijdag 30 september;0.0;;;
4399;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Emmen;2006, vrijdag 29 september;0.0;;;
4400;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;1999, vrijdag 24 september;;;;
4401;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2000, vrijdag 29 september;;;;
4402;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2001, vrijdag 28 september;0.3;68.5;68.1;
4403;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2002, vrijdag 27 september;0.2;59.8;58.1;
4404;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2003, vrijdag 26 september;0.2;70.1;67.2;
4405;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2004, vrijdag 24 september;0.2;64.9;59.7;
4406;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2005, vrijdag 30 september;0.1;69.6;64.3;
4407;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Enschede;2006, vrijdag 29 september;0.1;71.1;64.5;
4408;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;1999, vrijdag 24 september;;;;
4409;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2000, vrijdag 29 september;;;;
4410;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2001, vrijdag 28 september;0.0;;;
4411;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2002, vrijdag 27 september;0.0;;;
4412;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2003, vrijdag 26 september;0.0;;;
4413;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2004, vrijdag 24 september;0.0;;;
4414;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2005, vrijdag 30 september;0.0;;;
4415;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Gouda;2006, vrijdag 29 september;0.0;;;
4416;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);1999, vrijdag 24 september;;;;
4417;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2000, vrijdag 29 september;;;;
4418;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2001, vrijdag 28 september;1.4;72.9;71.9;1.6
4419;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2002, vrijdag 27 september;1.3;69.0;67.2;2.2
4420;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2003, vrijdag 26 september;1.1;62.5;60.8;1.9
4421;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2004, vrijdag 24 september;0.9;59.4;57.3;2.2
4422;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2005, vrijdag 30 september;0.8;58.4;55.6;3.2
4423;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2006, vrijdag 29 september;0.7;60.6;58.2;3.3
4424;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);1999, vrijdag 24 september;;;;
4425;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2000, vrijdag 29 september;;;;
4426;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2001, vrijdag 28 september;0.2;67.7;67.7;
4427;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2002, vrijdag 27 september;0.2;69.7;68.7;
4428;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2003, vrijdag 26 september;0.2;74.8;72.3;
4429;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2004, vrijdag 24 september;0.1;72.8;66.4;8.0
4430;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2005, vrijdag 30 september;0.1;75.8;65.3;11.6
4431;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Groningen (gemeente);2006, vrijdag 29 september;0.1;73.7;65.8;13.2
4432;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;1999, vrijdag 24 september;;;;
4433;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2000, vrijdag 29 september;;;;
4434;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2001, vrijdag 28 september;0.4;70.7;70.2;
4435;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2002, vrijdag 27 september;0.3;70.5;69.9;
4436;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2003, vrijdag 26 september;0.2;71.4;70.5;
4437;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2004, vrijdag 24 september;0.2;81.0;80.4;
4438;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2005, vrijdag 30 september;0.2;75.9;74.1;
4439;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlem;2006, vrijdag 29 september;0.2;84.7;83.3;
4440;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;1999, vrijdag 24 september;;;;
4441;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2000, vrijdag 29 september;;;;
4442;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2001, vrijdag 28 september;0.2;65.5;65.0;
4443;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2002, vrijdag 27 september;0.2;78.8;78.1;
4444;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2003, vrijdag 26 september;0.1;80.5;77.1;
4445;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2004, vrijdag 24 september;0.1;82.9;80.0;
4446;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2005, vrijdag 30 september;0.1;86.0;83.9;
4447;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Haarlemmermeer;2006, vrijdag 29 september;0.1;89.0;85.7;
4448;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;1999, vrijdag 24 september;;;;
4449;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2000, vrijdag 29 september;;;;
4450;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2001, vrijdag 28 september;0.0;;;
4451;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2002, vrijdag 27 september;0.0;;;
4452;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2003, vrijdag 26 september;0.0;;;
4453;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2004, vrijdag 24 september;0.0;;;
4454;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2005, vrijdag 30 september;0.0;;;
4455;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Hardenberg;2006, vrijdag 29 september;0.0;;;
4456;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;1999, vrijdag 24 september;;;;
4457;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2000, vrijdag 29 september;;;;
4458;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2001, vrijdag 28 september;0.1;66.7;65.3;
4459;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2002, vrijdag 27 september;0.1;67.2;59.7;
4460;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2003, vrijdag 26 september;0.1;69.8;56.6;
4461;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2004, vrijdag 24 september;0.1;70.0;54.0;
4462;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2005, vrijdag 30 september;0.0;;;
4463;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Heerlen;2006, vrijdag 29 september;0.0;;;
4464;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;1999, vrijdag 24 september;;;;
4465;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2000, vrijdag 29 september;;;;
4466;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2001, vrijdag 28 september;0.0;;;
4467;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2002, vrijdag 27 september;0.0;;;
4468;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2003, vrijdag 26 september;0.0;;;
4469;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2004, vrijdag 24 september;0.0;;;
4470;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2005, vrijdag 30 september;0.0;;;
4471;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Den Helder;2006, vrijdag 29 september;0.0;;;
4472;Totaal mannen en vrouwen;0;Arbeid;Allochtone immigranten, cohort 2001;Helmond;1999, vrijdag 24 september;;;;
